Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,265.3,131.2,498.4,67500,6273,31540,90.73,8.431,42.4,0.31,0.7,0.3,0.012,0.0065,0,0.24,42.8
2,5,507.8,185.9,1150,118100,5609,57380,175.7,8.346,84.73,0.21,0.79,0.21,0,0.027,0,0.47,45.5
3,6,931.6,300.1,2008,142100,31700,99600,191,42.6,133.9,0.16,0.78,0.22,0,0,0,0.74,42.4
4,7,1179,277.7,2398,138600,24550,106100,192.5,34.09,147.3,0.15,0.74,0.26,0,0,0,0.82,38.2
5,8,910.5,187.7,1788,139500,1927,92630,187.5,2.59,124.5,0.24,0.71,0.29,0.022,0.012,0,0.69,38.2
6,9,523.4,140.1,934,107700,0,58030,149.6,0,80.6,0.31,0.69,0.31,0.044,0.029,0,0.45,39.6
7,10,348.3,114.9,583.1,62100,0,34030,83.47,0,45.74,0.41,0.58,0.42,0.072,0.092,0,0.25,32.7
8,11,242.6,87.94,388.8,37920,0,18930,50.96,0,25.45,0.49,0.49,0.51,0.13,0.22,0,0.14,24.5
9,12,168.3,58.03,271.3,24700,0,12310,34.3,0,17.09,0.53,0.42,0.58,0.25,0.079,0,0.095,24
10,1,133.1,45.26,205.6,19990,0,9927,26.87,0,13.34,0.48,0.45,0.55,0.24,0.14,0,0.074,23.4
11,2,147.6,72.01,208.2,22860,0,13560,31.76,0,18.84,0.38,0.59,0.41,0.11,0.13,0,0.1,32
12,3,186.7,107.5,255.5,32770,0,20810,44.04,0,27.97,0.33,0.66,0.34,0.029,0.034,0,0.16,39.9
