WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,611.5,192.8,0,93.33,620,133.4,1489,14.6,2.79,11.4,0.264,0.087,0.547,0,9,0,0,0.025,0,0.388,0.18,0.14,0.17,0.27,0,9,0.024657534246575342,3.2,0.19,0.78,0.22,41.9
1993,365,470.5,181.6,0,53.72,360,104.2,1067,11.4,2.94,8.35,0.338,0.101,0.691,17,38,0,0.047,0.1,0,0.298,0.058,0.12,0.16,0.61,0.047,55,0.1506849315068493,3.05,0.26,0.73,0.27,41.3
1994,365,92.62,51.48,0,10.57,154.8,46.26,344.5,4.88,2.81,1.93,0.643,0.311,1,146,75,0,0.4,0.21,0,0.0587,0,0,0.025,0.58,0.4,221,0.6054794520547945,2.95,0.58,0.4,0.6,19
1995,366,127.5,76.1,0,14.52,174.7,41.45,458.4,5.52,2.83,2.34,0.645,0.234,1,197,42,0,0.54,0.12,0,0.0809,0,0,0.13,0.33,0.54,239,0.6547945205479452,3.18,0.51,0.42,0.58,23.1
1996,365,337.5,126,0,38.53,287.9,51.79,737.7,9.08,2.87,6.09,0.451,0.152,1,72,66,0,0.2,0.18,0,0.214,0,0.12,0.21,0.47,0.2,138,0.3780821917808219,2.99,0.32,0.67,0.33,37.2
1997,365,310.5,115.9,0,35.45,273.4,96.2,686,8.62,2.87,5.64,0.411,0.175,0.746,36,77,0,0.099,0.21,0,0.197,0,0.085,0.2,0.62,0.099,113,0.3095890410958904,2.98,0.33,0.65,0.35,36
1998,365,622.2,192.8,0,71.03,465.9,79.52,1448,14.7,2.93,11.3,0.307,0.0809,0.654,41,5,0,0.11,0.014,0,0.395,0.14,0.17,0.18,0.4,0.11,46,0.12602739726027398,3.4,0.2,0.77,0.23,42.3
1999,366,509.1,192.8,0,57.96,376.7,125.2,1296,11.9,2.89,8.98,0.316,0.0926,0.535,0,4,0,0,0.011,0,0.323,0.093,0.079,0.21,0.62,0,4,0.010958904109589041,2.92,0.24,0.75,0.25,42.8
2000,365,737.8,192.8,13.67,84.23,657.4,116.7,1949,20.7,3.74,14.2,0.275,0.0766,0.551,0,0,0,0,0,0,0.468,0.24,0.11,0.2,0.45,0,0,0,6.5,0.18,0.69,0.31,35.6
2001,365,371.4,115.6,0,42.39,299.4,101.7,708.7,9.44,2.97,6.41,0.359,0.207,0.708,20,44,0,0.055,0.12,0,0.236,0,0.044,0.28,0.62,0.055,64,0.17534246575342466,3.03,0.31,0.68,0.32,39.3
