exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.80,288.97,0.8,39.4,6.22,4.38,3.18,57.5,111,0.38,178.3,0.62,178.3,0,0,0,0,-3.18,3.18,39.4,6.22,4.38,0,60.7,228,990.5,964.9,25.6,0.116,0.0109,0.000425,0.127,0.00495,1.0236051502145922,0.18,0.307,0.012,25.3,0.946,0.977,0.925,41.3,40.3,40.9,458000
0.81,283.54,0.81,38.8,6.06,4.2,3.01,54.8,107,0.38,176.7,0.62,176.7,0,0,0,0,-3.01,3.01,38.8,6.06,4.2,0,57.8,226,990.5,964.8,25.7,0.115,0.0108,0.00042,0.126,0.00491,1.0311418685121108,0.176,0.302,0.0118,25.4,0.945,0.977,0.923,40.8,39.8,40.6,281000
0.82,280.9,0.82,38.6,5.98,4.1,3.01,55.4,107,0.38,173.8,0.62,173.8,0,0,0,0,-3.01,3.01,38.6,5.98,4.1,0,58.4,223,990.5,964.8,25.7,0.114,0.0105,0.00041,0.125,0.00485,1.024390243902439,0.174,0.298,0.0116,25.4,0.945,0.976,0.922,40.3,39.2,39.8,235000
0.83,273.86,0.83,38.6,6.06,4.15,3.04,54.7,107,0.39,167.3,0.61,167.3,0,0,0,0,-3.04,3.04,38.6,6.06,4.15,0,57.7,216,990.5,964.8,25.7,0.112,0.00997,0.000388,0.122,0.00474,1,0.168,0.29,0.0113,25.4,0.944,0.974,0.919,39.4,38.3,38.3,310000
0.84,267.28,0.84,38,5.89,3.97,2.89,53.6,104,0.39,162.9,0.61,162.9,0,0,0,0,-2.89,2.89,38,5.89,3.97,0,56.5,211,990.5,964.8,25.7,0.11,0.0096,0.000373,0.12,0.00465,1,0.162,0.282,0.011,25.4,0.942,0.973,0.917,38.3,37.3,37.3,371000
0.85,262.21,0.85,38.2,5.89,3.95,2.91,53.6,105,0.4,157.6,0.6,157.6,0,0,0,0,-2.91,2.91,38.2,5.89,3.95,0,56.5,206,990.5,964.7,25.8,0.108,0.00915,0.000355,0.117,0.00455,1,0.155,0.273,0.0106,25.5,0.941,0.972,0.914,37.1,36,36,416000
0.86,257.73,0.86,37.4,5.74,3.82,2.77,52.2,102,0.4,155.8,0.6,155.8,0,0,0,0,-2.77,2.77,37.4,5.74,3.82,0,55,203,990.5,964.7,25.8,0.107,0.00899,0.000349,0.116,0.0045,1,0.153,0.269,0.0104,25.5,0.94,0.972,0.914,36.6,35.6,35.6,289000
0.87,253.96,0.87,37.4,5.75,3.81,2.74,51.8,101,0.4,152.5,0.6,152.5,0,0,0,0,-2.74,2.74,37.4,5.75,3.81,0,54.5,199,990.5,964.7,25.8,0.106,0.00871,0.000338,0.115,0.00445,1,0.148,0.263,0.0102,25.5,0.939,0.972,0.912,35.8,34.8,34.8,248000
0.88,247.6,0.88,36.6,5.59,3.64,2.61,49.8,98.2,0.4,149.4,0.6,149.4,0,0,0,0,-2.61,2.61,36.6,5.59,3.64,0,52.4,195,990.5,964.7,25.8,0.104,0.00845,0.000327,0.113,0.00437,1,0.144,0.257,0.00996,25.6,0.938,0.971,0.911,35.1,34.1,34.1,322000
0.89,240.77,0.89,35.7,5.43,3.48,2.49,48.5,95.6,0.4,145.2,0.6,145.2,0,0,0,0,-2.49,2.49,35.7,5.43,3.48,0,50.9,190,990.5,964.6,25.9,0.103,0.00809,0.000313,0.111,0.00428,1,0.138,0.249,0.00963,25.6,0.936,0.971,0.909,34.1,33.2,33.2,223000
0.90,234.63,0.9,35.3,5.35,3.38,2.42,46.5,92.9,0.4,141.7,0.6,141.7,0,0,0,0,-2.42,2.42,35.3,5.35,3.38,0,48.9,186,990.5,964.6,25.9,0.101,0.0078,0.000301,0.109,0.00421,1,0.134,0.243,0.00937,25.6,0.934,0.971,0.907,33.3,32.4,32.4,420000
0.91,228.46,0.91,34.8,5.46,3.49,2.51,45.3,91.5,0.4,137,0.6,137,0,0,0,0,-2.51,2.51,34.8,5.46,3.49,0,47.8,181,990.5,964.6,25.9,0.0993,0.00739,0.000285,0.107,0.00411,1,0.127,0.234,0.00903,25.7,0.932,0.971,0.905,32.2,31.3,31.3,183000
0.92,222.98,0.92,34.4,5.2,3.24,2.29,43.9,89,0.4,133.9,0.6,133.9,0,0,0,0,-2.29,2.29,34.4,5.2,3.24,0,46.2,177,990.5,964.5,26,0.0979,0.00714,0.000275,0.105,0.00405,1,0.123,0.228,0.0088,25.7,0.931,0.97,0.904,31.5,30.6,30.6,319000
0.93,215.56,0.93,34.1,5.16,3.21,2.25,43.1,87.8,0.41,127.7,0.59,127.7,0,0,0,0,-2.25,2.25,34.1,5.16,3.21,0,45.4,170,990.5,964.5,26,0.0956,0.00661,0.000254,0.102,0.00393,1,0.115,0.217,0.00835,25.8,0.928,0.97,0.901,30,29.1,29.1,231000
0.94,208.7,0.94,33.3,4.98,3.12,2.21,40.8,84.3,0.4,124.4,0.6,124.4,0,0,0,0,-2.21,2.21,33.3,4.98,3.12,0,43,166,990.5,964.5,26,0.094,0.00632,0.000243,0.1,0.00385,1,0.11,0.211,0.00809,25.8,0.926,0.97,0.898,29.2,28.3,28.3,252000
0.95,203.86,0.95,32.6,4.86,3.04,2.16,38.8,81.4,0.4,122.4,0.6,122.4,0,0,0,0,-2.16,2.16,32.6,4.86,3.04,0,40.9,163,990.5,964.4,26.1,0.093,0.00615,0.000236,0.0992,0.0038,1,0.108,0.207,0.00794,25.9,0.919,0.964,0.891,28.6,27.7,27.7,314000
0.96,200.58,0.96,31.8,4.57,2.96,2.07,36.3,77.7,0.39,122.9,0.61,122.9,0,0,0,0,-2.07,2.07,31.8,4.57,2.96,0,38.3,162,990.5,964.4,26.1,0.0928,0.0062,0.000238,0.099,0.00379,1,0.108,0.207,0.00795,25.9,0.647,0.675,0.628,21.4,20.8,20.8,138000
0.97,195.29,0.97,30,4.45,2.94,2.08,32.1,71.6,0.37,123.7,0.63,123.7,0,0,0,0,-2.08,2.08,30,4.45,2.94,0,34.2,161,990.5,964.4,26.1,0.0924,0.00627,0.00024,0.0987,0.00378,1,0.11,0.208,0.00798,25.9,0.79,0.825,0.766,25.6,24.8,24.8,227000
0.98,181.33,0.98,28.8,4.36,2.79,2.03,29.3,67.3,0.37,114,0.63,114,0,0,0,0,-2.03,2.03,28.8,4.36,2.79,0,31.4,150,990.5,964.4,26.1,0.0885,0.00544,0.000209,0.0939,0.0036,1,0.0964,0.19,0.0073,25.9,0.873,0.92,0.847,25.6,24.8,24.8,207000
0.99,162.01,0.99,25.9,4.28,2.41,2,23.7,58.3,0.36,103.7,0.64,103.7,0,0,0,0,-2,2,25.9,4.28,2.41,0,25.7,136,990.5,964.5,26,0.0836,0.00456,0.000175,0.0882,0.00339,1,0.0825,0.171,0.00656,25.9,0.916,0.966,0.888,24.1,23.3,23.3,227000
1.00,136.59,1,24.5,4.25,2.25,2,21,54.1,0.4,82.54,0.6,82.54,0,0,0,0,-2,2,24.5,4.25,2.25,0,23,114,990.5,964.5,26,0.0756,0.00277,0.000106,0.0784,0.00301,1,0.0539,0.132,0.00509,25.9,0.914,0.95,0.88,19.2,18.5,18.5,67500
