Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,5110,191,142000,25.6,1100,25.4,0.937,1.87,0.55,0.89,0.78,50,1
0.01,4740,188,139000,25.6,1100,25.4,0.936,1.87,0.464,0.87,0.77,49.5,0.309
0.02,4180,185,135000,25.6,1100,25.4,0.936,1.87,0.45,0.86,0.738,49.3,0.0994
0.03,3900,182,134000,25.5,1100,25.4,0.935,1.87,0.442,0.86,0.72,48.9,0.00766
0.04,3760,180,132000,25.5,1100,25.3,0.935,1.87,0.44,0.85,0.706,48.6,0
0.05,3640,179,129000,25.5,1100,25.3,0.935,1.87,0.44,0.85,0.7,48.1,0
0.06,3390,177,127000,25.5,1100,25.3,0.935,1.87,0.43,0.84,0.675,47.9,0
0.07,3290,177,127000,25.5,1100,25.3,0.935,1.87,0.43,0.84,0.669,47.6,0
0.08,3140,176,126000,25.5,1100,25.2,0.934,1.87,0.43,0.84,0.65,47.4,0
0.09,3080,175,126000,25.4,1100,25.2,0.934,1.87,0.42,0.83,0.644,47.3,0
0.1,2930,174,124000,25.4,1100,25.2,0.934,1.87,0.41,0.83,0.621,47.1,0
0.11,2750,173,123000,25.4,1100,25.1,0.934,1.87,0.41,0.82,0.6,47,0
0.12,2560,172,122000,25.4,1100,25.1,0.934,1.87,0.409,0.81,0.579,46.8,0
0.13,2410,170,121000,25.4,1100,25.1,0.933,1.87,0.4,0.81,0.553,46.6,0
0.14,2330,169,121000,25.3,1100,25.1,0.933,1.87,0.4,0.81,0.53,46.5,0
0.15,2260,168,121000,25.3,1100,25,0.933,1.87,0.4,0.8,0.521,46.1,0
0.16,2180,167,120000,25.3,1100,25,0.933,1.87,0.4,0.796,0.506,45.6,0
0.17,2130,166,119000,25.3,1100,25,0.933,1.87,0.39,0.79,0.49,45.5,0
0.18,2060,165,119000,25.3,1100,25,0.933,1.87,0.39,0.79,0.48,45.2,0
0.19,1920,164,118000,25.2,1100,24.9,0.933,1.86,0.39,0.78,0.468,45,0
0.2,1870,163,116000,25.2,1100,24.9,0.932,1.85,0.39,0.77,0.452,44.9,0
0.21,1780,162,115000,25.2,1100,24.9,0.932,1.84,0.39,0.77,0.45,44.7,0
0.22,1690,159,112000,25.2,1090,24.9,0.932,1.81,0.38,0.76,0.44,44.4,0
0.23,1610,156,111000,25.2,1090,24.9,0.932,1.8,0.38,0.76,0.44,44.2,0
0.24,1580,155,111000,25.2,1080,24.9,0.932,1.73,0.38,0.76,0.44,43.5,0
0.25,1550,150,110000,25.1,1050,24.8,0.932,1.69,0.37,0.75,0.43,42.9,0
0.26,1450,148,108000,25.1,1050,24.8,0.931,1.64,0.37,0.75,0.43,42.3,0
0.27,1390,145,105000,25,1030,24.7,0.931,1.57,0.37,0.74,0.43,41.8,0
0.28,1330,141,105000,25,1010,24.7,0.931,1.55,0.37,0.74,0.42,41.3,0
0.29,1270,141,104000,25,978,24.7,0.93,1.49,0.37,0.739,0.42,40.6,0
0.3,1210,140,102000,25,963,24.7,0.93,1.43,0.363,0.73,0.41,40.2,0
0.31,1180,137,101000,24.9,957,24.6,0.929,1.42,0.357,0.72,0.41,39.9,0
0.32,1160,136,98800,24.9,912,24.6,0.928,1.32,0.35,0.72,0.41,39.8,0
0.33,1070,135,96700,24.9,901,24.5,0.928,1.28,0.34,0.72,0.4,39.7,0
0.34,1050,133,95200,24.8,879,24.5,0.927,1.22,0.34,0.71,0.4,39.6,0
0.35,1020,129,93700,24.8,845,24.4,0.927,1.15,0.33,0.71,0.4,39.5,0
0.36,980,127,92200,24.7,790,24.4,0.925,1.09,0.318,0.7,0.4,39.5,0
0.37,898,126,91200,24.7,735,24.4,0.925,0.94,0.31,0.692,0.4,39.4,0
0.38,871,123,90500,24.7,707,24.3,0.925,0.889,0.3,0.69,0.39,39.4,0
0.39,834,122,89800,24.6,677,24.2,0.924,0.846,0.29,0.68,0.39,39.3,0
0.4,821,121,88100,24.5,658,24.1,0.924,0.82,0.29,0.674,0.39,39.2,0
0.41,797,118,87500,24.4,634,24,0.924,0.806,0.288,0.67,0.39,39.2,0
0.42,783,117,86900,24.3,603,23.9,0.924,0.741,0.28,0.66,0.39,38.9,0
0.43,762,116,84000,24.3,590,23.9,0.923,0.736,0.27,0.66,0.38,38.8,0
0.44,751,113,82200,24.2,584,23.8,0.923,0.727,0.26,0.66,0.38,38.7,0
0.45,726,106,78800,24.2,565,23.8,0.923,0.694,0.26,0.65,0.38,38.5,0
0.46,702,103,75400,24.1,522,23.7,0.923,0.633,0.25,0.65,0.37,38.3,0
0.47,685,99.6,72900,24.1,500,23.6,0.922,0.609,0.243,0.64,0.37,38.2,0
0.48,642,97.2,71900,24,474,23.5,0.922,0.578,0.24,0.64,0.37,38.1,0
0.49,615,94.9,68500,23.9,463,23.4,0.922,0.542,0.24,0.63,0.37,38,0
0.5,568,91.5,66700,23.9,437,23.3,0.922,0.529,0.23,0.63,0.37,37.8,0
0.51,552,86.8,64600,23.7,415,23.1,0.921,0.489,0.22,0.63,0.37,37.4,0
0.52,539,81,60200,23.5,383,23,0.921,0.463,0.21,0.63,0.36,37.3,0
0.53,521,78.2,58200,23.4,368,22.8,0.921,0.448,0.207,0.63,0.36,37.3,0
0.54,504,76,56100,23.3,355,22.6,0.921,0.436,0.2,0.63,0.35,37,0
0.55,496,73.3,54600,23.3,347,22.5,0.921,0.426,0.195,0.62,0.35,36.8,0
0.56,478,69.5,51700,23.1,326,22.4,0.92,0.405,0.19,0.62,0.34,36.6,0
0.57,471,67.7,50400,23.1,319,22.3,0.92,0.395,0.19,0.62,0.34,36.4,0
0.58,463,66.4,49400,23,308,22.2,0.92,0.39,0.18,0.61,0.34,36.3,0
0.59,450,65.2,48500,22.9,305,22.1,0.92,0.375,0.18,0.61,0.33,36.2,0
0.6,434,62.6,46300,22.8,291,22.1,0.92,0.365,0.17,0.61,0.326,35.9,0
0.61,412,61.4,44600,22.8,280,21.9,0.92,0.355,0.17,0.61,0.32,35.7,0
0.62,388,58.7,43200,22.7,270,21.7,0.919,0.349,0.16,0.61,0.31,35.5,0
0.63,378,57,42000,22.5,264,21.6,0.919,0.338,0.16,0.6,0.308,35.4,0
0.64,371,54.8,40800,22.2,250,21.2,0.919,0.335,0.16,0.6,0.3,35.3,0
0.65,365,53.4,39400,22.1,245,20.9,0.919,0.333,0.156,0.6,0.29,35.1,0
0.66,361,52.5,39000,22,239,20.8,0.918,0.33,0.15,0.6,0.29,35,0
0.67,346,50.1,37300,21.9,229,20.7,0.918,0.324,0.145,0.6,0.28,34.8,0
0.68,342,49.3,35800,21.6,224,20.3,0.917,0.323,0.14,0.59,0.28,34.7,0
0.69,335,48.5,35200,21.5,221,20.1,0.917,0.321,0.14,0.59,0.28,34.4,0
0.7,324,46.5,34600,21.4,210,20,0.916,0.318,0.137,0.59,0.27,34.1,0
0.71,317,46,34200,21.3,207,19.8,0.915,0.316,0.13,0.58,0.261,33.4,0
0.72,314,45.2,33000,21.1,205,19.5,0.915,0.313,0.13,0.58,0.26,32.9,0
0.73,310,44.4,32700,20.9,198,19.3,0.915,0.31,0.13,0.57,0.26,32.2,0
0.74,299,43.4,31600,20.6,194,19,0.913,0.308,0.13,0.57,0.25,31.8,0
0.75,286,41.7,30800,20.4,188,18.7,0.912,0.306,0.13,0.57,0.25,30.6,0
0.76,283,41.1,30200,20.3,183,18.5,0.912,0.304,0.13,0.56,0.24,30.2,0
0.77,276,39.7,29200,20.2,177,18.4,0.911,0.302,0.12,0.56,0.24,29.4,0
0.78,274,39.1,28500,19.9,174,18.2,0.91,0.298,0.12,0.56,0.24,27,0
0.79,272,38.7,27900,19.7,172,17.8,0.91,0.295,0.11,0.55,0.23,26.3,0
0.8,267,37.6,27600,19.4,167,17.6,0.909,0.289,0.11,0.548,0.23,25.3,0
0.81,267,37.2,27100,19.2,165,17.4,0.909,0.285,0.11,0.532,0.22,23.3,0
0.82,262,36.7,26600,18.9,163,17,0.907,0.282,0.1,0.52,0.21,22,0
0.83,256,36.1,26200,18.6,161,16.8,0.907,0.274,0.1,0.51,0.21,21.5,0
0.84,254,35.2,26000,18.6,157,16.7,0.906,0.271,0.099,0.494,0.204,20.4,0
0.85,252,34.5,25100,18.3,153,16.4,0.905,0.262,0.094,0.479,0.2,19.4,0
0.86,244,33.5,24200,18.1,149,16.2,0.903,0.258,0.091,0.47,0.19,18.7,0
0.87,241,33,24000,18,147,16.1,0.902,0.252,0.0877,0.447,0.19,17,0
0.88,238,32.5,23700,17.6,145,15.7,0.901,0.25,0.0861,0.421,0.19,15.9,0
0.89,234,32.3,23400,17.2,145,15.3,0.899,0.248,0.0845,0.4,0.18,14.2,0
0.9,231,31.3,22600,16.8,141,14.9,0.899,0.242,0.084,0.379,0.17,13.7,0
0.91,230,30.2,22200,16.3,136,14.5,0.897,0.234,0.0803,0.356,0.17,12.5,0
0.92,224,29.5,21600,16.2,133,14.3,0.895,0.228,0.078,0.35,0.16,12.1,0
0.93,219,28.4,20600,15.8,132,13.9,0.892,0.225,0.0761,0.331,0.16,11.3,0
0.94,210,27.6,20000,15.7,125,13.8,0.892,0.211,0.074,0.325,0.16,10.9,0
0.95,197,26.2,19200,15.1,123,13.2,0.887,0.207,0.074,0.3,0.15,9.72,0
0.96,185,25,18600,14.8,118,13,0.88,0.199,0.0714,0.294,0.15,9.17,0
0.97,178,24.2,17400,14.6,115,12.7,0.867,0.191,0.0698,0.28,0.14,8.63,0
0.98,169,22,16300,14,107,12.1,0.813,0.179,0.0682,0.262,0.14,7.42,0
0.99,149,18.8,13800,13,91.4,11.1,0.625,0.148,0.0666,0.23,0.13,5.88,0
1,114,0,0,12.4,54,10.5,0,0.0963,0.061,0.22,0.11,0,0
