WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,693.9,192.8,19.77,105.9,830.6,162.3,2155,19.6,3.28,13.5,0.249,0.0687,0.514,0,0,0,0,0,0,0.44,0.25,0.12,0.17,0.21,0,0,0,6.1,0.17,0.69,0.31,35.4
1993,365,612,192.8,0,69.86,456.1,128.1,1324,14.4,3.28,11.1,0.299,0.0974,0.562,0,25,0,0,0.068,0,0.388,0.14,0.12,0.18,0.56,0,25,0.0684931506849315,3.3,0.23,0.77,0.23,42.5
1994,365,173.7,67.62,0,19.83,190.6,59.46,419.3,6.01,2.86,2.98,0.543,0.255,1,105,130,0,0.29,0.36,0,0.11,0,0,0.11,0.61,0.29,235,0.6438356164383562,3.03,0.48,0.5,0.5,28.9
1995,366,232.4,107.1,0,26.46,234.5,55.51,630.5,7.42,2.87,4.3,0.509,0.172,0.937,113,186,0,0.31,0.51,0,0.147,0,0.044,0.18,0.47,0.31,299,0.8191780821917808,3.12,0.39,0.58,0.42,31.3
1996,365,573.7,192.8,0,65.49,419.2,77.34,1284,13.2,2.9,10.2,0.327,0.0973,0.672,43,50,0,0.12,0.14,0,0.364,0.079,0.21,0.16,0.43,0.12,93,0.2547945205479452,3,0.22,0.77,0.23,43.5
1997,365,590.4,192.8,0,67.39,420.5,130.4,1220,13.3,2.87,10.4,0.289,0.102,0.501,0,2,0,0,0.0055,0,0.374,0.099,0.17,0.18,0.55,0,2,0.005479452054794521,2.9,0.22,0.78,0.22,44.4
1998,365,804.3,192.8,14.67,91.81,751.3,120,2471,23.7,3.99,15.8,0.266,0.0614,0.534,0,0,0,0,0,0,0.51,0.32,0.099,0.16,0.43,0,0,0,7.9,0.17,0.67,0.33,33.9
1999,366,676.9,192.8,0,77.06,566.4,170.3,2030,17.9,3.33,12.6,0.265,0.0603,0.476,0,6,0,0,0.016,0,0.429,0.17,0.1,0.25,0.47,0,6,0.01643835616438356,5.3,0.19,0.7,0.3,37.8
2000,365,836.9,192.8,19.57,95.54,910.7,161.3,2794,28.7,4.52,17,0.245,0.0709,0.504,0,0,0,0,0,0,0.531,0.32,0.13,0.18,0.37,0,0,0,11.7,0.16,0.59,0.41,29.2
2001,365,480,137,0,54.8,363.1,114.5,805,11.5,3.09,8.33,0.326,0.156,0.629,8,43,0,0.022,0.12,0,0.304,0,0.14,0.28,0.56,0.022,51,0.13972602739726028,3.17,0.27,0.72,0.28,41.7
2002,365,614.3,192.8,0,70.13,484.2,102.2,1668,15.3,3.36,11.3,0.306,0.0749,0.509,0,36,0,0,0.099,0,0.39,0.11,0.19,0.2,0.5,0,36,0.09863013698630137,4,0.22,0.74,0.26,40.2
2003,366,765.7,192.8,21.86,87.17,919.2,170.6,3671,29.1,4.51,15.8,0.257,0.0594,0.532,0,0,0,0,0,0,0.486,0.3,0.1,0.18,0.42,0,0,0,13.3,0.15,0.54,0.46,26.3
2004,365,443.1,156.6,0,50.59,345.5,106.3,926.4,10.9,3.02,7.83,0.338,0.135,0.677,15,63,0,0.041,0.17,0,0.281,0.019,0.09,0.3,0.55,0.041,78,0.2136986301369863,3.07,0.28,0.72,0.28,40.7
2005,365,670.2,192.8,0,76.5,515.3,88.01,1470,16.3,3.19,12.4,0.291,0.0896,0.591,31,39,0,0.085,0.11,0,0.425,0.19,0.13,0.19,0.41,0.085,70,0.1917808219178082,3.9,0.2,0.76,0.24,41.1
2006,365,833,192.8,18.55,95.09,947.3,156.4,2656,29.9,4.62,17.2,0.249,0.0691,0.505,0,0,0,0,0,0,0.528,0.35,0.1,0.16,0.39,0,0,0,12.7,0.15,0.58,0.42,27.9
2007,366,775.3,192.8,0,88.27,709.5,173,2223,22.4,3.76,15.1,0.256,0.0737,0.485,0,5,0,0,0.014,0,0.492,0.27,0.11,0.18,0.45,0,5,0.0136986301369863,7.3,0.17,0.67,0.33,34.6
2008,365,725.7,192.8,0,82.85,611,151.2,2139,19.3,3.35,13.6,0.247,0.0635,0.476,0,3,0,0,0.0082,0,0.46,0.19,0.15,0.2,0.46,0,3,0.00821917808219178,5.7,0.17,0.7,0.3,37.6
2009,365,823.8,192.8,20.86,94.04,958.5,167.6,2798,30.2,4.78,17,0.254,0.069,0.539,0,0,0,0,0,0,0.522,0.33,0.12,0.16,0.4,0,0,0,13.2,0.16,0.56,0.44,27.3
2010,365,867.7,192.8,0,99.05,948.7,192.7,2758,29.9,4.7,17.9,0.256,0.0787,0.561,0,13,0,0,0.036,0,0.55,0.37,0.099,0.17,0.36,0,13,0.03561643835616438,12,0.16,0.6,0.4,29
2011,366,600.5,181.4,0,68.36,430.6,129,1085,13.6,2.98,10.6,0.281,0.115,0.558,0,27,0,0,0.074,0,0.381,0.093,0.19,0.24,0.48,0,27,0.07397260273972603,3,0.22,0.78,0.22,44.2
2012,365,769.5,192.8,15.76,87.84,656.5,123.5,2267,20.7,3.61,14.7,0.26,0.0615,0.474,0,0,0,0,0,0,0.488,0.28,0.12,0.15,0.45,0,0,0,6,0.17,0.71,0.29,37.2
2013,365,839.7,192.8,0,95.85,738,150.9,2059,23.3,3.89,16.3,0.248,0.0693,0.541,0,3,0,0,0.0082,0,0.533,0.33,0.11,0.16,0.4,0,3,0.00821917808219178,7,0.17,0.7,0.3,36
2014,365,716,192.8,17.67,81.74,508,151.2,1255,16,3.13,12.9,0.26,0.0996,0.476,0,0,0,0,0,0,0.454,0.22,0.11,0.16,0.5,0,0,0,3.1,0.2,0.81,0.19,44.8
2015,366,720.1,192.8,16.8,81.98,558,126.8,1645,17.6,3.21,13.3,0.258,0.0815,0.463,0,0,0,0,0,0,0.457,0.21,0.13,0.2,0.47,0,0,0,4.3,0.18,0.76,0.24,40.9
2016,365,781,192.8,19.47,89.15,862.1,140,3059,27.2,4.46,15.8,0.254,0.0626,0.524,0,0,0,0,0,0,0.495,0.28,0.12,0.18,0.41,0,0,0,11.4,0.16,0.58,0.42,28.7
2017,365,847,192.8,23.84,96.69,868.4,204.5,2590,27.4,4.79,16.9,0.26,0.0838,0.55,0,0,0,0,0,0,0.537,0.31,0.11,0.21,0.36,0,0,0,10.5,0.17,0.62,0.38,30.9
2018,365,398.3,114.1,0,45.47,321.9,96.21,656.8,10.2,3.05,7.01,0.364,0.143,0.748,29,78,0,0.079,0.21,0,0.253,0,0.082,0.27,0.57,0.079,107,0.29315068493150687,3.19,0.3,0.69,0.31,39
2019,366,739.2,192.8,0,84.15,817.5,85.54,2986,25.8,4.32,15.2,0.3,0.0727,0.608,43,49,0,0.12,0.13,0,0.469,0.31,0.082,0.16,0.33,0.12,92,0.25205479452054796,10.6,0.17,0.59,0.41,28.7
2020,365,886.9,192.8,21.41,101.2,846.3,170,2275,26.7,4.28,17.6,0.249,0.0651,0.52,0,0,0,0,0,0,0.562,0.36,0.12,0.17,0.36,0,0,0,9.1,0.16,0.66,0.34,33.2
2021,365,743.6,192.8,0,84.89,608,185.1,1755,19.2,3.66,14,0.266,0.0845,0.518,0,19,0,0,0.052,0,0.472,0.23,0.12,0.2,0.45,0,19,0.052054794520547946,5.2,0.19,0.73,0.27,38.7
2022,92,75.58,62.26,24.11,34.23,210.5,161,343.4,1.67,0.456,1.22,0.281,0.172,0.341,0,0,0,0,0,0,0.0479,0,0,0.027,0.22,0,0,0,0.45,0.27,0.73,0.27,45.3
