datetime,Year,Month,WaterYear,WaterMonth,Days,RiverVolume,EFlowVolume,CanalVolume,Energy,Power_max,Power_min,Power_mean,Turbines_max,Turbines_min,Turbines_mean,Flow_mean,Flow_min,Flow_max,FlowAvailableForGeneration_mean,FlowAvailableForGeneration_min,EFlow_mean,EFlow_min,EFlow_max,SpillFlow_mean,SpillFlow_min,SpillFlow_max,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,CanalFlow_mean,CanalFlow_min,CanalFlow_max,HeadPondLevel_mean,HeadPondLevel_min,HeadPondLevel_max,TailwaterLevel_mean,TailwaterLevel_min,TailwaterLevel_max,GrossHead_mean,GrossHead_min,GrossHead_max,LeftChannelHeadloss_mean,LeftChannelHeadloss_min,LeftChannelHeadloss_max,CanalHeadloss_mean,CanalHeadloss_min,CanalHeadloss_max,CanalHeadlossProportion_mean,CanalHeadlossProportion_min,CanalHeadlossProportion_max,TotalHeadloss_mean,TotalHeadloss_min,TotalHeadloss_max,HeadlossProportion_mean,HeadlossProportion_min,HeadlossProportion_max,NetHead_mean,NetHead_min,NetHead_max,UnitEfficiency_mean,UnitEfficiency_min,UnitEfficiency_max,GeneratorEfficiency_mean,GeneratorEfficiency_min,GeneratorEfficiency_max,TotalEfficiency_mean,TotalEfficiency_min,TotalEfficiency_max,UnitPower_mean,UnitPower_min,UnitPower_max,GeneratorPower_mean,GeneratorPower_min,GeneratorPower_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,ShutoffProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
725839200000,1993,1,1992,4,31,0.607,0.196,0.411,25516,52.68,52.68,34.3,2,1,1.096774193548387,226.5,166.1,314.3,153.5,93.07,73,73,73,-1.375e-15,-2.842e-14,2.842e-14,0.334,0.232,0.44,153.5,93.07,241.3,990,990,990,964.6,964.4,965,25.4,25,25.6,0.103,0.0818,0.134,0.0088,0.00366,0.0163,0.00035,0.00014,0.00065,0.246,0.154,0.384,0.0097,0.006,0.015,25.17,24.74,25.39,0.933,0.912,0.959,0.972,0.966,0.98,0.907,0.883,0.939,32.81,21.28,51.6,31.82,20.55,48.2,0,0,0,0,0,0,0.191,0,0.196,0.32,0.68,0.32,42
728517600000,1993,2,1992,5,28,1.28,0.206,1.07,62796,141.6,141.6,93.45,3,2,2.392857142857143,528.3,322.2,781.3,443.3,237.2,85,85,85,-2.03e-15,-5.684e-14,5.684e-14,0.174,0.109,0.264,443.3,237.2,696.3,990,990,990,966,965,967,24,23,25,0.218,0.134,0.346,0.116,0.0159,0.266,0.0049,0.00064,0.012,0.523,0.252,0.868,0.022,0.01,0.038,23.52,22.11,24.74,0.948,0.925,0.958,0.975,0.97,0.98,0.924,0.897,0.938,39.65,26.62,52.3,38.55,25.82,48.2,0,0,0,0,0,0,0.519,0,0.21,0.16,0.84,0.16,49.1
730936800000,1993,3,1992,6,31,2.86,0.346,2.41,125026,192.8,192.8,168,4,3,3.7096774193548385,1068,794.5,1456,938.7,665.5,129,129,129,38.67,0,227.2,0.125,0.0886,0.162,900.1,665.5,1100,990,990,990,968.1,967.1,969.3,21.9,20.7,22.9,0.569,0.337,0.876,0.426,0.246,0.648,0.02,0.011,0.031,1.26,0.824,1.82,0.058,0.036,0.088,20.67,18.83,22.1,0.955,0.952,0.957,0.979,0.975,0.98,0.935,0.929,0.938,46.73,39.4,51.94,45.45,38.41,48.2,0,0,0,0,0,0,0.934,0,0.45,0.12,0.84,0.16,43.7
733615200000,1993,4,1992,7,30,4.3,0.384,2.85,131320,188.9,188.9,182.4,4,4,4,1659,1472,1781,1511,1324,148,148,148,411,223.9,532.6,0.0896,0.0831,0.101,1100,1100,1100,990,990,990,970,969.4,970.4,20,19.6,20.6,0.919,0.893,0.926,0.648,0.648,0.648,0.032,0.031,0.033,1.87,1.84,1.87,0.093,0.089,0.096,18.14,17.73,18.77,0.951,0.95,0.952,0.98,0.98,0.98,0.932,0.931,0.933,46.53,45.46,48.19,45.6,44.55,47.23,0,0,0,0,0,0,1.01,0,1.45,0.089,0.66,0.34,30.5
736207200000,1993,5,1992,8,31,3.41,0.514,2.63,130746,192.8,192.8,175.7,4,3,3.838709677419355,1273,913.9,1660,1081,721.9,192,192,192,99.17,-1.137e-13,367.5,0.156,0.116,0.21,981.8,721.9,1100,990,990,990,968.8,967.6,970,21.2,20,22.4,0.693,0.377,0.916,0.505,0.283,0.648,0.024,0.013,0.032,1.48,0.928,1.86,0.07,0.041,0.093,19.76,18.14,21.52,0.954,0.951,0.957,0.98,0.975,0.98,0.934,0.93,0.938,47.05,39.71,52.03,45.87,38.73,48.2,0,0,0,0,0,0,0.976,0,0.78,0.15,0.77,0.23,38.3
738885600000,1993,6,1992,9,30,1.95,0.381,1.57,87927.9,144.6,144.6,122.1,3,2,2.8333333333333335,752.8,615.6,898.4,605.8,454.6,147,119,161,1.895e-15,-5.684e-14,5.684e-14,0.2,0.132,0.262,605.8,454.6,779.4,990,990,990,966.9,966.4,967.5,23.1,22.5,23.6,0.307,0.221,0.419,0.206,0.114,0.316,0.009,0.0048,0.014,0.746,0.548,1.02,0.032,0.023,0.045,22.34,21.48,23.05,0.954,0.946,0.958,0.978,0.97,0.98,0.933,0.918,0.939,44.91,35.37,52.45,43.39,34.31,48.2,0,0,0,0,0,0,0.678,0,0.38,0.2,0.81,0.19,45.1
741477600000,1993,7,1992,10,31,1.36,0.454,0.906,53617,96.4,96.4,72.07,2,2,2,507.9,425.6,607.1,338.3,239.6,169.5,135,186,-9.168e-16,-5.684e-14,5.684e-14,0.342,0.222,0.437,338.3,239.6,472.1,990,990,990,965.9,965.5,966.3,24.1,23.7,24.5,0.179,0.144,0.228,0.0589,0.0161,0.122,0.0025,0.00066,0.0051,0.408,0.265,0.611,0.017,0.011,0.026,23.71,23.06,24.22,0.944,0.926,0.958,0.973,0.97,0.98,0.919,0.899,0.939,37.1,26.36,51.08,36.03,25.57,48.2,0,0,0,0,0,0,0.4,0,0.454,0.33,0.67,0.33,39.4
744156000000,1993,8,1992,11,31,0.951,0.415,0.536,32730.9,57.15,57.15,43.99,2,1,1.2258064516129032,355,302.8,420.9,200,147.8,155,155,155,0,-2.842e-14,2.842e-14,0.441,0.368,0.512,200,147.8,265.9,990,990,990,965.2,964.9,965.5,24.8,24.5,25.1,0.128,0.109,0.151,0.0131,0.00831,0.0245,0.00053,0.00033,0.001,0.315,0.256,0.406,0.013,0.01,0.016,24.51,24.21,24.83,0.945,0.924,0.959,0.975,0.97,0.98,0.921,0.897,0.94,39.1,25.9,52.34,37.93,25.13,48.2,0,0,0,0,0,0,0.244,0,0.415,0.44,0.56,0.44,34.4
746834400000,1993,9,1992,12,30,0.665,0.306,0.359,22243.7,40.83,40.83,30.89,1,1,1,256.7,230.6,298.7,138.7,112.6,118,118,118,0,-2.842e-14,2.842e-14,0.463,0.395,0.512,138.7,112.6,180.7,990,990,990,964.7,964.6,964.9,25.3,25.1,25.4,0.102,0.0929,0.117,0.00754,0.00532,0.0111,0.0003,0.00021,0.00044,0.239,0.193,0.314,0.0095,0.0076,0.013,25.05,24.79,25.22,0.933,0.92,0.949,0.971,0.97,0.98,0.906,0.893,0.93,31.81,25.64,41.68,30.89,24.87,40.83,0,0,0,0,0,0,0.172,0,0.306,0.46,0.54,0.46,33.4
749426400000,1993,10,1993,1,31,0.536,0.237,0.299,14712.3,29.41,29.41,19.77,1,1,1,200.3,177.3,228.7,111.8,96.42,88.48,73,97,-9.168e-16,-1.421e-14,1.421e-14,0.441,0.381,0.501,111.8,96.42,131.7,990,990,990,964.5,964.4,964.6,25.5,25.4,25.6,0.09,0.0854,0.0979,0.00525,0.00395,0.00694,0.00021,0.00015,0.00027,0.189,0.162,0.225,0.0074,0.0063,0.0089,25.36,25.2,25.43,0.713,0,0.931,0.751,0,0.97,0.692,0,0.903,20.39,0,30.31,19.77,0,29.41,0,7,0,0,0.226,0,0.11,0.226,0.237,0.44,0.56,0.44,27.4
752104800000,1993,11,1993,2,30,0.527,0.174,0.353,22058.8,35.53,35.53,30.64,1,1,1,203.4,177,224.6,136.4,110,67,67,67,0,-1.421e-14,1.421e-14,0.331,0.298,0.379,136.4,110,157.6,990,990,990,964.5,964.4,964.5,25.5,25.5,25.6,0.096,0.0867,0.104,0.00734,0.0051,0.00915,0.00029,0.0002,0.00036,0.23,0.183,0.268,0.009,0.0072,0.011,25.32,25.18,25.38,0.932,0.918,0.941,0.97,0.97,0.97,0.904,0.89,0.913,31.58,25.12,36.63,30.64,24.37,35.53,0,0,0,0,0,0,0.17,0,0.174,0.33,0.67,0.33,41.9
754696800000,1993,12,1993,3,31,0.662,0.158,0.504,31860.3,48.2,48.2,42.82,1,1,1,247.3,217.8,276.3,188.3,158.8,59,59,59,-1.834e-15,-2.842e-14,2.842e-14,0.24,0.214,0.271,188.3,158.8,217.3,990,990,990,964.7,964.5,964.8,25.3,25.2,25.5,0.114,0.103,0.124,0.0118,0.00924,0.0142,0.00046,0.00036,0.00056,0.322,0.269,0.374,0.013,0.011,0.015,25,24.82,25.22,0.951,0.941,0.958,0.978,0.97,0.98,0.93,0.913,0.939,43.9,36.97,50.66,42.82,35.86,48.2,0,0,0,0,0,0,0.238,0,0.158,0.24,0.76,0.24,48.1
757375200000,1994,1,1993,4,31,1.08,0.196,0.881,52900.9,113.1,113.1,71.1,3,1,1.903225806451613,401.9,276.8,614.2,328.9,203.8,73,73,73,-4.072e-31,-5.684e-14,5.684e-14,0.194,0.119,0.264,328.9,203.8,541.2,990,990,990,965.4,964.8,966.4,24.6,23.6,25.2,0.166,0.121,0.256,0.0586,0.0131,0.163,0.0024,0.00052,0.0069,0.407,0.247,0.604,0.017,0.0098,0.026,24.2,23.04,24.84,0.947,0.924,0.959,0.975,0.97,0.98,0.923,0.896,0.94,39.86,26.21,52.7,38.58,25.42,48.2,0,0,0,0,0,0,0.395,0,0.199,0.18,0.82,0.18,49
760053600000,1994,2,1993,5,28,2.02,0.304,1.72,95091.7,174.5,174.5,141.5,4,3,3.2857142857142856,836.2,632.6,1052,710.7,527.6,125.6,105,137,8.121e-15,0,1.137e-13,0.151,0.13,0.175,710.7,527.6,915.4,990,990,990,967.2,966.4,968.1,22.8,21.9,23.6,0.374,0.253,0.543,0.27,0.153,0.382,0.012,0.0065,0.017,0.878,0.586,1.18,0.039,0.025,0.054,21.88,20.76,22.98,0.955,0.949,0.957,0.979,0.971,0.98,0.935,0.921,0.938,44.29,37.62,51.45,43.22,36.52,48.2,0,0,0,0,0,0,0.786,0,0.3,0.15,0.85,0.15,47.1
762472800000,1994,3,1993,6,31,3.06,0.392,2.66,135999,192.8,192.8,182.8,4,4,4,1141,1055,1254,995,872,146.4,129,183,2.658,-1.137e-13,24.6,0.13,0.103,0.173,992.3,872,1100,990,990,990,968.3,968.1,968.7,21.7,21.3,21.9,0.644,0.514,0.791,0.479,0.361,0.648,0.022,0.016,0.03,1.4,1.11,1.74,0.065,0.051,0.082,20.26,19.56,20.81,0.955,0.954,0.956,0.98,0.98,0.98,0.936,0.935,0.937,46.97,42.48,50.53,45.7,41.63,48.2,0,0,0,0,0,0,1.02,0,0.4,0.13,0.87,0.13,44.4
765151200000,1994,4,1993,7,30,2.18,0.344,1.84,101347,174.8,174.8,140.8,4,3,3.2666666666666666,842.9,658.3,1068,710.2,533.3,132.7,125,148,-3.79e-15,-1.137e-13,0,0.159,0.139,0.19,710.2,533.3,920,990,990,990,967.3,966.5,968.1,22.7,21.9,23.5,0.38,0.263,0.558,0.27,0.157,0.384,0.012,0.0067,0.018,0.886,0.602,1.19,0.039,0.026,0.055,21.85,20.69,22.86,0.955,0.949,0.957,0.979,0.971,0.98,0.935,0.922,0.938,44.48,37.84,51.68,43.26,36.76,48.2,0,0,0,0,0,0,0.782,0,0.34,0.16,0.84,0.16,46.5
767743200000,1994,5,1993,8,31,1.4,0.394,1.01,59567.1,103.3,103.3,80.06,3,2,2.032258064516129,523.6,428.9,646.5,376.6,281.9,147,147,147,-5.501e-15,-5.684e-14,5.684e-14,0.285,0.227,0.343,376.6,281.9,499.5,990,990,990,966,965.5,966.5,24,23.5,24.5,0.19,0.156,0.244,0.0767,0.032,0.135,0.0032,0.0013,0.0057,0.46,0.321,0.641,0.019,0.013,0.027,23.59,22.91,24.15,0.949,0.937,0.958,0.975,0.97,0.98,0.926,0.909,0.939,40.7,31.27,52.56,39.48,30.33,48.2,0,0,0,0,0,0,0.445,0,0.39,0.28,0.72,0.28,42.5
770421600000,1994,6,1993,9,30,0.948,0.308,0.64,38772.4,65.86,65.86,53.85,2,1,1.6333333333333333,365.9,316.7,423.6,246.9,197.7,119,119,119,-9.474e-16,-2.842e-14,2.842e-14,0.328,0.281,0.376,246.9,197.7,304.6,990,990,990,965.2,965,965.5,24.8,24.5,25,0.142,0.125,0.162,0.0215,0.0126,0.0428,0.00087,0.0005,0.0017,0.325,0.251,0.401,0.013,0.01,0.016,24.45,24.14,24.67,0.942,0.924,0.959,0.974,0.97,0.98,0.917,0.896,0.94,36.82,25.83,52.51,35.58,25.06,48.2,0,0,0,0,0,0,0.299,0,0.308,0.32,0.68,0.32,40.9
773013600000,1994,7,1993,10,31,0.742,0.289,0.452,28271.9,46.62,46.62,38,1,1,1,276.9,245.9,313.7,168.9,137.9,108,108,108,1.834e-15,-2.842e-14,2.842e-14,0.392,0.344,0.439,168.9,137.9,205.7,990,990,990,964.8,964.7,965,25.2,25,25.3,0.113,0.102,0.126,0.0101,0.00747,0.0132,0.0004,0.0003,0.00053,0.294,0.238,0.36,0.012,0.0094,0.014,24.9,24.67,25.09,0.945,0.934,0.956,0.974,0.97,0.98,0.921,0.906,0.937,38.98,31.69,47.58,38,30.74,46.62,0,0,0,0,0,0,0.211,0,0.29,0.39,0.61,0.39,38.1
775692000000,1994,8,1993,11,31,0.562,0.249,0.313,13019.1,33.59,33.59,17.5,1,1,1,209.9,184.9,242.9,116.9,91.94,93,93,93,-9.168e-16,-1.421e-14,1.421e-14,0.446,0.383,0.503,116.9,91.94,149.9,990,990,990,964.5,964.4,964.7,25.5,25.3,25.6,0.093,0.0842,0.105,0.00569,0.00356,0.00849,0.00022,0.00014,0.00034,0.199,0.154,0.258,0.0078,0.006,0.01,25.32,25.08,25.42,0.569,0,0.939,0.595,0,0.97,0.552,0,0.911,18.04,0,34.63,17.5,0,33.59,0,12,0,0,0.387,0,0.0972,0.387,0.249,0.44,0.56,0.44,23.2
778370400000,1994,9,1993,12,30,0.398,0.187,0.211,12258,24.75,24.75,17.03,1,1,1,153.5,133.5,183.6,81.54,61.53,72,72,72,1.421e-15,-1.421e-14,1.421e-14,0.473,0.392,0.539,81.54,61.53,111.6,990,990,990,964.5,964.4,964.5,25.5,25.5,25.6,0.0784,0.0714,0.089,0.00268,0.00098,0.00523,0.00011,0.000038,0.0002,0.134,0.0979,0.187,0.0052,0.0038,0.0073,25.38,25.37,25.4,0.855,0,0.94,0.899,0,0.97,0.823,0,0.902,17.67,0,25.52,17.03,0,24.75,0,2,0,0,0.0667,0,0.0946,0.0667,0.187,0.47,0.53,0.47,30.8
