WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,671.9,192.8,20.55,102.6,736.9,166.1,1781,17.4,3.2,12.7,0.259,0.0831,0.512,0,0,0,0,0,0,0.426,0.21,0.14,0.17,0.22,0,0,0,4.7,0.18,0.73,0.27,38.6
1993,365,605.9,192.8,0,69.16,447.7,133.5,1254,14.1,3.23,10.9,0.298,0.103,0.539,0,21,0,0,0.058,0,0.384,0.13,0.13,0.19,0.55,0,21,0.057534246575342465,3.2,0.23,0.77,0.23,43
1994,365,168.8,63.54,0,19.27,187.7,67.85,400.1,5.92,2.86,2.87,0.546,0.267,1,110,132,0,0.3,0.36,0,0.107,0,0,0.074,0.62,0.3,242,0.663013698630137,3.05,0.48,0.48,0.52,28.5
1995,366,205.3,95.28,0,23.37,217.8,58.81,554.9,6.89,2.87,3.79,0.524,0.195,0.907,111,184,0,0.3,0.5,0,0.13,0,0,0.19,0.51,0.3,295,0.8082191780821918,3.1,0.42,0.55,0.45,29.8
1996,365,506.8,174.3,0,57.85,376.4,73.12,1037,11.9,2.87,8.89,0.347,0.115,0.711,46,63,0,0.13,0.17,0,0.321,0.041,0.23,0.15,0.46,0.13,109,0.29863013698630136,3.01,0.24,0.75,0.25,42.6
1997,365,525.5,170,0,59.99,380.9,122.9,1009,12,2.87,9.15,0.307,0.124,0.504,0,10,0,0,0.027,0,0.333,0.052,0.19,0.17,0.59,0,10,0.0273972602739726,2.85,0.24,0.76,0.24,43.8
1998,365,781.7,192.8,0,89.23,655.2,114.4,2058,20.7,3.56,14.9,0.26,0.0719,0.482,0,5,0,0,0.014,0,0.496,0.29,0.099,0.17,0.44,0,5,0.0136986301369863,5.8,0.17,0.72,0.28,37.8
1999,366,642.6,192.8,19.94,73.15,495.3,162.8,1676,15.7,3.18,11.6,0.271,0.0701,0.455,0,0,0,0,0,0,0.408,0.14,0.11,0.24,0.52,0,0,0,4.1,0.2,0.74,0.26,40.9
2000,365,833.4,192.8,21.85,95.14,809.6,151.6,2352,25.5,4.12,16.5,0.24,0.0813,0.475,0,0,0,0,0,0,0.529,0.3,0.13,0.19,0.38,0,0,0,9,0.16,0.65,0.35,32.7
2001,365,503.7,132.6,0,57.49,375.2,126.2,796.1,11.8,3.11,8.72,0.313,0.156,0.571,0,31,0,0,0.085,0,0.319,0,0.18,0.27,0.55,0,31,0.08493150684931507,3.08,0.26,0.74,0.26,42.7
2002,365,598.9,192.8,0,68.36,449.4,109.5,1494,14.2,3.16,10.7,0.295,0.0837,0.475,0,17,0,0,0.047,0,0.38,0.093,0.19,0.25,0.47,0,17,0.04657534246575343,3.5,0.22,0.75,0.25,42.2
2003,366,762.8,192.8,20.89,86.83,801.9,165.8,3009,25.4,4.19,15.2,0.259,0.0532,0.51,0,0,0,0,0,0,0.484,0.26,0.13,0.18,0.43,0,0,0,10.2,0.16,0.6,0.4,30
2004,365,403.5,134.5,0,46.06,322.7,107.6,785.6,10.2,3.02,7.1,0.351,0.159,0.669,16,70,0,0.044,0.19,0,0.256,0,0.082,0.31,0.56,0.044,86,0.2356164383561644,3.1,0.3,0.7,0.3,39.6
2005,365,638.3,192.8,0,72.87,464.8,85.97,1260,14.7,3.01,11.5,0.291,0.103,0.605,33,39,0,0.09,0.11,0,0.405,0.16,0.13,0.2,0.42,0.09,72,0.19726027397260273,3.2,0.2,0.78,0.22,43.4
2006,365,841.5,192.8,21.73,96.06,844.9,151.1,2273,26.6,4.08,16.9,0.238,0.0696,0.495,0,0,0,0,0,0,0.534,0.33,0.11,0.17,0.39,0,0,0,9.7,0.15,0.64,0.36,31.6
2007,366,775.7,192.8,0,88.31,641.4,180.3,1836,20.3,3.63,14.7,0.258,0.0883,0.482,0,3,0,0,0.0082,0,0.492,0.24,0.14,0.18,0.45,0,3,0.00821917808219178,5.6,0.18,0.72,0.28,38.2
2008,365,733.5,192.8,22.37,83.73,577.7,153.5,1818,18.2,3.39,13.5,0.248,0.0703,0.507,0,0,0,0,0,0,0.465,0.17,0.17,0.21,0.45,0,0,0,4.7,0.19,0.74,0.26,40.3
2009,365,845.8,192.8,21.67,96.55,924.3,171.6,2538,29.2,4.76,17.2,0.251,0.0725,0.529,0,0,0,0,0,0,0.536,0.33,0.12,0.2,0.35,0,0,0,12,0.16,0.59,0.41,29
2010,365,881.3,192.8,0,100.6,890.4,197.3,2446,28.1,4.56,17.8,0.256,0.0873,0.554,0,5,0,0,0.014,0,0.559,0.36,0.12,0.17,0.36,0,5,0.0136986301369863,10.3,0.16,0.63,0.37,31.4
2011,366,590.4,167,0,67.21,423.3,133.6,989.4,13.4,2.98,10.4,0.282,0.123,0.539,0,25,0,0,0.068,0,0.374,0.049,0.23,0.25,0.48,0,25,0.0684931506849315,3,0.22,0.78,0.22,44.1
2012,365,753.5,192.8,16.24,86.02,597.7,125.1,1930,18.9,3.26,14.1,0.255,0.0715,0.428,0,0,0,0,0,0,0.478,0.26,0.12,0.16,0.46,0,0,0,4.8,0.17,0.75,0.25,39.9
2013,365,837.4,192.8,0,95.59,689.4,147.5,1808,21.7,3.72,16,0.244,0.0774,0.497,0,4,0,0,0.011,0,0.531,0.32,0.11,0.15,0.41,0,4,0.010958904109589041,5.7,0.17,0.74,0.26,38.6
2014,365,695.6,188.9,18.98,79.4,491.6,158.2,1141,15.5,3.14,12.4,0.261,0.101,0.461,0,0,0,0,0,0,0.441,0.16,0.19,0.17,0.48,0,0,0,3.1,0.2,0.8,0.2,44.9
2015,366,722.6,192.8,17.82,82.27,539.3,131.9,1513,17.1,3.16,13.2,0.251,0.0874,0.42,0,0,0,0,0,0,0.458,0.19,0.14,0.21,0.47,0,0,0,3.9,0.18,0.77,0.23,42.3
2016,365,787.1,192.8,18.49,89.85,764.6,135.2,2565,24.1,4.05,15.5,0.253,0.0737,0.535,0,0,0,0,0,0,0.499,0.27,0.12,0.2,0.41,0,0,0,8.6,0.17,0.64,0.36,32.7
2017,365,852.5,192.8,23.88,97.32,788.9,204.7,2214,24.9,4.41,16.6,0.258,0.0668,0.523,0,0,0,0,0,0,0.541,0.3,0.11,0.22,0.36,0,0,0,8.3,0.18,0.67,0.33,34.2
2018,365,403.2,111.6,0,46.03,321.7,104.6,644.9,10.1,3.09,6.99,0.361,0.144,0.689,20,67,0,0.055,0.18,0,0.256,0,0.074,0.28,0.59,0.055,87,0.23835616438356164,3.11,0.31,0.69,0.31,39.9
2019,366,738.6,192.8,0,84.08,743.8,89.53,2561,23.5,4.14,14.8,0.298,0.0622,0.581,38,47,0,0.1,0.13,0,0.468,0.29,0.09,0.17,0.35,0.1,85,0.2328767123287671,8.7,0.18,0.63,0.37,31.4
2020,365,912.6,192.8,21.05,104.2,833.6,170.2,2040,26.3,4.37,18,0.25,0.0726,0.552,0,0,0,0,0,0,0.579,0.37,0.11,0.18,0.34,0,0,0,8.3,0.17,0.68,0.32,34.7
2021,365,756.6,192.8,0,86.37,588.3,188,1627,18.6,3.51,14.1,0.255,0.0914,0.509,0,15,0,0,0.041,0,0.48,0.22,0.13,0.22,0.43,0,15,0.0410958904109589,4.5,0.19,0.76,0.24,40.7
2022,92,80.6,73.85,23.88,36.51,221.3,160.1,397.1,1.76,0.456,1.3,0.274,0.149,0.338,0,0,0,0,0,0,0.0511,0,0,0.047,0.21,0,0,0,0.46,0.26,0.74,0.26,45.8
