Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,366.6,165.2,773.6,95750,13180,46390,128.7,17.72,62.36,0.24,0.77,0.23,0.0032,0.0075,0,0.35,46.3
2,5,730.8,227.8,1615,124500,20920,79560,185.3,31.14,117.5,0.16,0.82,0.18,0,0.0012,0,0.65,46.2
3,6,1146,354.6,2209,139400,40300,111500,187.3,54.17,149.9,0.14,0.76,0.24,0,0,0,0.83,39.7
4,7,1498,337.5,2846,137900,33880,112400,191.5,47.06,156.2,0.13,0.68,0.32,0,0,0,0.87,33.6
5,8,1087,235.8,1950,138100,11850,105000,185.6,15.93,141.2,0.2,0.72,0.28,0.0022,0.0097,0,0.78,37.8
6,9,621.9,168.9,999.1,111400,0,70360,154.7,0,97.73,0.26,0.74,0.26,0.018,0.043,0,0.54,41.8
7,10,416.5,136,633.3,65060,0,42170,87.45,0,56.68,0.38,0.61,0.39,0.033,0.078,0,0.31,35.8
8,11,290.2,106.2,418.3,37800,0,25130,50.8,0,33.77,0.45,0.54,0.46,0.06,0.2,0,0.19,29.4
9,12,207.6,77.54,303.3,26610,0,17510,36.96,0,24.32,0.47,0.51,0.49,0.11,0.16,0,0.14,30.2
10,1,164.2,63.01,233,22370,0,14380,30.07,0,19.33,0.43,0.53,0.47,0.13,0.2,0,0.11,30.6
11,2,172.1,85.55,238.7,23500,0,17530,32.64,0,24.34,0.35,0.63,0.37,0.057,0.088,0,0.14,37.8
12,3,219.8,122,323.7,42450,5341,26600,57.06,7.178,35.76,0.29,0.72,0.28,0,0.016,0,0.2,44.1
