Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,923.5,35.2,0.586,0.41,44.3,0.337
0.01,915.7,34.8,0.581,0.386,44.2,0.325
0.02,907.9,34.5,0.576,0.362,44.1,0.312
0.03,900.1,34.1,0.571,0.338,44,0.3
0.04,895.1,33.7,0.568,0.324,44,0.26
0.05,891.5,33.3,0.566,0.315,44,0.205
0.06,888,32.8,0.563,0.306,43.9,0.151
0.07,884.4,32.5,0.561,0.297,43.8,0.115
0.08,880.7,32.5,0.559,0.288,43.5,0.114
0.09,877,32.4,0.556,0.279,43.2,0.113
0.1,873.3,32.4,0.554,0.27,42.9,0.112
0.11,867.2,32.2,0.55,0.264,42.9,0.112
0.12,861.1,31.9,0.546,0.258,42.8,0.112
0.13,854.9,31.7,0.542,0.252,42.8,0.112
0.14,852.8,31.4,0.541,0.248,42.7,0.107
0.15,852.5,31.2,0.54,0.245,42.6,0.1
0.16,852.3,31,0.54,0.242,42.5,0.0926
0.17,851.9,30.8,0.54,0.238,42.4,0.0849
0.18,850.9,30.8,0.539,0.232,42.4,0.0767
0.19,850,30.7,0.539,0.226,42.4,0.0685
0.2,849,30.7,0.538,0.22,42.4,0.0603
0.21,847.6,30.6,0.537,0.217,42.4,0.0553
0.22,846.2,30.6,0.536,0.214,42.4,0.0504
0.23,844.8,30.5,0.535,0.211,42.4,0.0455
0.24,840.6,30.4,0.533,0.208,42.4,0.0416
0.25,835.1,30.1,0.53,0.205,42.3,0.0384
0.26,829.6,29.9,0.526,0.202,42.2,0.0351
0.27,824.7,29.5,0.523,0.2,42,0.0326
0.28,821.2,28.6,0.521,0.2,41.5,0.0318
0.29,817.7,27.8,0.518,0.2,40.9,0.031
0.3,814.2,26.9,0.516,0.2,40.4,0.0301
0.31,813.7,26.7,0.516,0.197,39.9,0.0301
0.32,813.2,26.5,0.515,0.194,39.5,0.0301
0.33,812.8,26.4,0.515,0.191,39,0.0301
0.34,811.2,25.9,0.514,0.19,38.5,0.0296
0.35,809.2,25.2,0.513,0.19,38,0.0288
0.36,807.1,24.5,0.512,0.19,37.5,0.0279
0.37,804.2,24.1,0.51,0.19,37,0.0268
0.38,799.6,23.9,0.507,0.19,36.8,0.0252
0.39,795,23.8,0.504,0.19,36.6,0.0236
0.4,790.4,23.6,0.501,0.19,36.4,0.0219
0.41,788.8,23.3,0.5,0.187,36.4,0.0219
0.42,787.2,23,0.499,0.184,36.4,0.0219
0.43,785.6,22.7,0.498,0.181,36.4,0.0219
0.44,783.9,22.5,0.497,0.18,36.1,0.0214
0.45,782,22.5,0.496,0.18,35.7,0.0205
0.46,780.2,22.4,0.495,0.18,35.3,0.0197
0.47,778.5,22.3,0.494,0.179,35,0.0184
0.48,776.9,22.2,0.493,0.176,35,0.0159
0.49,775.3,22.2,0.492,0.173,35,0.0134
0.5,773.7,22.1,0.491,0.17,35,0.011
0.51,772.4,21.8,0.49,0.17,34.8,0.0101
0.52,771.1,21.6,0.489,0.17,34.5,0.00932
0.53,769.7,21.3,0.488,0.17,34.3,0.00849
0.54,761.4,21.2,0.483,0.17,34.1,0.00767
0.55,749.6,21.1,0.475,0.17,34,0.00685
0.56,737.9,21,0.468,0.17,33.8,0.00603
0.57,729.8,20.8,0.463,0.169,33.7,0.00493
0.58,729.1,20.1,0.462,0.166,33.6,0.00329
0.59,728.4,19.4,0.462,0.163,33.5,0.00164
0.6,727.7,18.7,0.461,0.16,33.4,0
0.61,726.9,18.6,0.461,0.16,33.2,0
0.62,726.1,18.6,0.46,0.16,32.9,0
0.63,725.4,18.5,0.46,0.16,32.7,0
0.64,722.8,18.1,0.458,0.16,32.5,0
0.65,719.3,17.6,0.456,0.16,32.5,0
0.66,715.7,17,0.454,0.16,32.4,0
0.67,712,16.6,0.451,0.16,32.2,0
0.68,707.8,16.6,0.449,0.16,32,0
0.69,703.6,16.5,0.446,0.16,31.8,0
0.7,699.4,16.5,0.444,0.16,31.6,0
0.71,695,16.4,0.441,0.16,31.1,0
0.72,690.6,16.3,0.438,0.16,30.6,0
0.73,686.2,16.1,0.435,0.16,30.2,0
0.74,681.8,16,0.432,0.16,29.7,0
0.75,677.5,15.9,0.429,0.16,29.3,0
0.76,673.2,15.7,0.427,0.16,28.9,0
0.77,669,15.6,0.424,0.16,28.4,0
0.78,665.2,15.6,0.422,0.16,27.8,0
0.79,661.4,15.5,0.419,0.16,27.1,0
0.8,657.6,15.5,0.417,0.16,26.5,0
0.81,630.5,14.7,0.4,0.157,26.5,0
0.82,603.4,13.9,0.383,0.154,26.4,0
0.83,576.3,13.2,0.366,0.151,26.4,0
0.84,560.2,12.8,0.355,0.15,26.4,0
0.85,549.5,12.7,0.349,0.15,26.3,0
0.86,538.9,12.5,0.342,0.15,26.2,0
0.87,528,12.3,0.335,0.15,26.2,0
0.88,516.8,12.1,0.327,0.15,26.2,0
0.89,505.6,11.9,0.32,0.15,26.1,0
0.9,494.3,11.7,0.313,0.15,26.1,0
0.91,441.9,10.8,0.28,0.15,26,0
0.92,389.6,9.95,0.247,0.15,25.9,0
0.93,337.2,9.07,0.214,0.15,25.8,0
0.94,301.6,8.43,0.191,0.15,25.6,0
0.95,274.3,7.9,0.174,0.15,25.4,0
0.96,246.9,7.36,0.157,0.15,25.2,0
0.97,213.9,6.5,0.136,0.15,24.9,0
0.98,169.4,4.96,0.107,0.15,24.7,0
0.99,124.9,3.42,0.0792,0.15,24.4,0
1,80.45,1.88,0.051,0.15,24.2,0
