Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,2850,192,139000,25.6,1100,25.4,0.938,1.87,0.93,0.88,1,50.4,1
0.01,2330,187,137000,25.6,1100,25.4,0.936,1.87,0.784,0.88,1,50,1
0.02,2120,185,136000,25.6,1100,25.4,0.936,1.87,0.669,0.87,0.941,49.9,1
0.03,1930,183,135000,25.6,1100,25.4,0.935,1.87,0.595,0.87,0.822,49.7,1
0.04,1860,182,134000,25.6,1100,25.4,0.935,1.87,0.546,0.866,0.633,49.7,0.864
0.05,1750,181,133000,25.5,1100,25.4,0.935,1.87,0.502,0.86,0.561,49.5,0.54
0.06,1700,180,132000,25.5,1100,25.4,0.935,1.85,0.48,0.85,0.54,49.2,0.387
0.07,1620,179,130000,25.5,1100,25.4,0.935,1.83,0.47,0.85,0.517,49,0.323
0.08,1530,175,130000,25.5,1090,25.4,0.935,1.77,0.47,0.85,0.483,48.7,0.293
0.09,1470,174,127000,25.5,1070,25.4,0.935,1.72,0.46,0.84,0.47,48.5,0.25
0.1,1400,173,126000,25.5,1060,25.4,0.934,1.63,0.45,0.84,0.47,48.3,0.203
0.11,1340,171,124000,25.5,1020,25.4,0.934,1.56,0.44,0.835,0.47,48.1,0.0984
0.12,1270,169,123000,25.5,994,25.4,0.934,1.48,0.44,0.83,0.46,47.8,0.0667
0.13,1220,166,121000,25.5,974,25.4,0.934,1.45,0.44,0.83,0.453,47.7,0.0341
0.14,1130,165,118000,25.5,934,25.4,0.934,1.34,0.43,0.82,0.45,47.3,0
0.15,1040,161,116000,25.5,889,25.4,0.934,1.21,0.43,0.82,0.44,47,0
0.16,997,157,113000,25.5,845,25.4,0.934,1.13,0.42,0.82,0.44,46.8,0
0.17,950,156,111000,25.5,803,25.3,0.933,1.07,0.42,0.82,0.43,46.7,0
0.18,936,152,109000,25.5,801,25.3,0.933,1.02,0.41,0.81,0.43,46.5,0
0.19,929,150,108000,25.5,786,25.3,0.933,0.994,0.41,0.81,0.43,46.4,0
0.2,903,147,105000,25.5,754,25.3,0.933,0.953,0.41,0.81,0.422,46.3,0
0.21,862,142,102000,25.5,717,25.3,0.933,0.902,0.4,0.8,0.42,46.2,0
0.22,843,138,99800,25.5,696,25.3,0.932,0.871,0.4,0.8,0.41,45.9,0
0.23,832,134,98100,25.5,672,25.3,0.932,0.84,0.4,0.794,0.41,45.7,0
0.24,774,130,96000,25.5,663,25.3,0.932,0.817,0.398,0.79,0.41,45.7,0
0.25,740,128,91700,25.5,627,25.3,0.932,0.758,0.39,0.79,0.41,45.4,0
0.26,717,122,86300,25.5,604,25.3,0.931,0.735,0.39,0.79,0.4,45,0
0.27,706,118,85500,25.5,573,25.3,0.931,0.697,0.381,0.78,0.4,44.8,0
0.28,690,115,83500,25.5,560,25.3,0.93,0.679,0.38,0.78,0.4,44.8,0
0.29,654,113,79000,25.5,547,25.2,0.93,0.657,0.37,0.779,0.39,44.7,0
0.3,633,105,77600,25.4,508,25.2,0.929,0.608,0.37,0.77,0.39,44.6,0
0.31,614,104,73600,25.4,499,25.2,0.929,0.584,0.36,0.76,0.39,44.6,0
0.32,591,99.6,70200,25.4,473,25.2,0.929,0.558,0.36,0.76,0.38,44.5,0
0.33,578,96.3,68100,25.4,459,25.1,0.928,0.544,0.35,0.76,0.38,44.4,0
0.34,564,93.5,66800,25.4,443,25.1,0.927,0.534,0.35,0.75,0.37,44.1,0
0.35,553,90.1,65500,25.3,430,25.1,0.926,0.52,0.35,0.75,0.37,43.9,0
0.36,546,87.9,63000,25.3,414,25,0.926,0.503,0.34,0.748,0.37,43.8,0
0.37,536,84.2,62500,25.2,397,24.9,0.926,0.473,0.34,0.74,0.36,43.4,0
0.38,523,80.3,59200,25.2,376,24.9,0.926,0.463,0.336,0.73,0.36,43,0
0.39,491,78.3,57600,25.2,365,24.9,0.925,0.45,0.33,0.72,0.35,42.8,0
0.4,473,76.5,55900,25.2,356,24.9,0.924,0.428,0.33,0.714,0.35,42.5,0
0.41,460,75,55000,25.2,350,24.9,0.924,0.416,0.32,0.71,0.35,42.5,0
0.42,448,74.4,53000,25.1,344,24.8,0.924,0.411,0.32,0.71,0.342,42.2,0
0.43,434,71.3,52200,25.1,331,24.8,0.924,0.405,0.32,0.71,0.34,42.1,0
0.44,429,68.6,50300,25.1,320,24.8,0.923,0.387,0.31,0.71,0.34,42,0
0.45,414,64.1,46900,25,297,24.7,0.923,0.358,0.305,0.7,0.33,41.7,0
0.46,404,60.9,45200,25,280,24.7,0.923,0.347,0.3,0.7,0.33,41.1,0
0.47,395,59.5,43800,25,275,24.6,0.922,0.346,0.3,0.7,0.33,40.7,0
0.48,386,57.3,42700,24.9,264,24.5,0.922,0.338,0.29,0.69,0.327,40.4,0
0.49,374,54.2,40400,24.8,248,24.5,0.921,0.333,0.29,0.68,0.32,40.2,0
0.5,364,53.1,38900,24.8,241,24.5,0.921,0.332,0.29,0.68,0.32,40.1,0
0.51,354,51.9,38600,24.7,235,24.4,0.92,0.328,0.29,0.68,0.32,39.8,0
0.52,343,50.6,37700,24.7,232,24.3,0.92,0.326,0.28,0.673,0.31,39.5,0
0.53,324,48.4,36000,24.6,218,24.3,0.919,0.322,0.27,0.67,0.3,39.4,0
0.54,320,46.1,34100,24.6,210,24.2,0.919,0.317,0.26,0.67,0.3,39.2,0
0.55,309,45.6,33800,24.6,204,24.2,0.919,0.316,0.25,0.67,0.3,39.1,0
0.56,303,44.9,33200,24.5,202,24.1,0.918,0.313,0.24,0.66,0.29,38.9,0
0.57,295,44.1,32600,24.5,199,24,0.918,0.31,0.24,0.66,0.29,38.8,0
0.58,286,42.9,31800,24.4,192,24,0.918,0.308,0.23,0.658,0.29,38.7,0
0.59,282,41.9,31200,24.3,187,23.9,0.917,0.305,0.222,0.65,0.29,38.6,0
0.6,279,40.5,30100,24.3,181,23.8,0.917,0.302,0.22,0.65,0.286,38.5,0
0.61,277,39.9,29700,24.2,178,23.7,0.916,0.298,0.21,0.65,0.28,38.1,0
0.62,272,39,29000,24,175,23.6,0.916,0.29,0.21,0.64,0.27,38,0
0.63,265,38.2,28400,24,171,23.5,0.915,0.286,0.21,0.64,0.26,37.8,0
0.64,255,37.4,27500,23.9,167,23.5,0.914,0.283,0.202,0.63,0.252,37.5,0
0.65,250,36.7,27000,23.9,164,23.4,0.914,0.278,0.2,0.63,0.25,37.4,0
0.66,245,36.1,26300,23.9,159,23.3,0.912,0.27,0.19,0.63,0.25,37.1,0
0.67,238,34.6,25500,23.8,154,23.2,0.909,0.255,0.19,0.62,0.24,36.8,0
0.68,235,32.9,24500,23.7,146,23.2,0.909,0.247,0.19,0.62,0.24,36.6,0
0.69,230,32.4,23300,23.6,144,23.1,0.907,0.244,0.18,0.61,0.24,36.2,0
0.7,227,31.4,22800,23.6,141,23,0.906,0.241,0.18,0.61,0.23,36,0
0.71,222,31,22300,23.5,139,22.9,0.905,0.236,0.18,0.61,0.221,35.9,0
0.72,219,30.6,22000,23.4,138,22.7,0.904,0.232,0.18,0.6,0.22,35.6,0
0.73,217,29.7,21400,23.3,135,22.6,0.903,0.23,0.17,0.6,0.22,35,0
0.74,215,29.4,21300,23.2,132,22.5,0.901,0.227,0.17,0.6,0.21,35,0
0.75,211,29.2,21000,23.2,131,22.4,0.901,0.222,0.16,0.59,0.21,34.6,0
0.76,207,28.4,20700,23,130,22.2,0.9,0.218,0.16,0.59,0.21,33.9,0
0.77,206,28,20200,22.8,127,21.9,0.898,0.214,0.16,0.59,0.206,33.7,0
0.78,203,27.2,19600,22.7,126,21.8,0.896,0.209,0.15,0.59,0.2,33.4,0
0.79,201,26.6,19200,22.7,122,21.8,0.895,0.207,0.15,0.58,0.2,32.7,0
0.8,197,25.7,18900,22.5,121,21.6,0.893,0.205,0.15,0.578,0.19,32.5,0
0.81,194,24.8,18400,22.4,120,21.4,0.892,0.202,0.14,0.57,0.19,31.6,0
0.82,192,24.4,18200,22.4,117,21.3,0.891,0.196,0.14,0.57,0.19,31.2,0
0.83,188,23.9,17600,22.3,115,21.3,0.89,0.192,0.14,0.57,0.18,30.7,0
0.84,180,23.4,17200,22.2,112,21.1,0.888,0.188,0.13,0.56,0.18,29.8,0
0.85,176,22.7,16900,22,111,20.8,0.887,0.184,0.13,0.56,0.18,29.5,0
0.86,170,21.6,16100,21.7,108,20.4,0.884,0.18,0.13,0.55,0.18,28.4,0
0.87,169,20.8,15100,21.4,105,19.9,0.867,0.176,0.13,0.547,0.17,26.9,0
0.88,166,19.6,14600,21.2,103,19.7,0.824,0.17,0.12,0.54,0.17,26,0
0.89,162,19.1,14000,21,98.2,19.5,0.799,0.16,0.12,0.53,0.165,25.1,0
0.9,160,18.3,13300,20.9,92.8,19.2,0.721,0.153,0.12,0.53,0.16,23.9,0
0.91,155,17.6,13100,20.6,87.1,18.9,0.675,0.144,0.11,0.53,0.16,22.8,0
0.92,151,17.1,12400,20.4,82,18.7,0.63,0.133,0.11,0.517,0.15,21.4,0
0.93,143,15.7,11400,20.1,78.6,18.3,0.608,0.128,0.101,0.483,0.15,19.8,0
0.94,134,12.6,9060,19.9,72.9,18,0.553,0.118,0.1,0.46,0.15,18.7,0
0.95,130,8.05,5800,19.7,67.7,17.8,0.41,0.114,0.096,0.439,0.14,14.3,0
0.96,123,1.99,1440,19.4,55.8,17.5,0.118,0.1,0.094,0.367,0.134,4.57,0
0.97,120,0,0,19.2,27.1,17.3,0,0.0831,0.0885,0.178,0.13,0,0
0.98,103,0,0,18.6,6.39,16.7,0,0.0725,0.0845,0.0621,0.13,0,0
0.99,89.8,0,0,18.1,0,16.2,0,0.0708,0.0788,0,0.12,0,0
1,63,0,0,16.9,0,15,0,0.0708,0.072,0,0.12,0,0
