Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,910.6,29.2,0.578,0.48,45.1,0.504
0.01,901.8,28.9,0.572,0.462,45,0.461
0.02,893,28.5,0.567,0.444,44.9,0.419
0.03,884.2,28.2,0.561,0.426,44.8,0.376
0.04,875.8,27.8,0.555,0.398,44.7,0.328
0.05,867.5,27.4,0.55,0.365,44.5,0.277
0.06,859.2,26.9,0.545,0.332,44.2,0.226
0.07,853.2,26.6,0.541,0.309,44.1,0.191
0.08,851.8,26.5,0.54,0.306,44,0.188
0.09,850.3,26.4,0.539,0.303,43.9,0.186
0.1,848.9,26.3,0.538,0.3,43.8,0.184
0.11,846.4,26.1,0.536,0.291,43.8,0.18
0.12,843.8,25.8,0.535,0.282,43.8,0.177
0.13,841.3,25.6,0.534,0.273,43.8,0.174
0.14,839.3,25.5,0.532,0.268,43.7,0.164
0.15,837.6,25.4,0.531,0.265,43.5,0.151
0.16,836,25.4,0.53,0.262,43.2,0.138
0.17,834.8,25.3,0.529,0.258,43.1,0.127
0.18,834.3,25.2,0.529,0.252,42.9,0.12
0.19,833.9,25,0.529,0.246,42.8,0.113
0.2,833.4,24.9,0.529,0.24,42.7,0.107
0.21,821.1,24.7,0.521,0.24,42.7,0.1
0.22,808.7,24.4,0.513,0.24,42.6,0.0937
0.23,796.4,24.2,0.505,0.24,42.6,0.0871
0.24,790.8,24,0.501,0.238,42.5,0.0816
0.25,788.5,23.8,0.5,0.235,42.4,0.0767
0.26,786.1,23.6,0.499,0.232,42.3,0.0718
0.27,783.5,23.3,0.497,0.229,42.2,0.0674
0.28,780.1,22.8,0.495,0.226,42.2,0.0641
0.29,776.8,22.2,0.493,0.223,42.2,0.0608
0.3,773.4,21.7,0.491,0.22,42.2,0.0575
0.31,770,21.4,0.489,0.22,41.8,0.0542
0.32,766.7,21.1,0.486,0.22,41.4,0.051
0.33,763.3,20.8,0.484,0.22,40.9,0.0477
0.34,761.3,20.6,0.483,0.216,40.8,0.0455
0.35,760,20.5,0.482,0.21,40.8,0.0438
0.36,758.8,20.4,0.481,0.204,40.7,0.0422
0.37,757.6,20.2,0.481,0.2,40.7,0.0397
0.38,756.5,19.7,0.48,0.2,40.6,0.0356
0.39,755.5,19.3,0.48,0.2,40.6,0.0315
0.4,754.5,18.9,0.479,0.2,40.5,0.0274
0.41,749.6,18.8,0.476,0.2,40.3,0.0233
0.42,744.6,18.7,0.472,0.2,40.1,0.0192
0.43,739.6,18.6,0.469,0.2,40,0.0151
0.44,738,18.5,0.468,0.198,39.9,0.0137
0.45,738,18.4,0.468,0.195,39.9,0.0137
0.46,738,18.3,0.468,0.192,39.9,0.0137
0.47,736.3,18.1,0.467,0.19,39.9,0.0134
0.48,731.3,17.9,0.464,0.19,39.8,0.0126
0.49,726.2,17.6,0.46,0.19,39.7,0.0118
0.5,721.2,17.4,0.457,0.19,39.6,0.011
0.51,713.1,17.3,0.452,0.19,39.3,0.0101
0.52,705,17.2,0.447,0.19,39,0.00932
0.53,696.9,17.1,0.442,0.19,38.7,0.00849
0.54,689.7,16.8,0.437,0.188,38.6,0.00822
0.55,682.9,16.4,0.433,0.185,38.5,0.00822
0.56,676,16,0.429,0.182,38.5,0.00822
0.57,668.7,15.7,0.424,0.18,38.5,0.00767
0.58,660.2,15.6,0.419,0.18,38.3,0.00603
0.59,651.7,15.6,0.413,0.18,38.2,0.00438
0.6,643.2,15.5,0.408,0.18,38.1,0.00274
0.61,642.5,15.3,0.407,0.18,38,0.00192
0.62,641.8,15,0.407,0.18,38,0.0011
0.63,641.1,14.8,0.406,0.18,37.9,0.000274
0.64,634.4,14.6,0.402,0.18,37.2,0
0.65,624.6,14.4,0.396,0.18,36.3,0
0.66,614.9,14.3,0.39,0.18,35.3,0
0.67,607.4,14.2,0.385,0.179,34.6,0
0.68,604.6,14.2,0.384,0.176,34.5,0
0.69,601.8,14.1,0.382,0.173,34.4,0
0.7,598.9,14.1,0.38,0.17,34.3,0
0.71,596.4,13.9,0.378,0.17,33.9,0
0.72,593.8,13.7,0.376,0.17,33.5,0
0.73,591.3,13.5,0.375,0.17,33,0
0.74,577.4,13.1,0.366,0.17,32.9,0
0.75,558,12.7,0.354,0.17,32.8,0
0.76,538.5,12.3,0.341,0.17,32.7,0
0.77,523.6,12,0.332,0.17,32.6,0
0.78,518,12,0.328,0.17,32.3,0
0.79,512.4,11.9,0.325,0.17,31.9,0
0.8,506.8,11.9,0.321,0.17,31.6,0
0.81,505.9,11.9,0.32,0.167,31.5,0
0.82,504.9,11.8,0.32,0.164,31.5,0
0.83,504,11.8,0.319,0.161,31.4,0
0.84,483.7,11.5,0.306,0.16,31.4,0
0.85,453.6,11,0.288,0.16,31.4,0
0.86,423.5,10.5,0.269,0.16,31.4,0
0.87,403.5,10.2,0.256,0.16,31.3,0
0.88,403.4,10.2,0.256,0.16,30.8,0
0.89,403.3,10.1,0.256,0.16,30.4,0
0.9,403.2,10.1,0.256,0.16,30,0
0.91,343.8,9.14,0.218,0.16,29.9,0
0.92,284.5,8.17,0.18,0.16,29.9,0
0.93,225.1,7.21,0.143,0.16,29.8,0
0.94,198,6.7,0.125,0.16,29.7,0
0.95,187.1,6.41,0.119,0.16,29.5,0
0.96,176.1,6.11,0.112,0.16,29.2,0
0.97,159.9,5.5,0.101,0.159,29,0
0.98,133.1,4.26,0.0844,0.156,28.9,0
0.99,106.2,3.01,0.0674,0.153,28.7,0
1,79.44,1.76,0.0504,0.15,28.5,0
