Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,885.4,30.3,0.562,0.48,45.1,0.29
0.01,880.7,30.1,0.559,0.456,45,0.277
0.02,876,29.9,0.556,0.432,45,0.264
0.03,871.3,29.7,0.553,0.408,44.9,0.251
0.04,867.6,29.4,0.551,0.382,44.9,0.218
0.05,864.4,29.1,0.548,0.355,44.8,0.174
0.06,861.2,28.8,0.546,0.328,44.8,0.13
0.07,858.7,28.4,0.545,0.308,44.8,0.1
0.08,857.5,27.8,0.544,0.302,44.6,0.0959
0.09,856.2,27.1,0.543,0.296,44.5,0.0918
0.1,855,26.5,0.542,0.29,44.4,0.0877
0.11,847.4,26.3,0.537,0.29,44.3,0.0795
0.12,839.9,26,0.532,0.29,44.3,0.0712
0.13,832.3,25.8,0.528,0.29,44.2,0.063
0.14,829.2,25.6,0.526,0.286,44.1,0.0603
0.15,828.3,25.4,0.525,0.28,44,0.0603
0.16,827.5,25.2,0.524,0.274,44,0.0603
0.17,826.2,24.9,0.524,0.268,43.9,0.0575
0.18,824.1,24.4,0.522,0.262,43.8,0.0493
0.19,822,23.9,0.521,0.256,43.8,0.0411
0.2,819.9,23.4,0.52,0.25,43.7,0.0329
0.21,819.8,23.4,0.52,0.244,43.7,0.0279
0.22,819.8,23.3,0.52,0.238,43.6,0.023
0.23,819.7,23.3,0.52,0.232,43.6,0.0181
0.24,813,23.3,0.516,0.228,43.6,0.0132
0.25,802.9,23.3,0.509,0.225,43.5,0.00822
0.26,792.7,23.2,0.502,0.222,43.4,0.00329
0.27,785.3,23.1,0.498,0.219,43.4,0
0.28,783.1,22.9,0.496,0.216,43.4,0
0.29,780.9,22.6,0.495,0.213,43.4,0
0.3,778.7,22.4,0.494,0.21,43.4,0
0.31,777.8,22.4,0.493,0.21,43.1,0
0.32,777,22.3,0.493,0.21,42.9,0
0.33,776.1,22.3,0.492,0.21,42.6,0
0.34,772.4,22.2,0.49,0.208,42.4,0
0.35,767.2,22.1,0.486,0.205,42.3,0
0.36,762,22,0.483,0.202,42.2,0
0.37,758.3,21.7,0.481,0.2,42.1,0
0.38,757.4,21.1,0.48,0.2,42.1,0
0.39,756.6,20.5,0.48,0.2,42.1,0
0.4,755.7,19.9,0.479,0.2,42.1,0
0.41,752.9,19.6,0.477,0.197,41.8,0
0.42,750.1,19.3,0.475,0.194,41.5,0
0.43,747.3,19,0.474,0.191,41.2,0
0.44,744.6,18.7,0.472,0.19,40.9,0
0.45,741.9,18.3,0.471,0.19,40.5,0
0.46,739.2,17.9,0.469,0.19,40.2,0
0.47,735.2,17.6,0.467,0.19,40,0
0.48,728.7,17.3,0.462,0.19,39.8,0
0.49,722.2,17,0.458,0.19,39.6,0
0.5,715.7,16.7,0.454,0.19,39.5,0
0.51,708,16.6,0.449,0.187,39.4,0
0.52,700.2,16.6,0.444,0.184,39.3,0
0.53,692.5,16.5,0.44,0.181,39.2,0
0.54,688.1,16.2,0.437,0.18,39.2,0
0.55,685.4,15.8,0.435,0.18,39.1,0
0.56,682.8,15.5,0.433,0.18,39,0
0.57,679.6,15.2,0.431,0.18,38.8,0
0.58,675.6,15.2,0.428,0.18,38.2,0
0.59,671.5,15.2,0.426,0.18,37.6,0
0.6,667.5,15.2,0.423,0.18,37,0
0.61,665.2,15.2,0.421,0.177,36.9,0
0.62,662.9,15.2,0.42,0.174,36.9,0
0.63,660.6,15.2,0.418,0.171,36.8,0
0.64,657,15.2,0.416,0.17,36.5,0
0.65,652.8,15.2,0.414,0.17,36,0
0.66,648.6,15.2,0.412,0.17,35.4,0
0.67,643,15,0.408,0.17,34.9,0
0.68,634.8,14.6,0.403,0.17,34.4,0
0.69,626.5,14.2,0.397,0.17,33.9,0
0.7,618.3,13.7,0.392,0.17,33.4,0
0.71,613.9,13.7,0.389,0.17,33.4,0
0.72,609.5,13.6,0.387,0.17,33.3,0
0.73,605.1,13.6,0.384,0.17,33.3,0
0.74,596.2,13.5,0.378,0.168,33.3,0
0.75,585.2,13.3,0.371,0.165,33.3,0
0.76,574.2,13.1,0.364,0.162,33.3,0
0.77,561.3,12.9,0.356,0.16,33.2,0
0.78,544.8,12.5,0.345,0.16,32.9,0
0.79,528.3,12.1,0.335,0.16,32.5,0
0.8,511.8,11.7,0.325,0.16,32.2,0
0.81,492.1,11.4,0.312,0.16,32.2,0
0.82,472.5,11,0.3,0.16,32.2,0
0.83,452.9,10.7,0.287,0.16,32.2,0
0.84,442.1,10.5,0.28,0.16,31.8,0
0.85,435.8,10.3,0.277,0.16,31.2,0
0.86,429.5,10.2,0.273,0.16,30.6,0
0.87,422.6,10.1,0.268,0.16,30.2,0
0.88,414.6,9.94,0.263,0.16,30.2,0
0.89,406.6,9.83,0.258,0.16,30.2,0
0.9,398.6,9.71,0.253,0.16,30.2,0
0.91,355.4,8.97,0.225,0.157,30,0
0.92,312.2,8.24,0.198,0.154,29.7,0
0.93,269,7.5,0.17,0.151,29.5,0
0.94,239.3,6.99,0.151,0.15,29.3,0
0.95,216.3,6.58,0.137,0.15,29.1,0
0.96,193.3,6.17,0.123,0.15,28.8,0
0.97,167.5,5.47,0.106,0.15,28.6,0
0.98,136.1,4.19,0.0864,0.15,28.5,0
0.99,104.7,2.91,0.0664,0.15,28.3,0
1,73.22,1.63,0.0464,0.15,28.2,0
