Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,944.3,32.5,0.599,0.44,44.9,0.69
0.01,935.4,32.5,0.593,0.419,44.8,0.66
0.02,926.5,32.4,0.588,0.398,44.8,0.63
0.03,917.7,32.4,0.582,0.377,44.7,0.599
0.04,914.3,32.2,0.58,0.354,44.6,0.522
0.05,913.6,31.8,0.579,0.33,44.5,0.422
0.06,912.9,31.4,0.579,0.306,44.3,0.322
0.07,910,31.1,0.577,0.289,44.2,0.248
0.08,902.7,31,0.573,0.286,44.1,0.227
0.09,895.4,30.8,0.568,0.283,44.1,0.207
0.1,888,30.6,0.563,0.28,44,0.186
0.11,882.4,30.3,0.559,0.274,43.9,0.185
0.12,876.8,30.1,0.556,0.268,43.8,0.185
0.13,871.3,29.8,0.552,0.262,43.6,0.184
0.14,868.7,29.5,0.551,0.256,43.6,0.182
0.15,867.7,29.3,0.55,0.25,43.5,0.181
0.16,866.7,29,0.549,0.244,43.5,0.179
0.17,865.5,28.7,0.549,0.238,43.4,0.177
0.18,864,28.6,0.548,0.232,43.1,0.175
0.19,862.5,28.4,0.547,0.226,42.9,0.172
0.2,861,28.2,0.546,0.22,42.6,0.17
0.21,853.4,27.9,0.541,0.22,42.2,0.134
0.22,845.8,27.7,0.536,0.22,41.8,0.0975
0.23,838.2,27.4,0.532,0.22,41.4,0.0614
0.24,834.8,27.1,0.529,0.218,41.3,0.0493
0.25,833.5,26.8,0.528,0.215,41.3,0.0493
0.26,832.1,26.4,0.528,0.212,41.3,0.0493
0.27,830.1,26.1,0.526,0.21,41.3,0.0482
0.28,826.8,26,0.524,0.21,41.3,0.0449
0.29,823.5,25.8,0.522,0.21,41.2,0.0416
0.3,820.2,25.7,0.52,0.21,41.2,0.0384
0.31,816.8,25.3,0.518,0.21,41.1,0.0367
0.32,813.3,24.9,0.516,0.21,41,0.0351
0.33,809.9,24.5,0.514,0.21,40.9,0.0334
0.34,808.4,24.2,0.513,0.208,40.7,0.0312
0.35,808,23.9,0.512,0.205,40.4,0.0288
0.36,807.5,23.5,0.512,0.202,40.1,0.0263
0.37,807.2,23.2,0.512,0.199,39.8,0.0247
0.38,807.1,23.1,0.512,0.196,39.7,0.0247
0.39,807.1,22.9,0.512,0.193,39.5,0.0247
0.4,807,22.7,0.512,0.19,39.4,0.0247
0.41,802.1,22.1,0.509,0.19,39.2,0.0247
0.42,797.1,21.6,0.505,0.19,39,0.0247
0.43,792.1,21,0.502,0.19,38.9,0.0247
0.44,789.1,20.7,0.5,0.19,38.7,0.0247
0.45,786.9,20.6,0.499,0.19,38.5,0.0247
0.46,784.7,20.6,0.498,0.19,38.2,0.0247
0.47,783,20.4,0.497,0.189,38,0.0244
0.48,782.3,20.2,0.496,0.186,37.7,0.0236
0.49,781.5,20,0.496,0.183,37.3,0.0227
0.5,780.8,19.8,0.495,0.18,37,0.0219
0.51,778.4,19.6,0.493,0.177,36.9,0.0195
0.52,776.1,19.4,0.492,0.174,36.9,0.017
0.53,773.7,19.3,0.49,0.171,36.8,0.0145
0.54,760.5,18.9,0.482,0.17,36.4,0.0115
0.55,741.9,18.5,0.47,0.17,35.8,0.00822
0.56,723.3,18.1,0.459,0.17,35.2,0.00493
0.57,710.1,17.7,0.451,0.17,34.8,0.00247
0.58,707.7,17.5,0.449,0.17,34.8,0.00164
0.59,705.3,17.2,0.448,0.17,34.7,0.000822
0.6,702.9,17,0.446,0.17,34.7,0
0.61,696.8,17,0.442,0.17,34.5,0
0.62,690.6,16.9,0.438,0.17,34.3,0
0.63,684.4,16.9,0.434,0.17,34.2,0
0.64,681.9,16.8,0.433,0.17,34,0
0.65,681.1,16.7,0.432,0.17,33.8,0
0.66,680.3,16.6,0.431,0.17,33.5,0
0.67,679.1,16.4,0.43,0.17,33.2,0
0.68,676.8,16.2,0.429,0.17,32.5,0
0.69,674.6,16,0.427,0.17,31.9,0
0.7,672.4,15.8,0.426,0.17,31.2,0
0.71,670.3,15.6,0.425,0.17,31.1,0
0.72,668.3,15.4,0.424,0.17,31,0
0.73,666.2,15.3,0.422,0.17,30.9,0
0.74,649.5,14.8,0.412,0.17,30.9,0
0.75,625.5,14.1,0.396,0.17,30.9,0
0.76,601.6,13.5,0.381,0.17,30.8,0
0.77,584.9,13.1,0.371,0.169,30.7,0
0.78,582.8,13.1,0.369,0.166,30.5,0
0.79,580.6,13.1,0.368,0.163,30.3,0
0.8,578.5,13.1,0.367,0.16,30.1,0
0.81,576.5,13.1,0.366,0.16,30.1,0
0.82,574.5,13.1,0.365,0.16,30,0
0.83,572.5,13.1,0.363,0.16,30,0
0.84,555,12.8,0.352,0.16,29.9,0
0.85,529.8,12.5,0.336,0.16,29.7,0
0.86,504.5,12.1,0.32,0.16,29.4,0
0.87,483.9,11.7,0.307,0.16,29.2,0
0.88,472.4,11.5,0.299,0.16,29,0
0.89,460.9,11.2,0.292,0.16,28.8,0
0.9,449.4,11,0.285,0.16,28.6,0
0.91,391.6,10,0.248,0.157,28.5,0
0.92,333.9,9.02,0.212,0.154,28.3,0
0.93,276.1,8.03,0.175,0.151,28.2,0
0.94,246.5,7.47,0.156,0.15,28,0
0.95,230.8,7.13,0.147,0.15,27.9,0
0.96,215.1,6.79,0.137,0.15,27.7,0
0.97,192.5,6.1,0.122,0.15,27.5,0
0.98,156,4.7,0.099,0.15,27.2,0
0.99,119.5,3.31,0.0758,0.15,27,0
1,82.99,1.91,0.0526,0.15,26.7,0
