Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,1055,73.9,0.669,0.25,45.4,0.167
0.01,1052,68.2,0.667,0.23,45.3,0.167
0.02,1041,66.8,0.66,0.23,44.9,0.13
0.03,1021,60.1,0.647,0.22,44.8,0.105
0.04,999.8,59.2,0.635,0.21,44.6,0.101
0.05,994.8,56.6,0.631,0.21,44.6,0.0753
0.06,970.4,55.3,0.615,0.21,44.1,0.0662
0.07,968.9,54.5,0.614,0.201,44,0.0581
0.08,961.3,53.9,0.609,0.2,43.6,0.055
0.09,959.4,53.6,0.608,0.2,43.4,0.0473
0.1,955,51.2,0.605,0.2,43.2,0.0441
0.11,949,50.8,0.601,0.2,43.2,0.0414
0.12,946.4,50.8,0.6,0.191,42.8,0.0411
0.13,942.8,50.2,0.598,0.19,42.2,0.0411
0.14,941.7,49.4,0.597,0.19,41.4,0.0317
0.15,939.9,48.5,0.596,0.19,41.2,0.0278
0.16,935.1,48.1,0.593,0.19,40.1,0.0274
0.17,930.3,47.5,0.59,0.19,39.7,0.0274
0.18,926.8,47.3,0.587,0.19,39.5,0.0274
0.19,924,47,0.586,0.19,39.3,0.0252
0.2,922.2,46.5,0.585,0.182,39,0.0247
0.21,920,44.3,0.583,0.18,38.1,0.0247
0.22,917,43.7,0.581,0.18,37.8,0.0225
0.23,915.3,43.1,0.58,0.18,37.3,0.0198
0.24,910.1,42.8,0.577,0.18,35.6,0.0192
0.25,907.9,42.6,0.576,0.18,34.9,0.0171
0.26,904.4,42.4,0.574,0.173,33.8,0.0164
0.27,899.2,42.3,0.57,0.17,33.3,0.0164
0.28,897.1,42.1,0.569,0.163,33.1,0.0145
0.29,896.8,41.7,0.569,0.16,32.6,0.0118
0.3,896.5,41.4,0.569,0.16,32.3,0.011
0.31,892.3,41,0.566,0.16,31.7,0.011
0.32,890.2,39.9,0.565,0.16,30.9,0.0091
0.33,887.6,39.2,0.563,0.16,30.2,0.00822
0.34,885.2,38.9,0.561,0.16,29.8,0.00822
0.35,881.9,38.7,0.559,0.16,29.7,0.00644
0.36,879.6,38.6,0.558,0.16,29.6,0.00373
0.37,879,38.5,0.557,0.16,29.5,0.00101
0.38,877.8,38.2,0.556,0.16,29.3,0
0.39,876.7,37.1,0.556,0.16,29,0
0.4,876.3,36.5,0.556,0.16,28.9,0
0.41,876.1,36.3,0.556,0.16,28.8,0
0.42,875.4,36.1,0.555,0.16,28.4,0
0.43,874.8,35.7,0.555,0.154,28.1,0
0.44,874.1,35.5,0.554,0.15,27.9,0
0.45,873.3,35.3,0.554,0.15,27.6,0
0.46,872.7,35.1,0.553,0.15,27.5,0
0.47,871.5,34.8,0.552,0.15,27.4,0
0.48,870.4,34.4,0.552,0.15,27.1,0
0.49,869.7,34.3,0.551,0.15,26.8,0
0.5,869.1,34.3,0.551,0.15,26.7,0
0.51,868.7,34.2,0.551,0.15,26.5,0
0.52,867.1,34.1,0.55,0.15,26.2,0
0.53,865.5,33.8,0.549,0.15,26,0
0.54,865.2,33.1,0.549,0.15,25.8,0
0.55,862.4,32.4,0.547,0.15,25.5,0
0.56,858.4,32,0.545,0.15,25.4,0
0.57,855.2,31.6,0.543,0.146,25.2,0
0.58,852.5,31.5,0.541,0.14,24.9,0
0.59,850.4,31.3,0.54,0.14,24.7,0
0.6,846.4,30.9,0.537,0.14,24.2,0
0.61,843.8,30.6,0.535,0.14,23.5,0
0.62,842.3,30.4,0.534,0.14,23.3,0
0.63,841.1,30.3,0.534,0.14,23.1,0
0.64,839.3,30.1,0.533,0.14,22.9,0
0.65,838.2,29.8,0.532,0.14,22.7,0
0.66,837.5,29,0.531,0.14,22.6,0
0.67,837.2,27.8,0.531,0.14,22.5,0
0.68,835.8,27.6,0.53,0.14,22.5,0
0.69,832.6,27.3,0.528,0.14,22.3,0
0.7,831,27,0.527,0.14,22.2,0
0.71,829.4,26.3,0.526,0.14,22.1,0
0.72,827.7,25.7,0.525,0.137,22,0
0.73,826.3,25.3,0.524,0.13,21.8,0
0.74,823.2,25.1,0.522,0.13,21.3,0
0.75,817.4,24.8,0.518,0.13,20.8,0
0.76,816.9,24.6,0.518,0.13,20.7,0
0.77,816.5,24.3,0.518,0.13,20.7,0
0.78,815.3,23.7,0.517,0.13,20.4,0
0.79,813.8,23.1,0.516,0.13,19.8,0
0.8,811.3,22.8,0.515,0.13,19.1,0
0.81,803.6,22.1,0.51,0.128,18.6,0
0.82,796.8,21.6,0.505,0.12,17.9,0
0.83,795.2,21.1,0.505,0.12,17.8,0
0.84,792.6,20.8,0.503,0.12,17.6,0
0.85,791.2,20.6,0.502,0.12,17.4,0
0.86,784.5,20.1,0.498,0.12,17.3,0
0.87,783.3,19.3,0.497,0.12,17.2,0
0.88,781.5,18.9,0.495,0.12,17.2,0
0.89,774.5,18.7,0.491,0.12,16.9,0
0.9,772.7,18.6,0.49,0.12,16.8,0
0.91,769.5,18.2,0.488,0.12,16.6,0
0.92,767.4,18,0.487,0.12,16.4,0
0.93,758.7,17.6,0.481,0.119,16.2,0
0.94,737.8,17.1,0.468,0.11,15.5,0
0.95,718.1,16.3,0.455,0.11,15.2,0
0.96,717.4,16.1,0.455,0.11,15,0
0.97,707.2,15.6,0.448,0.11,14.2,0
0.98,658.6,14.8,0.418,0.1,12.6,0
0.99,567.4,13.1,0.36,0.0979,12,0
1,514.5,11.7,0.326,0.084,10.3,0
