WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,718.5,192.8,22.48,109.7,940.5,175.1,2408,22.2,3.8,14.3,0.249,0.0622,0.518,0,0,0,0,0,0,0.456,0.29,0.11,0.16,0.2,0,0,0,7.9,0.17,0.64,0.36,32.4
1993,365,683.3,192.8,0,78.01,508.3,145.8,1500,16,3.4,12.3,0.282,0.11,0.494,0,3,0,0,0.0082,0,0.433,0.16,0.13,0.22,0.48,0,3,0.00821917808219178,3.7,0.21,0.77,0.23,42.7
1994,365,221.5,87.56,0,25.28,217.4,79.37,511.1,6.86,2.87,3.81,0.479,0.209,0.907,80,31,0,0.22,0.085,0,0.14,0,0,0.16,0.62,0.22,111,0.3041095890410959,3.05,0.42,0.56,0.44,32.3
1995,366,281.5,124.5,0,32.04,258.3,68.8,717.4,8.17,2.87,5.06,0.455,0.151,0.756,86,57,0,0.24,0.16,0,0.178,0,0.09,0.15,0.53,0.24,143,0.3917808219178082,3.11,0.35,0.62,0.38,34.5
1996,365,603.3,192.8,0,68.86,442.4,85.53,1374,14,2.96,10.8,0.305,0.0922,0.608,39,7,0,0.11,0.019,0,0.383,0.085,0.22,0.16,0.42,0.11,46,0.12602739726027398,3.2,0.21,0.77,0.23,43.1
1997,365,602.6,192.8,18.52,68.79,427,141.8,1232,13.5,2.87,10.6,0.277,0.101,0.464,0,0,0,0,0,0,0.382,0.1,0.17,0.18,0.54,0,0,0,2.9,0.21,0.79,0.21,44.6
1998,365,804.9,192.8,16.02,91.88,754.7,124.1,2455,23.8,4.02,15.8,0.265,0.062,0.536,0,0,0,0,0,0,0.51,0.31,0.11,0.16,0.42,0,0,0,8,0.17,0.66,0.34,33.8
1999,366,682.8,192.8,0,77.74,600.1,175.8,2113,19,3.68,12.9,0.285,0.058,0.531,0,9,0,0,0.025,0,0.433,0.18,0.12,0.21,0.5,0,9,0.024657534246575342,6.1,0.19,0.68,0.32,35.9
2000,365,840.4,192.8,21.69,95.94,979.6,171.7,3023,30.9,4.81,17.4,0.251,0.0655,0.515,0,0,0,0,0,0,0.533,0.33,0.15,0.17,0.36,0,0,0,13.5,0.16,0.56,0.44,27.2
2001,365,628.9,189.7,17.78,71.8,445.7,151.7,1175,14.1,3.17,10.9,0.279,0.124,0.475,0,0,0,0,0,0,0.399,0.093,0.18,0.23,0.49,0,0,0,3.2,0.22,0.77,0.23,44.6
2002,365,714.2,192.8,17.25,81.54,639.8,129,2425,20.2,4.05,13.5,0.281,0.0611,0.532,0,0,0,0,0,0,0.453,0.18,0.18,0.2,0.44,0,0,0,6.7,0.2,0.67,0.33,35.4
2003,366,788.1,192.8,24.48,89.72,963.4,205,3701,30.5,4.71,16.3,0.253,0.059,0.476,0,0,0,0,0,0,0.5,0.29,0.12,0.19,0.4,0,0,0,14.2,0.15,0.53,0.47,25.8
2004,365,488.3,173.3,0,55.74,369.2,120.5,1030,11.6,3.05,8.58,0.32,0.121,0.597,3,40,0,0.0082,0.11,0,0.31,0.038,0.088,0.3,0.56,0.0082,43,0.1178082191780822,3.02,0.26,0.74,0.26,42.1
2005,365,705.7,192.8,0,80.56,558.1,96.74,1576,17.6,3.26,13.2,0.275,0.0855,0.538,13,21,0,0.036,0.058,0,0.448,0.21,0.13,0.21,0.42,0.036,34,0.09315068493150686,4.4,0.19,0.75,0.25,40.1
2006,365,847.4,192.8,21.58,96.74,1003,171.1,2695,31.6,4.84,17.7,0.25,0.0683,0.533,0,0,0,0,0,0,0.537,0.36,0.11,0.15,0.39,0,0,0,13.9,0.15,0.56,0.44,26.8
2007,366,790.9,192.8,0,90.03,699.6,187.2,1991,22.1,3.74,15.3,0.255,0.081,0.486,0,9,0,0,0.025,0,0.502,0.26,0.13,0.19,0.42,0,9,0.024657534246575342,6.8,0.17,0.69,0.31,35.8
2008,365,743,192.8,19.57,84.82,650.3,161,2219,20.5,3.68,14,0.261,0.0667,0.536,0,0,0,0,0,0,0.471,0.2,0.15,0.23,0.42,0,0,0,6.5,0.18,0.68,0.32,36.2
2009,365,842.7,192.8,0,96.19,1101,180.7,3182,34.7,5.15,18.1,0.245,0.0633,0.521,0,7,0,0,0.019,0,0.534,0.36,0.11,0.22,0.32,0,7,0.019178082191780823,16.6,0.15,0.52,0.48,24.3
2010,365,902.5,192.8,24.89,103,1009,212.4,2869,31.8,4.99,18.7,0.251,0.0756,0.511,0,0,0,0,0,0,0.572,0.39,0.11,0.16,0.34,0,0,0,13.1,0.16,0.59,0.41,28.4
2011,366,671.7,192.8,0,76.47,473.8,147.1,1235,15,3.06,11.9,0.267,0.101,0.515,0,9,0,0,0.025,0,0.426,0.14,0.16,0.27,0.43,0,9,0.024657534246575342,3.1,0.2,0.79,0.21,44.8
