Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,380.7,172.5,803.8,99550,15220,48550,133.8,20.45,65.26,0.23,0.78,0.22,0,0.0043,0,0.36,46.8
2,5,751.6,238.3,1628,124200,23190,81250,184.8,34.5,120,0.16,0.82,0.18,0,0,0,0.67,46.1
3,6,1334,439,2556,141500,53680,116000,190.1,72.15,155.9,0.13,0.72,0.28,0,0,0,0.87,36.8
4,7,1876,430.3,3539,136600,47470,112700,189.8,65.94,156.5,0.11,0.61,0.39,0,0,0,0.87,28.7
5,8,1465,293.2,2750,134700,24170,111000,181,32.49,149.1,0.18,0.66,0.34,0,0,0,0.83,32.7
6,9,789.2,201.3,1453,125300,5879,84750,174.1,8.166,117.7,0.24,0.75,0.25,0,0.021,0,0.65,41.3
7,10,490.5,154.9,768.9,81870,0,51100,110,0,68.68,0.35,0.65,0.35,0.02,0.032,0,0.38,37.6
8,11,332,121.1,497.8,49820,0,30170,66.96,0,40.55,0.44,0.56,0.44,0.045,0.07,0,0.23,32
9,12,234,89.34,346.5,33090,0,19980,45.95,0,27.75,0.46,0.53,0.47,0.066,0.057,0,0.15,31.1
10,1,182.7,73.65,258.9,24790,0,15540,33.32,0,20.89,0.43,0.54,0.46,0.079,0.1,0,0.12,30.1
11,2,185,94.36,251.1,25580,675.2,18810,35.53,0.9378,26.12,0.35,0.64,0.36,0.032,0.04,0,0.15,38.2
12,3,230.7,129.7,340,43130,11250,28160,57.96,15.12,37.85,0.28,0.72,0.28,0,0.0011,0,0.21,44.9
