Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3540,190,141000,25.6,1100,25.4,0.938,1.87,0.81,0.89,1,50.6,1
0.01,2980,186,137000,25.6,1100,25.4,0.936,1.87,0.676,0.88,0.953,50,1
0.02,2680,184,134000,25.6,1100,25.4,0.936,1.87,0.571,0.87,0.715,49.9,0.928
0.03,2440,182,133000,25.6,1100,25.4,0.935,1.87,0.52,0.87,0.64,49.6,0.685
0.04,2310,179,132000,25.6,1100,25.4,0.935,1.87,0.48,0.86,0.6,49.5,0.488
0.05,2190,178,131000,25.6,1100,25.4,0.935,1.87,0.47,0.86,0.581,49.3,0.324
0.06,2070,176,129000,25.5,1100,25.4,0.935,1.87,0.46,0.85,0.55,49.1,0.29
0.07,2030,175,128000,25.5,1100,25.4,0.935,1.87,0.459,0.85,0.53,48.7,0.232
0.08,1970,173,127000,25.5,1100,25.4,0.935,1.87,0.45,0.85,0.52,48.5,0.108
0.09,1870,172,127000,25.5,1100,25.4,0.935,1.86,0.45,0.847,0.5,48.4,0.0323
0.1,1810,172,125000,25.5,1100,25.4,0.934,1.86,0.44,0.84,0.481,48.1,0.0323
0.11,1630,171,124000,25.5,1090,25.4,0.934,1.81,0.44,0.84,0.47,47.9,0
0.12,1540,169,122000,25.5,1080,25.4,0.934,1.72,0.44,0.83,0.47,47.5,0
0.13,1450,166,122000,25.5,1050,25.4,0.934,1.67,0.43,0.823,0.46,47.4,0
0.14,1360,166,120000,25.5,1030,25.4,0.934,1.59,0.43,0.82,0.46,47.4,0
0.15,1330,163,119000,25.5,1000,25.3,0.934,1.49,0.43,0.81,0.45,47.2,0
0.16,1290,162,117000,25.5,976,25.3,0.933,1.47,0.43,0.81,0.45,47.1,0
0.17,1200,160,116000,25.5,965,25.3,0.933,1.43,0.42,0.81,0.44,46.9,0
0.18,1140,159,115000,25.5,948,25.3,0.933,1.39,0.42,0.8,0.44,46.6,0
0.19,1110,156,112000,25.5,901,25.3,0.933,1.3,0.41,0.8,0.44,46.4,0
0.2,1060,154,110000,25.5,856,25.3,0.933,1.2,0.4,0.8,0.44,46.1,0
0.21,1030,153,109000,25.5,842,25.3,0.932,1.11,0.4,0.79,0.436,45.8,0
0.22,1010,152,108000,25.5,813,25.2,0.932,1.09,0.4,0.79,0.43,45.6,0
0.23,983,151,106000,25.5,806,25.2,0.931,1.08,0.39,0.79,0.43,45.5,0
0.24,962,146,105000,25.4,793,25.2,0.931,1.04,0.39,0.78,0.43,45.4,0
0.25,889,142,103000,25.4,752,25.2,0.931,0.966,0.39,0.78,0.43,45.2,0
0.26,859,139,102000,25.4,727,25.2,0.93,0.911,0.38,0.78,0.42,45.1,0
0.27,804,134,96900,25.4,671,25.1,0.93,0.839,0.38,0.77,0.42,44.7,0
0.28,766,130,93000,25.4,648,25.1,0.929,0.802,0.375,0.77,0.41,44.6,0
0.29,746,124,89800,25.4,616,25.1,0.929,0.759,0.37,0.77,0.41,44.4,0
0.3,733,120,86100,25.3,584,25.1,0.929,0.707,0.36,0.76,0.4,44.3,0
0.31,717,117,84000,25.3,565,25,0.929,0.683,0.36,0.76,0.4,44.2,0
0.32,691,112,81900,25.3,544,25,0.928,0.66,0.36,0.751,0.4,43.7,0
0.33,666,109,79000,25.3,529,25,0.928,0.627,0.35,0.75,0.395,43.3,0
0.34,653,108,76500,25.2,517,24.9,0.927,0.619,0.34,0.74,0.39,42.9,0
0.35,640,102,72700,25.2,498,24.9,0.927,0.606,0.34,0.74,0.39,42.7,0
0.36,615,97.8,70400,25.2,464,24.9,0.926,0.553,0.33,0.73,0.388,42.4,0
0.37,602,95.6,68300,25.1,451,24.9,0.926,0.538,0.33,0.73,0.38,42.2,0
0.38,584,92.2,66600,25.1,439,24.8,0.926,0.53,0.33,0.726,0.38,41.9,0
0.39,551,90.4,65400,25.1,432,24.8,0.925,0.515,0.32,0.72,0.37,41.7,0
0.4,546,87.2,64200,25.1,415,24.7,0.925,0.502,0.32,0.714,0.37,41.5,0
0.41,516,86,63700,25,409,24.7,0.925,0.486,0.318,0.71,0.37,41.2,0
0.42,499,84.4,61900,25,397,24.7,0.925,0.479,0.31,0.71,0.36,41,0
0.43,485,81.5,57100,25,376,24.7,0.924,0.453,0.31,0.7,0.356,40.7,0
0.44,471,77.2,54100,24.9,358,24.6,0.923,0.423,0.31,0.69,0.35,40.5,0
0.45,464,74.1,53600,24.9,343,24.5,0.923,0.414,0.3,0.69,0.345,40.3,0
