WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,740.2,192.8,22.66,113,998.9,175.9,2514,23.6,4.05,15,0.25,0.0863,0.526,0,0,0,0,0,0,0.469,0.31,0.096,0.15,0.19,0,0,0,8.6,0.17,0.64,0.36,31.4
1993,365,726.2,192.8,0,82.9,559.8,155.3,1593,17.7,3.51,13.4,0.271,0.0952,0.486,0,7,0,0,0.019,0,0.461,0.21,0.11,0.22,0.46,0,7,0.019178082191780823,4.3,0.2,0.76,0.24,41
1994,365,229.3,85.99,0,26.17,221.8,77.97,503.4,7,2.87,3.94,0.47,0.213,0.923,79,111,0,0.22,0.3,0,0.145,0,0,0.17,0.61,0.22,190,0.5205479452054794,3.06,0.41,0.56,0.44,32.8
1995,366,331.3,134.4,0,37.72,283.7,66.67,771.5,8.97,2.87,5.93,0.428,0.14,0.78,67,123,0,0.18,0.34,0,0.21,0,0.11,0.19,0.51,0.18,190,0.5205479452054794,3.04,0.32,0.66,0.34,36.9
1996,365,681.1,192.8,0,77.75,512.2,95.13,1515,16.2,3.21,12.5,0.29,0.0832,0.547,26,41,0,0.071,0.11,0,0.432,0.24,0.11,0.14,0.44,0.071,67,0.18356164383561643,3.7,0.2,0.77,0.23,42
1997,365,711.7,192.8,21.59,81.25,520.4,150.4,1480,16.4,3.13,12.9,0.256,0.1,0.421,0,0,0,0,0,0,0.451,0.23,0.11,0.16,0.51,0,0,0,3.5,0.19,0.79,0.21,43.4
1998,365,849.3,192.8,19.8,96.95,897.2,140.8,2858,28.3,4.55,17.3,0.248,0.0759,0.495,0,0,0,0,0,0,0.539,0.35,0.11,0.16,0.39,0,0,0,11,0.16,0.61,0.39,30
1999,366,726.7,192.8,0,82.73,653.8,188.7,2301,20.7,3.81,13.9,0.274,0.064,0.548,0,11,0,0,0.03,0,0.461,0.2,0.17,0.17,0.47,0,11,0.030136986301369864,6.8,0.18,0.67,0.33,35.1
2000,365,857.4,192.8,22.24,97.87,1054,174.2,3224,33.2,5.06,18,0.249,0.0607,0.539,0,0,0,0,0,0,0.544,0.35,0.13,0.16,0.35,0,0,0,15.2,0.15,0.54,0.46,25.8
2001,365,575.1,155.5,0,65.65,415.2,135.1,928.8,13.1,3.11,9.98,0.292,0.136,0.533,0,11,0,0,0.03,0,0.365,0.019,0.24,0.21,0.53,0,11,0.030136986301369864,3.12,0.24,0.76,0.24,43.9
2002,365,703.2,192.8,13.52,80.28,563.8,116.2,1914,17.8,3.61,12.9,0.288,0.0773,0.532,0,0,0,0,0,0,0.446,0.15,0.21,0.19,0.45,0,0,0,4.9,0.2,0.72,0.28,39.5
2003,366,791.6,192.8,0,90.12,1027,186.2,3988,32.5,4.9,16.8,0.255,0.0542,0.516,0,14,0,0,0.038,0,0.502,0.33,0.1,0.17,0.4,0,14,0.038356164383561646,15.7,0.15,0.52,0.48,24.4
2004,365,545.4,184.2,0,62.26,404.1,127.9,1104,12.7,3.05,9.69,0.302,0.113,0.563,0,37,0,0,0.1,0,0.346,0.058,0.16,0.23,0.55,0,37,0.10136986301369863,3.01,0.24,0.76,0.24,42.9
2005,365,741.8,192.8,0,84.68,619.2,102,1755,19.5,3.61,14.2,0.279,0.0843,0.539,1,23,0,0.0027,0.063,0,0.47,0.24,0.13,0.15,0.47,0.0027,24,0.06575342465753424,5.3,0.19,0.73,0.27,38
2006,365,839.7,192.8,22.38,95.86,1108,174.7,3170,34.9,5.03,18,0.248,0.0617,0.537,0,0,0,0,0,0,0.533,0.38,0.099,0.14,0.38,0,0,0,16.9,0.14,0.52,0.48,24.1
2007,366,803.8,192.8,0,91.51,823.8,192.5,2629,26.1,3.97,16.1,0.248,0.0621,0.473,0,5,0,0,0.014,0,0.51,0.3,0.11,0.19,0.4,0,5,0.0136986301369863,10,0.15,0.62,0.38,30.8
2008,365,779.1,192.8,19.86,88.94,717.7,162.4,2479,22.6,3.99,15,0.258,0.0634,0.522,0,0,0,0,0,0,0.494,0.23,0.15,0.22,0.4,0,0,0,7.6,0.18,0.66,0.34,34.5
2009,365,849.2,192.8,0,96.94,1158,184.3,3340,36.5,5.37,18.5,0.246,0.065,0.526,0,16,0,0,0.044,0,0.539,0.38,0.096,0.22,0.3,0,16,0.043835616438356165,18,0.15,0.51,0.49,23.3
2010,365,894.1,192.8,25.25,102.1,1138,209.4,3236,35.9,5.32,19.1,0.252,0.0662,0.522,0,0,0,0,0,0,0.567,0.41,0.1,0.15,0.34,0,0,0,16.8,0.15,0.53,0.47,24.9
2011,366,725.4,192.8,0,82.58,518.7,157.2,1326,16.4,3.25,13.1,0.26,0.0943,0.497,0,12,0,0,0.033,0,0.46,0.16,0.18,0.26,0.41,0,12,0.03287671232876712,3.3,0.2,0.8,0.2,44.2
2012,365,827.7,192.8,0,94.48,775.4,140.5,2563,24.5,4.03,16.4,0.25,0.0763,0.505,0,5,0,0,0.014,0,0.525,0.32,0.1,0.13,0.44,0,5,0.0136986301369863,8.1,0.16,0.67,0.33,33.8
2013,365,896.1,192.8,21.03,102.3,878.8,168.4,2391,27.7,4.65,18,0.252,0.0831,0.524,0,0,0,0,0,0,0.568,0.38,0.096,0.17,0.36,0,0,0,9.7,0.17,0.65,0.35,32.4
2014,365,800.8,192.8,0,91.41,628.4,179.1,1518,19.8,3.82,15.2,0.269,0.0889,0.541,0,22,0,0,0.06,0,0.508,0.28,0.11,0.15,0.47,0,22,0.06027397260273973,4.6,0.19,0.77,0.23,40.4
2015,366,800.5,192.8,18.04,91.13,691.5,153.9,2020,21.9,3.89,15.3,0.256,0.0733,0.537,0,0,0,0,0,0,0.508,0.27,0.12,0.19,0.43,0,0,0,6.6,0.18,0.7,0.3,36.6
2016,365,826,192.8,19.41,94.3,994.4,160.5,3471,31.4,4.81,17.2,0.244,0.0546,0.522,0,0,0,0,0,0,0.524,0.33,0.12,0.18,0.37,0,0,0,14.2,0.15,0.55,0.45,26.3
2017,365,878.8,192.8,23.75,100.3,987,216.8,2918,31.1,5.02,18,0.251,0.0744,0.507,0,0,0,0,0,0,0.557,0.35,0.12,0.21,0.32,0,0,0,13.1,0.16,0.58,0.42,28.3
2018,365,523.4,144.2,0,59.75,387.4,119.5,822.6,12.2,3.1,9.1,0.316,0.11,0.603,4,37,0,0.011,0.1,0,0.332,0,0.24,0.18,0.58,0.011,41,0.11232876712328767,3.1,0.25,0.75,0.25,42.9
2019,366,777.2,192.8,0,88.48,974,100.6,3420,30.8,4.78,16.6,0.276,0.0638,0.517,7,39,0,0.019,0.11,0,0.493,0.34,0.09,0.15,0.4,0.019,46,0.12602739726027398,14.2,0.16,0.54,0.46,25.2
2020,365,914,192.8,0,104.3,1026,189.5,2614,32.4,5.24,19,0.255,0.0685,0.532,0,9,0,0,0.025,0,0.58,0.4,0.12,0.15,0.33,0,9,0.024657534246575342,13.4,0.16,0.59,0.41,28.2
2021,365,827.3,192.8,21.57,94.44,719.5,209.4,2074,22.7,4.08,15.9,0.262,0.0715,0.546,0,0,0,0,0,0,0.525,0.29,0.12,0.2,0.4,0,0,0,6.8,0.18,0.7,0.3,36.4
2022,92,83.35,77.41,23.89,37.75,237.9,181,412.6,1.89,0.543,1.35,0.305,0.143,0.403,0,0,0,0,0,0,0.0529,0,0,0.049,0.2,0,0,0,0.54,0.29,0.71,0.29,44.1
