exceedance,vicFallsFull,sioma,vicFallsOverlap,vicFallsRatio,vicFallsRatioSmoothed,ngonyeScaled,conversionFactor
0.172,293.6805,271.582513446106,289.956,1.0128450523527708,1.0059508207752816,273.1986523093243,0.9302580604068854
0.173,293.6805,271.582513446106,290.09341939999985,1.0123652601545368,1.0059508207752816,273.1986523093243,0.9302580604068854
0.174,293.6805,271.582513446106,293.9613,0.9990447722200168,1.0068544030048674,273.44404944234043,0.9310936525998166
0.175,293.6805,272.46969888453344,293.9613,0.9990447722200168,1.0047518696792397,273.7644393851744,0.9321845998803951
0.176,293.9613,273.67159832686144,293.9613,1,1.0029168622002724,274.4698606673092,0.9336938592505517
0.177,297.4406,273.67159832686144,293.9613,1.0118359117339597,1.0026982772947752,274.41004018685163,0.9225708937745943
0.178,297.4406,274.71852411448504,297.99865639999996,0.9981273190733757,1.0043826192370668,275.92251080304777,0.9276558438997492
0.179,298.0019,274.71852411448504,298.0019,1,1.0060669611793582,276.3852307355382,0.9274613038894658
0.18,301.2308,275.76703713742717,298.0019,1.0108351658160568,1.0076148420102236,277.8669595568561,0.9224387398528175
0.181,301.2308,276.8171361533548,298.0019,1.0108351658160568,1.007471878307666,278.88548010816925,0.9258199364346849
0.182,301.2308,276.8171361533548,298.0019,1.0108351658160568,1.0108327010666711,279.8158134394361,0.9289083766979874
0.183,301.2308,277.8688199237495,298.0019,1.0108351658160568,1.0122387707458134,281.269592708206,0.9337345075875575
0.184,301.2308,277.9555710462879,298.0019,1.0108351658160568,1.0120969595940903,281.31798835818716,0.9338951672876319
0.185,304.4545584999996,278.92208721388806,298.0019,1.0216530783864117,1.011955148442367,282.2566421703849,0.9270895583269293
0.186,305.0513,278.9769393919926,302.0781,1.0098424877539949,1.011813337290644,282.2725880733417,0.9253282581432751
0.187,305.0513,279.97693679282054,302.0781,1.0098424877539949,1.0108299188020138,283.0090642847233,0.9277425281738622
0.188,305.0513,281.03336743335257,302.0781,1.0098424877539949,1.008750761872741,283.4926235100563,0.9293277016359422
0.189,305.0513,281.03336743335257,302.0781,1.0098424877539949,1.0056574649603964,282.623303862309,0.9264779526011165
0.19,305.0513,281.04746561269474,303.8507140000001,1.0039512363956464,1.0055168093798765,282.5979509071774,0.9263948421369697
0.191,305.0513,282.091377912024,306.19,0.9962810673111467,1.0053761537993566,283.60794454515144,0.9297057398055718
0.192,306.19,282.091377912024,306.19,1,1.0052354982188367,283.56826681863157,0.9261186414273215
0.193,308.9022,283.15096700908964,306.19,1.0088578986903556,1.0050948426383168,284.5935766288882,0.9213064090475502
0.194,308.9022,284.2121335084982,306.19,1.0088578986903556,1.0038696252252906,285.3119279496563,0.9236319066347094
0.195,308.9022,284.2121335084982,306.19,1.0088578986903556,1.0051443263642257,285.67421347993877,0.9248047229185767
0.196,308.9022,285.2748761978751,306.19,1.0088578986903556,1.0062702890945832,287.0636321430572,0.9293026470612938
0.197,308.9022,285.4298513241743,310.3376,0.9953747145044621,1.0061308377263183,287.17977542488995,0.9296786342890726
0.198,311.95258920000055,286.3391938685015,310.3376,1.0052039752836928,1.0059913863580534,288.0547626084213,0.9233927608907976
0.199,312.7836,287.40508531529616,310.3376,1.007881739112502,1.0056615161189926,289.03223383848916,0.9240645412307077
0.2,312.7836,288.0898141058747,310.3376,1.007881739112502,1.0036068751846956,289.12891810733674,0.9243736503682954
0.201,312.7836,288.47254933679415,310.3376,1.007881739112502,1.004267630255487,289.7036435162213,0.9262111041506694
0.202,312.7836,288.6478711421215,310.7485676000003,1.0065488070169295,1.0035242052149593,289.6651254748875,0.9260879581758362
0.203,312.7836,289.5415847351312,314.5212,0.9944754121502778,1.0033858661215096,290.5219337776541,0.9288272587746101
0.204,314.5212,289.5415847351312,314.5212,1,1.0032475270280599,290.48187885730584,0.9235685189338774
0.205,314.5212,290.6121903160226,314.5212,1,1.0031091879346101,291.5157582318038,0.9268556721512056
0.206,316.6956,290.6121903160226,314.5212,1.0069133654583537,1.0031612677119564,291.53089324996955,0.9205397651560979
0.207,316.6956,291.76382182467125,314.5212,1.0069133654583537,1.0050118054870743,293.2260853478219,0.9258925142876058
0.208,316.6956,292.7581072661195,314.5212,1.0069133654583537,1.00586220511529,294.47431534007757,0.9298339330893058
0.209,316.6956,292.7581072661195,314.5212,1.0069133654583537,1.0067126047435055,294.72327672565376,0.9306200551117658
0.21,318.7409,293.8334162644894,316.39037999999994,1.007429176576102,1.0065753807348137,295.7654828490394,0.9279182020538921
0.211,320.6383,294.91029070370655,318.7409,1.00595279739751,1.0074952177165015,297.1207075393676,0.9266538262564626
0.212,320.6383,295.984375729194,318.7409,1.00595279739751,1.0091388848866412,298.6893428672275,0.9315460531921091
0.213,320.6383,295.988729407111,318.7409,1.00595279739751,1.0107825520567808,299.1802432901636,0.9330770631274043
0.214,322.9968,295.988729407111,318.7409,1.0133522243301691,1.0104355339082083,299.0775298292864,0.9259457983152972
0.215,324.6118,297.0687312015119,318.7409,1.0184190356493314,1.0102994270708632,300.12836893355575,0.9245762752110543
0.216,324.6118,298.15029491717246,318.7409,1.0184190356493314,1.010163320233518,301.18049184213356,0.9278174479243624
0.217,324.6118,299.17758694355666,322.9968,1.0050000495360945,1.0112113471974102,302.53177074446427,0.9319802014112372
0.218,324.6118,299.2334193877902,322.9968,1.0050000495360945,1.0117892274331426,302.7611502245498,0.9326868284657236
0.219,324.6118,299.2334193877902,322.9968,1.0050000495360945,1.0102642041683931,302.3048122983929,0.9312810326007647
0.22,327.2891,299.2768067502978,322.9968,1.0132889861447545,1.0082121304161498,301.7345069178601,0.9219204272854185
0.221,328.6161,300.31810345048046,322.9968,1.0173973859802945,1.008077054680083,302.74378919346884,0.9212688885099325
0.222,328.6161,301.4043459457572,326.09089359999996,1.007743872796085,1.0092521792706215,304.1929929873918,0.9256789091812354
0.223,328.6161,302.49214571751827,327.2891,1.0040545193836274,1.0094859990766707,305.3615859324948,0.9292350129299654
0.224,328.6161,303.5815016130265,327.2891,1.0040545193836274,1.0080328355037893,306.02012187747727,0.931238980310086
0.225,331.6178,303.5815016130265,327.2891,1.0132259216698631,1.0059927576686876,305.4007919848896,0.9209420965487668
0.226,332.6514,303.94368402182226,330.45821879999994,1.0066367881784397,1.005331753145616,305.56423671519576,0.9185719245889112
0.227,332.6514,304.7227339509785,331.6178,1.0031168411345834,1.0051977991100383,306.30662150631736,0.9208036446151056
0.228,332.6514,305.8699028498981,331.6178,1.0031168411345834,1.0068156466105318,307.9546040165207,0.925757727207884
0.229,332.6514,306.85889456478554,331.6178,1.0031168411345834,1.0052386172975056,308.4664108777461,0.9272962953943561
0.23,332.6514,307.6587485103929,331.6178,1.0031168411345834,1.0046028927689687,309.07486873922136,0.9291254109834539
0.231,336.7179,307.95446349462327,331.6178,1.015379451887082,1.0044700178181256,309.33102543361554,0.9186652252036959
0.232,336.7179,309.0515828344105,335.9832,1.002186716478681,1.0029071497578117,309.95004206859886,0.9205036087139973
0.233,336.7179,310.1502514512473,335.9832,1.002186716478681,1.0024618867385855,310.91380624226406,0.9233658390072642
0.234,336.7179,310.5771355557712,335.9832,1.002186716478681,1.002197091422817,311.25950191642386,0.9243925016057176
0.235,336.7179,311.7346890402201,339.3728939999999,0.9921767647123876,1.0001804945709776,311.7909554591772,0.9259708362970226
0.236,340.3854,312.35223200070163,340.3854,1,1.0000485742060525,312.3674042623798,0.9176874338981044
0.237,340.8154,314.56039614447394,340.3854,1.0012632739242047,1.0005093534272855,314.72061856033844,0.9234342654713913
0.238,340.8154,314.56039614447394,340.3854,1.0012632739242047,1.001337719897841,314.98118984546915,0.9241988180272052
0.239,340.8154,315.6667942662085,340.3854,1.0012632739242047,1.0027105330579382,316.52241954736047,0.928721001302642
0.24,342.22762399999993,316.7747349352538,340.3854,1.0054121710273118,1.0027602063740624,317.649098577764,0.928180767131072
0.241,344.9443,317.884217041114,342.21164359999995,1.0079852817725692,1.0036077351926773,319.0310591181299,0.924877028314803
0.242,344.9443,317.884217041114,344.3291708,1.0017864568330672,1.0040846053031385,319.1826485998242,0.9253164890674355
0.243,344.9443,318.9952394764292,344.8244,1.00034771321287,1.0038240182918476,320.2150831071994,0.9283095360822006
