datetime,Year,Month,WaterYear,WaterMonth,Days,RiverVolume,EFlowVolume,CanalVolume,Energy,Power_max,Power_min,Power_mean,Turbines_max,Turbines_min,Turbines_mean,Flow_mean,Flow_min,Flow_max,FlowAvailableForGeneration_mean,FlowAvailableForGeneration_min,EFlow_mean,EFlow_min,EFlow_max,SpillFlow_mean,SpillFlow_min,SpillFlow_max,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,CanalFlow_mean,CanalFlow_min,CanalFlow_max,HeadPondLevel_mean,HeadPondLevel_min,HeadPondLevel_max,TailwaterLevel_mean,TailwaterLevel_min,TailwaterLevel_max,GrossHead_mean,GrossHead_min,GrossHead_max,LeftChannelHeadloss_mean,LeftChannelHeadloss_min,LeftChannelHeadloss_max,CanalHeadloss_mean,CanalHeadloss_min,CanalHeadloss_max,CanalHeadlossProportion_mean,CanalHeadlossProportion_min,CanalHeadlossProportion_max,TotalHeadloss_mean,TotalHeadloss_min,TotalHeadloss_max,HeadlossProportion_mean,HeadlossProportion_min,HeadlossProportion_max,NetHead_mean,NetHead_min,NetHead_max,UnitEfficiency_mean,UnitEfficiency_min,UnitEfficiency_max,GeneratorEfficiency_mean,GeneratorEfficiency_min,GeneratorEfficiency_max,TotalEfficiency_mean,TotalEfficiency_min,TotalEfficiency_max,UnitPower_mean,UnitPower_min,UnitPower_max,GeneratorPower_mean,GeneratorPower_min,GeneratorPower_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,ShutoffProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
725839200000,1993,1,1992,4,31,0.476,0.196,0.281,17327.1,36.11,36.11,23.29,1,1,1,177.7,138.2,233.3,104.7,65.19,73,73,73,2.75e-15,-1.421e-14,1.421e-14,0.421,0.313,0.528,104.7,65.19,160.3,990,990,990,964.5,964.4,964.6,25.5,25.4,25.6,0.0859,0.072,0.106,0.00465,0.00129,0.00938,0.00018,0.000051,0.00037,0.174,0.104,0.274,0.0068,0.0041,0.011,25.34,25.13,25.4,0.924,0.887,0.942,0.966,0.96,0.97,0.892,0.851,0.914,24.08,14.39,37.22,23.29,13.82,36.11,0,0,0,0,0,0,0.129,0,0.195,0.41,0.59,0.41,36.4
728517600000,1993,2,1992,5,28,0.891,0.206,0.685,41554.1,96.4,96.4,61.84,2,1,1.6071428571428572,368.3,238.5,557.6,283.3,153.5,85,85,85,4.06e-15,-2.842e-14,5.684e-14,0.247,0.152,0.356,283.3,153.5,472.6,990,990,990,965.2,964.6,966.1,24.8,23.9,25.4,0.15,0.104,0.218,0.0427,0.0088,0.122,0.0017,0.00035,0.0051,0.376,0.249,0.602,0.015,0.01,0.025,24.39,23.29,25.11,0.947,0.924,0.959,0.975,0.97,0.98,0.924,0.897,0.94,40.37,26.28,52.11,39.15,25.49,48.2,0,0,0,0,0,0,0.344,0,0.206,0.23,0.77,0.23,46.6
730936800000,1993,3,1992,6,31,2.17,0.287,1.88,103732,192.8,192.8,139.4,4,2,3.225806451612903,810.5,573.2,1165,703.5,466.2,107,107,107,-6.452e-21,-1.137e-13,1.137e-13,0.138,0.0918,0.187,703.5,466.2,1058,990,990,990,967.1,966.2,968.4,22.9,21.6,23.8,0.38,0.22,0.711,0.267,0.119,0.554,0.012,0.005,0.026,0.881,0.532,1.56,0.039,0.022,0.072,21.99,20.02,23.22,0.954,0.946,0.957,0.978,0.97,0.98,0.933,0.917,0.938,44.44,35.34,52.29,43.19,34.28,48.2,0,0,0,0,0,0,0.775,0,0.29,0.13,0.87,0.13,47.8
733615200000,1993,4,1992,7,30,3.51,0.384,2.84,137981,192.8,192.8,191.6,4,4,4,1356,1191,1453,1208,1043,148,148,148,113,0,205.1,0.11,0.102,0.124,1095,1043,1100,990,990,990,969,968.5,969.3,21,20.7,21.5,0.835,0.711,0.881,0.636,0.519,0.648,0.03,0.024,0.031,1.77,1.52,1.83,0.084,0.071,0.089,19.21,18.84,19.98,0.953,0.952,0.955,0.98,0.98,0.98,0.934,0.933,0.936,49.13,48.38,50.36,47.91,47.41,48.2,0,0,0,0,0,0,1.06,0,0.67,0.11,0.81,0.19,39.3
736207200000,1993,5,1992,8,31,2.56,0.433,2.12,114063,192.8,192.8,153.3,4,3,3.4838709677419355,954.2,736.5,1265,792.7,589.5,161.5,147,192,0,-1.137e-13,1.137e-13,0.171,0.144,0.2,792.7,589.5,1073,990,990,990,967.7,966.8,968.7,22.3,21.3,23.2,0.452,0.295,0.758,0.323,0.195,0.588,0.015,0.0084,0.028,1.02,0.698,1.64,0.046,0.03,0.077,21.3,19.63,22.46,0.955,0.953,0.957,0.98,0.975,0.98,0.936,0.929,0.938,45.26,39.65,52,44.14,38.67,48.2,0,0,0,0,0,0,0.852,0,0.44,0.17,0.83,0.17,44.6
738885600000,1993,6,1992,9,30,1.53,0.345,1.19,69100.3,124.9,124.9,95.97,3,2,2.4,591.5,482.7,724.7,458.5,321.7,133,119,161,0,-5.684e-14,5.684e-14,0.232,0.164,0.334,458.5,321.7,605.7,990,990,990,966.2,965.8,966.8,23.8,23.2,24.2,0.227,0.172,0.302,0.119,0.0509,0.206,0.005,0.0021,0.0089,0.549,0.382,0.723,0.023,0.016,0.031,23.2,22.48,23.85,0.952,0.944,0.958,0.976,0.97,0.98,0.928,0.916,0.939,41.72,35.4,52.54,40.41,34.33,48.2,0,0,0,0,0,0,0.533,0,0.34,0.23,0.78,0.22,45.2
741477600000,1993,7,1992,10,31,1.08,0.362,0.718,43162.3,73.46,73.46,58.01,2,1,1.7741935483870968,403.2,341.9,476.4,268.2,206.9,135,135,135,9.168e-16,-2.842e-14,2.842e-14,0.338,0.283,0.395,268.2,206.9,341.4,990,990,990,965.4,965.1,965.7,24.6,24.3,24.9,0.151,0.129,0.177,0.029,0.0133,0.0602,0.0012,0.00054,0.0025,0.337,0.253,0.41,0.014,0.01,0.017,24.26,23.85,24.53,0.941,0.924,0.959,0.972,0.97,0.98,0.915,0.896,0.94,35.61,25.73,52.3,34.41,24.96,48.2,0,0,0,0,0,0,0.322,0,0.362,0.34,0.66,0.34,40
744156000000,1993,8,1992,11,31,0.771,0.308,0.463,28826.2,48.2,48.2,38.74,1,1,1,287.9,248.1,338.3,172.9,133.1,115,115,115,-9.168e-16,-2.842e-14,2.842e-14,0.403,0.34,0.464,172.9,133.1,223.3,990,990,990,964.9,964.7,965.1,25.1,24.9,25.3,0.115,0.101,0.132,0.0105,0.00706,0.0147,0.00042,0.00028,0.00059,0.301,0.23,0.391,0.012,0.0091,0.016,24.84,24.52,25.08,0.946,0.932,0.959,0.975,0.97,0.98,0.922,0.904,0.94,39.86,30.52,51.48,38.74,29.6,48.2,0,0,0,0,0,0,0.215,0,0.308,0.4,0.6,0.4,37.4
746834400000,1993,9,1992,12,30,0.548,0.203,0.345,21487,34.55,34.55,29.84,1,1,1,211.5,192.3,245.1,133.2,120.3,78.33,72,91,0,-1.421e-14,1.421e-14,0.37,0.331,0.414,133.2,120.3,154.1,990,990,990,964.5,964.4,964.7,25.5,25.3,25.6,0.0971,0.0921,0.105,0.00707,0.00598,0.00885,0.00028,0.00023,0.00035,0.226,0.203,0.265,0.0089,0.0079,0.01,25.29,25.06,25.38,0.932,0.925,0.94,0.97,0.97,0.97,0.904,0.897,0.912,30.77,27.71,35.62,29.84,26.88,34.55,0,0,0,0,0,0,0.166,0,0.203,0.37,0.63,0.37,39.2
749426400000,1993,10,1993,1,31,0.448,0.157,0.291,17861.1,26.85,26.85,24.01,1,1,1,167.3,150.5,191,108.5,98.49,58.77,52,73,-9.168e-16,-1.421e-14,1.421e-14,0.35,0.302,0.419,108.5,98.49,120.4,990,990,990,964.5,964.4,964.5,25.5,25.5,25.6,0.0853,0.0809,0.0906,0.00498,0.00412,0.00598,0.00019,0.00016,0.00023,0.179,0.16,0.2,0.007,0.0063,0.0078,25.36,25.34,25.38,0.917,0.911,0.925,0.97,0.968,0.97,0.889,0.883,0.897,24.75,22.33,27.68,24.01,21.62,26.85,0,0,0,0,0,0,0.133,0,0.157,0.35,0.65,0.35,39.9
