date,waterYear,waterMonth,waterWeek,flowMean,eFlowMean,eFlowProportionMean,canalFlowMean,headPondLevelMean,tailwaterLevelMean,grossHeadMean,totalHeadlossMean,netHeadMean,unitEfficiencyMean,generatorEfficiencyMean,totalEfficiencyMean,unitPowerMean,generatorPowerMean,plantPowerMean,energy
1924-12-15,1924,3,11,277.2,59,0.213,218.2,990,964.8,25.2,0.324,24.87,0.913,0.974,0.89,34.6,33.77,47.33,7950.88
1924-12-22,1924,3,12,303.3,59,0.196,244.3,990,964.9,25.1,0.259,24.82,0.902,0.97,0.875,26.81,26.01,52.02,8738.78
1924-12-29,1924,3,13,451.6,67,0.151,384.6,990,965.6,24.4,0.436,23.94,0.924,0.973,0.899,36.67,35.69,80.89,13589
1925-01-05,1924,4,14,532.1,79.71,0.149,452.4,990,966,24,0.57,23.44,0.934,0.977,0.912,43.77,42.8,94.81,15928.2
1925-01-12,1924,4,15,592.2,120,0.203,472.2,990,966.3,23.7,0.492,23.24,0.922,0.971,0.896,35.34,34.35,96.4,16195.5
1925-01-19,1924,4,16,707.6,120,0.174,587.6,990,966.7,23.3,0.65,22.62,0.928,0.974,0.904,38.15,37.16,117.3,19700.4
1925-01-26,1924,4,17,1109,126,0.114,982.5,990,968.2,21.8,1.38,20.38,0.939,0.98,0.92,46.07,45.15,180.6,30341.9
1925-02-02,1924,5,18,1154,162,0.141,992,990,968.4,21.6,1.42,20.2,0.939,0.98,0.921,46.13,45.21,180.8,30378.1
1925-02-09,1924,5,19,1149,162,0.141,986.9,990,968.4,21.6,1.4,20.23,0.939,0.98,0.921,45.99,45.07,180.3,30290.1
1925-02-16,1924,5,20,1162,162,0.14,999.6,990,968.4,21.6,1.44,20.15,0.939,0.98,0.921,46.37,45.44,181.8,30538.6
1925-02-23,1924,5,21,1352,165,0.123,1088,990,969,21,1.8,19.19,0.938,0.98,0.919,47.97,47.01,188,31592.3
1925-03-02,1924,6,22,1394,183,0.131,1100,990,969.1,20.9,1.86,19,0.937,0.98,0.918,48.02,47.06,188.2,31621.2
1925-03-09,1924,6,23,1432,183,0.128,1100,990,969.3,20.7,1.87,18.86,0.937,0.98,0.918,47.64,46.69,186.8,31375.6
1925-03-16,1924,6,24,1676,183,0.11,1100,990,970.1,19.9,1.92,18.02,0.934,0.98,0.915,45.38,44.47,177.9,29883.6
1925-03-23,1924,6,25,2842,183,0.0661,1100,990,973.1,16.9,1.94,14.94,0.911,0.972,0.886,36.75,35.75,143,24022
1925-03-30,1924,6,26,3403,207.3,0.061,1100,990,974.4,15.6,1.94,13.64,0.896,0.97,0.869,32.98,31.99,128,21499.2
1925-04-06,1924,7,27,3139,217,0.0692,1100,990,973.8,16.2,1.94,14.22,0.904,0.97,0.877,34.68,33.64,134.5,22603.1
1925-04-13,1924,7,28,3068,217,0.0708,1100,990,973.7,16.3,1.94,14.39,0.906,0.97,0.879,35.17,34.11,136.4,22923.3
1925-04-20,1924,7,29,3222,217,0.0674,1100,990,974,16,1.94,14.03,0.902,0.97,0.875,34.13,33.1,132.4,22245.1
1925-04-27,1924,7,30,3100,261.6,0.0858,1100,990,973.7,16.3,1.94,14.32,0.905,0.97,0.878,34.97,33.92,135.7,22796.4
1925-05-04,1924,8,31,2657,321,0.121,1100,990,972.7,17.3,1.94,15.37,0.917,0.972,0.891,38.03,36.96,147.8,24836.9
1925-05-11,1924,8,32,2260,276,0.122,1100,990,971.7,18.3,1.94,16.33,0.925,0.978,0.905,40.76,39.85,159.4,26780.2
1925-05-18,1924,8,33,1964,276,0.141,1100,990,971,19,1.94,17.09,0.929,0.98,0.911,42.83,41.97,167.9,28207.1
1925-05-25,1924,8,34,1686,276,0.164,1100,990,970.1,19.9,1.93,17.98,0.934,0.98,0.915,45.28,44.37,177.5,29816.9
1925-06-01,1924,9,35,1471,210,0.143,1100,990,969.4,20.6,1.9,18.71,0.936,0.98,0.917,47.25,46.3,185.2,31114.9
1925-06-08,1924,9,36,1250,210,0.169,1031,990,968.7,21.3,1.58,19.73,0.939,0.98,0.92,46.76,45.82,183.3,30793.1
1925-06-15,1924,9,37,1105,210,0.19,894.7,990,968.2,21.8,1.16,20.61,0.936,0.979,0.917,42.31,41.44,165.8,27849
1925-06-22,1924,9,38,979.8,210,0.215,769.8,990,967.8,22.2,0.948,21.24,0.936,0.976,0.914,42.57,41.58,146.4,24591
1925-06-29,1924,9,39,785.2,192.9,0.246,592.3,990,967,23,0.687,22.27,0.931,0.976,0.909,40.13,39.17,117.5,19740
1925-07-06,1924,10,40,603.5,186,0.309,417.5,990,966.3,23.7,0.541,23.15,0.932,0.977,0.911,41.74,40.8,86.25,14489.9
1925-07-13,1924,10,41,487.2,186,0.383,301.2,990,965.8,24.2,0.358,23.85,0.916,0.97,0.889,32.26,31.3,62.59,10515.7
1925-07-20,1924,10,42,413,186,0.451,227,990,965.5,24.5,0.348,24.19,0.916,0.974,0.893,34.67,33.83,48.01,8065.79
1925-07-27,1924,10,43,358.3,165.7,0.46,192.6,990,965.2,24.8,0.325,24.48,0.919,0.974,0.895,35.48,34.58,41.31,6940.66
1925-08-03,1924,11,44,318.6,115,0.362,203.6,990,965,25,0.394,24.61,0.929,0.978,0.909,42.21,41.33,44.64,7498.75
1925-08-10,1924,11,45,282.7,115,0.407,167.7,990,964.8,25.2,0.319,24.85,0.924,0.972,0.899,37.77,36.73,36.73,6171.24
1925-08-17,1924,11,46,259.2,115,0.445,144.2,990,964.7,25.3,0.258,25.01,0.915,0.97,0.888,32.36,31.41,31.41,5277.4
1925-08-24,1924,11,47,235.1,115,0.489,120.1,990,964.6,25.4,0.2,25.19,0.902,0.97,0.875,26.77,25.97,25.97,4362.42
1925-08-31,1924,11,48,224,78.14,0.348,145.9,990,964.5,25.5,0.258,25.2,0.915,0.97,0.888,33.01,32.02,32.02,5378.55
1925-09-07,1924,12,49,202.2,72,0.356,130.2,990,964.4,25.6,0.219,25.37,0.909,0.97,0.882,29.44,28.56,28.56,4798.07
1925-09-14,1924,12,50,200.3,72,0.36,128.3,990,964.4,25.6,0.214,25.38,0.908,0.97,0.881,29,28.13,28.13,4726.41
1925-09-21,1924,12,51,192.8,72,0.374,120.8,990,964.4,25.6,0.198,25.39,0.903,0.97,0.876,27.16,26.34,26.34,4425.28
1925-09-28,1924,12,52,188.4,60.57,0.322,127.8,990,964.4,25.6,0.212,25.36,0.906,0.97,0.879,28.83,27.97,27.97,4698.2
1925-10-05,1925,1,1,175.1,52,0.297,123.1,990,964.4,25.6,0.199,25.35,0.905,0.97,0.878,27.68,26.85,26.85,4511.36
1925-10-12,1925,1,2,168.1,52,0.31,116.1,990,964.5,25.5,0.184,25.35,0.899,0.97,0.872,25.95,25.17,25.17,4228.37
1925-10-19,1925,1,3,169.3,52,0.307,117.3,990,964.5,25.5,0.187,25.35,0.9,0.97,0.873,26.26,25.47,25.47,4278.98
1925-10-26,1925,1,4,162.2,51.71,0.319,110.5,990,964.5,25.5,0.173,25.35,0.894,0.97,0.868,24.58,23.84,23.84,4004.74
1925-11-02,1925,2,5,167,50,0.3,117,990,964.5,25.5,0.186,25.35,0.9,0.97,0.873,26.16,25.38,25.38,4263.5
1925-11-09,1925,2,6,181.7,50,0.275,131.7,990,964.4,25.6,0.218,25.35,0.91,0.97,0.882,29.77,28.88,28.88,4851.47
1925-11-16,1925,2,7,196.2,50,0.255,146.2,990,964.4,25.6,0.253,25.34,0.916,0.97,0.889,33.28,32.28,32.28,5422.63
1925-11-23,1925,2,8,249.7,50,0.202,199.7,990,964.7,25.3,0.37,24.95,0.928,0.977,0.907,41.57,40.65,44.27,7436.82
1925-11-30,1925,2,9,270.2,73.14,0.271,197.1,990,964.8,25.2,0.368,24.85,0.927,0.979,0.907,41.12,40.27,43.55,7317.19
1925-12-07,1925,3,10,301.6,77,0.256,224.6,990,964.9,25.1,0.298,24.79,0.909,0.973,0.885,31.53,30.71,48.25,8105.24
1925-12-14,1925,3,11,331.3,77,0.233,254.3,990,965.1,24.9,0.274,24.67,0.906,0.97,0.879,27.88,27.04,54.09,9086.65
1925-12-21,1925,3,12,370.5,77,0.208,293.5,990,965.3,24.7,0.334,24.41,0.915,0.97,0.888,32.16,31.19,62.39,10481.4
1925-12-28,1925,3,13,423,83,0.196,340,990,965.5,24.5,0.412,24.08,0.924,0.97,0.897,37.11,36.01,72.03,12100.8
1926-01-04,1925,4,14,447,91,0.204,356,990,965.6,24.4,0.442,23.95,0.927,0.973,0.902,38.75,37.72,75.44,12673.8
1926-01-11,1925,4,15,477.9,91,0.191,386.9,990,965.8,24.2,0.5,23.75,0.932,0.979,0.913,42,41.12,82.24,13817.1
1926-01-18,1925,4,16,522.1,91,0.175,431.1,990,965.9,24.1,0.558,23.49,0.934,0.979,0.914,44.01,43.08,90.77,15250
1926-01-25,1925,4,17,562.1,91,0.162,471.1,990,966.1,23.9,0.487,23.38,0.922,0.971,0.896,35.51,34.51,96.75,16254.4
1926-02-01,1925,5,18,594.8,105,0.177,489.8,990,966.3,23.7,0.489,23.24,0.921,0.97,0.893,34.26,33.23,99.7,16749.2
1926-02-08,1925,5,19,685.9,105,0.153,580.9,990,966.6,23.4,0.651,22.71,0.931,0.976,0.909,40.14,39.19,117.6,19749.5
1926-02-15,1925,5,20,738.8,105,0.142,633.8,990,966.9,23.1,0.75,22.39,0.936,0.98,0.916,43.39,42.51,127.5,21424.3
1926-02-22,1925,5,21,912.5,105,0.115,807.5,990,967.5,22.5,0.927,21.52,0.932,0.975,0.909,39.69,38.72,154.9,26021.8
1926-03-01,1925,6,22,1200,129,0.109,1026,990,968.5,21.5,1.56,19.91,0.938,0.98,0.92,46.85,45.91,183.7,30854.9
1926-03-08,1925,6,23,1708,159.9,0.0931,1100,990,970.2,19.8,1.93,17.91,0.933,0.98,0.914,45.09,44.18,176.7,29691.9
1926-03-15,1925,6,24,2541,183,0.0749,1100,990,972.4,17.6,1.94,15.67,0.918,0.975,0.895,38.83,37.89,151.5,25460.3
1926-03-22,1925,6,25,4289,183,0.0428,1100,990,976.2,13.8,1.94,11.86,0.867,0.97,0.841,27.73,26.89,107.6,18072.7
1926-03-29,1925,6,26,4369,247,0.0567,1100,990,976.4,13.6,1.94,11.7,0.864,0.97,0.838,27.26,26.44,105.8,17771
1926-04-05,1925,7,27,4316,295,0.0684,1100,990,976.3,13.7,1.94,11.8,0.864,0.97,0.838,27.51,26.68,106.7,17930.5
1926-04-12,1925,7,28,3952,295,0.0747,1100,990,975.6,14.4,1.94,12.48,0.874,0.97,0.848,29.44,28.56,114.2,19192.9
1926-04-19,1925,7,29,3670,295,0.0804,1100,990,975,15,1.94,13.08,0.887,0.97,0.86,31.28,30.34,121.4,20391.3
1926-04-26,1925,7,30,3551,302.4,0.0853,1100,990,974.7,15.3,1.94,13.33,0.891,0.97,0.864,32.04,31.08,124.3,20884.2
1926-05-03,1925,8,31,3152,321,0.102,1100,990,973.9,16.1,1.94,14.2,0.904,0.97,0.877,34.61,33.58,134.3,22562.8
1926-05-10,1925,8,32,2616,321,0.123,1100,990,972.6,17.4,1.94,15.47,0.918,0.973,0.893,38.32,37.27,149.1,25042.4
1926-05-17,1925,8,33,2224,301.7,0.136,1100,990,971.6,18.4,1.94,16.42,0.926,0.978,0.906,41,40.1,160.4,26948.2
1926-05-24,1925,8,34,1889,276,0.146,1100,990,970.7,19.3,1.94,17.32,0.93,0.98,0.912,43.47,42.6,170.4,28628.3
1926-05-31,1925,8,35,1579,219.4,0.139,1100,990,969.7,20.3,1.92,18.34,0.935,0.98,0.916,46.24,45.32,181.3,30452.4
1926-06-07,1925,9,36,1308,210,0.161,1068,990,968.9,21.1,1.72,19.41,0.938,0.98,0.919,47.64,46.69,186.8,31375
1926-06-14,1925,9,37,1126,210,0.187,915.7,990,968.3,21.7,1.22,20.49,0.937,0.98,0.918,43.08,42.21,168.8,28365.9
1926-06-21,1925,9,38,987.7,210,0.213,777.7,990,967.8,22.2,0.966,21.2,0.936,0.977,0.915,42.89,41.92,147.7,24814.7
1926-06-28,1925,9,39,788.6,196.3,0.249,592.3,990,967.1,22.9,0.687,22.26,0.931,0.976,0.909,40.11,39.14,117.4,19724.3
1926-07-05,1925,10,40,637.8,186,0.293,451.8,990,966.5,23.5,0.547,23,0.93,0.976,0.907,40.06,39.12,92.32,15510.1
1926-07-12,1925,10,41,534.8,186,0.349,348.8,990,966,24,0.439,23.55,0.925,0.973,0.9,37.27,36.25,72.51,12181.5
1926-07-19,1925,10,42,467.6,186,0.398,281.6,990,965.7,24.3,0.326,23.97,0.912,0.97,0.885,30.19,29.28,58.56,9838.51
1926-07-26,1925,10,43,426.4,181.6,0.426,244.8,990,965.5,24.5,0.271,24.21,0.903,0.97,0.875,26.23,25.44,50.89,8549.29
1926-08-02,1925,11,44,385.5,155,0.402,230.5,990,965.3,24.7,0.284,24.39,0.904,0.971,0.878,28.35,27.57,48.4,8131.75
1926-08-09,1925,11,45,344.2,155,0.451,189.2,990,965.1,24.9,0.386,24.49,0.931,0.979,0.912,42.33,41.44,41.44,6962.62
1926-08-16,1925,11,46,321.9,155,0.482,166.9,990,965,25,0.32,24.67,0.924,0.971,0.897,37.29,36.22,36.22,6085.4
1926-08-23,1925,11,47,294.4,155,0.527,139.4,990,964.9,25.1,0.248,24.87,0.913,0.97,0.885,31.03,30.1,30.1,5056.74
1926-08-30,1925,11,48,268.3,109.3,0.406,159,990,964.8,25.2,0.299,24.93,0.919,0.974,0.895,35.81,34.89,34.89,5861.09
1926-09-06,1925,12,49,248.2,91,0.367,157.2,990,964.7,25.3,0.287,25.03,0.92,0.97,0.893,35.5,34.44,34.44,5786.59
1926-09-13,1925,12,50,230.4,91,0.395,139.4,990,964.6,25.4,0.242,25.18,0.913,0.97,0.886,31.43,30.49,30.49,5121.69
1926-09-20,1925,12,51,220,91,0.414,129,990,964.5,25.5,0.217,25.26,0.908,0.97,0.881,29.02,28.15,28.15,4728.44
1926-09-27,1925,12,52,202.7,83.29,0.411,119.4,990,964.4,25.6,0.196,25.39,0.902,0.97,0.874,26.82,26.01,26.01,4369.93
1926-10-04,1926,1,1,198.1,73,0.369,125.1,990,964.4,25.6,0.207,25.39,0.906,0.97,0.879,28.24,27.4,27.4,4602.54
1926-10-11,1926,1,2,200.3,73,0.365,127.3,990,964.4,25.6,0.211,25.38,0.907,0.97,0.88,28.76,27.9,27.9,4686.65
1926-10-18,1926,1,3,198.6,86.71,0.437,111.8,990,964.4,25.6,0.181,25.41,0.894,0.969,0.866,24.97,24.19,24.19,4063.32
1926-10-25,1926,1,4,197.8,97,0.49,100.8,990,964.4,25.6,0.159,25.44,0.885,0.968,0.857,22.26,21.55,21.55,3619.98
1926-11-01,1926,2,5,203.4,93,0.457,110.4,990,964.4,25.6,0.177,25.4,0.894,0.97,0.868,24.6,23.86,23.86,4008.65
1926-11-08,1926,2,6,201.5,78.14,0.388,123.3,990,964.4,25.6,0.204,25.39,0.903,0.97,0.876,27.75,26.92,26.92,4522.24
1926-11-15,1926,2,7,203.6,67,0.329,136.6,990,964.4,25.6,0.232,25.35,0.912,0.97,0.884,30.97,30.04,30.04,5046.87
1926-11-22,1926,2,8,245.1,67,0.276,178.1,990,964.7,25.3,0.347,25,0.927,0.977,0.906,40.49,39.58,39.58,6648.74
1926-11-29,1926,2,9,314,93.43,0.296,220.6,990,965,25,0.326,24.7,0.914,0.974,0.891,34.4,33.57,47.54,7986.92
1926-12-06,1926,3,10,369.6,104,0.282,265.6,990,965.2,24.8,0.294,24.46,0.909,0.97,0.882,28.96,28.09,56.17,9437.36
1926-12-13,1926,3,11,415,104,0.251,311,990,965.5,24.5,0.365,24.17,0.919,0.97,0.891,33.86,32.84,65.68,11034.6
1926-12-20,1926,3,12,458,104,0.227,354,990,965.7,24.3,0.44,23.9,0.927,0.973,0.902,38.43,37.41,74.81,12568.7
1926-12-27,1926,3,13,573.6,114,0.199,459.6,990,966.2,23.8,0.554,23.26,0.931,0.976,0.908,41.44,40.46,95.17,15989.4
1927-01-03,1926,4,14,562.8,139,0.247,423.8,990,966.1,23.9,0.578,23.29,0.937,0.98,0.918,45.34,44.44,88.87,14930.4
1927-01-10,1926,4,15,570.3,122.7,0.215,447.6,990,966.2,23.8,0.626,23.21,0.94,0.98,0.921,47.86,46.9,93.8,15758.1
1927-01-17,1926,4,16,644.7,120,0.188,524.7,990,966.5,23.5,0.555,22.97,0.925,0.973,0.9,36.4,35.42,106.3,17852.5
1927-01-24,1926,4,17,788.2,120,0.153,668.2,990,967.1,22.9,0.793,22.15,0.936,0.978,0.915,43.49,42.56,132.8,22304.3
1927-01-31,1926,4,18,992,156,0.157,836,990,967.9,22.1,1.01,21.14,0.934,0.976,0.912,40.42,39.48,157.9,26528.1
1927-02-07,1926,5,19,1111,162,0.146,948.9,990,968.2,21.8,1.29,20.46,0.938,0.98,0.92,44.66,43.77,175.1,29411.3
1927-02-14,1926,5,20,1258,162,0.129,1070,990,968.7,21.3,1.71,19.58,0.939,0.98,0.92,48.22,47.26,189,31756
1927-02-21,1926,5,21,1441,162,0.112,1100,990,969.3,20.7,1.88,18.82,0.937,0.98,0.918,47.54,46.59,186.4,31308.6
1927-02-28,1926,5,22,1502,180,0.12,1100,990,969.5,20.5,1.91,18.6,0.936,0.98,0.917,46.95,46.01,184,30916.6
1927-03-07,1926,6,23,1563,183,0.117,1100,990,969.7,20.3,1.92,18.39,0.935,0.98,0.916,46.39,45.46,181.8,30548.8
1927-03-14,1926,6,24,1687,183,0.108,1100,990,970.1,19.9,1.93,17.98,0.934,0.98,0.915,45.27,44.37,177.5,29815.5
1927-03-21,1926,6,25,1977,183,0.093,1100,990,971,19,1.94,17.07,0.929,0.98,0.91,42.77,41.91,167.6,28161.9
1927-03-28,1926,6,26,2654,197.6,0.0747,1100,990,972.7,17.3,1.94,15.38,0.917,0.973,0.892,38.04,37.02,148.1,24875.1
1927-04-04,1926,7,27,3230,217,0.0672,1100,990,974,16,1.94,14.01,0.902,0.97,0.875,34.08,33.06,132.2,22216.7
1927-04-11,1926,7,28,2988,217,0.0727,1100,990,973.5,16.5,1.94,14.57,0.908,0.97,0.881,35.71,34.64,138.5,23276.3
1927-04-18,1926,7,29,2649,217,0.082,1100,990,972.7,17.3,1.94,15.39,0.917,0.972,0.892,38.08,37.01,148,24871.2
1927-04-25,1926,7,30,2407,225.4,0.0938,1100,990,972.1,17.9,1.94,15.98,0.924,0.976,0.901,39.79,38.82,155.3,26089.1
1927-05-02,1926,8,31,2378,276,0.116,1100,990,972,18,1.94,16.05,0.924,0.976,0.902,39.99,39.03,156.1,26229.8
1927-05-09,1926,8,32,2394,276,0.115,1100,990,972.1,17.9,1.94,16.01,0.924,0.976,0.901,39.88,38.92,155.7,26152
1927-05-16,1926,8,33,2320,288.9,0.125,1100,990,971.9,18.1,1.94,16.19,0.925,0.977,0.903,40.37,39.43,157.7,26496.3
1927-05-23,1926,8,34,2149,321,0.15,1100,990,971.5,18.5,1.94,16.6,0.927,0.979,0.907,41.49,40.62,162.5,27294.8
1927-05-30,1926,8,35,1822,275.3,0.151,1100,990,970.5,19.5,1.94,17.53,0.932,0.98,0.913,44.05,43.17,172.7,29007.9
1927-06-06,1926,9,36,1486,243.6,0.164,1100,990,969.4,20.6,1.89,18.67,0.936,0.98,0.917,47.13,46.19,184.7,31036.6
1927-06-13,1926,9,37,1177,210,0.179,967,990,968.5,21.5,1.37,20.17,0.938,0.98,0.919,44.78,43.88,175.5,29489.2
1927-06-20,1926,9,38,995,210,0.212,785,990,967.9,22.1,0.957,21.19,0.935,0.976,0.912,41.34,40.38,148.6,24966.2
1927-06-27,1926,9,39,761.1,199.7,0.263,561.4,990,966.9,23.1,0.631,22.42,0.928,0.973,0.903,38.18,37.16,111.5,18728.8
1927-07-04,1926,10,40,597.5,186,0.313,411.5,990,966.3,23.7,0.53,23.19,0.931,0.977,0.91,41.2,40.26,85.04,14287.5
1927-07-11,1926,10,41,507.3,186,0.368,321.3,990,965.9,24.1,0.391,23.73,0.92,0.97,0.893,34.4,33.37,66.75,11213.8
1927-07-18,1926,10,42,447.5,186,0.416,261.5,990,965.6,24.4,0.296,24.09,0.907,0.97,0.88,28.03,27.19,54.38,9136.53
1927-07-25,1926,10,43,406.2,186,0.458,220.2,990,965.4,24.6,0.337,24.24,0.914,0.974,0.89,33.82,33.01,46.55,7821.23
1927-08-01,1926,11,44,365.3,155,0.425,210.3,990,965.2,24.8,0.381,24.39,0.924,0.977,0.903,39.58,38.72,45.38,7623.29
1927-08-08,1926,11,45,324.1,132.1,0.406,192,990,965,25,0.394,24.59,0.932,0.979,0.912,43.15,42.24,42.24,7096.39
1927-08-15,1926,11,46,300.1,115,0.383,185.1,990,964.9,25.1,0.37,24.73,0.93,0.979,0.91,41.76,40.87,40.87,6865.9
1927-08-22,1926,11,47,277.4,115,0.415,162.4,990,964.8,25.2,0.304,24.89,0.922,0.971,0.895,36.55,35.47,35.47,5959.66
1927-08-29,1926,11,48,257.7,101.3,0.392,156.4,990,964.7,25.3,0.286,24.98,0.92,0.97,0.893,35.25,34.21,34.21,5746.75
1927-09-05,1926,12,49,234.1,91,0.389,143.1,990,964.6,25.4,0.251,25.14,0.914,0.97,0.887,32.26,31.29,31.29,5257.08
1927-09-12,1926,12,50,215.1,91,0.423,124.1,990,964.5,25.5,0.206,25.3,0.905,0.97,0.878,27.86,27.03,27.03,4540.39
1927-09-19,1926,12,51,201.5,77.43,0.384,124.1,990,964.4,25.6,0.206,25.38,0.905,0.97,0.878,27.96,27.12,27.12,4556.97
1927-09-26,1926,12,52,192.8,72.29,0.375,120.6,990,964.4,25.6,0.197,25.39,0.903,0.97,0.876,27.1,26.29,26.29,4416.65
1927-10-03,1927,1,1,184,73,0.397,111,990,964.4,25.6,0.177,25.39,0.895,0.97,0.868,24.74,24,24,4032.12
1927-10-10,1927,1,2,188.2,73,0.388,115.2,990,964.4,25.6,0.185,25.39,0.898,0.97,0.871,25.78,25,25,4200.7
1927-10-17,1927,1,3,186.7,73,0.391,113.7,990,964.4,25.6,0.182,25.39,0.897,0.97,0.87,25.4,24.64,24.64,4138.97
1927-10-24,1927,1,4,189.5,73,0.386,116.5,990,964.4,25.6,0.188,25.39,0.899,0.97,0.872,26.09,25.31,25.31,4252.44
1927-10-31,1927,1,5,208.6,67.86,0.326,140.8,990,964.5,25.5,0.243,25.3,0.913,0.97,0.886,31.91,30.95,30.95,5199.63
1927-11-07,1927,2,6,246.7,78.14,0.316,168.6,990,964.7,25.3,0.317,25,0.925,0.973,0.9,38.23,37.22,37.22,6252.4
1927-11-14,1927,2,7,249,93,0.374,156,990,964.7,25.3,0.284,25.02,0.92,0.97,0.892,35.22,34.16,34.16,5739.68
1927-11-21,1927,2,8,260.2,93,0.357,167.2,990,964.7,25.3,0.315,24.94,0.924,0.972,0.898,37.8,36.75,36.75,6173.21
1927-11-28,1927,2,9,276.1,83.86,0.305,192.3,990,964.8,25.2,0.39,24.81,0.932,0.979,0.912,43.61,42.68,42.68,7170.89
1927-12-05,1927,3,10,276.1,77,0.279,199.1,990,964.8,25.2,0.41,24.79,0.935,0.98,0.916,45.24,44.33,44.33,7447.64
1927-12-12,1927,3,11,354.6,77,0.22,277.6,990,965.2,24.8,0.312,24.51,0.91,0.97,0.883,30.38,29.47,58.94,9901.13
1927-12-19,1927,3,12,419.3,96.29,0.229,323,990,965.5,24.5,0.385,24.13,0.921,0.97,0.893,35.2,34.15,68.3,11473.9
1927-12-26,1927,3,13,458.6,106.3,0.232,352.3,990,965.7,24.3,0.437,23.9,0.926,0.972,0.901,38.25,37.2,74.39,12497.7
1928-01-02,1927,4,14,528.4,120,0.228,408.4,990,966,24,0.516,23.51,0.931,0.977,0.91,41.46,40.54,85.63,14386.5
1928-01-09,1927,4,15,583.4,120,0.206,463.4,990,966.2,23.8,0.508,23.27,0.924,0.973,0.899,37.17,36.2,95.07,15971
1928-01-16,1927,4,16,625.1,120,0.192,505.1,990,966.4,23.6,0.516,23.08,0.923,0.97,0.895,35.17,34.11,102.3,17192.1
1928-01-23,1927,4,17,676.8,120,0.177,556.8,990,966.6,23.4,0.609,22.78,0.928,0.973,0.903,38.51,37.46,112.4,18880.9
1928-01-30,1927,4,18,721.3,132.1,0.183,589.2,990,966.8,23.2,0.671,22.54,0.932,0.977,0.91,40.45,39.52,118.6,19919.7
1928-02-06,1927,5,19,751,127.9,0.17,623.1,990,966.9,23.1,0.733,22.36,0.935,0.979,0.916,42.58,41.7,125.1,21017.9
1928-02-13,1927,5,20,809.5,105,0.13,704.5,990,967.1,22.9,0.861,22,0.938,0.979,0.918,45.77,44.8,139.5,23439
1928-02-20,1927,5,21,911.3,105,0.116,806.3,990,967.5,22.5,0.923,21.53,0.932,0.975,0.909,39.65,38.68,154.7,25992.1
1928-02-27,1927,5,22,1095,149.6,0.135,945.8,990,968.2,21.8,1.28,20.52,0.938,0.98,0.92,44.63,43.73,174.9,29389
1928-03-05,1927,6,23,1493,183,0.124,1098,990,969.5,20.5,1.88,18.66,0.936,0.98,0.917,47.03,46.08,184.3,30969
1928-03-12,1927,6,24,1977,183,0.0928,1100,990,971,19,1.94,17.06,0.929,0.98,0.91,42.74,41.88,167.5,28144.6
1928-03-19,1927,6,25,2161,183,0.0847,1100,990,971.5,18.5,1.94,16.57,0.927,0.979,0.907,41.41,40.54,162.2,27246.2
1928-03-26,1927,6,26,2202,187.9,0.0853,1100,990,971.6,18.4,1.94,16.47,0.926,0.978,0.906,41.14,40.26,161,27054.1
1928-04-02,1927,7,27,2209,217,0.0983,1100,990,971.6,18.4,1.94,16.45,0.926,0.978,0.906,41.1,40.21,160.8,27019.4
1928-04-09,1927,7,28,2171,167.7,0.0772,1100,990,971.5,18.5,1.94,16.55,0.927,0.979,0.907,41.34,40.47,161.9,27198
