date,waterYear,waterMonth,waterWeek,flowMean,eFlowMean,eFlowProportionMean,canalFlowMean,headPondLevelMean,tailwaterLevelMean,grossHeadMean,totalHeadlossMean,netHeadMean,unitEfficiencyMean,generatorEfficiencyMean,totalEfficiencyMean,unitPowerMean,generatorPowerMean,plantPowerMean,energy
1925-03-09,1924,6,23,1429,183,0.128,1100,990,969.3,20.7,1.81,18.94,0.952,0.98,0.933,48.65,47.68,190.7,32040.1
1925-03-16,1924,6,24,1657,183,0.111,1100,990,970,20,1.86,18.15,0.951,0.98,0.932,46.56,45.63,182.5,30665.8
1925-03-23,1924,6,25,2846,183,0.0659,1100,990,973.1,16.9,1.87,15,0.94,0.973,0.915,38.03,37.02,148.1,24877.7
1925-03-30,1924,6,26,3380,207.3,0.0614,1100,990,974.4,15.6,1.87,13.76,0.934,0.97,0.906,34.65,33.61,134.4,22583.2
1925-04-06,1924,7,27,3140,217,0.0692,1100,990,973.8,16.2,1.87,14.28,0.937,0.97,0.909,36.08,35,140,23517.6
1925-04-13,1924,7,28,3067,217,0.0708,1100,990,973.7,16.3,1.87,14.45,0.938,0.97,0.91,36.56,35.46,141.8,23829.1
1925-04-20,1924,7,29,3218,217,0.0674,1100,990,974,16,1.87,14.1,0.936,0.97,0.908,35.58,34.52,138.1,23194.9
1925-04-27,1924,7,30,3095,261.6,0.0859,1100,990,973.7,16.3,1.87,14.4,0.937,0.971,0.91,36.4,35.33,141.3,23740.9
1925-05-04,1924,8,31,2656,321,0.121,1100,990,972.7,17.3,1.87,15.44,0.943,0.974,0.919,39.27,38.26,153.1,25714
1925-05-11,1924,8,32,2287,276,0.121,1100,990,971.8,18.2,1.87,16.33,0.946,0.979,0.926,41.67,40.81,163.2,27424.4
1925-05-18,1924,8,33,1948,276,0.142,1100,990,970.9,19.1,1.87,17.21,0.949,0.98,0.93,44.03,43.15,172.6,28996.2
1925-05-25,1924,8,34,1663,276,0.166,1100,990,970,20,1.87,18.12,0.951,0.98,0.932,46.49,45.56,182.3,30619.5
1925-06-01,1924,9,35,1464,210,0.144,1100,990,969.4,20.6,1.83,18.8,0.952,0.98,0.933,48.3,47.33,189.3,31805.7
1925-06-08,1924,9,36,1259,210,0.167,1047,990,968.7,21.3,1.55,19.73,0.954,0.98,0.935,48.3,47.33,189.3,31806.3
1925-06-15,1924,9,37,1119,210,0.188,909.1,990,968.3,21.7,1.19,20.54,0.955,0.98,0.935,43.68,42.79,171.2,28756.9
1925-06-22,1924,9,38,984,210,0.214,774,990,967.8,22.2,0.997,21.18,0.955,0.978,0.934,45.45,44.47,150.1,25213.9
1925-06-29,1924,9,39,817.7,192.9,0.236,624.8,990,967.2,22.8,0.764,22.07,0.955,0.979,0.934,42.99,42.08,126.3,21210.5
1925-07-06,1924,10,40,635.3,186,0.294,449.3,990,966.4,23.6,0.565,23,0.955,0.978,0.934,45.69,44.57,94.26,15835.1
1925-07-13,1924,10,41,502.5,186,0.372,316.5,990,965.9,24.1,0.376,23.76,0.943,0.971,0.916,34.76,33.77,67.53,11345.4
1925-07-20,1924,10,42,418.6,186,0.445,232.6,990,965.5,24.5,0.342,24.17,0.945,0.976,0.922,40.27,39.13,50.59,8499.3
1925-07-27,1924,10,43,362.2,165.7,0.455,196.5,990,965.2,24.8,0.348,24.44,0.953,0.978,0.932,44.9,43.55,43.55,7316.82
1925-08-03,1924,11,44,319.8,115,0.36,204.8,990,965,25,0.358,24.64,0.955,0.98,0.936,47.27,46.3,46.3,7777.62
1925-08-10,1924,11,45,281.9,115,0.409,166.9,990,964.8,25.2,0.29,24.88,0.945,0.974,0.92,38.46,37.45,37.45,6291.93
1925-08-17,1924,11,46,258.5,115,0.446,143.5,990,964.7,25.3,0.248,25.02,0.936,0.971,0.909,32.98,32.02,32.02,5379.18
1925-08-24,1924,11,47,235.1,115,0.489,120.1,990,964.6,25.4,0.206,25.18,0.925,0.97,0.898,27.44,26.62,26.62,4472.2
1925-08-31,1924,11,48,222,78.14,0.351,143.8,990,964.5,25.5,0.246,25.22,0.936,0.97,0.908,33.31,32.31,32.31,5427.88
1925-09-07,1924,12,49,204.3,72,0.352,132.3,990,964.4,25.6,0.225,25.35,0.931,0.97,0.903,30.64,29.73,29.73,4993.82
1925-09-14,1924,12,50,203.1,72,0.354,131.1,990,964.4,25.6,0.222,25.36,0.931,0.97,0.903,30.34,29.43,29.43,4944.14
1925-09-21,1924,12,51,195.3,72,0.369,123.3,990,964.4,25.6,0.208,25.38,0.927,0.97,0.899,28.47,27.61,27.61,4638.75
1925-09-28,1924,12,52,187.1,60.57,0.324,126.5,990,964.4,25.6,0.212,25.36,0.928,0.97,0.9,29.2,28.33,28.33,4758.94
1925-10-05,1925,1,1,173.7,52,0.299,121.7,990,964.5,25.5,0.202,25.35,0.926,0.97,0.898,28.02,27.18,27.18,4566.2
1925-10-12,1925,1,2,166.6,52,0.312,114.6,990,964.5,25.5,0.189,25.34,0.921,0.97,0.894,26.24,25.45,25.45,4275.27
1925-10-19,1925,1,3,167.2,52,0.311,115.2,990,964.5,25.5,0.19,25.34,0.922,0.97,0.894,26.39,25.59,25.59,4299.84
1925-10-26,1925,1,4,161,51.71,0.321,109.3,990,964.5,25.5,0.18,25.34,0.917,0.97,0.89,24.91,24.17,24.17,4060.1
1925-11-02,1925,2,5,165.2,50,0.303,115.2,990,964.5,25.5,0.19,25.34,0.922,0.97,0.894,26.39,25.6,25.6,4300.47
1925-11-09,1925,2,6,180,50,0.278,130,990,964.4,25.6,0.216,25.34,0.93,0.97,0.902,30.06,29.16,29.16,4898.05
1925-11-16,1925,2,7,198.9,50,0.252,148.9,990,964.4,25.6,0.25,25.34,0.938,0.97,0.91,34.71,33.66,33.66,5655.69
1925-11-23,1925,2,8,248.6,50,0.203,198.6,990,964.7,25.3,0.316,25.01,0.948,0.977,0.926,42.3,41.36,45.08,7572.76
1925-11-30,1925,2,9,267,73.14,0.274,193.9,990,964.8,25.2,0.334,24.9,0.953,0.98,0.933,45.1,44.2,44.2,7424.92
1925-12-07,1925,3,10,302.1,77,0.255,225.1,990,964.9,25.1,0.3,24.79,0.938,0.974,0.914,36.28,35.21,49.77,8361.78
1925-12-14,1925,3,11,333.4,77,0.231,256.4,990,965.1,24.9,0.276,24.66,0.931,0.97,0.903,28.85,27.99,55.98,9404.3
1925-12-21,1925,3,12,374.7,77,0.206,297.7,990,965.3,24.7,0.337,24.39,0.939,0.97,0.911,33.45,32.44,64.88,10900.5
1925-12-28,1925,3,13,430.1,83,0.193,347.1,990,965.5,24.5,0.412,24.05,0.948,0.973,0.923,38.81,37.78,75.56,12693.3
1926-01-04,1925,4,14,456.7,91,0.2,365.7,990,965.7,24.3,0.441,23.9,0.95,0.977,0.929,40.74,39.8,79.6,13372
1926-01-11,1925,4,15,493.8,91,0.184,402.8,990,965.8,24.2,0.496,23.68,0.955,0.98,0.936,44.66,43.77,87.54,14706.2
1926-01-18,1925,4,16,540,91,0.169,449,990,966,24,0.551,23.42,0.955,0.979,0.935,46.66,45.63,96.24,16169
1926-01-25,1925,4,17,589.8,91,0.155,498.8,990,966.3,23.7,0.583,23.16,0.951,0.974,0.927,43.34,41.9,104.3,17518.4
1926-02-01,1925,5,18,631.5,105,0.167,526.5,990,966.4,23.6,0.585,22.99,0.949,0.971,0.922,37.54,36.47,109.4,18379.4
1926-02-08,1925,5,19,725.7,105,0.145,620.7,990,966.8,23.2,0.743,22.45,0.955,0.98,0.936,43.5,42.63,127.9,21484.3
1926-02-15,1925,5,20,776.3,105,0.135,671.3,990,967,23,0.829,22.17,0.957,0.98,0.937,46.51,45.58,136.7,22972.7
1926-02-22,1925,5,21,930.1,105,0.113,825.1,990,967.6,22.4,1.04,21.34,0.955,0.98,0.936,44.91,43.78,160.9,27023.3
1926-03-01,1925,6,22,1200,129,0.109,1029,990,968.5,21.5,1.53,19.94,0.954,0.98,0.935,47.91,46.95,187.8,31550.1
1926-03-08,1925,6,23,1690,159.9,0.094,1100,990,970.1,19.9,1.86,18.04,0.951,0.98,0.932,46.27,45.34,181.4,30471.4
1926-03-15,1925,6,24,2550,183,0.0747,1100,990,972.4,17.6,1.87,15.72,0.943,0.976,0.921,40,39.07,156.3,26254.2
1926-03-22,1925,6,25,4372,183,0.042,1100,990,976.4,13.6,1.87,11.77,0.918,0.97,0.89,29.13,28.26,113,18990.2
1926-03-29,1925,6,26,4451,247,0.0556,1100,990,976.5,13.5,1.87,11.62,0.916,0.97,0.889,28.71,27.85,111.4,18715.2
1926-04-05,1925,7,27,4406,295,0.067,1100,990,976.4,13.6,1.87,11.7,0.917,0.97,0.89,28.94,28.07,112.3,18865
1926-04-12,1925,7,28,4015,295,0.0735,1100,990,975.7,14.3,1.87,12.43,0.924,0.97,0.896,30.98,30.05,120.2,20193.2
1926-04-19,1925,7,29,3692,295,0.0799,1100,990,975,15,1.87,13.1,0.93,0.97,0.902,32.84,31.85,127.4,21404.2
1926-04-26,1925,7,30,3569,302.4,0.0849,1100,990,974.8,15.2,1.87,13.36,0.931,0.97,0.903,33.55,32.54,130.2,21868.8
1926-05-03,1925,8,31,3152,321,0.102,1100,990,973.9,16.1,1.87,14.26,0.937,0.97,0.909,36.03,34.95,139.8,23489.8
1926-05-10,1925,8,32,2613,321,0.123,1100,990,972.6,17.4,1.87,15.55,0.943,0.975,0.92,39.54,38.56,154.2,25911.2
1926-05-17,1925,8,33,2247,301.7,0.134,1100,990,971.7,18.3,1.87,16.43,0.946,0.98,0.927,41.93,41.07,164.3,27599.7
1926-05-24,1925,8,34,1868,276,0.148,1100,990,970.7,19.3,1.87,17.46,0.95,0.98,0.931,44.7,43.81,175.2,29438.6
1926-05-31,1925,8,35,1566,219.4,0.14,1100,990,969.7,20.3,1.86,18.45,0.952,0.98,0.933,47.35,46.4,185.6,31184.1
1926-06-07,1925,9,36,1306,210,0.161,1076,990,968.9,21.1,1.67,19.46,0.954,0.98,0.935,48.96,47.98,191.9,32245.7
1926-06-14,1925,9,37,1146,210,0.183,935.6,990,968.4,21.6,1.24,20.4,0.955,0.98,0.936,44.67,43.77,175.1,29412.5
1926-06-21,1925,9,38,991.7,210,0.212,781.7,990,967.9,22.1,1.01,21.14,0.955,0.979,0.935,45.78,44.72,151.1,25383.4
1926-06-28,1925,9,39,821.7,196.3,0.239,625.4,990,967.2,22.8,0.766,22.05,0.955,0.979,0.935,43.01,42.11,126.3,21221.5
1926-07-05,1925,10,40,676.2,186,0.276,490.2,990,966.6,23.4,0.6,22.8,0.954,0.976,0.931,44.19,43.02,101.6,17072.9
1926-07-12,1925,10,41,554.5,186,0.336,368.5,990,966.1,23.9,0.454,23.45,0.951,0.976,0.928,40.27,39.31,78.61,13206.6
1926-07-19,1925,10,42,482,186,0.386,296,990,965.8,24.2,0.345,23.89,0.94,0.97,0.912,32.57,31.6,63.19,10616.3
1926-07-26,1925,10,43,433.3,181.6,0.419,251.7,990,965.5,24.5,0.302,24.15,0.935,0.971,0.908,31.6,30.51,53.88,9052.13
1926-08-02,1925,11,44,389.9,155,0.398,234.9,990,965.3,24.7,0.322,24.33,0.94,0.974,0.916,37.39,36.15,50.98,8564
1926-08-09,1925,11,45,347.5,155,0.446,192.5,990,965.1,24.9,0.34,24.52,0.953,0.98,0.933,44.11,43.22,43.22,7261.77
1926-08-16,1925,11,46,323.2,155,0.48,168.2,990,965,25,0.296,24.69,0.945,0.973,0.92,38.5,37.47,37.47,6295.17
1926-08-23,1925,11,47,294.4,155,0.527,139.4,990,964.9,25.1,0.245,24.88,0.935,0.97,0.907,31.8,30.85,30.85,5182.32
1926-08-30,1925,11,48,265.9,109.3,0.41,156.6,990,964.8,25.2,0.271,24.97,0.94,0.974,0.916,36.08,35.17,35.17,5909.05
1926-09-06,1925,12,49,247.8,91,0.368,156.8,990,964.7,25.3,0.27,25.05,0.941,0.971,0.913,36.24,35.17,35.17,5908.57
1926-09-13,1925,12,50,230.1,91,0.396,139.1,990,964.6,25.4,0.238,25.18,0.934,0.97,0.906,32.11,31.14,31.14,5232.12
1926-09-20,1925,12,51,216.8,91,0.42,125.8,990,964.5,25.5,0.214,25.28,0.929,0.97,0.901,28.97,28.1,28.1,4721.15
1926-09-27,1925,12,52,204.6,83.29,0.407,121.3,990,964.4,25.6,0.205,25.37,0.925,0.97,0.897,27.93,27.09,27.09,4551.07
1926-10-04,1926,1,1,201.3,73,0.362,128.3,990,964.4,25.6,0.217,25.38,0.93,0.97,0.902,29.69,28.79,28.79,4837.55
1926-10-11,1926,1,2,203.3,73,0.359,130.3,990,964.4,25.6,0.22,25.36,0.931,0.97,0.903,30.14,29.24,29.24,4912.34
1926-10-18,1926,1,3,201.6,86.71,0.431,114.9,990,964.4,25.6,0.194,25.39,0.399,0.416,0.387,12.96,12.57,12.57,2111.37
1926-10-25,1926,1,4,201.1,97,0.483,104.1,990,964.4,25.6,0.176,25.41,0.392,0.416,0.38,10.41,10.09,10.09,1695.83
1926-11-01,1926,2,5,204.6,93,0.455,111.6,990,964.4,25.6,0.189,25.38,0.657,0.693,0.637,18.44,17.89,17.89,3005.68
1926-11-08,1926,2,6,203.8,78.14,0.383,125.7,990,964.4,25.6,0.212,25.36,0.927,0.97,0.899,29,28.13,28.13,4725.51
1926-11-15,1926,2,7,205.3,67,0.327,138.3,990,964.4,25.6,0.233,25.33,0.934,0.97,0.906,32.08,31.12,31.12,5228.01
1926-11-22,1926,2,8,243.6,67,0.278,176.6,990,964.6,25.4,0.302,25.05,0.947,0.977,0.925,41.09,40.17,40.17,6748.69
1926-11-29,1926,2,9,315.4,93.43,0.295,221.9,990,965,25,0.339,24.68,0.948,0.977,0.927,43.02,41.9,49.53,8320.26
1926-12-06,1926,3,10,374.8,104,0.277,270.8,990,965.3,24.7,0.3,24.43,0.934,0.97,0.906,30.3,29.39,58.78,9874.92
1926-12-13,1926,3,11,421,104,0.247,317,990,965.5,24.5,0.369,24.14,0.943,0.97,0.915,35.38,34.32,68.65,11532.8
1926-12-20,1926,3,12,470.2,104,0.222,366.2,990,965.7,24.3,0.443,23.84,0.951,0.977,0.928,40.69,39.74,79.48,13352.8
1926-12-27,1926,3,13,601.6,114,0.19,487.6,990,966.3,23.7,0.584,23.11,0.954,0.976,0.931,44.64,43.56,102.7,17255.3
1927-01-03,1926,4,14,588.3,139,0.236,449.3,990,966.2,23.8,0.572,23.18,0.958,0.98,0.939,48.93,47.95,95.91,16112.9
1927-01-10,1926,4,15,603,122.7,0.204,480.3,990,966.3,23.7,0.606,23.08,0.955,0.979,0.934,49.39,47.44,99.75,16758.1
1927-01-17,1926,4,16,684.8,120,0.177,564.8,990,966.6,23.4,0.651,22.71,0.951,0.974,0.927,39.84,38.83,116.5,19572.3
1927-01-24,1926,4,17,821.3,120,0.146,701.3,990,967.2,22.8,0.883,21.93,0.957,0.98,0.938,48.08,47.09,141.3,23731.3
1927-01-31,1926,4,18,994.8,156,0.157,838.8,990,967.9,22.1,1.05,21.08,0.954,0.978,0.933,41.35,40.45,161.8,27179.7
1927-02-07,1926,5,19,1128,162,0.144,966.1,990,968.3,21.7,1.29,20.41,0.955,0.98,0.936,46.14,45.22,180.9,30389.2
1927-02-14,1926,5,20,1265,162,0.128,1083,990,968.7,21.3,1.68,19.59,0.954,0.98,0.935,49.61,48.62,194.5,32673.9
1927-02-21,1926,5,21,1442,162,0.113,1100,990,969.3,20.7,1.81,18.89,0.952,0.98,0.933,48.52,47.55,190.2,31950.8
1927-02-28,1926,5,22,1500,180,0.12,1100,990,969.5,20.5,1.84,18.68,0.952,0.98,0.933,47.96,47,188,31584.6
1927-03-07,1926,6,23,1554,183,0.118,1100,990,969.7,20.3,1.85,18.49,0.952,0.98,0.933,47.46,46.51,186.1,31256.8
1927-03-14,1926,6,24,1662,183,0.11,1100,990,970,20,1.86,18.13,0.951,0.98,0.932,46.51,45.58,182.3,30631.4
1927-03-21,1926,6,25,1967,183,0.0935,1100,990,971,19,1.87,17.17,0.949,0.98,0.93,43.92,43.04,172.2,28924.2
1927-03-28,1926,6,26,2665,197.6,0.0743,1100,990,972.7,17.3,1.87,15.42,0.942,0.974,0.918,39.2,38.2,152.8,25672.1
1927-04-04,1926,7,27,3226,217,0.0673,1100,990,974,16,1.87,14.09,0.936,0.97,0.907,35.54,34.48,137.9,23167.9
1927-04-11,1926,7,28,2994,217,0.0725,1100,990,973.5,16.5,1.87,14.63,0.939,0.97,0.911,37.03,35.93,143.7,24148
1927-04-18,1926,7,29,2643,217,0.0822,1100,990,972.7,17.3,1.87,15.47,0.943,0.975,0.919,39.35,38.35,153.4,25773.7
1927-04-25,1926,7,30,2429,225.4,0.0929,1100,990,972.1,17.9,1.87,15.99,0.945,0.978,0.924,40.75,39.84,159.3,26770.5
1927-05-02,1926,8,31,2409,276,0.115,1100,990,972.1,17.9,1.87,16.04,0.945,0.978,0.924,40.88,39.98,159.9,26864.1
1927-05-09,1926,8,32,2421,276,0.114,1100,990,972.1,17.9,1.87,16.01,0.945,0.978,0.924,40.8,39.89,159.6,26808
1927-05-16,1926,8,33,2349,288.9,0.123,1100,990,971.9,18.1,1.87,16.18,0.946,0.979,0.925,41.27,40.4,161.6,27145.5
1927-05-23,1926,8,34,2161,321,0.149,1100,990,971.5,18.5,1.87,16.64,0.947,0.98,0.928,42.49,41.64,166.5,27979.5
1927-05-30,1926,8,35,1798,275.3,0.153,1100,990,970.4,19.6,1.87,17.68,0.95,0.98,0.931,45.31,44.4,177.6,29836.1
1927-06-06,1926,9,36,1472,243.6,0.166,1100,990,969.4,20.6,1.82,18.79,0.952,0.98,0.933,48.25,47.29,189.1,31775.8
1927-06-13,1926,9,37,1200,210,0.175,990.5,990,968.5,21.5,1.39,20.08,0.955,0.98,0.936,46.51,45.58,182.3,30632.2
1927-06-20,1926,9,38,994.9,210,0.212,784.9,990,967.9,22.1,1,21.13,0.955,0.978,0.934,44.03,43.08,151.8,25500
1927-06-27,1926,9,39,798.4,199.7,0.25,598.6,990,967.1,22.9,0.721,22.19,0.953,0.977,0.932,41.37,40.44,121.3,20380.7
1927-07-04,1926,10,40,629.2,186,0.297,443.2,990,966.4,23.6,0.555,23.03,0.955,0.979,0.934,45.15,44.04,93.09,15639
1927-07-11,1926,10,41,523.7,186,0.356,337.7,990,966,24,0.408,23.64,0.947,0.972,0.92,37.04,36.01,72.02,12099.4
1927-07-18,1926,10,42,458.5,186,0.406,272.5,990,965.7,24.3,0.31,24.03,0.935,0.97,0.907,30.02,29.12,58.24,9783.9
1927-07-25,1926,10,43,410.9,186,0.453,224.9,990,965.4,24.6,0.354,24.2,0.948,0.977,0.927,43.09,41.9,49.17,8260.98
1927-08-01,1926,11,44,369.9,155,0.419,214.9,990,965.2,24.8,0.38,24.37,0.957,0.98,0.938,49.14,47.8,47.8,8030.95
1927-08-08,1926,11,45,325.8,132.1,0.404,193.7,990,965,25,0.34,24.63,0.953,0.98,0.933,44.59,43.68,43.68,7338.65
1927-08-15,1926,11,46,300.3,115,0.383,185.3,990,964.9,25.1,0.323,24.77,0.95,0.979,0.931,42.77,41.88,41.88,7036.52
1927-08-22,1926,11,47,276.4,115,0.417,161.4,990,964.8,25.2,0.28,24.91,0.943,0.972,0.916,37.18,36.13,36.13,6069.16
1927-08-29,1926,11,48,256.1,101.3,0.395,154.8,990,964.7,25.3,0.267,25.01,0.94,0.971,0.913,35.71,34.66,34.66,5823.33
1927-09-05,1926,12,49,233.8,91,0.389,142.8,990,964.6,25.4,0.245,25.15,0.936,0.97,0.908,32.96,31.97,31.97,5371.11
1927-09-12,1926,12,50,213.7,91,0.426,122.7,990,964.5,25.5,0.209,25.31,0.927,0.97,0.899,28.22,27.37,27.37,4598.38
1927-09-19,1926,12,51,203.7,91,0.447,112.7,990,964.4,25.6,0.191,25.39,0.788,0.831,0.765,22.2,21.53,21.53,3617.25
1927-09-26,1926,12,52,195,85.86,0.44,109.2,990,964.4,25.6,0.184,25.41,0.264,0.277,0.256,7.692,7.461,7.461,1253.43
1927-10-03,1927,1,1,182.1,73,0.401,109.1,990,964.4,25.6,0.182,25.38,0.917,0.97,0.89,24.9,24.15,24.15,4057.46
1927-10-10,1927,1,2,189.2,73,0.387,116.2,990,964.4,25.6,0.195,25.38,0.922,0.97,0.894,26.68,25.88,25.88,4348.28
1927-10-17,1927,1,3,184.3,73,0.397,111.3,990,964.4,25.6,0.186,25.38,0.919,0.97,0.891,25.45,24.68,24.68,4146.86
1927-10-24,1927,1,4,189.7,73,0.385,116.7,990,964.4,25.6,0.196,25.38,0.922,0.97,0.895,26.8,26,26,4367.88
1927-10-31,1927,1,5,210,67.86,0.324,142.1,990,964.5,25.5,0.24,25.3,0.935,0.97,0.907,32.99,32,32,5375.99
1927-11-07,1927,2,6,246.5,78.14,0.316,168.4,990,964.7,25.3,0.289,25.03,0.945,0.974,0.92,39.07,38.07,38.07,6396.28
1927-11-14,1927,2,7,249.1,93,0.373,156.1,990,964.7,25.3,0.268,25.04,0.941,0.97,0.913,36.06,34.99,34.99,5878.2
1927-11-21,1927,2,8,258.3,93,0.36,165.3,990,964.7,25.3,0.285,24.98,0.944,0.972,0.918,38.22,37.17,37.17,6244.59
1927-11-28,1927,2,9,274.6,83.86,0.306,190.7,990,964.8,25.2,0.329,24.87,0.952,0.979,0.931,44.27,43.33,43.33,7280.2
1927-12-05,1927,3,10,274.7,77,0.281,197.7,990,964.8,25.2,0.341,24.86,0.954,0.98,0.935,45.98,45.06,45.06,7570
1927-12-12,1927,3,11,357.5,77,0.219,280.5,990,965.2,24.8,0.335,24.48,0.94,0.972,0.914,35.23,34.25,61.42,10318.5
1927-12-19,1927,3,12,425.3,96.29,0.226,329,990,965.5,24.5,0.386,24.1,0.945,0.971,0.917,36.75,35.67,71.34,11985.2
1927-12-26,1927,3,13,471.6,106.3,0.226,365.3,990,965.7,24.3,0.442,23.84,0.95,0.977,0.929,40.58,39.66,79.31,13324.3
1928-01-02,1927,4,14,548.2,120,0.22,428.2,990,966.1,23.9,0.523,23.41,0.954,0.979,0.934,44.27,43.33,91.7,15406.4
1928-01-09,1927,4,15,621.8,120,0.193,501.8,990,966.4,23.6,0.577,23.04,0.95,0.973,0.924,40.88,39.37,103.8,17442
1928-01-16,1927,4,16,661.1,120,0.182,541.1,990,966.5,23.5,0.611,22.84,0.95,0.973,0.924,38.38,37.34,112,18817.4
1928-01-23,1927,4,17,716,120,0.168,596,990,966.8,23.2,0.704,22.53,0.954,0.979,0.934,41.87,40.99,123,20659.9
1928-01-30,1927,4,18,762.4,132.1,0.173,630.3,990,966.9,23.1,0.763,22.29,0.955,0.98,0.936,43.87,43,129,21670.4
1928-02-06,1927,5,19,787.3,127.9,0.163,659.5,990,967,23,0.812,22.14,0.956,0.98,0.937,45.63,44.72,134.2,22539.8
1928-02-13,1927,5,20,840.2,105,0.125,735.2,990,967.3,22.7,0.938,21.8,0.957,0.98,0.938,50.13,49.07,147.2,24732.7
1928-02-20,1927,5,21,928.7,105,0.113,823.7,990,967.6,22.4,1.02,21.36,0.954,0.979,0.934,43.01,41.99,160.8,27016.1
1928-02-27,1927,5,22,1107,149.6,0.134,957.2,990,968.2,21.8,1.27,20.49,0.955,0.98,0.936,45.91,44.99,180,30232.1
1928-03-05,1927,6,23,1483,183,0.125,1099,990,969.4,20.6,1.81,18.76,0.952,0.98,0.933,48.14,47.17,188.7,31700.2
1928-03-12,1927,6,24,1962,183,0.0936,1100,990,971,19,1.87,17.17,0.949,0.98,0.93,43.93,43.05,172.2,28927.6
1928-03-19,1927,6,25,2181,183,0.0839,1100,990,971.5,18.5,1.87,16.59,0.947,0.98,0.928,42.36,41.51,166,27893.7
1928-03-26,1927,6,26,2233,187.9,0.0841,1100,990,971.7,18.3,1.87,16.46,0.946,0.98,0.927,42.02,41.18,164.7,27672.2
1928-04-02,1927,7,27,2240,217,0.0969,1100,990,971.7,18.3,1.87,16.45,0.946,0.98,0.927,41.98,41.14,164.5,27644
1928-04-09,1927,7,28,2197,217,0.0988,1100,990,971.6,18.4,1.87,16.55,0.947,0.98,0.928,42.26,41.41,165.6,27827.9
