waterYear,days,energy,powerMax,powerMin,powerMean,flowMean,flowMin,flowMax,grossHeadMin,grossHeadMax,netHeadMin,netHeadMax,headlossMax,headlossMin,riverVolume,eFlowVolume,canalVolume,eFlowProportionMean,eFlowProportionMin,eFlowProportionMax,lowFlowShutoffDays,highHeadShutoffDays,lowHeadShutoffDays,lowFlowShutoffProportion,highHeadShutoffProportion,lowHeadShutoffProportion,capFactor,proportion4Units,proportion3Units,proportion2Units,proportion1Units,proportion0Units,shutoffDays,shutoffDaysProportion,bypassVolume,eFlowProportion,generationProportion,bypassProportion,specificEnergy,energyExceedance,energyPctVariation,riverVolumePctVariation,riverFlowPctVariation
1983,366,827.3,198,25.51,94.18,658.1,211.9,1780,19.6,25.5,17.7,25.3,1.87,0.195,20.8,3.75,15.4,0.255,0.0727,0.458,0,0,0,0,0,0,0.525,0.24,0.16,0.23,0.37,0,0,0,5.4,0.18,0.74,0.26,39.8,0.7554545454545457,-0.045790080738177676,-0.40401146131805155,-0.4071171171171171
1984,365,874.7,198,23.76,99.86,733.1,201.4,1930,19.1,25.6,17.3,25.4,1.87,0.184,23.1,4.31,16.6,0.265,0.0784,0.534,0,0,0,0,0,0,0.555,0.28,0.16,0.2,0.37,0,0,0,6.5,0.19,0.72,0.28,37.9,0.4742857142857133,0.008881199538639037,-0.3381088825214899,-0.3395495495495495
1985,365,794.2,196.1,23.62,90.66,756.4,203.8,3038,16.4,25.6,14.5,25.4,1.87,0.181,23.9,4.36,15.3,0.273,0.0511,0.526,0,0,0,0,0,0,0.504,0.26,0.13,0.21,0.4,0,0,0,8.6,0.18,0.64,0.36,33.2,0.8513513513513512,-0.08396770472895035,-0.31518624641833815,-0.3185585585585586
1986,365,942.4,195.6,26.94,107.6,801.3,239.5,2073,18.7,25.4,16.8,25.2,1.87,0.209,25.3,4.53,18,0.246,0.0737,0.512,0,0,0,0,0,0,0.598,0.3,0.2,0.27,0.22,0,0,0,7.3,0.18,0.71,0.29,37.2,0.15065359477124196,0.08696655132641289,-0.2750716332378223,-0.27810810810810815
1987,366,861.6,198,25.66,98.09,779.5,223.4,2471,17.8,25.5,15.9,25.2,1.87,0.199,24.7,4.59,16.7,0.27,0.0608,0.512,0,0,0,0,0,0,0.546,0.34,0.066,0.24,0.35,0,0,0,8,0.19,0.68,0.32,34.9,0.6125874125874126,-0.006228373702422119,-0.2922636103151862,-0.29774774774774776
1988,365,878.4,197.5,24.61,100.3,1334,208.1,3835,14.7,25.6,12.8,25.4,1.87,0.188,42.1,5.85,19.5,0.246,0.0628,0.505,0,0,0,0,0,0,0.557,0.41,0.099,0.21,0.28,0,0,0,22.6,0.14,0.46,0.54,20.9,0.42500000000000004,0.013148788927335614,0.20630372492836685,0.2018018018018018
1989,365,777.4,168.6,26.95,88.74,545.3,211.9,1026,22,25.5,20.9,25.3,1.12,0.205,17.2,3.51,13.7,0.257,0.112,0.449,0,0,0,0,0,0,0.493,0.18,0.22,0.19,0.41,0,0,0,3.5,0.2,0.8,0.2,45.2,0.9020066889632107,-0.10334486735870821,-0.5071633237822349,-0.5087387387387388
1990,365,815.6,197.1,0,93.11,775,201.4,2321,18.1,25.6,16.3,25.4,1.87,0.176,24.4,3.94,16.1,0.254,0.0784,0.482,0,4,0,0,0.011,0,0.517,0.3,0.099,0.21,0.38,0,4,0.010958904109589041,8.3,0.16,0.66,0.34,33.4,0.8041484716157206,-0.05928489042675891,-0.3008595988538682,-0.30180180180180183
1991,366,711,154.6,22.1,80.94,492.9,172.6,919.2,22.4,25.6,21.4,25.4,1.03,0.168,15.6,3.3,12.3,0.259,0.111,0.417,0,0,0,0,0,0,0.451,0.036,0.33,0.22,0.41,0,0,0,3.3,0.21,0.79,0.21,45.6,0.9521983390327308,-0.17993079584775087,-0.5530085959885386,-0.5559459459459459
1992,365,797.9,198,24.67,91.08,878.9,163.3,3612,15.1,25.6,13.3,25.4,1.87,0.183,27.7,4.19,16.2,0.238,0.0595,0.457,0,0,0,0,0,0,0.506,0.33,0.071,0.23,0.37,0,0,0,11.5,0.15,0.58,0.42,28.8,0.8427947598253276,-0.07970011534025377,-0.20630372492836674,-0.2081981981981982
1993,365,720.1,197.2,18.84,82.2,578.6,156.8,1812,19.5,25.6,17.6,25.4,1.87,0.139,18.2,3.51,13.4,0.276,0.0891,0.459,0,0,0,0,0,0,0.457,0.21,0.12,0.17,0.5,0,0,0,4.8,0.19,0.74,0.26,39.6,0.9499163879598661,-0.16943483275663204,-0.4785100286532951,-0.47873873873873873
1994,365,571.4,198,0,65.22,416.8,134.4,1250,21.3,25.6,19.6,25.4,1.74,0.0994,13.1,2.89,10.2,0.294,0.1,0.539,0,17,0,0,0.047,0,0.362,0.13,0.085,0.22,0.57,0,17,0.04657534246575343,2.9,0.22,0.78,0.22,43.6,0.9862970200293112,-0.3409457900807382,-0.6246418338108882,-0.6245045045045046
1995,366,515.3,145.4,0,58.66,370.6,127.7,851.4,22.7,25.6,21.8,25.4,0.929,0.0994,11.7,2.87,8.85,0.3,0.147,0.536,0,15,0,0,0.041,0,0.327,0,0.19,0.24,0.56,0,15,0.0410958904109589,2.85,0.25,0.76,0.24,44,1,-0.4056516724336794,-0.664756446991404,-0.6661261261261261
1996,365,770.5,197.2,17,87.96,556.8,127.7,1388,20.9,25.6,19.1,25.4,1.79,0.12,17.6,3.23,14.1,0.248,0.109,0.452,0,0,0,0,0,0,0.489,0.24,0.13,0.18,0.45,0,0,0,3.5,0.18,0.8,0.2,43.8,0.9077759197324414,-0.11130334486735871,-0.495702005730659,-0.4983783783783784
1997,365,816.5,195.1,20.17,93.2,1098,155.5,3553,15.3,25.6,13.4,25.4,1.87,0.154,34.6,5.06,17.5,0.244,0.0539,0.564,0,0,0,0,0,0,0.518,0.35,0.11,0.18,0.36,0,0,0,17.1,0.15,0.51,0.49,23.6,0.8021834061135371,-0.058246828143021914,-0.008595988538681867,-0.010810810810810811
1998,365,832.8,197.3,21.74,95.07,1061,171.9,3389,15.6,25.6,13.7,25.4,1.87,0.164,33.5,4.85,17.6,0.245,0.064,0.564,0,0,0,0,0,0,0.528,0.35,0.12,0.19,0.34,0,0,0,15.9,0.14,0.53,0.47,24.9,0.7314655172413795,-0.03944636678200697,-0.04011461318051572,-0.044144144144144144
1999,366,794.7,194.9,0,90.47,864.1,194.2,3367,15.7,25.6,13.8,25.4,1.87,0.18,27.3,4.21,16,0.242,0.0468,0.461,0,4,0,0,0.011,0,0.504,0.28,0.12,0.22,0.38,0,4,0.010958904109589041,11.3,0.15,0.59,0.41,29.1,0.8497816593886462,-0.08339100346020756,-0.21776504297994265,-0.22153153153153152
2000,365,852.5,197.9,19.47,97.32,1224,138,3690,15,25.6,13.1,25.4,1.87,0.141,38.6,5.3,18.7,0.234,0.0624,0.49,0,0,0,0,0,0,0.541,0.38,0.12,0.19,0.31,0,0,0,19.9,0.14,0.48,0.52,22.1,0.6444055944055944,-0.016724336793540944,0.10601719197707744,0.10270270270270271
2001,365,886.6,197,0,101.2,799.5,198.1,2018,18.9,25.6,17,25.4,1.87,0.17,25.2,4.55,17.3,0.264,0.0777,0.53,0,6,0,0,0.016,0,0.562,0.31,0.15,0.24,0.3,0,6,0.01643835616438356,7.9,0.18,0.69,0.31,35.2,0.37304347826086937,0.022606689734717442,-0.27793696275071633,-0.2797297297297297
2002,365,867,195.7,0,98.97,1081,197.5,3892,14.5,25.6,12.7,25.4,1.87,0.17,34.1,5.25,18.3,0.252,0.0619,0.525,0,9,0,0,0.025,0,0.55,0.38,0.12,0.16,0.34,0,9,0.024657534246575342,15.8,0.15,0.54,0.46,25.4,0.5735294117647064,0,-0.022922636103151782,-0.026126126126126126
2003,366,840.9,197.4,0,95.73,1334,188.1,4431,13.5,25.6,11.7,25.4,1.87,0.172,42.2,5.63,18.9,0.246,0.0539,0.499,0,6,0,0,0.016,0,0.533,0.39,0.11,0.18,0.32,0,6,0.01643835616438356,23.3,0.13,0.45,0.55,19.9,0.6962962962962964,-0.03010380622837373,0.20916905444126088,0.2018018018018018
2004,365,879.1,197.9,0,100.4,641.2,195.8,1320,21.1,25.6,19.3,25.4,1.77,0.177,20.2,3.76,16.3,0.253,0.0991,0.476,0,6,0,0,0.016,0,0.558,0.3,0.13,0.22,0.35,0,6,0.01643835616438356,3.9,0.19,0.81,0.19,43.5,0.41624999999999945,0.013956170703575575,-0.42120343839541546,-0.4223423423423423
2005,365,880.3,196.2,18.38,100.5,965.3,155.5,2684,17.2,25.6,15.4,25.4,1.87,0.135,30.4,4.95,18,0.255,0.0787,0.538,0,0,0,0,0,0,0.558,0.38,0.099,0.17,0.35,0,0,0,12.4,0.16,0.59,0.41,29,0.40125000000000033,0.015340253748558194,-0.12893982808022922,-0.1303603603603604
2006,365,871.1,195.4,25.57,99.45,1472,209.5,4670,13.1,25.5,11.2,25.3,1.87,0.196,46.4,6.07,20,0.245,0.0424,0.496,0,0,0,0,0,0,0.552,0.42,0.1,0.21,0.27,0,0,0,26.4,0.13,0.43,0.57,18.8,0.5209302325581392,0.004728950403690914,0.32951289398280803,0.3261261261261261
2007,366,927.2,194.3,27.22,105.6,1305,236.7,3345,15.7,25.4,13.8,25.2,1.87,0.211,41.3,5.51,20.5,0.241,0.0484,0.49,0,0,0,0,0,0,0.588,0.45,0.079,0.18,0.28,0,0,0,20.8,0.13,0.5,0.5,22.5,0.2006024096385537,0.06943483275663212,0.18338108882521487,0.17567567567567569
2008,365,875.6,196.9,23.53,99.96,1521,179.5,5806,11.3,25.6,9.47,25.4,1.87,0.178,48,6,20.2,0.239,0.0412,0.48,0,0,0,0,0,0,0.555,0.44,0.11,0.15,0.29,0,0,0,27.8,0.13,0.42,0.58,18.2,0.4614285714285708,0.009919261822376036,0.37535816618911183,0.37027027027027026
2009,365,898.3,196.1,25.57,102.6,1710,212.1,5180,12.2,25.5,10.4,25.3,1.87,0.196,53.9,6.38,21.4,0.225,0.0469,0.462,0,0,0,0,0,0,0.57,0.46,0.12,0.22,0.19,0,0,0,32.5,0.12,0.4,0.6,16.7,0.32880794701986765,0.036101499423298676,0.5444126074498568,0.5405405405405406
2010,365,908.8,196.4,25.21,103.7,1701,223.9,4449,13.5,25.5,11.6,25.3,1.87,0.195,53.6,6.33,21.7,0.224,0.0518,0.491,0,0,0,0,0,0,0.576,0.49,0.082,0.21,0.22,0,0,0,31.9,0.12,0.4,0.6,17,0.2925000000000002,0.0482122260668973,0.5358166189111749,0.5324324324324324
2011,366,948.1,196.9,29.73,107.9,1217,243.7,3585,15.2,25.3,13.3,25.1,1.87,0.231,38.5,5.58,20.3,0.237,0.0625,0.469,0,0,0,0,0,0,0.601,0.43,0.11,0.2,0.27,0,0,0,18.2,0.14,0.53,0.47,24.6,0.13560209424083772,0.09354094579008077,0.10315186246418342,0.0963963963963964
2012,365,876.5,196.8,25.3,100.1,1344,221.3,3649,15.1,25.5,13.2,25.3,1.87,0.196,42.4,5.41,19.7,0.246,0.0552,0.508,0,0,0,0,0,0,0.556,0.43,0.085,0.17,0.31,0,0,0,22.7,0.13,0.46,0.54,20.7,0.4487499999999997,0.010957324106113034,0.21489971346704873,0.21081081081081082
2013,365,961.7,196.9,0,109.8,1347,198.1,3614,15.1,25.6,13.3,25.4,1.87,0.17,42.5,5.96,21.2,0.234,0.0566,0.49,0,10,0,0,0.027,0,0.61,0.45,0.14,0.16,0.24,0,10,0.0273972602739726,21.3,0.14,0.5,0.5,22.6,0.1,0.10922722029988471,0.21776504297994273,0.21351351351351353
2014,365,919.5,197.9,25.84,105,704.1,207.1,1466,20.6,25.6,18.8,25.4,1.82,0.197,22.2,4.44,17.2,0.272,0.1,0.545,0,0,0,0,0,0,0.583,0.33,0.13,0.19,0.35,0,0,0,5,0.2,0.77,0.23,41.4,0.2469879518072289,0.06055363321799308,-0.3638968481375358,-0.36567567567567566
2015,366,817.7,196.5,22.42,93.09,1020,174.9,2994,16.5,25.6,14.6,25.4,1.87,0.169,32.2,4.73,17.2,0.246,0.0673,0.498,0,0,0,0,0,0,0.519,0.34,0.099,0.19,0.38,0,0,0,15,0.15,0.53,0.47,25.4,0.799090909090909,-0.056862745098039166,-0.07736389684813742,-0.08108108108108109
2016,365,880.5,196.9,0,100.5,1087,155.5,3913,14.5,25.6,12.6,25.4,1.87,0.144,34.3,4.88,18.6,0.24,0.047,0.482,0,1,0,0,0.0027,0,0.558,0.43,0.049,0.18,0.34,0,1,0.0027397260273972603,15.7,0.14,0.54,0.46,25.7,0.3995652173913043,0.015570934256055362,-0.01719197707736394,-0.02072072072072072
2017,365,874.8,195,21.74,99.87,1614,171.9,4829,12.8,25.6,10.9,25.4,1.87,0.164,50.9,6.01,20.7,0.223,0.0556,0.559,0,0,0,0,0,0,0.555,0.46,0.099,0.19,0.26,0,0,0,30.2,0.12,0.41,0.59,17.2,0.4728571428571432,0.00899653979238749,0.4584527220630373,0.4540540540540541
2018,365,741.6,182.4,0,84.65,516.7,156.7,1092,21.8,25.6,20.5,25.4,1.27,0.139,16.3,3.21,13.1,0.251,0.108,0.529,0,10,0,0,0.027,0,0.47,0.14,0.23,0.22,0.41,0,10,0.0273972602739726,3.2,0.2,0.8,0.2,45.5,0.9319397993311036,-0.144636678200692,-0.5329512893982807,-0.5345045045045045
2019,366,837.9,196.5,17.07,95.39,1381,128.1,4670,13.1,25.6,11.2,25.4,1.87,0.12,43.7,5.42,18.9,0.22,0.0544,0.444,0,0,0,0,0,0,0.531,0.37,0.13,0.25,0.25,0,0,0,24.8,0.12,0.43,0.57,19.2,0.7094827586206898,-0.03356401384083048,0.2521489971346706,0.24414414414414415
2020,365,943.8,197.3,34.24,107.7,1356,260.1,3732,14.9,25.3,13,25,1.87,0.246,42.8,5.96,20.8,0.236,0.051,0.471,0,0,0,0,0,0,0.599,0.45,0.099,0.21,0.24,0,0,0,22,0.14,0.49,0.51,22.1,0.14685863874345567,0.08858131487889268,0.2263610315186246,0.22162162162162163
2021,365,918.9,197.1,32.43,104.9,1087,263.5,3102,16.2,25.2,14.4,25,1.87,0.246,34.3,5.49,19.1,0.252,0.0704,0.532,0,0,0,0,0,0,0.583,0.38,0.14,0.16,0.32,0,0,0,15.2,0.16,0.56,0.44,26.8,0.25041666666666673,0.059861591695501704,-0.01719197707736394,-0.02072072072072072
2022,365,940.6,195.5,28.86,107.4,1152,228.8,2768,17,25.4,15.2,25.2,1.87,0.225,36.3,5.43,19.9,0.247,0.0618,0.519,0,0,0,0,0,0,0.597,0.43,0.082,0.2,0.28,0,0,0,16.4,0.15,0.55,0.45,25.9,0.15653594771241827,0.0848904267589389,0.04011461318051572,0.03783783783783784
2023,366,718.7,148.6,28.35,81.82,507.6,217.9,875.5,22.6,25.5,21.7,25.3,0.964,0.216,16.1,3.72,12.3,0.272,0.138,0.462,0,0,0,0,0,0,0.456,0,0.44,0.2,0.36,0,0,0,3.8,0.23,0.76,0.24,44.6,0.9503175378602833,-0.17104959630911182,-0.5386819484240687,-0.5427027027027027
