exceedance,energy,riverVolume,capFactor,eFlowProportion,specificEnergy,shutoffDaysProportion
0,1056,73.9,0.669,0.25,45.6,0.118
0.05,997.1,56.6,0.632,0.21,44.6,0.0412
0.1,961.7,51.2,0.61,0.2,43.5,0.0249
0.15,942.6,48.5,0.598,0.19,41.4,0.0164
0.2,927.3,46.5,0.588,0.182,39.1,0.011
0.25,919,42.6,0.583,0.18,35,0
0.3,907,41.4,0.575,0.16,32.4,0
0.35,891.9,38.7,0.566,0.16,29.7,0
0.4,880.4,36.5,0.558,0.16,29,0
0.45,876.4,35.3,0.556,0.155,27.7,0
0.5,872.9,34.3,0.554,0.15,26.8,0
0.55,868.6,32.4,0.551,0.15,25.6,0
0.6,865.2,30.9,0.549,0.14,24.2,0
0.65,850.9,29.8,0.54,0.14,22.8,0
0.7,840.1,27,0.533,0.14,22.2,0
0.75,828.5,24.8,0.525,0.13,21,0
0.8,817.5,22.8,0.519,0.13,19.1,0
0.85,794.6,20.6,0.504,0.12,17.9,0
0.9,779.8,18.6,0.495,0.12,17.1,0
0.95,720,16.3,0.457,0.11,16.1,0
1,515.3,11.7,0.327,0.084,10.7,0
