Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,4130,192,141000,25.6,1100,25.4,0.937,1.87,0.8,0.88,1,50.4,1
0.01,3390,187,137000,25.6,1100,25.4,0.936,1.87,0.627,0.87,0.859,49.9,1
0.02,3010,185,136000,25.6,1100,25.4,0.936,1.87,0.548,0.87,0.728,49.7,0.95
0.03,2700,182,134000,25.6,1100,25.4,0.936,1.87,0.51,0.862,0.68,49.5,0.665
0.04,2600,181,133000,25.6,1100,25.4,0.935,1.87,0.48,0.86,0.646,49.4,0.462
0.05,2470,179,131000,25.6,1100,25.4,0.935,1.87,0.47,0.86,0.61,49.3,0.37
0.06,2400,177,130000,25.5,1100,25.4,0.935,1.87,0.46,0.86,0.58,49,0.323
0.07,2310,176,128000,25.5,1100,25.4,0.935,1.87,0.46,0.85,0.57,48.8,0.286
0.08,2130,174,126000,25.5,1100,25.4,0.935,1.87,0.45,0.85,0.55,48.5,0.2
0.09,1960,173,124000,25.5,1100,25.4,0.934,1.87,0.45,0.84,0.54,48.3,0.12
0.1,1920,171,123000,25.5,1100,25.4,0.934,1.86,0.45,0.84,0.531,47.9,0.0645
0.11,1840,170,122000,25.5,1100,25.4,0.934,1.85,0.45,0.83,0.51,47.8,0
0.12,1720,167,122000,25.5,1100,25.4,0.934,1.82,0.44,0.83,0.489,47.7,0
0.13,1600,167,121000,25.5,1090,25.4,0.934,1.78,0.44,0.83,0.473,47.4,0
0.14,1510,165,120000,25.5,1070,25.3,0.933,1.69,0.43,0.82,0.47,47.3,0
0.15,1450,163,119000,25.5,1060,25.3,0.933,1.67,0.43,0.811,0.46,47.1,0
0.16,1380,161,118000,25.5,1040,25.3,0.933,1.66,0.43,0.81,0.46,46.8,0
0.17,1340,159,115000,25.5,1010,25.3,0.933,1.51,0.42,0.8,0.45,46.6,0
0.18,1280,159,115000,25.5,987,25.3,0.933,1.49,0.42,0.8,0.45,46.3,0
0.19,1210,158,114000,25.5,956,25.3,0.933,1.43,0.42,0.8,0.45,46.1,0
0.2,1160,156,113000,25.5,927,25.3,0.933,1.33,0.42,0.79,0.45,46,0
0.21,1120,154,112000,25.5,899,25.3,0.932,1.28,0.41,0.79,0.44,45.7,0
0.22,1090,152,110000,25.5,869,25.3,0.932,1.21,0.4,0.79,0.44,45.5,0
0.23,1040,149,108000,25.5,841,25.2,0.932,1.15,0.4,0.78,0.44,45.2,0
0.24,983,147,105000,25.5,820,25.2,0.931,1.08,0.39,0.77,0.43,45.2,0
0.25,950,142,102000,25.4,807,25.2,0.931,1.04,0.39,0.77,0.43,44.9,0
0.26,927,139,99600,25.4,766,25.2,0.931,0.993,0.38,0.77,0.43,44.7,0
0.27,853,136,98200,25.4,726,25.1,0.93,0.937,0.38,0.76,0.43,44.5,0
0.28,815,134,96700,25.4,693,25.1,0.929,0.854,0.38,0.76,0.42,44.3,0
0.29,797,130,95000,25.4,669,25.1,0.929,0.825,0.37,0.75,0.42,44.2,0
0.3,770,128,92400,25.3,638,25.1,0.929,0.775,0.363,0.75,0.42,43.8,0
0.31,742,123,88600,25.3,610,25.1,0.928,0.734,0.35,0.74,0.417,43.3,0
0.32,724,120,84600,25.3,594,25,0.927,0.726,0.35,0.74,0.41,43.1,0
0.33,702,117,82600,25.3,574,25,0.927,0.695,0.345,0.74,0.4,42.8,0
0.34,680,110,79500,25.3,531,25,0.927,0.636,0.34,0.74,0.4,42.7,0
0.35,654,106,76300,25.2,514,24.9,0.926,0.617,0.33,0.73,0.393,42.5,0
0.36,640,103,74000,25.2,496,24.9,0.926,0.6,0.33,0.73,0.39,42,0
0.37,618,99.7,71800,25.2,480,24.9,0.926,0.577,0.33,0.72,0.39,41.8,0
0.38,602,96.2,70800,25.1,465,24.8,0.925,0.564,0.326,0.72,0.38,41.8,0
0.39,586,92.7,68600,25.1,443,24.8,0.924,0.533,0.32,0.71,0.38,41.4,0
0.4,571,90.4,66700,25.1,430,24.8,0.924,0.522,0.32,0.7,0.38,40.9,0
0.41,552,88.5,64400,25,424,24.7,0.924,0.506,0.32,0.7,0.37,40.7,0
0.42,528,87,62400,25,410,24.7,0.924,0.492,0.32,0.69,0.37,40.4,0
0.43,510,83.6,60700,25,393,24.6,0.923,0.468,0.31,0.69,0.356,40.3,0
0.44,496,79.5,57200,24.9,377,24.6,0.923,0.461,0.31,0.69,0.35,39.8,0
0.45,480,73.9,55000,24.9,345,24.5,0.922,0.418,0.305,0.68,0.35,39.6,0
0.46,466,72.4,52800,24.8,339,24.4,0.922,0.409,0.29,0.68,0.349,39.5,0
0.47,461,69.6,51000,24.7,322,24.4,0.921,0.394,0.28,0.68,0.34,39.3,0
0.48,443,67.9,49600,24.6,315,24.3,0.921,0.381,0.28,0.677,0.33,39.1,0
0.49,428,64.4,47500,24.6,298,24.2,0.921,0.367,0.27,0.67,0.33,39,0
0.5,418,60.3,44900,24.5,279,24.1,0.921,0.359,0.265,0.67,0.33,38.8,0
0.51,412,59.5,44300,24.5,272,24.1,0.92,0.345,0.26,0.67,0.33,38.7,0
0.52,393,55.9,41600,24.4,255,24.1,0.92,0.339,0.26,0.67,0.323,38.6,0
0.53,374,54.7,40700,24.3,250,24,0.92,0.335,0.25,0.66,0.32,38.6,0
0.54,367,52.9,38800,24.3,244,23.9,0.92,0.332,0.25,0.651,0.32,38.3,0
0.55,348,51.3,37900,24.2,234,23.8,0.919,0.33,0.24,0.65,0.32,38.2,0
0.56,341,50.2,37300,24.2,230,23.7,0.919,0.324,0.23,0.65,0.31,38.1,0
0.57,328,48.1,35800,24.1,217,23.6,0.919,0.322,0.22,0.644,0.31,37.8,0
0.58,321,47.5,35300,24,214,23.5,0.919,0.321,0.21,0.63,0.31,37.6,0
0.59,311,46.9,34900,23.9,212,23.4,0.919,0.315,0.21,0.63,0.3,36.9,0
0.6,305,43.6,32500,23.9,195,23.3,0.918,0.309,0.2,0.62,0.3,36.7,0
0.61,297,42.5,31600,23.8,191,23.2,0.918,0.308,0.2,0.62,0.29,36.4,0
0.62,291,42.2,31400,23.7,188,23.1,0.916,0.305,0.2,0.62,0.28,36.3,0
0.63,285,41.5,30600,23.6,187,23.1,0.916,0.302,0.19,0.61,0.28,36,0
0.64,280,41.1,30500,23.5,182,23,0.915,0.3,0.19,0.61,0.27,35.7,0
0.65,275,39.9,29700,23.5,179,22.8,0.915,0.295,0.19,0.606,0.27,35.5,0
0.66,262,38.7,28600,23.4,173,22.8,0.914,0.291,0.18,0.6,0.26,35.5,0
0.67,260,37.8,27600,23.3,169,22.6,0.914,0.289,0.18,0.6,0.26,35.3,0
0.68,254,37,26900,23.2,165,22.5,0.913,0.275,0.17,0.59,0.26,34.9,0
0.69,252,35.9,26600,23.1,160,22.4,0.911,0.271,0.17,0.583,0.26,34.6,0
0.7,246,35.4,26200,23.1,158,22.2,0.91,0.268,0.17,0.58,0.25,34.5,0
