Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,905.7,36.2,0.574,0.41,44.3,0.332
0.01,899.6,35.9,0.57,0.383,44.2,0.32
0.02,893.6,35.5,0.567,0.356,44.1,0.308
0.03,887.5,35.2,0.563,0.329,44,0.297
0.04,884.5,35.1,0.561,0.314,43.9,0.26
0.05,883,35,0.56,0.305,43.8,0.21
0.06,881.4,35,0.559,0.296,43.7,0.159
0.07,878.1,35,0.557,0.287,43.6,0.126
0.08,871.4,34.9,0.552,0.278,43.5,0.125
0.09,864.6,34.9,0.548,0.269,43.5,0.124
0.1,857.9,34.8,0.544,0.26,43.4,0.123
0.11,853.5,34.5,0.541,0.254,43.2,0.121
0.12,849.1,34.2,0.539,0.248,43,0.118
0.13,844.7,33.9,0.536,0.242,42.9,0.116
0.14,842.3,33.7,0.534,0.24,42.7,0.11
0.15,841,33.5,0.534,0.24,42.5,0.103
0.16,839.6,33.4,0.533,0.24,42.2,0.0953
0.17,838,33.3,0.532,0.236,42.1,0.0896
0.18,836.1,33.3,0.53,0.224,42,0.0871
0.19,834.1,33.3,0.529,0.212,41.9,0.0847
0.2,832.1,33.3,0.528,0.2,41.8,0.0822
0.21,830.6,32.8,0.527,0.2,41.7,0.0723
0.22,829.2,32.2,0.526,0.2,41.7,0.0625
0.23,827.7,31.7,0.525,0.2,41.6,0.0526
0.24,823.7,31.4,0.523,0.2,41.6,0.0466
0.25,818.5,31.4,0.519,0.2,41.5,0.0425
0.26,813.2,31.3,0.515,0.2,41.4,0.0384
0.27,808.9,30.9,0.513,0.2,41.1,0.0356
0.28,806.6,30,0.511,0.2,40,0.0356
0.29,804.3,29.2,0.51,0.2,39,0.0356
0.3,802,28.3,0.509,0.2,38,0.0356
0.31,801.1,27.9,0.508,0.197,37.8,0.0356
0.32,800.3,27.5,0.508,0.194,37.6,0.0356
0.33,799.4,27.1,0.507,0.191,37.4,0.0356
0.34,797.4,26.6,0.506,0.19,37.1,0.034
0.35,794.9,25.9,0.504,0.19,36.8,0.0315
0.36,792.4,25.3,0.502,0.19,36.5,0.029
0.37,789.4,24.8,0.5,0.189,36.2,0.0274
0.38,785.6,24.7,0.498,0.186,36.1,0.0274
0.39,781.8,24.5,0.495,0.183,35.9,0.0274
0.4,778,24.3,0.493,0.18,35.7,0.0274
0.41,777,24.2,0.492,0.18,35.6,0.0274
0.42,775.9,24.1,0.492,0.18,35.4,0.0274
0.43,774.9,23.9,0.491,0.18,35.3,0.0274
0.44,773.9,23.7,0.491,0.18,34.8,0.0274
0.45,773,23.3,0.49,0.18,34.3,0.0274
0.46,772.1,22.9,0.489,0.18,33.7,0.0274
0.47,769.9,22.7,0.488,0.179,33.3,0.0271
0.48,765.3,22.6,0.485,0.176,33.3,0.0263
0.49,760.6,22.6,0.482,0.173,33.3,0.0255
0.5,755.9,22.5,0.479,0.17,33.3,0.0247
0.51,754,22.3,0.478,0.17,33.1,0.0238
0.52,752.2,22.1,0.477,0.17,33,0.023
0.53,750.3,22,0.475,0.17,32.8,0.0222
0.54,744,21.9,0.471,0.17,32.8,0.0208
0.55,735.5,21.8,0.466,0.17,32.8,0.0192
0.56,726.9,21.7,0.461,0.17,32.7,0.0175
0.57,721,21.5,0.457,0.17,32.7,0.0162
0.58,720.4,20.9,0.457,0.17,32.7,0.0153
0.59,719.7,20.4,0.456,0.17,32.6,0.0145
0.6,719.1,19.8,0.456,0.17,32.6,0.0137
0.61,718.4,19.5,0.456,0.167,32.4,0.0121
0.62,717.8,19.2,0.455,0.164,32.1,0.0104
0.63,717.1,18.9,0.455,0.161,31.9,0.00877
0.64,714.5,18.7,0.453,0.16,31.5,0.00658
0.65,710.8,18.6,0.451,0.16,31,0.00411
0.66,707.1,18.4,0.449,0.16,30.5,0.00164
0.67,704,18.1,0.447,0.16,30.2,0
0.68,701.9,17.7,0.445,0.16,30,0
0.69,699.9,17.2,0.444,0.16,29.9,0
0.7,697.8,16.7,0.443,0.16,29.8,0
0.71,697,16.5,0.442,0.16,29.6,0
0.72,696.3,16.3,0.442,0.16,29.3,0
0.73,695.5,16.2,0.441,0.16,29.1,0
0.74,692.2,16.1,0.439,0.16,28.4,0
0.75,687.5,16,0.436,0.16,27.4,0
0.76,682.9,15.9,0.433,0.16,26.4,0
0.77,678.8,15.9,0.43,0.159,25.8,0
0.78,675.8,15.8,0.429,0.156,25.6,0
0.79,672.9,15.7,0.427,0.153,25.4,0
0.8,669.9,15.6,0.425,0.15,25.3,0
0.81,634.3,14.7,0.402,0.15,24.9,0
0.82,598.8,13.9,0.38,0.15,24.6,0
0.83,563.3,13,0.358,0.15,24.2,0
0.84,548.9,12.7,0.348,0.15,24.1,0
0.85,545.1,12.7,0.346,0.15,24.1,0
0.86,541.4,12.6,0.344,0.15,24,0
0.87,534.7,12.5,0.339,0.15,24,0
0.88,522,12.3,0.331,0.15,24,0
0.89,509.3,12,0.323,0.15,23.9,0
0.9,496.6,11.8,0.315,0.15,23.9,0
0.91,449.5,11,0.285,0.15,23.9,0
0.92,402.4,10.2,0.255,0.15,23.9,0
0.93,355.3,9.38,0.225,0.15,23.9,0
0.94,317.6,8.69,0.201,0.148,23.7,0
0.95,284.7,8.06,0.181,0.145,23.4,0
0.96,251.8,7.42,0.16,0.142,23.1,0
0.97,214.7,6.48,0.136,0.14,22.9,0
0.98,169.6,4.92,0.108,0.14,22.9,0
0.99,124.4,3.36,0.0789,0.14,22.8,0
1,79.19,1.8,0.0502,0.14,22.8,0
