Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3720,188,137000,25.6,1100,25.4,0.938,1.87,0.8,0.89,1,49.9,2
0.01,2880,184,135000,25.6,1100,25.4,0.936,1.87,0.659,0.87,0.976,49.6,1.96
0.02,2510,183,135000,25.6,1100,25.4,0.936,1.87,0.58,0.86,0.839,49.4,1.59
0.03,2230,182,134000,25.6,1100,25.4,0.935,1.87,0.555,0.86,0.635,49.1,1.02
0.04,2150,179,133000,25.6,1100,25.4,0.935,1.87,0.506,0.85,0.616,49,0.789
0.05,2110,179,132000,25.6,1100,25.4,0.935,1.87,0.481,0.85,0.591,48.8,0.615
0.06,2060,178,129000,25.5,1100,25.4,0.935,1.87,0.47,0.84,0.565,48.7,0.419
0.07,1820,174,128000,25.5,1100,25.4,0.935,1.87,0.46,0.84,0.52,48.5,0.352
0.08,1750,170,126000,25.5,1100,25.4,0.934,1.85,0.46,0.84,0.503,48.3,0.323
0.09,1630,169,126000,25.5,1090,25.4,0.934,1.8,0.45,0.83,0.5,48.1,0.254
0.1,1540,168,124000,25.5,1070,25.4,0.934,1.72,0.45,0.83,0.49,47.7,0.195
0.11,1460,168,123000,25.5,1040,25.4,0.934,1.6,0.44,0.82,0.48,47.5,0.161
0.12,1390,166,121000,25.5,1020,25.4,0.934,1.57,0.44,0.82,0.48,47.2,0.064
0.13,1270,166,120000,25.5,1000,25.4,0.933,1.49,0.43,0.82,0.47,47.1,0.0107
0.14,1200,163,118000,25.5,976,25.4,0.933,1.42,0.43,0.81,0.46,46.8,0
0.15,1160,162,116000,25.5,931,25.4,0.933,1.37,0.43,0.81,0.46,46.5,0
0.16,1130,157,113000,25.5,914,25.4,0.933,1.34,0.426,0.81,0.45,46.4,0
0.17,1070,154,111000,25.5,868,25.3,0.933,1.21,0.42,0.81,0.45,46.2,0
0.18,1030,151,109000,25.5,831,25.3,0.932,1.14,0.42,0.8,0.44,46,0
0.19,994,147,106000,25.5,810,25.3,0.932,1.09,0.41,0.798,0.438,45.8,0
0.2,980,145,105000,25.5,767,25.3,0.932,1.05,0.41,0.79,0.43,45.6,0
0.21,899,145,104000,25.5,746,25.3,0.931,0.95,0.41,0.79,0.43,45.6,0
0.22,879,143,101000,25.5,736,25.3,0.931,0.926,0.41,0.79,0.43,45.4,0
0.23,864,139,98900,25.5,726,25.3,0.931,0.918,0.4,0.78,0.43,45.2,0
0.24,834,135,97300,25.5,678,25.3,0.931,0.838,0.4,0.78,0.42,45.1,0
0.25,788,132,95200,25.5,663,25.3,0.93,0.815,0.4,0.78,0.42,44.8,0
0.26,765,127,91100,25.5,627,25.3,0.929,0.762,0.39,0.777,0.41,44.7,0
0.27,739,121,86200,25.5,596,25.3,0.928,0.732,0.39,0.77,0.41,44.7,0
0.28,663,117,80300,25.4,571,25.2,0.928,0.696,0.38,0.76,0.41,44.6,0
0.29,655,108,78500,25.4,522,25.2,0.927,0.617,0.38,0.76,0.41,44.4,0
0.3,648,106,77800,25.4,508,25.2,0.927,0.607,0.37,0.753,0.4,44.3,0
0.31,639,104,75900,25.4,502,25.1,0.927,0.596,0.37,0.75,0.4,44.1,0
0.32,610,98,70600,25.4,463,25.1,0.927,0.559,0.36,0.741,0.4,43.9,0
0.33,588,94.3,67600,25.4,448,25.1,0.926,0.543,0.355,0.74,0.395,43.7,0
0.34,580,92.3,65500,25.3,438,25.1,0.926,0.527,0.35,0.74,0.39,43.3,0
0.35,562,89.6,63700,25.3,426,25,0.926,0.512,0.343,0.73,0.383,42.9,0
0.36,542,86,62000,25.3,408,25,0.925,0.489,0.34,0.72,0.38,42.6,0
0.37,530,82.7,60700,25.2,388,25,0.925,0.47,0.34,0.72,0.38,42.4,0
0.38,517,81.6,59800,25.2,385,24.9,0.925,0.465,0.336,0.71,0.37,42.1,0
0.39,498,80.5,57000,25.2,377,24.9,0.924,0.455,0.33,0.71,0.37,41.9,0
0.4,468,76.3,55300,25.2,358,24.9,0.924,0.433,0.33,0.71,0.364,41.5,0
0.41,459,74.3,54100,25.2,345,24.9,0.924,0.418,0.33,0.7,0.36,41.4,0
0.42,448,72.6,51700,25.1,337,24.8,0.923,0.408,0.32,0.7,0.352,41.2,0
0.43,436,69.4,50800,25.1,322,24.8,0.923,0.391,0.32,0.69,0.35,41.1,0
0.44,430,66,48900,25.1,306,24.8,0.922,0.37,0.32,0.69,0.34,40.9,0
0.45,420,64.1,46500,25,296,24.7,0.922,0.355,0.31,0.69,0.34,40.7,0
0.46,405,61.1,43700,25,281,24.7,0.922,0.348,0.31,0.68,0.34,40.4,0
0.47,401,58.3,42600,24.9,269,24.6,0.922,0.343,0.31,0.68,0.34,40.2,0
0.48,387,56.7,41800,24.8,262,24.5,0.921,0.339,0.3,0.68,0.33,40,0
0.49,377,54.9,40300,24.8,252,24.4,0.921,0.336,0.29,0.68,0.33,39.8,0
0.5,374,53.6,39400,24.7,245,24.4,0.921,0.33,0.29,0.67,0.33,39.3,0
0.51,370,51.3,38200,24.7,236,24.4,0.92,0.327,0.29,0.67,0.32,39.1,0
0.52,358,50.2,37400,24.7,230,24.3,0.92,0.322,0.28,0.67,0.32,38.9,0
0.53,339,48.7,36200,24.6,222,24.3,0.92,0.321,0.277,0.66,0.32,38.9,0
0.54,318,47.6,35400,24.6,217,24.2,0.919,0.319,0.261,0.66,0.32,38.8,0
0.55,310,46.6,34700,24.5,209,24.2,0.919,0.317,0.26,0.66,0.31,38.7,0
0.56,303,44.2,32900,24.5,197,24.1,0.918,0.313,0.25,0.66,0.31,38.5,0
0.57,296,43.1,32000,24.4,191,24.1,0.918,0.308,0.24,0.65,0.31,38.4,0
0.58,287,42.3,31500,24.4,189,24,0.917,0.307,0.24,0.648,0.3,38.3,0
0.59,284,41.5,30600,24.3,186,23.9,0.917,0.304,0.23,0.64,0.3,37.9,0
0.6,280,40.7,30200,24.3,181,23.8,0.917,0.302,0.23,0.636,0.29,37.7,0
0.61,274,39.8,29400,24.2,178,23.8,0.916,0.299,0.23,0.63,0.29,37.4,0
0.62,269,39.1,28900,24,174,23.6,0.915,0.294,0.22,0.63,0.29,37.1,0
0.63,264,38.7,28700,24,173,23.5,0.914,0.29,0.21,0.62,0.28,36.8,0
0.64,261,37.5,27800,24,167,23.5,0.914,0.287,0.21,0.62,0.28,36.4,0
0.65,250,36.8,26800,23.9,165,23.4,0.913,0.28,0.2,0.616,0.27,36.3,0
0.66,247,36.2,26100,23.8,160,23.3,0.912,0.27,0.2,0.61,0.26,36.1,0
0.67,244,34.6,25400,23.8,155,23.2,0.911,0.268,0.2,0.605,0.26,36,0
0.68,239,33.7,24800,23.7,150,23.1,0.91,0.256,0.19,0.6,0.259,35.7,0
0.69,233,33.1,24200,23.5,148,23,0.909,0.251,0.19,0.6,0.25,35.5,0
0.7,232,32.3,23800,23.5,144,22.9,0.908,0.247,0.19,0.6,0.247,35.2,0
0.71,227,31.9,23300,23.5,142,22.9,0.906,0.239,0.18,0.59,0.24,35,0
0.72,221,31.1,22700,23.5,139,22.8,0.906,0.238,0.18,0.59,0.24,34.6,0
0.73,218,30.6,22400,23.1,137,22.4,0.905,0.233,0.17,0.59,0.23,34.5,0
0.74,216,30.2,22100,23,136,22.3,0.904,0.23,0.17,0.59,0.223,34.4,0
0.75,213,30,21900,23,135,22.2,0.903,0.228,0.16,0.58,0.22,33.8,0
0.76,210,29.4,21500,22.8,134,21.9,0.901,0.226,0.16,0.58,0.22,33.5,0
0.77,208,28.9,20900,22.7,132,21.8,0.901,0.225,0.16,0.57,0.22,33,0
0.78,206,28.6,20600,22.6,130,21.6,0.9,0.221,0.15,0.57,0.21,32.7,0
0.79,204,27.7,19900,22.5,128,21.6,0.898,0.216,0.15,0.57,0.21,31.8,0
0.8,203,27.1,19700,22.4,126,21.3,0.896,0.211,0.14,0.57,0.21,31.4,0
0.81,200,26,19000,22.2,123,21.1,0.893,0.208,0.14,0.562,0.202,30.5,0
0.82,197,25.3,18700,22.1,122,21,0.893,0.205,0.14,0.56,0.2,29.9,0
0.83,193,24.5,18100,21.9,117,20.7,0.892,0.198,0.14,0.55,0.19,28.4,0
0.84,190,24,17400,21.7,116,20.3,0.89,0.194,0.13,0.55,0.19,27.6,0
0.85,187,23.3,17000,21.7,115,20.3,0.889,0.192,0.13,0.54,0.19,26.8,0
0.86,180,22.6,16700,21.5,112,20.1,0.888,0.187,0.13,0.54,0.19,25.1,0
0.87,177,21.8,16100,21.3,109,19.8,0.883,0.183,0.12,0.53,0.18,23,0
0.88,172,21,15300,20.9,106,19.3,0.846,0.176,0.12,0.52,0.18,22.4,0
0.89,168,20.2,14800,20.7,103,19.1,0.754,0.175,0.11,0.52,0.18,21.9,0
0.9,166,19.6,14500,20.4,98.1,18.6,0.722,0.161,0.11,0.51,0.17,21,0
0.91,158,18.8,13900,20.1,94.9,18.4,0.686,0.155,0.11,0.5,0.17,19.7,0
0.92,155,17.5,13000,19.7,89.7,17.9,0.625,0.145,0.11,0.497,0.16,18.8,0
0.93,148,15.5,11500,19.5,86.4,17.7,0.603,0.141,0.101,0.48,0.16,17.3,0
0.94,143,12.9,9350,18.9,78.2,17,0.508,0.129,0.0931,0.435,0.16,15.2,0
0.95,138,8.13,6040,18.7,71.3,16.8,0.408,0.117,0.086,0.41,0.15,13.7,0
0.96,129,5.98,4400,18.6,62.6,16.7,0.292,0.103,0.0834,0.384,0.15,9.68,0
0.97,120,2.71,2000,18.4,44.6,16.5,0.144,0.0946,0.0818,0.365,0.14,6.08,0
0.98,111,0,0,17.7,21.3,15.8,0,0.0795,0.081,0.161,0.14,0,0
0.99,92.9,0,0,16.8,1.97,14.9,0,0.0713,0.076,0.0212,0.13,0,0
1,71,0,0,14.9,0,13,0,0.0708,0.071,0,0.11,0,0
