Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,4100,193,142000,25.6,1100,25.4,0.937,1.87,0.81,0.88,1,50.2,1
0.01,3300,187,137000,25.6,1100,25.4,0.936,1.87,0.617,0.87,0.804,49.6,1
0.02,2810,183,136000,25.6,1100,25.4,0.936,1.87,0.54,0.868,0.75,49.5,0.955
0.03,2570,181,134000,25.6,1100,25.4,0.935,1.87,0.512,0.86,0.682,49.2,0.767
0.04,2520,180,133000,25.6,1100,25.4,0.935,1.87,0.48,0.86,0.623,49.1,0.5
0.05,2410,179,132000,25.6,1100,25.4,0.935,1.87,0.47,0.86,0.59,48.7,0.356
0.06,2290,177,129000,25.5,1100,25.4,0.935,1.87,0.46,0.85,0.57,48.7,0.328
0.07,2140,174,128000,25.5,1100,25.4,0.935,1.87,0.45,0.84,0.56,48.6,0.266
0.08,1990,172,127000,25.5,1100,25.4,0.934,1.87,0.45,0.84,0.543,48.4,0.226
0.09,1930,171,124000,25.5,1100,25.4,0.934,1.86,0.44,0.837,0.53,48.1,0.133
0.1,1810,170,123000,25.5,1100,25.4,0.934,1.85,0.44,0.83,0.52,47.7,0.0978
0.11,1700,167,122000,25.5,1100,25.4,0.934,1.8,0.44,0.83,0.5,47.5,0.0656
0.12,1600,167,121000,25.5,1080,25.4,0.934,1.75,0.44,0.82,0.47,47.4,0
0.13,1490,166,120000,25.5,1070,25.4,0.934,1.72,0.43,0.82,0.47,47.3,0
0.14,1430,164,119000,25.5,1060,25.4,0.934,1.66,0.43,0.81,0.46,47,0
0.15,1380,162,118000,25.5,1030,25.3,0.933,1.6,0.43,0.81,0.451,46.9,0
0.16,1280,160,116000,25.5,991,25.3,0.933,1.5,0.43,0.8,0.45,46.7,0
0.17,1230,159,115000,25.5,956,25.3,0.933,1.43,0.42,0.8,0.45,46.2,0
0.18,1190,157,114000,25.5,937,25.3,0.933,1.39,0.42,0.8,0.444,45.8,0
0.19,1170,156,113000,25.5,909,25.3,0.933,1.33,0.41,0.79,0.44,45.6,0
0.2,1100,155,112000,25.5,876,25.3,0.932,1.22,0.41,0.79,0.44,45.4,0
0.21,1050,153,110000,25.5,852,25.3,0.932,1.19,0.4,0.79,0.44,45.4,0
0.22,1000,152,109000,25.5,827,25.3,0.932,1.11,0.4,0.78,0.43,45.2,0
0.23,982,150,107000,25.5,810,25.3,0.932,1.05,0.39,0.78,0.43,45.1,0
0.24,958,148,104000,25.5,797,25.3,0.931,1.05,0.39,0.77,0.43,44.9,0
0.25,913,139,99600,25.5,782,25.2,0.931,0.998,0.39,0.77,0.43,44.8,0
0.26,892,135,97400,25.4,744,25.2,0.93,0.944,0.387,0.77,0.42,44.7,0
0.27,832,132,96200,25.4,678,25.2,0.93,0.844,0.38,0.76,0.42,44.6,0
0.28,774,130,93100,25.4,650,25.1,0.929,0.803,0.38,0.76,0.42,44.5,0
0.29,748,126,90300,25.4,623,25.1,0.929,0.765,0.37,0.759,0.41,44.4,0
0.3,720,119,85000,25.4,592,25.1,0.928,0.724,0.36,0.75,0.41,44.2,0
0.31,694,116,82300,25.4,559,25.1,0.928,0.676,0.36,0.75,0.4,43.7,0
0.32,681,112,80500,25.3,545,25.1,0.927,0.665,0.35,0.74,0.4,42.9,0
0.33,668,109,76800,25.3,522,25,0.927,0.631,0.35,0.73,0.39,42.7,0
0.34,635,104,75500,25.3,497,25,0.926,0.6,0.35,0.73,0.39,42.5,0
0.35,621,102,73000,25.2,488,25,0.926,0.594,0.34,0.73,0.39,42.5,0
0.36,612,99.2,71600,25.2,478,24.9,0.925,0.577,0.34,0.72,0.39,42.3,0
0.37,605,96.2,68900,25.2,461,24.9,0.925,0.557,0.33,0.72,0.38,42,0
0.38,585,91.8,64900,25.2,433,24.9,0.925,0.516,0.33,0.72,0.38,41.7,0
0.39,558,85.8,63000,25.1,407,24.8,0.924,0.491,0.33,0.71,0.37,41.5,0
0.4,537,82.6,60600,25.1,392,24.8,0.924,0.472,0.32,0.71,0.37,40.9,0
0.41,513,80.6,60000,25.1,376,24.8,0.924,0.459,0.32,0.7,0.36,40.8,0
0.42,491,77.5,57300,25.1,364,24.8,0.923,0.437,0.32,0.7,0.36,40.5,0
0.43,462,74,54100,25,347,24.7,0.923,0.421,0.31,0.69,0.356,40.4,0
0.44,455,71.6,51800,25,332,24.7,0.922,0.403,0.31,0.69,0.35,40.3,0
0.45,445,69.3,50600,25,321,24.7,0.922,0.394,0.3,0.69,0.35,39.8,0
0.46,436,68.8,49500,24.9,317,24.6,0.922,0.382,0.29,0.68,0.34,39.6,0
0.47,427,65.7,48600,24.8,303,24.5,0.921,0.377,0.29,0.68,0.34,39.4,0
0.48,422,63.1,46900,24.7,290,24.4,0.921,0.355,0.287,0.677,0.337,39.3,0
0.49,415,59.9,44000,24.7,276,24.4,0.921,0.347,0.28,0.67,0.33,39.2,0
0.5,400,57.2,42400,24.6,266,24.3,0.921,0.342,0.28,0.67,0.33,39,0
0.51,382,53.7,39900,24.5,245,24.2,0.92,0.338,0.27,0.67,0.33,38.9,0
0.52,373,51.6,38400,24.5,235,24.1,0.92,0.331,0.27,0.663,0.323,38.6,0
0.53,355,50.2,37100,24.5,228,24.1,0.92,0.326,0.26,0.66,0.32,38.5,0
0.54,342,49.3,36500,24.4,224,24.1,0.919,0.324,0.25,0.66,0.32,38.4,0
0.55,322,48.3,35600,24.4,220,24,0.919,0.322,0.25,0.65,0.31,38.3,0
0.56,317,47,35000,24.4,211,24,0.919,0.319,0.24,0.65,0.31,38.1,0
