Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,888.5,33,0.564,0.42,44.1,0.573
0.01,884.1,32.6,0.561,0.393,44,0.555
0.02,879.7,32.3,0.558,0.366,43.9,0.536
0.03,875.3,31.9,0.555,0.339,43.7,0.518
0.04,869,31.8,0.551,0.324,43.6,0.443
0.05,861.8,31.8,0.546,0.315,43.5,0.338
0.06,854.6,31.7,0.542,0.306,43.3,0.234
0.07,848.6,31.7,0.538,0.297,43.2,0.163
0.08,845,31.7,0.536,0.288,43.2,0.159
0.09,841.3,31.6,0.533,0.279,43.1,0.155
0.1,837.7,31.6,0.531,0.27,43.1,0.151
0.11,835.2,31.6,0.529,0.267,43,0.148
0.12,832.6,31.5,0.528,0.264,43,0.146
0.13,830.1,31.5,0.527,0.261,42.9,0.143
0.14,829,31.2,0.526,0.258,42.8,0.135
0.15,828.7,30.9,0.526,0.255,42.6,0.125
0.16,828.4,30.5,0.525,0.252,42.5,0.114
0.17,828.1,30.1,0.525,0.247,42.4,0.103
0.18,827.8,30,0.525,0.238,42.3,0.0926
0.19,827.5,29.8,0.525,0.229,42.2,0.0819
0.2,827.2,29.6,0.525,0.22,42.1,0.0712
0.21,825.9,29.6,0.524,0.22,42.1,0.0663
0.22,824.7,29.6,0.523,0.22,42,0.0614
0.23,823.4,29.6,0.522,0.22,42,0.0564
0.24,818.4,29.4,0.519,0.218,41.9,0.0532
0.25,811.5,29.2,0.514,0.215,41.9,0.0507
0.26,804.7,29,0.51,0.212,41.8,0.0482
0.27,799.2,28.5,0.506,0.209,41.6,0.046
0.28,796.3,27.6,0.505,0.206,41.1,0.0444
0.29,793.5,26.8,0.503,0.203,40.7,0.0427
0.3,790.7,25.9,0.501,0.2,40.3,0.0411
0.31,789.3,25.4,0.5,0.2,40,0.0386
0.32,787.9,24.9,0.499,0.2,39.7,0.0362
0.33,786.5,24.5,0.498,0.2,39.4,0.0337
0.34,785.3,24.2,0.498,0.198,38.8,0.0307
0.35,784.1,24.1,0.497,0.195,38.1,0.0274
0.36,783,24.1,0.496,0.192,37.4,0.0241
0.37,781.2,23.9,0.495,0.19,36.8,0.0216
0.38,777.9,23.6,0.493,0.19,36.7,0.0208
0.39,774.5,23.3,0.491,0.19,36.5,0.02
0.4,771.2,23,0.489,0.19,36.4,0.0192
0.41,768,22.7,0.487,0.187,36.2,0.0184
0.42,764.8,22.5,0.485,0.184,35.9,0.0175
0.43,761.7,22.2,0.483,0.181,35.7,0.0167
0.44,759.8,22,0.482,0.18,35.6,0.0164
0.45,758.7,21.9,0.481,0.18,35.5,0.0164
0.46,757.6,21.7,0.48,0.18,35.4,0.0164
0.47,756.1,21.6,0.479,0.18,35.4,0.0164
0.48,753.9,21.5,0.478,0.18,35.3,0.0164
0.49,751.8,21.5,0.476,0.18,35.2,0.0164
0.5,749.6,21.4,0.475,0.18,35.1,0.0164
0.51,743.8,21.2,0.471,0.18,35,0.0148
0.52,738.1,21,0.468,0.18,35,0.0132
0.53,732.3,20.9,0.464,0.18,34.9,0.0115
0.54,728,20.7,0.462,0.178,34.6,0.00877
0.55,724.4,20.6,0.46,0.175,34.2,0.00548
0.56,720.8,20.6,0.457,0.172,33.8,0.00219
0.57,718.2,20.3,0.456,0.17,33.4,0
0.58,717.4,19.6,0.455,0.17,33.3,0
0.59,716.7,18.9,0.455,0.17,33.1,0
0.6,716,18.2,0.454,0.17,32.9,0
0.61,712.3,18.1,0.452,0.17,32.6,0
0.62,708.7,18,0.449,0.17,32.3,0
0.63,705,17.9,0.447,0.17,32,0
0.64,697.7,17.5,0.442,0.168,31.9,0
0.65,688.5,17,0.436,0.165,31.9,0
0.66,679.3,16.5,0.431,0.162,31.8,0
0.67,672.9,16.1,0.427,0.16,31.7,0
0.68,671.9,15.9,0.426,0.16,31.6,0
0.69,671,15.8,0.426,0.16,31.4,0
0.7,670,15.6,0.425,0.16,31.2,0
0.71,663.6,15.5,0.421,0.16,31.1,0
0.72,657.2,15.5,0.417,0.16,31,0
0.73,650.7,15.4,0.412,0.16,30.9,0
0.74,648.3,15.4,0.411,0.16,30.5,0
0.75,647.8,15.4,0.41,0.16,29.8,0
0.76,647.3,15.4,0.41,0.16,29.1,0
0.77,646.3,15.3,0.41,0.16,28.6,0
0.78,644.1,15,0.408,0.16,28.3,0
0.79,641.9,14.8,0.407,0.16,28,0
0.8,639.7,14.5,0.406,0.16,27.7,0
0.81,609.5,13.9,0.387,0.16,27.2,0
0.82,579.4,13.3,0.368,0.16,26.8,0
0.83,549.3,12.7,0.348,0.16,26.4,0
0.84,529.9,12.3,0.336,0.16,26.2,0
0.85,515.9,12.1,0.327,0.16,26.2,0
0.86,501.9,11.9,0.318,0.16,26.2,0
0.87,491.3,11.7,0.311,0.16,26.2,0
0.88,487.5,11.6,0.309,0.16,26.1,0
0.89,483.7,11.6,0.306,0.16,26,0
0.9,479.9,11.5,0.304,0.16,25.9,0
0.91,428.6,10.7,0.272,0.157,25.7,0
0.92,377.4,9.8,0.239,0.154,25.5,0
0.93,326.1,8.95,0.207,0.151,25.4,0
0.94,290.6,8.3,0.184,0.15,25.3,0
0.95,262.9,7.74,0.167,0.15,25.2,0
0.96,235.2,7.18,0.149,0.15,25.1,0
0.97,202.6,6.3,0.128,0.15,25,0
0.98,160.2,4.78,0.101,0.15,24.7,0
0.99,117.7,3.26,0.0745,0.15,24.4,0
1,75.19,1.74,0.0477,0.15,24.1,0
