Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,5300,188,140000,25.6,1100,25.4,0.938,1.87,0.76,0.88,1,50,2
0.01,4000,181,134000,25.6,1100,25.4,0.936,1.87,0.575,0.87,0.794,49.6,1.37
0.02,3600,180,134000,25.6,1100,25.4,0.936,1.87,0.496,0.87,0.73,49.4,0.564
0.03,3440,179,133000,25.6,1100,25.4,0.935,1.87,0.46,0.86,0.692,49.1,0.39
0.04,3290,178,131000,25.6,1100,25.4,0.935,1.87,0.46,0.86,0.686,49,0.333
0.05,2930,176,128000,25.6,1100,25.4,0.935,1.87,0.46,0.86,0.67,48.8,0.26
0.06,2810,176,127000,25.5,1100,25.4,0.935,1.87,0.45,0.85,0.63,48.5,0.226
0.07,2680,175,126000,25.5,1100,25.4,0.934,1.87,0.45,0.84,0.619,48.3,0.194
0.08,2580,173,126000,25.5,1100,25.4,0.934,1.87,0.443,0.833,0.61,48.2,0.161
0.09,2410,171,124000,25.5,1100,25.4,0.934,1.87,0.44,0.83,0.58,48,0.132
0.1,2310,170,122000,25.5,1100,25.4,0.934,1.87,0.44,0.83,0.561,47.5,0.0667
0.11,2130,168,122000,25.5,1100,25.4,0.934,1.87,0.44,0.82,0.54,47.2,0
0.12,1990,167,121000,25.5,1100,25.4,0.933,1.86,0.43,0.81,0.519,46.9,0
0.13,1860,165,120000,25.5,1100,25.4,0.933,1.84,0.43,0.81,0.51,46.8,0
0.14,1800,164,119000,25.5,1080,25.3,0.933,1.8,0.43,0.8,0.47,46.7,0
0.15,1690,163,118000,25.5,1080,25.3,0.933,1.75,0.42,0.79,0.46,46.4,0
0.16,1620,161,117000,25.5,1060,25.3,0.933,1.73,0.42,0.79,0.46,46.3,0
0.17,1520,159,116000,25.5,1060,25.3,0.933,1.7,0.42,0.79,0.46,46,0
0.18,1480,156,115000,25.5,1030,25.3,0.932,1.63,0.41,0.78,0.45,45.7,0
0.19,1420,154,112000,25.5,1000,25.3,0.932,1.56,0.41,0.77,0.45,45.6,0
