Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,891.8,40.7,0.566,0.39,43.8,0.288
0.01,884.3,40.6,0.561,0.378,43.7,0.283
0.02,876.9,40.5,0.556,0.366,43.7,0.278
0.03,869.4,40.3,0.552,0.354,43.6,0.273
0.04,859.4,40.2,0.545,0.334,43.2,0.238
0.05,848.3,40,0.538,0.31,42.7,0.188
0.06,837.1,39.7,0.531,0.286,42.1,0.138
0.07,829.3,39.6,0.526,0.266,41.7,0.101
0.08,828.5,39.4,0.525,0.254,41.7,0.0899
0.09,827.7,39.3,0.525,0.242,41.6,0.0792
0.1,826.9,39.2,0.524,0.23,41.6,0.0685
0.11,825,39,0.523,0.227,41.5,0.0685
0.12,823.1,38.8,0.522,0.224,41.5,0.0685
0.13,821.1,38.6,0.52,0.221,41.4,0.0685
0.14,819.7,38.4,0.52,0.22,41,0.0641
0.15,818.6,38.4,0.519,0.22,40.5,0.0575
0.16,817.5,38.3,0.518,0.22,39.9,0.051
0.17,816.2,38.1,0.518,0.218,39.4,0.0463
0.18,814.8,37.7,0.517,0.212,38.9,0.0455
0.19,813.4,37.4,0.516,0.206,38.5,0.0447
0.2,812,37,0.515,0.2,38.1,0.0438
0.21,811.5,37,0.515,0.197,38,0.0414
0.22,810.9,36.9,0.514,0.194,37.9,0.0389
0.23,810.4,36.9,0.514,0.191,37.8,0.0364
0.24,809,36.2,0.513,0.188,37.6,0.0351
0.25,807.1,35.1,0.512,0.185,37.3,0.0342
0.26,805.2,34,0.511,0.182,36.9,0.0334
0.27,802.9,33.2,0.509,0.18,36.7,0.0321
0.28,799.7,32.9,0.507,0.18,36.6,0.0296
0.29,796.4,32.5,0.505,0.18,36.6,0.0271
0.3,793.2,32.2,0.503,0.18,36.5,0.0247
0.31,791.3,31.8,0.502,0.18,35.7,0.0247
0.32,789.4,31.3,0.501,0.18,34.9,0.0247
0.33,787.5,30.8,0.499,0.18,34.1,0.0247
0.34,785.7,30.6,0.498,0.18,33.6,0.0241
0.35,784,30.4,0.497,0.18,33.2,0.0233
0.36,782.2,30.1,0.496,0.18,32.8,0.0225
0.37,780.1,29.9,0.494,0.18,32.5,0.0219
0.38,777.4,29.5,0.493,0.18,32,0.0219
0.39,774.6,29.1,0.491,0.18,31.6,0.0219
0.4,771.9,28.7,0.49,0.18,31.1,0.0219
0.41,771.1,28.6,0.489,0.177,31.1,0.0211
0.42,770.4,28.4,0.489,0.174,31,0.0203
0.43,769.6,28.3,0.488,0.171,31,0.0195
0.44,764.7,27.7,0.485,0.17,31,0.0192
0.45,757.6,27,0.48,0.17,30.9,0.0192
0.46,750.5,26.4,0.476,0.17,30.9,0.0192
0.47,744.9,25.9,0.472,0.169,30.8,0.0192
0.48,742,25.7,0.471,0.166,30.6,0.0192
0.49,739.2,25.6,0.469,0.163,30.4,0.0192
0.5,736.4,25.5,0.467,0.16,30.2,0.0192
0.51,734.6,25.5,0.466,0.16,29.8,0.0192
0.52,732.9,25.4,0.465,0.16,29.4,0.0192
0.53,731.1,25.4,0.463,0.16,28.9,0.0192
0.54,730.1,25.4,0.463,0.16,28.7,0.0186
0.55,729.5,25.3,0.463,0.16,28.6,0.0178
0.56,729,25.3,0.462,0.16,28.6,0.017
0.57,728,25.1,0.462,0.16,28.4,0.0159
0.58,726,24.4,0.46,0.16,28.3,0.0142
0.59,724.1,23.7,0.459,0.16,28.1,0.0126
0.6,722.1,23,0.458,0.16,27.9,0.011
0.61,722.1,22.9,0.458,0.16,27.6,0.0101
0.62,722,22.8,0.458,0.16,27.2,0.00932
0.63,722,22.6,0.458,0.16,26.9,0.00849
0.64,720.8,22.4,0.457,0.16,26.5,0.00658
0.65,719,22.1,0.456,0.16,26.1,0.00411
0.66,717.3,21.8,0.455,0.16,25.8,0.00164
0.67,716.1,21.4,0.454,0.159,25.4,0
0.68,716,20.9,0.454,0.156,25.1,0
0.69,715.9,20.3,0.454,0.153,24.7,0
0.7,715.8,19.8,0.454,0.15,24.4,0
0.71,715.4,19.6,0.454,0.15,24.1,0
0.72,715,19.4,0.453,0.15,23.9,0
0.73,714.6,19.2,0.453,0.15,23.6,0
0.74,711.5,18.7,0.451,0.15,23.5,0
0.75,707,18,0.449,0.15,23.4,0
0.76,702.6,17.3,0.446,0.15,23.3,0
0.77,699.5,16.9,0.444,0.15,23.2,0
0.78,699.2,16.9,0.444,0.15,22.7,0
0.79,699,16.8,0.443,0.15,22.3,0
0.8,698.7,16.8,0.443,0.15,21.9,0
0.81,677,16,0.429,0.147,21.8,0
0.82,655.3,15.3,0.415,0.144,21.8,0
0.83,633.6,14.6,0.402,0.141,21.7,0
0.84,619,14.2,0.392,0.14,21.6,0
0.85,607.8,14.1,0.386,0.14,21.4,0
0.86,596.6,14,0.379,0.14,21.3,0
0.87,588.3,13.9,0.373,0.139,21.1,0
0.88,585.6,13.7,0.372,0.136,20.7,0
0.89,582.8,13.6,0.37,0.133,20.3,0
0.9,580.1,13.5,0.368,0.13,19.9,0
0.91,530.6,12.6,0.336,0.13,19.8,0
0.92,481.2,11.7,0.305,0.13,19.8,0
0.93,431.7,10.8,0.273,0.13,19.7,0
0.94,381.9,9.87,0.242,0.13,19.5,0
0.95,332.1,8.94,0.211,0.13,19.3,0
0.96,282.2,8,0.179,0.13,19,0
0.97,231.2,6.82,0.147,0.13,18.7,0
0.98,178.1,5.18,0.113,0.13,18.4,0
0.99,124.9,3.54,0.0793,0.13,18,0
1,71.8,1.9,0.0455,0.13,17.7,0
