WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,715.8,192.8,18.22,109.2,1303,154.8,3719,30.7,4.46,15.6,0.237,0.0588,0.481,0,0,0,0,0,0,0.454,0.33,0.09,0.16,0.17,0,0,0,15.1,0.15,0.51,0.49,23.3
1993,365,699.6,192.8,17.25,79.86,535,149,1625,16.9,3.44,12.8,0.278,0.0985,0.519,0,0,0,0,0,0,0.444,0.18,0.11,0.21,0.5,0,0,0,4.1,0.2,0.76,0.24,41.4
1994,365,248.9,93.75,0,28.41,233.8,83.13,542.8,7.37,2.87,4.37,0.45,0.197,0.866,55,44,0,0.15,0.12,0,0.158,0,0,0.18,0.67,0.15,99,0.27123287671232876,3,0.39,0.59,0.41,33.8
1995,366,415.2,175.5,0,47.26,332.9,69.46,1045,10.5,2.87,7.52,0.394,0.108,0.749,54,51,0,0.15,0.14,0,0.263,0.071,0.093,0.19,0.5,0.15,105,0.2876712328767123,2.98,0.27,0.72,0.28,39.5
1996,365,722,192.8,0,82.42,629.2,106.8,2270,19.8,3.62,13.9,0.289,0.0652,0.542,0,25,0,0,0.068,0,0.458,0.26,0.11,0.14,0.48,0,25,0.0684931506849315,5.9,0.18,0.7,0.3,36.5
1997,365,728.6,192.8,0,83.18,605.4,172.1,2040,19.1,3.42,13.7,0.262,0.0726,0.468,0,6,0,0,0.016,0,0.462,0.2,0.16,0.18,0.47,0,6,0.01643835616438356,5.4,0.18,0.72,0.28,38.1
1998,365,820.5,192.8,19.72,93.67,1021,150,3773,32.2,4.94,17.3,0.251,0.0616,0.515,0,0,0,0,0,0,0.52,0.36,0.077,0.16,0.4,0,0,0,14.9,0.15,0.54,0.46,25.5
1999,366,730.5,192.8,0,83.16,950.2,194.3,3799,30,4.84,15.4,0.271,0.0433,0.541,0,16,0,0,0.044,0,0.463,0.27,0.12,0.17,0.44,0,16,0.043835616438356165,14.6,0.16,0.51,0.49,24.4
2000,365,816.7,192.8,0,93.23,1221,197.3,4243,38.5,5.41,18.1,0.246,0.0642,0.508,0,9,0,0,0.025,0,0.518,0.36,0.11,0.2,0.34,0,9,0.024657534246575342,20.4,0.14,0.47,0.53,21.2
2001,365,626.4,192.8,0,71.51,454.3,143.1,1292,14.3,3.19,11.1,0.286,0.0967,0.503,0,3,0,0,0.0082,0,0.397,0.11,0.15,0.18,0.56,0,3,0.00821917808219178,3.2,0.22,0.78,0.22,43.8
2002,365,716.1,192.8,14.34,81.74,730.4,119.3,2969,23,4.23,14.1,0.288,0.0499,0.507,0,0,0,0,0,0,0.454,0.24,0.13,0.18,0.46,0,0,0,8.9,0.18,0.61,0.39,31.1
2003,366,714.5,192.8,0,81.34,1275,203.6,5598,40.3,5.29,16.7,0.254,0.0397,0.477,0,0,12,0,0,0.033,0.453,0.33,0.09,0.16,0.43,0,12,0.03287671232876712,23.6,0.13,0.41,0.59,17.7
2004,365,580.1,192.8,0,66.22,440.7,143.7,1536,13.9,3.1,10.4,0.288,0.0822,0.501,0,17,0,0,0.047,0,0.368,0.1,0.085,0.29,0.53,0,17,0.04657534246575343,3.5,0.22,0.75,0.25,41.7
2005,365,736.4,192.8,0,84.06,718,111.2,2412,22.6,4.01,14.5,0.277,0.0835,0.523,0,8,0,0,0.022,0,0.467,0.26,0.1,0.18,0.45,0,8,0.021917808219178082,8.1,0.18,0.64,0.36,32.6
2006,365,812,192.8,0,92.7,1175,180.6,3499,37,5.38,17.9,0.251,0.07,0.527,0,7,0,0,0.019,0,0.515,0.37,0.085,0.16,0.38,0,7,0.019178082191780823,19.1,0.15,0.48,0.52,21.9
2007,366,786.9,192.8,0,89.59,804.5,189.6,2390,25.4,3.99,15.7,0.253,0.0697,0.48,0,7,0,0,0.019,0,0.499,0.28,0.12,0.18,0.42,0,7,0.019178082191780823,9.7,0.16,0.62,0.38,31
2008,365,722.1,192.8,18.59,82.44,819.9,156.3,3427,25.9,4.26,14.5,0.263,0.0507,0.526,0,0,0,0,0,0,0.458,0.24,0.12,0.18,0.46,0,0,0,11.4,0.16,0.56,0.44,27.9
2009,365,810.2,192.8,0,92.49,1290,179.8,4230,40.7,5.46,18.3,0.239,0.0678,0.501,0,7,0,0,0.019,0,0.514,0.38,0.09,0.18,0.35,0,7,0.019178082191780823,22.4,0.13,0.45,0.55,19.9
2010,365,866.9,192.8,25.74,98.96,1171,211.5,3899,36.9,5.38,18.7,0.248,0.0599,0.5,0,0,0,0,0,0,0.55,0.39,0.099,0.17,0.34,0,0,0,18.2,0.15,0.51,0.49,23.5
2011,366,698.7,192.8,0,79.55,530,156.5,1650,16.8,3.2,12.8,0.26,0.0897,0.493,0,13,0,0,0.036,0,0.443,0.17,0.15,0.2,0.48,0,13,0.03561643835616438,4,0.19,0.76,0.24,41.6
2012,365,769.4,192.8,0,87.83,809.5,134.9,3115,25.5,4.09,15.5,0.26,0.0661,0.555,0,4,0,0,0.011,0,0.488,0.29,0.13,0.14,0.44,0,4,0.010958904109589041,10,0.16,0.61,0.39,30.2
2013,365,826.9,192.8,20.62,94.4,908.6,165,2941,28.7,4.6,16.8,0.256,0.0738,0.523,0,0,0,0,0,0,0.524,0.35,0.1,0.15,0.4,0,0,0,11.9,0.16,0.59,0.41,28.8
2014,365,793.2,192.8,0,90.55,683.5,174,1997,21.6,3.89,15.3,0.27,0.0741,0.52,0,8,0,0,0.022,0,0.503,0.3,0.099,0.15,0.45,0,8,0.021917808219178082,6.3,0.18,0.71,0.29,36.7
2015,366,781,192.8,18.93,88.91,801.3,158.2,2745,25.3,4.27,15.6,0.258,0.0776,0.524,0,0,0,0,0,0,0.495,0.29,0.099,0.18,0.43,0,0,0,9.7,0.17,0.62,0.38,30.9
2016,365,771.9,192.8,0,88.11,1242,170.8,4705,39.2,5.21,17.3,0.244,0.0418,0.516,0,9,0,0,0.025,0,0.49,0.35,0.088,0.21,0.36,0,9,0.024657534246575342,21.9,0.13,0.44,0.56,19.7
2017,365,829.6,192.8,25.12,94.71,1210,222.2,4154,38.2,5.4,18.2,0.242,0.0622,0.492,0,0,0,0,0,0,0.526,0.36,0.085,0.23,0.32,0,0,0,20,0.14,0.48,0.52,21.7
2018,365,589.2,167,0,67.27,427.4,121.5,989.6,13.5,3.13,10.3,0.298,0.12,0.592,1,24,0,0.0027,0.066,0,0.374,0.066,0.21,0.17,0.56,0.0027,25,0.0684931506849315,3.2,0.23,0.76,0.24,43.6
2019,366,745.8,192.8,0,84.91,1253,98.57,4927,39.6,5.21,17.2,0.268,0.0502,0.523,12,26,0,0.033,0.071,0,0.473,0.37,0.074,0.17,0.36,0.033,38,0.10410958904109589,22.4,0.13,0.43,0.57,18.8
2020,365,891.8,192.8,24.65,101.8,1054,206.6,3260,33.3,5.23,18.6,0.252,0.0668,0.505,0,0,0,0,0,0,0.566,0.38,0.1,0.18,0.34,0,0,0,14.7,0.16,0.56,0.44,26.8
2021,365,804,192.8,25.55,91.78,894.2,206.6,3054,28.2,4.74,16.3,0.262,0.0628,0.499,0,0,0,0,0,0,0.51,0.31,0.093,0.18,0.42,0,0,0,11.9,0.17,0.58,0.42,28.5
2022,92,71.8,54.57,0,32.52,238.7,200.6,308,1.9,0.674,1.22,0.366,0.192,0.484,0,7,0,0,0.019,0,0.0455,0,0,0.025,0.23,0,7,0.019178082191780823,0.68,0.35,0.64,0.36,37.8
