WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1924,365,848.2,194.6,0,96.83,992.1,111.4,3452,31.3,4.47,17.9,0.246,0.053,0.531,0,20,0,0,0.055,0,0.538,0.41,0.06,0.1,0.42,0,20,0.0547945205479452,13.4,0.14,0.57,0.43,27.1
1925,365,787.8,198.1,0,89.93,1112,158.5,4501,35.1,4.69,16.9,0.234,0.0407,0.571,0,2,0,0,0.0055,0,0.5,0.33,0.09,0.23,0.35,0,2,0.005479452054794521,18.2,0.13,0.48,0.52,22.4
1926,365,871.9,195.7,0,99.54,990.4,192.9,3313,31.2,4.9,18.2,0.253,0.0655,0.498,0,18,0,0,0.049,0,0.553,0.39,0.068,0.18,0.36,0,18,0.049315068493150684,13,0.16,0.58,0.42,27.9
1927,366,848.5,194.9,23.61,96.6,848.1,179.8,2261,26.8,4.37,16.9,0.247,0.0655,0.472,0,0,0,0,0,0,0.538,0.32,0.12,0.18,0.39,0,0,0,9.9,0.16,0.63,0.37,31.7
1928,365,762.5,197.2,24.43,87.04,564.5,195.2,1589,17.8,3.48,13.8,0.257,0.0931,0.499,0,0,0,0,0,0,0.484,0.18,0.18,0.23,0.41,0,0,0,4,0.2,0.78,0.22,42.8
1929,365,888.5,197.5,25.76,101.4,720.2,188.7,2188,22.7,4.37,16.6,0.252,0.0878,0.456,0,0,0,0,0,0,0.563,0.25,0.21,0.24,0.3,0,0,0,6.1,0.19,0.73,0.27,39.1
1930,365,824.3,196.9,0,94.1,942.6,201.2,3356,29.7,4.92,16.8,0.259,0.054,0.565,0,7,0,0,0.019,0,0.523,0.29,0.13,0.28,0.3,0,7,0.019178082191780823,12.9,0.17,0.57,0.43,27.8
1931,366,918,195.9,30.86,104.5,1065,236.2,3803,33.7,5.29,18.9,0.252,0.0628,0.479,0,0,0,0,0,0,0.582,0.39,0.11,0.2,0.3,0,0,0,14.8,0.16,0.56,0.44,27.2
1932,365,768.1,198.1,0,87.68,583.1,188.7,1617,18.4,3.48,14.2,0.262,0.0892,0.497,0,20,0,0,0.055,0,0.487,0.24,0.14,0.21,0.41,0,20,0.0547945205479452,4.2,0.19,0.77,0.23,41.7
1933,365,802.4,198.1,0,91.6,1218,158.5,5589,38.4,5.18,17.7,0.241,0.0428,0.507,0,0,4,0,0,0.011,0.509,0.33,0.15,0.21,0.32,0,4,0.010958904109589041,20.7,0.13,0.46,0.54,20.9
1934,365,876.1,195.2,0,100,952.3,178.3,3279,30,4.82,17.8,0.258,0.0716,0.522,0,10,0,0,0.027,0,0.556,0.35,0.12,0.21,0.33,0,10,0.0273972602739726,12.2,0.16,0.59,0.41,29.2
1935,366,826.1,195.7,0,94.04,809.1,189.2,2497,25.6,4.25,16.4,0.25,0.0624,0.491,0,14,0,0,0.038,0,0.524,0.3,0.12,0.24,0.35,0,14,0.038356164383561646,9.2,0.17,0.64,0.36,32.3
1936,365,847.9,195.9,0,96.79,1197,201.2,3600,37.7,5.58,18.7,0.258,0.0502,0.544,0,14,0,0,0.038,0,0.538,0.39,0.074,0.22,0.31,0,14,0.038356164383561646,19,0.15,0.5,0.5,22.5
1937,365,858,196,26.97,97.95,828.5,224.7,3228,26.1,4.41,16.7,0.262,0.0459,0.551,0,0,0,0,0,0,0.544,0.31,0.13,0.25,0.31,0,0,0,9.4,0.17,0.64,0.36,32.9
1938,365,845.2,195.9,26.17,96.48,879.3,220.5,2873,27.7,4.55,16.8,0.258,0.0701,0.5,0,0,0,0,0,0,0.536,0.32,0.11,0.24,0.33,0,0,0,10.9,0.16,0.61,0.39,30.5
1939,366,911.8,195.9,26.18,103.8,1342,214.8,5260,42.4,5.92,19.9,0.25,0.0467,0.538,0,0,0,0,0,0,0.578,0.43,0.11,0.21,0.25,0,0,0,22.5,0.14,0.47,0.53,21.5
1940,365,889.3,195.9,23.49,101.5,956.8,224.7,3356,30.2,4.7,18,0.244,0.0545,0.525,0,0,0,0,0,0,0.564,0.37,0.066,0.26,0.3,0,0,0,12.2,0.16,0.6,0.4,29.4
1941,365,771.7,197.2,0,88.09,649.5,189.2,2188,20.5,3.58,14.6,0.254,0.0676,0.482,0,10,0,0,0.027,0,0.489,0.23,0.12,0.26,0.39,0,10,0.0273972602739726,5.9,0.17,0.71,0.29,37.6
1942,365,827.7,196.9,25.71,94.48,669.4,171.1,1708,21.1,3.71,15.6,0.244,0.0867,0.456,0,0,0,0,0,0,0.525,0.26,0.12,0.28,0.34,0,0,0,5.5,0.18,0.74,0.26,39.2
1943,366,863,196.7,0,98.25,927.9,178.3,2543,29.3,4.61,17.7,0.248,0.0809,0.457,0,8,0,0,0.022,0,0.547,0.36,0.099,0.18,0.37,0,8,0.021917808219178082,11.6,0.16,0.6,0.4,29.5
1944,365,815.3,194.5,25.06,93.07,996.7,192.9,3886,31.4,4.82,16.9,0.256,0.0597,0.547,0,0,0,0,0,0,0.517,0.31,0.12,0.21,0.36,0,0,0,14.5,0.15,0.54,0.46,26
1945,365,878.9,197.2,0,100.3,680.8,194.8,1589,21.5,4.04,16.7,0.264,0.0954,0.487,0,20,0,0,0.055,0,0.557,0.37,0.074,0.18,0.38,0,20,0.0547945205479452,4.8,0.19,0.78,0.22,40.9
1946,365,852.9,194.1,26.77,97.37,1234,192.9,4629,38.9,5.47,18.5,0.241,0.0469,0.483,0,0,0,0,0,0,0.541,0.37,0.12,0.24,0.28,0,0,0,20.4,0.14,0.48,0.52,21.9
1947,366,774.4,195.4,0,88.16,1706,261.4,6170,53.9,6.36,20,0.237,0.0387,0.487,0,0,31,0,0,0.085,0.491,0.42,0.11,0.22,0.25,0,31,0.08493150684931507,33.9,0.12,0.37,0.63,14.4
1948,365,644,150,0,73.51,457.3,192.9,905.4,14.4,3.37,11,0.268,0.137,0.472,0,10,0,0,0.027,0,0.408,0,0.23,0.42,0.35,0,10,0.0273972602739726,3.4,0.23,0.76,0.24,44.7
1949,365,778.5,194.5,21.58,88.87,1374,171.1,5187,43.3,5.29,18,0.236,0.0312,0.535,0,0,0,0,0,0,0.494,0.37,0.093,0.19,0.35,0,0,0,25.3,0.12,0.42,0.58,18
1950,365,861.7,197.6,0,98.37,1224,192.9,4402,38.6,5.5,18.8,0.248,0.053,0.504,0,6,0,0,0.016,0,0.547,0.38,0.13,0.22,0.28,0,6,0.01643835616438356,19.8,0.14,0.49,0.51,22.3
