Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,1041,73.6,0.66,0.25,45.4,0.164
0.01,1036,68.3,0.657,0.232,45.1,0.162
0.02,1028,66.5,0.652,0.222,44.8,0.127
0.03,1011,61.1,0.641,0.22,44.7,0.102
0.04,991.1,58.7,0.628,0.213,44.6,0.0922
0.05,980.7,56.7,0.622,0.21,43.9,0.0871
0.06,967.2,55.1,0.614,0.205,43.4,0.0792
0.07,955.5,54.2,0.606,0.2,43.4,0.0692
0.08,950.9,53.6,0.603,0.2,43.3,0.063
0.09,945.7,53.1,0.6,0.2,43.2,0.0615
0.1,945,52.5,0.6,0.198,43.1,0.057
0.11,943.1,50.3,0.598,0.19,42.7,0.0548
0.12,939.4,50.3,0.596,0.19,41.7,0.0548
0.13,931.1,49.4,0.59,0.19,41.1,0.0548
0.14,924.1,48.6,0.586,0.19,40.9,0.0548
0.15,920.9,48.1,0.584,0.19,39.8,0.0548
0.16,919.1,47.6,0.583,0.19,39.3,0.0548
0.17,918.2,47.1,0.582,0.19,39.2,0.053
0.18,914.5,46.8,0.58,0.19,39.1,0.0505
0.19,910.9,46.6,0.578,0.185,38.9,0.0493
0.2,909.7,46.3,0.577,0.18,38.2,0.0471
0.21,908,45.1,0.576,0.18,37.5,0.0438
0.22,905,43.1,0.574,0.18,37.3,0.0438
0.23,903.8,42.4,0.573,0.18,36.6,0.043
0.24,899.5,42.3,0.57,0.18,34.8,0.0384
0.25,899.2,42.1,0.57,0.18,34.3,0.0384
0.26,894.6,41.9,0.567,0.171,33.2,0.0333
0.27,890.9,41.7,0.565,0.17,32.9,0.0283
0.28,889.5,41.3,0.564,0.17,32.9,0.0274
0.29,888.8,41.1,0.563,0.17,32.5,0.0274
0.3,885.4,40.8,0.561,0.17,32.3,0.0274
0.31,881,39.7,0.558,0.165,32,0.0274
0.32,878,38.8,0.557,0.16,31.2,0.025
0.33,876.6,38.5,0.556,0.16,30.2,0.0219
0.34,876.2,38.4,0.556,0.16,29.7,0.0212
0.35,875.8,38.4,0.556,0.16,29.5,0.0192
0.36,874.2,38.3,0.555,0.16,29.5,0.0188
0.37,872.1,38.1,0.553,0.16,29.4,0.0163
0.38,871.9,37.7,0.553,0.16,29.2,0.0138
0.39,868.4,36.5,0.55,0.16,28.9,0.0113
0.4,867.3,36,0.55,0.16,28.9,0.011
0.41,865.3,35.8,0.549,0.16,28.8,0.00899
0.42,863.6,35.4,0.547,0.16,28.7,0.00822
0.43,862.6,35.1,0.547,0.16,28.2,0.00668
0.44,862.2,35,0.547,0.16,27.9,0.00548
0.45,861.9,34.8,0.547,0.16,27.7,0.00329
0.46,861.3,34.7,0.547,0.16,27.6,0
0.47,860,34.3,0.546,0.16,27.4,0
0.48,858.8,34.1,0.545,0.16,27.2,0
0.49,857.7,33.9,0.544,0.159,27.1,0
0.5,854.2,33.8,0.542,0.15,26.8,0
0.51,853.2,33.7,0.541,0.15,26.4,0
0.52,852.9,33.4,0.541,0.15,26.1,0
0.53,849.9,32.5,0.539,0.15,26,0
0.54,848.7,32.1,0.538,0.15,25.7,0
0.55,848.3,31.6,0.538,0.15,25.4,0
0.56,848,31.3,0.538,0.15,25.1,0
0.57,846.7,31.3,0.537,0.15,25,0
0.58,844.3,31.1,0.535,0.15,24.8,0
0.59,841.2,30.7,0.533,0.15,24.5,0
0.6,836.9,30.5,0.531,0.15,24.1,0
0.61,833.4,30.3,0.529,0.149,23.5,0
0.62,832.8,30.2,0.528,0.14,23.1,0
0.63,831.8,30,0.528,0.14,23.1,0
0.64,828.3,29.7,0.525,0.14,23,0
0.65,827.7,29.4,0.525,0.14,22.6,0
0.66,826.6,28.1,0.524,0.14,22.4,0
0.67,826.1,27.6,0.524,0.14,22.4,0
0.68,825.1,27.3,0.523,0.14,22.3,0
0.69,821.9,27,0.522,0.14,22.3,0
0.7,817.7,26.5,0.519,0.14,22.3,0
0.71,815.4,25.9,0.517,0.14,22.1,0
0.72,815,25.5,0.517,0.14,21.9,0
0.73,814.1,25.1,0.516,0.14,21.8,0
0.74,813.5,25,0.516,0.139,21.5,0
0.75,808.1,24.7,0.512,0.13,20.9,0
0.76,807.9,24.5,0.512,0.13,20.7,0
0.77,807.7,24.3,0.512,0.13,20.7,0
0.78,804.3,23.8,0.51,0.13,20.6,0
0.79,802.7,23.2,0.509,0.13,20.2,0
0.8,801.3,22.8,0.508,0.13,19.2,0
0.81,796.8,22.3,0.505,0.13,18.3,0
0.82,790.8,21.8,0.502,0.13,17.9,0
0.83,787.7,21.4,0.5,0.13,17.7,0
0.84,786.1,21,0.498,0.13,17.6,0
0.85,782.4,20.6,0.496,0.128,17.5,0
0.86,781.4,20.4,0.496,0.12,17.5,0
0.87,778.3,19.9,0.494,0.12,17.5,0
0.88,774.6,19.1,0.491,0.12,17,0
0.89,772,18.7,0.489,0.12,16.7,0
0.9,768.8,18.4,0.487,0.12,16.5,0
0.91,764.1,18.3,0.485,0.12,16.5,0
0.92,762.2,18.2,0.483,0.12,16.4,0
0.93,755.8,17.9,0.479,0.114,16,0
0.94,749.3,17.6,0.475,0.11,15.5,0
0.95,732.3,17.1,0.464,0.11,15.3,0
0.96,703.2,16.4,0.446,0.11,14.9,0
0.97,679,15,0.431,0.108,14,0
0.98,630.8,14.2,0.4,0.0998,12.5,0
0.99,556.4,12.8,0.353,0.0979,11.7,0
1,495.1,11.4,0.314,0.085,10.2,0
