waterYear,days,energy,powerMax,powerMin,powerMean,flowMean,flowMin,flowMax,grossHeadMin,grossHeadMax,netHeadMin,netHeadMax,headlossMax,headlossMin,riverVolume,eFlowVolume,canalVolume,eFlowProportionMean,eFlowProportionMin,eFlowProportionMax,lowFlowShutoffDays,highHeadShutoffDays,lowHeadShutoffDays,lowFlowShutoffProportion,highHeadShutoffProportion,lowHeadShutoffProportion,capFactor,proportion4Units,proportion3Units,proportion2Units,proportion1Units,proportion0Units,shutoffDays,shutoffDaysProportion,bypassVolume,eFlowProportion,generationProportion,bypassProportion,specificEnergy,energyExceedance,energyPctVariation,riverVolumePctVariation,riverFlowPctVariation
1999,366,792.6,192.8,0,90.23,864.1,194.2,3367,15.7,25.6,13.8,25.4,1.87,0.18,27.3,4.21,16,0.242,0.0468,0.461,0,4,0,0,0.011,0,0.503,0.28,0.12,0.22,0.38,0,4,0.010958904109589041,11.3,0.15,0.59,0.41,29,0.8457286432160802,-0.07837209302325579,-0.21776504297994265,-0.22153153153153152
2000,365,850.9,192.8,19.47,97.13,1224,138,3690,15,25.6,13.1,25.4,1.87,0.141,38.6,5.3,18.7,0.234,0.0624,0.49,0,0,0,0,0,0,0.54,0.38,0.12,0.19,0.31,0,0,0,19.9,0.14,0.48,0.52,22,0.5832369942196532,-0.010581395348837236,0.10601719197707744,0.10270270270270271
2001,365,884.6,192.8,0,101,799.5,198.1,2018,18.9,25.6,17,25.4,1.87,0.17,25.2,4.55,17.3,0.264,0.0777,0.53,0,6,0,0,0.016,0,0.561,0.31,0.15,0.24,0.3,0,6,0.01643835616438356,7.9,0.18,0.69,0.31,35.1,0.3374213836477987,0.028604651162790724,-0.27793696275071633,-0.2797297297297297
2002,365,865.7,192.8,0,98.83,1081,197.5,3892,14.5,25.6,12.7,25.4,1.87,0.17,34.1,5.25,18.3,0.252,0.0619,0.525,0,9,0,0,0.025,0,0.549,0.38,0.12,0.16,0.34,0,9,0.024657534246575342,15.8,0.15,0.54,0.46,25.4,0.5229508196721308,0.006627906976744239,-0.022922636103151782,-0.026126126126126126
2003,366,839.8,192.8,0,95.6,1334,188.1,4431,13.5,25.6,11.7,25.4,1.87,0.172,42.2,5.63,18.9,0.246,0.0539,0.499,0,6,0,0,0.016,0,0.533,0.39,0.11,0.18,0.32,0,6,0.01643835616438356,23.3,0.13,0.45,0.55,19.9,0.6339743589743592,-0.023488372093023308,0.20916905444126088,0.2018018018018018
2004,365,872.4,192.8,0,99.59,641.2,195.8,1320,21.1,25.6,19.3,25.4,1.77,0.177,20.2,3.76,16.3,0.253,0.0991,0.476,0,6,0,0,0.016,0,0.553,0.3,0.13,0.22,0.35,0,6,0.01643835616438356,3.9,0.19,0.81,0.19,43.2,0.45568181818181824,0.014418604651162764,-0.42120343839541546,-0.4223423423423423
2005,365,879,192.8,18.38,100.3,965.3,155.5,2684,17.2,25.6,15.4,25.4,1.87,0.135,30.4,4.95,18,0.255,0.0787,0.538,0,0,0,0,0,0,0.557,0.38,0.099,0.17,0.35,0,0,0,12.4,0.16,0.59,0.41,28.9,0.36666666666666664,0.022093023255813953,-0.12893982808022922,-0.1303603603603604
2006,365,870.1,192.8,25.57,99.32,1472,209.5,4670,13.1,25.5,11.2,25.3,1.87,0.196,46.4,6.07,20,0.245,0.0424,0.496,0,0,0,0,0,0,0.552,0.42,0.1,0.21,0.27,0,0,0,26.4,0.13,0.43,0.57,18.8,0.4818181818181815,0.011744186046511654,0.32951289398280803,0.3261261261261261
2007,366,926.2,192.8,27.22,105.4,1305,236.7,3345,15.7,25.4,13.8,25.2,1.87,0.211,41.3,5.51,20.5,0.241,0.0484,0.49,0,0,0,0,0,0,0.587,0.45,0.079,0.18,0.28,0,0,0,20.8,0.13,0.5,0.5,22.4,0.18835227272727267,0.07697674418604657,0.18338108882521487,0.17567567567567569
2008,365,836,192.8,0,95.44,1521,179.5,5806,11.3,25.6,9.47,25.4,1.87,0.178,48,6,20.2,0.239,0.0412,0.48,0,0,21,0,0,0.058,0.53,0.44,0.11,0.15,0.29,0,21,0.057534246575342465,27.8,0.13,0.42,0.58,17.4,0.6589041095890409,-0.027906976744186046,0.37535816618911183,0.37027027027027026
2009,365,896.8,192.8,25.57,102.4,1710,212.1,5180,12.2,25.5,10.4,25.3,1.87,0.196,53.9,6.38,21.4,0.225,0.0469,0.462,0,0,0,0,0,0,0.569,0.46,0.12,0.22,0.19,0,0,0,32.5,0.12,0.4,0.6,16.6,0.298684210526316,0.04279069767441855,0.5444126074498568,0.5405405405405406
2010,365,907.7,192.8,25.21,103.6,1701,223.9,4449,13.5,25.5,11.6,25.3,1.87,0.195,53.6,6.33,21.7,0.224,0.0518,0.491,0,0,0,0,0,0,0.576,0.49,0.082,0.21,0.22,0,0,0,31.9,0.12,0.4,0.6,16.9,0.25087719298245587,0.05546511627906982,0.5358166189111749,0.5324324324324324
2011,366,946.1,192.8,29.73,107.7,1217,243.7,3585,15.2,25.3,13.3,25.1,1.87,0.231,38.5,5.58,20.3,0.237,0.0625,0.469,0,0,0,0,0,0,0.6,0.43,0.11,0.2,0.27,0,0,0,18.2,0.14,0.53,0.47,24.6,0.12746478873239434,0.10011627906976747,0.10315186246418342,0.0963963963963964
2012,365,874.7,192.8,25.3,99.85,1344,221.3,3649,15.1,25.5,13.2,25.3,1.87,0.196,42.4,5.41,19.7,0.246,0.0552,0.508,0,0,0,0,0,0,0.555,0.43,0.085,0.17,0.31,0,0,0,22.7,0.13,0.46,0.54,20.6,0.4189655172413779,0.017093023255814008,0.21489971346704873,0.21081081081081082
2013,365,960.6,192.8,0,109.7,1347,198.1,3614,15.1,25.6,13.3,25.4,1.87,0.17,42.5,5.96,21.2,0.234,0.0566,0.49,0,10,0,0,0.027,0,0.609,0.45,0.14,0.16,0.24,0,10,0.0273972602739726,21.3,0.14,0.5,0.5,22.6,0.09172839506172835,0.11697674418604653,0.21776504297994273,0.21351351351351353
2014,365,915,192.8,25.84,104.4,704.1,207.1,1466,20.6,25.6,18.8,25.4,1.82,0.197,22.2,4.44,17.2,0.272,0.1,0.545,0,0,0,0,0,0,0.58,0.33,0.13,0.19,0.35,0,0,0,5,0.2,0.77,0.23,41.2,0.225,0.06395348837209303,-0.3638968481375358,-0.36567567567567566
2015,366,816.5,192.8,22.42,92.95,1020,174.9,2994,16.5,25.6,14.6,25.4,1.87,0.169,32.2,4.73,17.2,0.246,0.0673,0.498,0,0,0,0,0,0,0.518,0.34,0.099,0.19,0.38,0,0,0,15,0.15,0.53,0.47,25.4,0.7516949152542376,-0.05058139534883721,-0.07736389684813742,-0.08108108108108109
2016,365,879.1,192.8,0,100.4,1087,155.5,3913,14.5,25.6,12.6,25.4,1.87,0.144,34.3,4.88,18.6,0.24,0.047,0.482,0,1,0,0,0.0027,0,0.558,0.43,0.049,0.18,0.34,0,1,0.0027397260273972603,15.7,0.14,0.54,0.46,25.6,0.36562499999999976,0.022209302325581423,-0.01719197707736394,-0.02072072072072072
2017,365,873.6,192.8,21.74,99.73,1614,171.9,4829,12.8,25.6,10.9,25.4,1.87,0.164,50.9,6.01,20.7,0.223,0.0556,0.559,0,0,0,0,0,0,0.554,0.46,0.099,0.19,0.26,0,0,0,30.2,0.12,0.41,0.59,17.2,0.4379310344827578,0.01581395348837212,0.4584527220630373,0.4540540540540541
2018,365,739.1,182.4,0,84.37,516.7,156.7,1092,21.8,25.6,20.5,25.4,1.27,0.139,16.3,3.21,13.1,0.251,0.108,0.529,0,10,0,0,0.027,0,0.469,0.14,0.23,0.22,0.41,0,10,0.0273972602739726,3.2,0.2,0.8,0.2,45.3,0.9307692307692308,-0.14058139534883718,-0.5329512893982807,-0.5345045045045045
2019,366,836.1,192.8,17.07,95.19,1381,128.1,4670,13.1,25.6,11.2,25.4,1.87,0.12,43.7,5.42,18.9,0.22,0.0544,0.444,0,0,0,0,0,0,0.53,0.37,0.13,0.25,0.25,0,0,0,24.8,0.12,0.43,0.57,19.1,0.6582191780821913,-0.02779069767441858,0.2521489971346706,0.24414414414414415
2020,365,942.3,192.8,34.24,107.6,1356,260.1,3732,14.9,25.3,13,25,1.87,0.246,42.8,5.96,20.8,0.236,0.051,0.471,0,0,0,0,0,0,0.598,0.45,0.099,0.21,0.24,0,0,0,22,0.14,0.49,0.51,22,0.1408450704225355,0.09569767441860459,0.2263610315186246,0.22162162162162163
2021,365,916.3,192.8,32.43,104.6,1087,263.5,3102,16.2,25.2,14.4,25,1.87,0.246,34.3,5.49,19.1,0.252,0.0704,0.532,0,0,0,0,0,0,0.581,0.38,0.14,0.16,0.32,0,0,0,15.2,0.16,0.56,0.44,26.7,0.22042253521126778,0.06546511627906972,-0.01719197707736394,-0.02072072072072072
2022,365,939.6,192.8,28.86,107.3,1152,228.8,2768,17,25.4,15.2,25.2,1.87,0.225,36.3,5.43,19.9,0.247,0.0618,0.519,0,0,0,0,0,0,0.596,0.43,0.082,0.2,0.28,0,0,0,16.4,0.15,0.55,0.45,25.9,0.15028409090909095,0.09255813953488375,0.04011461318051572,0.03783783783783784
2023,366,717.8,144.6,28.35,81.72,507.6,217.9,875.5,22.6,25.5,21.7,25.3,0.964,0.216,16.1,3.72,12.3,0.272,0.138,0.462,0,0,0,0,0,0,0.455,0,0.44,0.2,0.36,0,0,0,3.8,0.23,0.76,0.24,44.6,0.9500736738703339,-0.16534883720930238,-0.5386819484240687,-0.5427027027027027
