date,flow
1924-10-01,100
1924-10-02,100
1924-10-03,100
1924-10-04,100
1924-10-05,100
1924-10-06,100
1924-10-07,100
1924-10-08,100
1924-10-09,100
1924-10-10,100
1924-10-11,100
1924-10-12,100
1924-10-13,100
1924-10-14,100
1924-10-15,100
1924-10-16,100
1924-10-17,100
1924-10-18,100
1924-10-19,100
1924-10-20,100
1924-10-21,100
1924-10-22,100
1924-10-23,100
1924-10-24,100
1924-10-25,100
1924-10-26,100
1924-10-27,100
1924-10-28,100
1924-10-29,100
1924-10-30,100
1924-10-31,100
1924-11-01,109.1401
1924-11-02,111.1589
1924-11-03,111.1589
1924-11-04,113.2011
1924-11-05,115.2667
1924-11-06,115.2667
1924-11-07,115.2667
1924-11-08,115.2667
1924-11-09,115.2667
1924-11-10,115.2667
1924-11-11,115.2667
1924-11-12,117.3559
1924-11-13,119.4689
1924-11-14,121.6056
1924-11-15,125.951
1924-11-16,128.1598
1924-11-17,128.1598
1924-11-18,128.1598
1924-11-19,128.1598
1924-11-20,128.1598
1924-11-21,132.6503
1924-11-22,134.9323
1924-11-23,132.6503
1924-11-24,132.6503
1924-11-25,132.6503
1924-11-26,132.6503
1924-11-27,134.9323
1924-11-28,134.9323
1924-11-29,134.9323
1924-11-30,144.3068
1924-12-01,144.3068
1924-12-02,149.1437
1924-12-03,156.5885
1924-12-04,159.1211
1924-12-05,164.2633
1924-12-06,164.2633
1924-12-07,172.1708
1924-12-08,177.5733
1924-12-09,185.8753
1924-12-10,185.8753
1924-12-11,185.8753
1924-12-12,188.6959
1924-12-13,191.5433
1924-12-14,200.2476
1924-12-15,209.197
1924-12-16,231.0479
1924-12-17,257.7185
1924-12-18,264.675
1924-12-19,264.675
1924-12-20,261.1822
1924-12-21,264.675
1924-12-22,275.3297
1924-12-23,282.5805
1924-12-24,286.2506
1924-12-25,289.9506
1924-12-26,282.5805
1924-12-27,286.2506
1924-12-28,293.6805
1924-12-29,305.0513
1924-12-30,301.2308
1924-12-31,305.0513
1925-01-01,301.2308
1925-01-02,301.2308
1925-01-03,301.2308
1925-01-04,305.0513
1925-01-05,316.6956
1925-01-06,328.6161
1925-01-07,353.2963
1925-01-08,387.9749
1925-01-09,379.1131
1925-01-10,415.3399
1925-01-11,488.9841
1925-01-12,458.6166
1925-01-13,520.5884
1925-01-14,629.0591
1925-01-15,635.1294
1925-01-16,629.0591
1925-01-17,581.8096
1925-01-18,576.0661
1925-01-19,581.8096
1925-01-20,593.4044
1925-01-21,599.256
1925-01-22,635.1294
1925-01-23,641.2365
1925-01-24,666.0345
1925-01-25,697.8704
1925-01-26,678.6565
1925-01-27,672.3268
1925-01-28,672.3268
1925-01-29,691.4282
1925-01-30,717.4235
1925-01-31,697.8704
1925-02-01,697.8704
1925-02-02,737.3183
1925-02-03,792.06
1925-02-04,849.2947
1925-02-05,1053.074
1925-02-06,1238.2939
1925-02-07,1095.466
1925-02-08,1219.8351
1925-02-09,1294.7235
1925-02-10,1192.4734
1925-02-11,1183.4396
1925-02-12,1201.5505
1925-02-13,1342.9646
1925-02-14,1219.8351
1925-02-15,1229.0427
1925-02-16,1238.2939
1925-02-17,1294.7235
1925-02-18,1266.3107
1925-02-19,1247.589
1925-02-20,1247.589
1925-02-21,1266.3107
1925-02-22,1285.2084
1925-02-23,1266.3107
1925-02-24,1247.589
1925-02-25,1247.589
1925-02-26,1247.589
1925-02-27,1247.589
1925-02-28,1238.2939
1925-03-01,1238.2939
1925-03-02,1247.589
1925-03-03,1275.7375
1925-03-04,1333.2273
1925-03-05,1333.2273
1925-03-06,1333.2273
1925-03-07,1352.7466
1925-03-08,1442.8091
1925-03-09,1484.0171
1925-03-10,1515.4044
1925-03-11,1504.8959
1925-03-12,1484.0171
1925-03-13,1484.0171
1925-03-14,1473.6465
1925-03-15,1463.3217
1925-03-16,1463.3217
1925-03-17,1463.3217
1925-03-18,1463.3217
1925-03-19,1504.8959
1925-03-20,1484.0171
1925-03-21,1484.0171
1925-03-22,1515.4044
1925-03-23,1515.4044
1925-03-24,1515.4044
1925-03-25,1525.9589
1925-03-26,1547.2067
1925-03-27,1568.6399
1925-03-28,1590.2593
1925-03-29,1623.0388
1925-03-30,1678.6114
1925-03-31,1735.3679
1925-04-01,1864.4507
1925-04-02,1937.3349
1925-04-03,2088.4298
1925-04-04,2384.2857
1925-04-05,2630.0582
1925-04-06,2891.2138
1925-04-07,3035.8316
1925-04-08,3134.7263
1925-04-09,3304.0166
1925-04-10,3321.255
1925-04-11,3321.255
1925-04-12,3304.0166
1925-04-13,3304.0166
1925-04-14,3269.7091
1925-04-15,3201.7695
1925-04-16,3201.7695
1925-04-17,3184.9249
1925-04-18,3134.7263
1925-04-19,3101.5394
1925-04-20,3052.1754
1925-04-21,3019.5429
1925-04-22,3019.5429
1925-04-23,2971.0078
1925-04-24,2938.9259
1925-04-25,2938.9259
1925-04-26,2938.9259
1925-04-27,2938.9259
1925-04-28,2954.9395
1925-04-29,3052.1754
1925-04-30,3201.7695
1925-05-01,3085.0293
1925-05-02,3085.0293
1925-05-03,3101.5394
1925-05-04,3101.5394
1925-05-05,3168.1362
1925-05-06,3201.7695
1925-05-07,3235.6269
1925-05-08,3269.7091
1925-05-09,3184.9249
1925-05-10,3134.7263
1925-05-11,3085.0293
1925-05-12,2954.9395
1925-05-13,2690.1084
1925-05-14,2828.3612
1925-05-15,2797.2606
1925-05-16,2720.4544
1925-05-17,2675.0157
1925-05-18,2615.179
1925-05-19,2556.1926
1925-05-20,2498.0517
1925-05-21,2440.7511
1925-05-22,2384.2857
1925-05-23,2328.6506
1925-05-24,2273.8406
1925-05-25,2233.2716
1925-05-26,2193.1616
1925-05-27,2140.3921
1925-05-28,2127.3261
1925-05-29,2062.7498
1925-05-30,2024.6043
1925-05-31,1986.9064
1925-06-01,1962.022
1925-06-02,1925.0651
1925-06-03,1888.5499
1925-06-04,1852.4742
1925-06-05,1816.8359
1925-06-06,1781.6326
1925-06-07,1758.4044
1925-06-08,1712.5226
1925-06-09,1689.8676
1925-06-10,1656.2409
1925-06-11,1645.1264
1925-06-12,1612.0655
1925-06-13,1601.139
1925-06-14,1579.4263
1925-06-15,1568.6399
1925-06-16,1515.4044
1925-06-17,1473.6465
1925-06-18,1463.3217
1925-06-19,1442.8091
1925-06-20,1422.4786
1925-06-21,1392.323
1925-06-22,1342.9646
1925-06-23,1323.5347
1925-06-24,1304.2828
1925-06-25,1285.2084
1925-06-26,1247.589
1925-06-27,1229.0427
1925-06-28,1219.8351
1925-06-29,1201.5505
1925-06-30,1192.4734
1925-07-01,1147.7361
1925-07-02,1130.1421
1925-07-03,1112.7189
1925-07-04,1104.0713
1925-07-05,1086.9032
1925-07-06,1053.074
1925-07-07,1028.1428
1925-07-08,1019.9159
1925-07-09,979.4038
1925-07-10,955.5912
1925-07-11,916.7204
1925-07-12,909.0679
1925-07-13,863.9982
1925-07-14,842.0024
1925-07-15,813.2284
1925-07-16,792.06
1925-07-17,757.5572
1925-07-18,724.017
1925-07-19,704.3503
1925-07-20,685.0236
1925-07-21,666.0345
1925-07-22,635.1294
1925-07-23,617.0284
1925-07-24,605.1438
1925-07-25,581.8096
1925-07-26,564.6867
1925-07-27,553.45
1925-07-28,531.4016
1925-07-29,515.2343
1925-07-30,499.3804
1925-07-31,488.9841
1925-08-01,473.647
1925-08-02,463.5928
1925-08-03,453.6742
1925-08-04,443.8904
1925-08-05,439.0488
1925-08-06,429.4657
1925-08-07,420.0154
1925-08-08,410.6973
1925-08-09,401.5105
1925-08-10,396.9661
1925-08-11,387.9749
1925-08-12,374.7305
1925-08-13,370.3799
1925-08-14,366.0613
1925-08-15,361.7746
1925-08-16,353.2963
1925-08-17,344.9443
1925-08-18,336.7179
1925-08-19,328.6161
1925-08-20,320.6383
1925-08-21,320.6383
1925-08-22,308.9022
1925-08-23,305.0513
1925-08-24,305.0513
1925-08-25,301.2308
1925-08-26,293.6805
1925-08-27,286.2506
1925-08-28,293.6805
1925-08-29,308.9022
1925-08-30,275.3297
1925-08-31,268.1972
1925-09-01,261.1822
1925-09-02,261.1822
1925-09-03,257.7185
1925-09-04,250.8784
1925-09-05,250.8784
1925-09-06,250.8784
1925-09-07,250.8784
1925-09-08,247.5017
1925-09-09,247.5017
1925-09-10,244.1538
1925-09-11,240.8345
1925-09-12,237.5439
1925-09-13,234.2817
1925-09-14,227.8423
1925-09-15,224.6649
1925-09-16,224.6649
1925-09-17,224.6649
1925-09-18,215.3008
1925-09-19,209.197
1925-09-20,206.1864
1925-09-21,206.1864
1925-09-22,206.1864
1925-09-23,203.2033
1925-09-24,203.2033
1925-09-25,206.1864
1925-09-26,206.1864
1925-09-27,206.1864
1925-09-28,203.2033
1925-09-29,203.2033
1925-09-30,200.2476
1925-10-01,200.2476
1925-10-02,197.3191
1925-10-03,197.3191
1925-10-04,191.5433
1925-10-05,191.5433
1925-10-06,188.6959
1925-10-07,185.8753
1925-10-08,180.3141
1925-10-09,180.3141
1925-10-10,180.3141
1925-10-11,183.0814
1925-10-12,180.3141
1925-10-13,180.3141
1925-10-14,180.3141
1925-10-15,177.5733
1925-10-16,172.1708
1925-10-17,169.5089
1925-10-18,164.2633
1925-10-19,161.6793
1925-10-20,161.6793
1925-10-21,164.2633
1925-10-22,164.2633
1925-10-23,161.6793
1925-10-24,161.6793
1925-10-25,159.1211
1925-10-26,156.5885
1925-10-27,156.5885
1925-10-28,156.5885
1925-10-29,156.5885
1925-10-30,159.1211
1925-10-31,159.1211
1925-11-01,161.6793
1925-11-02,161.6793
1925-11-03,159.1211
1925-11-04,159.1211
1925-11-05,156.5885
1925-11-06,156.5885
1925-11-07,154.0815
1925-11-08,151.5999
1925-11-09,151.5999
1925-11-10,149.1437
1925-11-11,149.1437
1925-11-12,151.5999
1925-11-13,151.5999
1925-11-14,154.0815
1925-11-15,156.5885
1925-11-16,156.5885
1925-11-17,159.1211
1925-11-18,159.1211
1925-11-19,161.6793
1925-11-20,164.2633
1925-11-21,172.1708
1925-11-22,172.1708
1925-11-23,172.1708
1925-11-24,174.8589
1925-11-25,177.5733
1925-11-26,180.3141
1925-11-27,185.8753
1925-11-28,191.5433
1925-11-29,194.4177
1925-11-30,194.4177
1925-12-01,200.2476
1925-12-02,203.2033
1925-12-03,203.2033
1925-12-04,215.3008
1925-12-05,247.5017
1925-12-06,254.284
1925-12-07,268.1972
1925-12-08,308.9022
1925-12-09,275.3297
1925-12-10,271.7487
1925-12-11,282.5805
1925-12-12,282.5805
1925-12-13,286.2506
1925-12-14,286.2506
1925-12-15,286.2506
1925-12-16,289.9506
1925-12-17,297.4406
1925-12-18,301.2308
1925-12-19,308.9022
1925-12-20,324.6118
1925-12-21,328.6161
1925-12-22,328.6161
1925-12-23,336.7179
1925-12-24,340.8154
1925-12-25,344.9443
1925-12-26,353.2963
1925-12-27,357.5196
1925-12-28,361.7746
1925-12-29,366.0613
1925-12-30,370.3799
1925-12-31,370.3799
1926-01-01,387.9749
1926-01-02,396.9661
1926-01-03,396.9661
1926-01-04,401.5105
1926-01-05,415.3399
1926-01-06,434.2405
1926-01-07,429.4657
1926-01-08,453.6742
1926-01-09,463.5928
1926-01-10,463.5928
1926-01-11,468.6029
1926-01-12,473.647
1926-01-13,473.647
1926-01-14,478.7252
1926-01-15,478.7252
1926-01-16,483.8375
1926-01-17,488.9841
1926-01-18,494.165
1926-01-19,504.6303
1926-01-20,515.2343
1926-01-21,525.9775
1926-01-22,525.9775
1926-01-23,525.9775
1926-01-24,531.4016
1926-01-25,542.3552
