Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,4160,191,141000,25.6,1100,25.4,0.938,1.87,0.69,0.88,1,50.5,2
0.01,3570,188,136000,25.6,1100,25.4,0.936,1.87,0.559,0.874,0.716,49.9,1.07
0.02,3090,185,135000,25.6,1100,25.4,0.936,1.87,0.488,0.87,0.69,49.7,0.646
0.03,2850,183,134000,25.6,1100,25.4,0.936,1.87,0.462,0.87,0.652,49.5,0.37
0.04,2730,181,133000,25.6,1100,25.4,0.935,1.87,0.45,0.866,0.616,49.4,0.282
0.05,2640,179,132000,25.6,1100,25.4,0.935,1.87,0.45,0.86,0.6,49.2,0.233
0.06,2550,178,129000,25.5,1100,25.4,0.935,1.87,0.45,0.855,0.59,48.8,0.194
0.07,2330,176,128000,25.5,1100,25.4,0.935,1.87,0.449,0.85,0.58,48.7,0.0957
0.08,2300,175,127000,25.5,1100,25.4,0.935,1.87,0.44,0.85,0.563,48.6,0.042
0.09,2160,174,126000,25.5,1100,25.4,0.935,1.87,0.44,0.85,0.527,48.3,0
0.1,2050,172,126000,25.5,1100,25.3,0.935,1.87,0.43,0.84,0.511,47.9,0
0.11,1960,171,124000,25.5,1100,25.3,0.934,1.86,0.43,0.84,0.495,47.8,0
0.12,1780,170,123000,25.5,1100,25.3,0.934,1.85,0.43,0.83,0.47,47.6,0
0.13,1690,169,122000,25.5,1100,25.3,0.934,1.83,0.43,0.82,0.46,47.3,0
0.14,1610,168,121000,25.5,1090,25.3,0.934,1.79,0.42,0.82,0.46,47.1,0
0.15,1570,166,121000,25.5,1080,25.3,0.933,1.76,0.42,0.82,0.45,47,0
0.16,1500,165,118000,25.5,1070,25.3,0.933,1.7,0.42,0.82,0.45,46.9,0
0.17,1470,163,117000,25.5,1060,25.2,0.933,1.64,0.41,0.81,0.45,46.7,0
0.18,1400,162,117000,25.4,1030,25.2,0.933,1.62,0.41,0.8,0.444,46.3,0
0.19,1340,158,115000,25.4,1010,25.2,0.933,1.53,0.41,0.8,0.44,46.3,0
0.2,1280,156,113000,25.4,973,25.2,0.933,1.47,0.4,0.79,0.44,46,0
0.21,1200,154,112000,25.4,958,25.1,0.933,1.43,0.4,0.79,0.436,45.6,0
0.22,1180,154,111000,25.4,943,25.1,0.932,1.36,0.39,0.78,0.43,45.5,0
0.23,1150,152,111000,25.4,918,25.1,0.932,1.33,0.39,0.78,0.43,45.3,0
0.24,1090,150,110000,25.4,896,25.1,0.932,1.27,0.39,0.78,0.43,45.2,0
0.25,1060,148,108000,25.4,874,25.1,0.932,1.21,0.38,0.77,0.422,45,0
0.26,1030,146,105000,25.3,823,25,0.932,1.14,0.38,0.77,0.42,44.8,0
0.27,952,143,103000,25.3,803,25,0.931,1.06,0.38,0.761,0.42,44.7,0
0.28,914,140,101000,25.2,767,25,0.931,1.02,0.37,0.76,0.42,44.5,0
0.29,866,139,99600,25.2,731,24.9,0.93,0.934,0.37,0.76,0.41,44.3,0
0.3,839,137,96100,25.2,704,24.9,0.929,0.886,0.363,0.75,0.41,43.6,0
0.31,815,131,94100,25.2,697,24.9,0.928,0.862,0.36,0.75,0.41,43.4,0
0.32,789,128,91300,25.2,659,24.9,0.928,0.809,0.35,0.75,0.4,42.9,0
0.33,781,127,89100,25.2,635,24.9,0.927,0.772,0.35,0.74,0.4,42.4,0
0.34,749,123,85500,25.1,615,24.8,0.927,0.752,0.34,0.73,0.39,42.1,0
0.35,719,117,84300,25.1,569,24.8,0.926,0.698,0.34,0.73,0.39,41.7,0
0.36,705,113,79200,25.1,560,24.7,0.926,0.687,0.34,0.728,0.39,41.5,0
0.37,684,107,78400,25,523,24.7,0.926,0.642,0.33,0.72,0.38,41.1,0
0.38,663,104,76900,25,503,24.7,0.925,0.61,0.32,0.72,0.38,41,0
0.39,646,103,75400,24.9,498,24.6,0.924,0.598,0.32,0.71,0.38,40.3,0
0.4,629,97.6,72300,24.9,473,24.6,0.924,0.584,0.31,0.7,0.37,40.1,0
0.41,591,96.2,70000,24.9,457,24.5,0.923,0.539,0.31,0.7,0.37,39.9,0
0.42,577,94.1,66800,24.8,445,24.5,0.923,0.529,0.31,0.69,0.37,39.7,0
0.43,560,91.2,65200,24.8,431,24.5,0.923,0.514,0.3,0.69,0.36,39.6,0
0.44,542,87.2,64700,24.7,418,24.4,0.923,0.501,0.3,0.69,0.36,39.5,0
0.45,533,86.5,63300,24.6,410,24.3,0.923,0.485,0.29,0.69,0.35,39.4,0
0.46,519,82.7,61500,24.6,389,24.2,0.922,0.477,0.27,0.68,0.35,39.4,0
0.47,511,79.5,58800,24.6,373,24.2,0.922,0.449,0.27,0.68,0.35,39.3,0
0.48,498,75.3,56100,24.5,352,24.1,0.922,0.428,0.26,0.68,0.34,39,0
0.49,482,71.3,52700,24.4,330,24,0.921,0.393,0.25,0.67,0.34,38.7,0
0.5,457,68.7,51100,24.3,320,24,0.921,0.384,0.25,0.66,0.34,38.5,0
0.51,451,65.2,48500,24.3,305,23.8,0.921,0.376,0.24,0.66,0.33,38.4,0
0.52,423,63.6,47300,24.2,293,23.7,0.92,0.369,0.24,0.66,0.32,38.3,0
0.53,411,60.9,45200,24.1,283,23.7,0.92,0.357,0.23,0.65,0.32,38.1,0
0.54,406,59.1,43800,24.1,271,23.6,0.92,0.35,0.23,0.65,0.32,37.9,0
0.55,391,57.1,41900,24,265,23.5,0.92,0.338,0.22,0.65,0.31,37.8,0
0.56,374,55.6,41100,24,253,23.5,0.92,0.331,0.21,0.64,0.31,37.4,0
0.57,360,53.2,39600,23.9,242,23.4,0.919,0.328,0.21,0.64,0.31,37,0
0.58,356,51.4,38200,23.8,233,23.3,0.919,0.326,0.21,0.63,0.31,36.6,0
0.59,349,50,37200,23.8,230,23.2,0.919,0.322,0.2,0.63,0.3,36.5,0
0.6,342,49,36400,23.6,225,23.1,0.919,0.319,0.196,0.63,0.3,36.1,0
0.61,331,48.1,35800,23.5,218,22.9,0.919,0.317,0.19,0.62,0.29,36,0
0.62,322,47.5,34900,23.5,215,22.8,0.918,0.314,0.184,0.62,0.28,35.9,0
0.63,314,46.4,34500,23.4,209,22.8,0.918,0.311,0.18,0.62,0.28,35.8,0
0.64,307,45.1,33600,23.3,205,22.6,0.917,0.308,0.18,0.61,0.272,35.6,0
0.65,303,44.7,33100,23.2,201,22.5,0.917,0.307,0.17,0.61,0.27,35.5,0
0.66,292,43.5,32200,23.1,195,22.3,0.917,0.305,0.17,0.61,0.27,35.3,0
0.67,283,42.6,31600,23,191,22.3,0.917,0.304,0.17,0.6,0.26,35.2,0
0.68,281,40.8,30200,22.9,182,22.1,0.916,0.3,0.16,0.6,0.25,35.1,0
0.69,277,39.6,29000,22.8,177,22,0.915,0.297,0.16,0.59,0.25,35,0
0.7,269,39,28900,22.8,173,21.9,0.915,0.295,0.15,0.59,0.25,35,0
0.71,266,38.8,28100,22.6,171,21.7,0.914,0.291,0.15,0.59,0.24,34.7,0
0.72,264,37.5,27500,22.6,167,21.5,0.913,0.287,0.15,0.58,0.24,34.4,0
0.73,259,36.9,26600,22.3,164,21.3,0.912,0.284,0.15,0.58,0.239,33.9,0
0.74,253,35.8,25900,22,160,20.9,0.909,0.277,0.14,0.58,0.23,33.8,0
0.75,244,35,25400,22,156,20.7,0.909,0.268,0.14,0.577,0.23,33.7,0
0.76,242,32.9,24100,21.8,147,20.5,0.908,0.252,0.132,0.57,0.22,33.2,0
0.77,239,32.5,23600,21.7,145,20.4,0.908,0.249,0.13,0.57,0.22,32.9,0
0.78,237,32.1,23400,21.6,144,20.2,0.907,0.247,0.13,0.57,0.22,32.4,0
0.79,233,31.7,23100,21.5,143,20,0.906,0.245,0.13,0.564,0.21,31.8,0
0.8,232,31.4,22700,21.2,141,19.8,0.905,0.241,0.13,0.56,0.21,30.7,0
0.81,230,30.7,22500,21,138,19.5,0.904,0.236,0.13,0.56,0.2,30.2,0
0.82,226,30.3,22200,20.9,136,19.2,0.904,0.232,0.126,0.556,0.2,29.5,0
0.83,221,30.1,21900,20.6,135,19,0.903,0.228,0.12,0.55,0.19,28.9,0
0.84,216,29.7,21800,20.5,134,18.8,0.902,0.226,0.12,0.55,0.18,26.5,0
0.85,213,29.5,21400,20.3,132,18.6,0.902,0.225,0.12,0.55,0.18,25,0
0.86,208,29.1,21000,20.2,131,18.4,0.898,0.221,0.12,0.54,0.18,24,0
0.87,206,27.2,19800,20,130,18.1,0.895,0.22,0.11,0.54,0.18,23.1,0
0.88,201,26.1,19100,19.7,124,17.8,0.894,0.209,0.11,0.53,0.17,21.4,0
0.89,196,25.3,18700,19.1,121,17.3,0.891,0.205,0.1,0.505,0.16,20,0
0.9,191,24.4,18100,18.9,118,17,0.889,0.199,0.0979,0.489,0.16,19.4,0
0.91,188,23.8,17600,18.6,117,16.8,0.886,0.196,0.0963,0.473,0.15,17.7,0
0.92,183,23.3,17000,18.2,114,16.3,0.854,0.191,0.094,0.437,0.15,16.8,0
0.93,179,22.9,16600,18.1,110,16.2,0.8,0.184,0.0893,0.42,0.15,15.9,0
0.94,169,20.5,14800,17.6,108,15.7,0.727,0.179,0.089,0.41,0.145,15.5,0
0.95,161,19.2,14000,17.4,103,15.5,0.695,0.168,0.084,0.4,0.14,14.6,0
0.96,150,16.9,12300,17.1,92.6,15.3,0.647,0.15,0.083,0.384,0.134,13.3,0
0.97,142,13.5,9880,16.9,80.9,15,0.563,0.13,0.079,0.348,0.13,11.3,0
0.98,132,7.83,5680,16.3,71.1,14.4,0.408,0.114,0.0764,0.31,0.13,9.45,0
0.99,114,1.05,779,15.3,47,13.4,0.0649,0.0908,0.074,0.284,0.126,2.62,0
1,85,0,0,14,0,12.2,0,0.0708,0.065,0,0.12,0,0
