WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,626.4,192.8,15.59,95.61,647,144,1631,15.3,2.81,11.6,0.253,0.0908,0.507,0,0,0,0,0,0,0.397,0.18,0.14,0.18,0.25,0,0,0,3.7,0.18,0.76,0.24,40.9
1993,365,511.4,183.8,0,58.38,383.2,120.8,1106,12.1,3,9.08,0.319,0.104,0.596,2,37,0,0.0055,0.1,0,0.324,0.068,0.14,0.18,0.61,0.0055,39,0.10684931506849316,3.02,0.25,0.75,0.25,42.3
1994,365,129.5,58.79,0,14.79,174.9,61.78,378.1,5.51,2.86,2.47,0.577,0.283,1,116,170,0,0.32,0.47,0,0.0822,0,0,0.055,0.63,0.32,286,0.7835616438356164,3.04,0.52,0.45,0.55,23.5
1995,366,179.4,92.02,0,20.42,205.4,52.25,538.5,6.5,2.87,3.38,0.559,0.201,0.995,129,207,0,0.35,0.57,0,0.114,0,0,0.16,0.49,0.35,336,0.9205479452054794,3.12,0.44,0.52,0.48,27.6
1996,365,444.4,161.7,0,50.73,342.3,68.73,956.1,10.8,2.87,7.83,0.374,0.131,0.757,47,77,0,0.13,0.21,0,0.282,0.025,0.2,0.16,0.49,0.13,124,0.33972602739726027,2.97,0.27,0.72,0.28,41.1
1997,365,435,153.8,0,49.65,333.5,115,910,10.5,2.87,7.65,0.342,0.137,0.573,0,34,0,0,0.093,0,0.276,0.0082,0.14,0.21,0.64,0,34,0.09315068493150686,2.85,0.27,0.73,0.27,41.4
1998,365,702.7,192.8,0,80.22,579.5,100.2,1888,18.3,3.31,13.4,0.279,0.0784,0.519,5,38,0,0.014,0.1,0,0.446,0.21,0.15,0.18,0.45,0.014,43,0.1178082191780822,4.9,0.18,0.73,0.27,38.4
1999,366,610.1,192.8,19.61,69.46,470.4,150.6,1647,14.9,3.1,11,0.28,0.0717,0.461,0,0,0,0,0,0,0.387,0.13,0.1,0.22,0.56,0,0,0,3.9,0.21,0.74,0.26,40.9
2000,365,794.3,192.8,20.57,90.68,767.3,145.4,2341,24.2,4.05,15.6,0.25,0.0822,0.521,0,0,0,0,0,0,0.504,0.28,0.11,0.21,0.4,0,0,0,8.6,0.17,0.64,0.36,32.8
2001,365,359.4,107.5,0,41.03,299.3,102.4,644.4,9.44,3.05,6.3,0.373,0.194,0.703,27,82,0,0.074,0.22,0,0.228,0,0.036,0.28,0.61,0.074,109,0.29863013698630136,3.14,0.32,0.67,0.33,38.1
2002,365,454.9,175.1,0,51.93,346.7,89.03,1043,10.9,2.87,7.94,0.34,0.12,0.584,33,68,0,0.09,0.19,0,0.289,0.041,0.088,0.28,0.5,0.09,101,0.27671232876712326,2.96,0.26,0.73,0.27,41.7
2003,366,705.7,192.8,17.94,80.34,737.8,132.2,2905,23.3,3.98,14,0.273,0.0557,0.522,0,0,0,0,0,0,0.448,0.24,0.12,0.18,0.47,0,0,0,9.3,0.17,0.6,0.4,30.3
2004,365,335.4,114.7,0,38.28,281.3,95.32,679.9,8.87,2.94,5.83,0.38,0.184,0.755,33,77,0,0.09,0.21,0,0.213,0,0.044,0.28,0.59,0.09,110,0.3013698630136986,3.04,0.33,0.66,0.34,37.8
2005,365,567.6,192.1,0,64.8,413.2,73.72,1163,13,2.89,10,0.319,0.0935,0.705,39,42,0,0.11,0.12,0,0.36,0.13,0.1,0.22,0.44,0.11,81,0.2219178082191781,3,0.22,0.77,0.23,43.7
2006,365,790.3,192.8,18.78,90.22,745.2,136.6,2127,23.5,4.03,15.6,0.262,0.0745,0.531,0,0,0,0,0,0,0.501,0.29,0.11,0.17,0.43,0,0,0,7.9,0.17,0.66,0.34,33.6
2007,366,740.5,192.8,0,84.3,574.1,168.6,1582,18.2,3.32,13.8,0.25,0.0818,0.505,0,8,0,0,0.022,0,0.47,0.21,0.12,0.2,0.47,0,8,0.021917808219178082,4.4,0.18,0.76,0.24,40.7
2008,365,659.1,192.8,19.9,75.24,499.3,141.8,1621,15.7,3.15,11.9,0.259,0.0777,0.462,0,0,0,0,0,0,0.418,0.15,0.12,0.25,0.49,0,0,0,3.8,0.2,0.76,0.24,42
2009,365,796.4,192.8,18.2,90.91,799.7,154.7,2322,25.2,4.1,15.8,0.252,0.0788,0.532,0,0,0,0,0,0,0.505,0.29,0.1,0.19,0.42,0,0,0,9.4,0.16,0.63,0.37,31.6
2010,365,836.1,192.8,0,95.45,758.1,179,2241,23.9,3.95,16.5,0.25,0.0661,0.506,0,15,0,0,0.041,0,0.53,0.3,0.12,0.15,0.42,0,15,0.0410958904109589,7.4,0.17,0.69,0.31,35
2011,366,490.3,144.6,0,55.82,362.6,118.6,866.9,11.5,2.93,8.52,0.313,0.138,0.607,5,38,0,0.014,0.1,0,0.311,0,0.17,0.25,0.57,0.014,43,0.1178082191780822,2.98,0.25,0.74,0.26,42.6
2012,365,669.6,192.8,0,76.44,519.3,108.5,1741,16.4,3.02,12.4,0.272,0.0786,0.479,0,26,0,0,0.071,0,0.425,0.16,0.17,0.18,0.48,0,26,0.07123287671232877,4,0.18,0.76,0.24,40.8
