Month,WaterMonth,Flow_mean,Flow_min,Flow_max,Energy_max,Energy_min,Energy_mean,Power_max,Power_min,Power_mean,EFlowProportion_mean,GenerationProportion_mean,BypassProportion_mean,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor_mean,SpecificEnergy_mean
1,4,290.6,146.1,540.4,71750,9239,35450,96.44,12.42,47.64,0.28,0.72,0.28,0.0075,0.012,0,0.26,44.2
2,5,564.7,200.5,1256,120500,6615,63530,179.3,9.844,93.82,0.19,0.8,0.2,0,0.024,0,0.52,45.9
3,6,1015,327.7,1985,140900,36040,104800,189.4,48.44,140.8,0.15,0.77,0.23,0,0,0,0.78,41.4
4,7,1368,322.2,2736,137800,31650,110000,191.4,43.96,152.7,0.14,0.7,0.3,0,0,0,0.85,35.6
5,8,927,225.6,1748,136500,9569,96090,183.5,12.86,129.2,0.22,0.73,0.27,0.0065,0.013,0,0.72,39.4
6,9,543.4,165.1,856.2,99240,0,60930,137.8,0,84.62,0.29,0.71,0.29,0.02,0.046,0,0.47,41
7,10,369.8,131.8,567,59740,0,36680,80.3,0,49.3,0.39,0.6,0.4,0.039,0.13,0,0.27,34.1
8,11,262.3,103.2,388,37800,0,21910,50.8,0,29.45,0.46,0.52,0.48,0.1,0.27,0,0.16,27.4
9,12,187.4,73.52,274.3,25200,0,15070,34.99,0,20.92,0.48,0.48,0.52,0.16,0.24,0,0.12,27.8
10,1,146.8,56.34,209,20020,0,11560,26.91,0,15.53,0.45,0.5,0.5,0.16,0.31,0,0.086,26.4
11,2,156.3,78.87,216.1,22240,0,15430,30.89,0,21.42,0.36,0.61,0.39,0.082,0.15,0,0.12,35.6
12,3,195.4,115.8,262.6,33930,0,22380,45.6,0,30.07,0.32,0.68,0.32,0.0064,0.044,0,0.17,41.4
