Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,925.1,45.6,0.587,0.34,44.7,0.356
0.01,916.6,44.2,0.582,0.331,44.2,0.354
0.02,908.1,42.8,0.576,0.322,43.7,0.351
0.03,899.6,41.4,0.571,0.313,43.3,0.349
0.04,895.9,40.7,0.568,0.298,43,0.313
0.05,894.5,40.5,0.567,0.28,42.8,0.26
0.06,893,40.2,0.567,0.262,42.6,0.208
0.07,888.9,40,0.564,0.249,42.4,0.167
0.08,879.3,39.8,0.558,0.246,42,0.15
0.09,869.6,39.7,0.551,0.243,41.6,0.132
0.1,860,39.6,0.545,0.24,41.2,0.115
0.11,854.1,39.4,0.541,0.234,41.1,0.112
0.12,848.3,39.1,0.538,0.228,41,0.108
0.13,842.5,38.9,0.534,0.222,40.8,0.105
0.14,840.3,38.8,0.533,0.216,40.8,0.104
0.15,840.1,38.7,0.533,0.21,40.7,0.103
0.16,839.9,38.6,0.533,0.204,40.6,0.102
0.17,839.6,38.6,0.533,0.199,40.6,0.1
0.18,839.5,38.4,0.533,0.196,40.6,0.0959
0.19,839.3,38.3,0.532,0.193,40.5,0.0918
0.2,839.1,38.2,0.532,0.19,40.5,0.0877
0.21,838.9,38.2,0.532,0.19,39.8,0.0721
0.22,838.7,38.1,0.532,0.19,39.1,0.0564
0.23,838.6,38.1,0.532,0.19,38.3,0.0408
0.24,838.5,38,0.532,0.188,38.1,0.0356
0.25,838.5,37.8,0.532,0.185,38.1,0.0356
0.26,838.5,37.5,0.532,0.182,38.1,0.0356
0.27,838.3,36.8,0.532,0.18,38,0.0345
0.28,837.6,35.1,0.531,0.18,37.8,0.0312
0.29,836.9,33.3,0.531,0.18,37.5,0.0279
0.3,836.2,31.6,0.53,0.18,37.3,0.0247
0.31,833.1,31.5,0.528,0.18,37.2,0.0247
0.32,830.1,31.4,0.526,0.18,37.1,0.0247
0.33,827,31.3,0.525,0.18,36.9,0.0247
0.34,825.7,30.9,0.524,0.18,36.7,0.0247
0.35,825.3,30.2,0.524,0.18,36.5,0.0247
0.36,824.8,29.5,0.523,0.18,36.2,0.0247
0.37,823.2,29.1,0.522,0.179,35.6,0.0244
0.38,819.3,28.9,0.52,0.176,34.3,0.0236
0.39,815.5,28.8,0.517,0.173,33,0.0227
0.4,811.6,28.6,0.515,0.17,31.7,0.0219
0.41,810.5,28.3,0.514,0.17,31.4,0.0219
0.42,809.4,28.1,0.513,0.17,31.1,0.0219
0.43,808.4,27.8,0.512,0.17,30.8,0.0219
0.44,807.6,27.7,0.512,0.17,30.7,0.0214
0.45,806.9,27.6,0.512,0.17,30.7,0.0205
0.46,806.2,27.5,0.511,0.17,30.7,0.0197
0.47,803,27.5,0.509,0.169,30.7,0.0192
0.48,794.6,27.5,0.504,0.166,30.5,0.0192
0.49,786.3,27.4,0.498,0.163,30.4,0.0192
0.5,777.9,27.4,0.493,0.16,30.3,0.0192
0.51,776.8,27.3,0.492,0.16,30,0.0175
0.52,775.7,27.1,0.492,0.16,29.7,0.0159
0.53,774.7,26.9,0.491,0.16,29.4,0.0142
0.54,772.7,26.5,0.49,0.16,29.3,0.0137
0.55,770.4,25.8,0.488,0.16,29.3,0.0137
0.56,768.1,25.2,0.487,0.16,29.3,0.0137
0.57,766.4,24.7,0.486,0.159,29.3,0.0123
0.58,765.9,24.4,0.486,0.156,29.3,0.00822
0.59,765.5,24.2,0.485,0.153,29.3,0.00411
0.6,765.1,23.9,0.485,0.15,29.3,0
0.61,764.5,23.3,0.485,0.15,29.1,0
0.62,763.9,22.8,0.484,0.15,28.8,0
0.63,763.3,22.2,0.484,0.15,28.6,0
0.64,762,21.8,0.483,0.15,28.1,0
0.65,760.4,21.6,0.482,0.15,27.5,0
0.66,758.8,21.4,0.482,0.15,26.9,0
0.67,757.1,21.1,0.48,0.15,26.4,0
0.68,755.1,20.9,0.479,0.15,26,0
0.69,753.2,20.7,0.477,0.15,25.7,0
0.7,751.2,20.5,0.476,0.15,25.3,0
0.71,751,20.3,0.476,0.15,25,0
0.72,750.8,20,0.476,0.15,24.7,0
0.73,750.7,19.8,0.476,0.15,24.4,0
0.74,748.1,19.6,0.474,0.148,23.9,0
0.75,744.4,19.4,0.472,0.145,23.4,0
0.76,740.7,19.3,0.47,0.142,22.8,0
0.77,738.1,19.1,0.468,0.14,22.4,0
0.78,737.6,18.8,0.468,0.14,22.3,0
0.79,737.2,18.4,0.467,0.14,22.3,0
0.8,736.7,18.1,0.467,0.14,22.2,0
0.81,724.8,17.3,0.459,0.14,21.8,0
0.82,712.8,16.6,0.452,0.14,21.4,0
0.83,700.9,15.9,0.445,0.14,21,0
0.84,674.9,15.2,0.428,0.14,20.9,0
0.85,642,14.7,0.407,0.14,20.9,0
0.86,609,14.2,0.386,0.14,20.8,0
0.87,586,13.8,0.371,0.14,20.8,0
0.88,583,13.6,0.37,0.14,20.8,0
0.89,580,13.5,0.368,0.14,20.7,0
0.9,577,13.4,0.366,0.14,20.7,0
0.91,543.5,12.8,0.345,0.137,20.6,0
0.92,510.1,12.1,0.323,0.134,20.5,0
0.93,476.6,11.5,0.302,0.131,20.4,0
0.94,434.7,10.7,0.276,0.13,20.3,0
0.95,388.6,9.87,0.247,0.13,20.3,0
0.96,342.5,9.01,0.217,0.13,20.2,0
0.97,288.9,7.8,0.184,0.13,19.9,0
0.98,220.5,5.89,0.14,0.13,19.4,0
0.99,152,3.97,0.0965,0.13,18.9,0
1,83.61,2.06,0.053,0.13,18.4,0
