WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,742.4,192.8,25.82,113.3,1104,189,2915,26,4.17,15.3,0.237,0.0744,0.49,0,0,0,0,0,0,0.471,0.31,0.099,0.17,0.16,0,0,0,10.7,0.16,0.59,0.41,28.6
1993,365,755,192.8,20.24,86.19,588.7,163.6,1736,18.6,3.52,14,0.263,0.0935,0.514,0,0,0,0,0,0,0.479,0.22,0.12,0.24,0.42,0,0,0,4.6,0.19,0.75,0.25,40.6
1994,365,283,104.1,0,32.31,252.5,92.19,607.1,7.96,2.87,4.95,0.417,0.176,0.781,48,46,0,0.13,0.13,0,0.179,0,0.027,0.18,0.66,0.13,94,0.25753424657534246,3.01,0.36,0.62,0.38,35.6
1995,366,391.8,144.6,0,44.6,317.4,79.89,902.3,10,2.87,7,0.382,0.121,0.651,50,41,0,0.14,0.11,0,0.248,0,0.15,0.2,0.52,0.14,91,0.2493150684931507,3,0.29,0.7,0.3,39.2
1996,365,714.7,192.8,0,81.58,556.1,106.1,1739,17.5,3.29,13.4,0.278,0.0851,0.49,0,34,0,0,0.093,0,0.453,0.24,0.13,0.17,0.47,0,34,0.09315068493150686,4.1,0.19,0.77,0.23,40.8
1997,365,712.5,192.8,20.38,81.34,538.7,165.2,1619,17,3.26,13,0.263,0.0914,0.467,0,0,0,0,0,0,0.452,0.17,0.17,0.17,0.49,0,0,0,4,0.19,0.76,0.24,41.9
1998,365,856.9,192.8,20.71,97.82,929,145.8,3126,29.3,4.54,17.5,0.24,0.0694,0.477,0,0,0,0,0,0,0.543,0.35,0.11,0.15,0.39,0,0,0,11.8,0.15,0.6,0.4,29.2
1999,366,751.7,192.8,0,85.57,744.8,197.5,2689,23.6,4.12,14.8,0.265,0.0553,0.495,0,14,0,0,0.038,0,0.477,0.23,0.15,0.19,0.43,0,14,0.038356164383561646,8.8,0.17,0.63,0.37,31.9
2000,365,861.3,192.8,0,98.32,1161,192.8,3668,36.6,5.43,18.6,0.243,0.0716,0.503,0,11,0,0,0.03,0,0.546,0.36,0.14,0.18,0.32,0,11,0.030136986301369864,18,0.15,0.51,0.49,23.5
2001,365,691.6,192.8,18.43,78.95,488.5,154.8,1247,15.4,3.22,12.2,0.266,0.1,0.465,0,0,0,0,0,0,0.439,0.12,0.18,0.27,0.42,0,0,0,3.2,0.21,0.79,0.21,44.9
2002,365,747.9,192.8,17.86,85.38,621,132.1,2154,19.6,3.68,14,0.266,0.0687,0.498,0,0,0,0,0,0,0.474,0.23,0.14,0.2,0.43,0,0,0,5.6,0.19,0.71,0.29,38.2
