year,month,waterMonth,waterYear,flowMean,flowMin,flowMax,flowMedian,flowChange,flowChangePercent,volume,flowMeanVariance,flowMeanCalMonthExceedance
1930,12,3,1930,358,263,452,379,189,0.4175759799326531,960,0.23875432525951557,0.7145806451612903
1931,1,4,1930,531,452,630,512,138,0.2271058726879399,1423,1.2217573221757323,0.83
1931,2,5,1930,705,607,817,718,210,0.25727763308099905,1706,1.5543478260869565,0.9098039215686275
1931,3,6,1930,1103,817,2083,982,1266,0.6076896383712678,2954,1.5182648401826484,0.8159433962264151
1931,4,7,1930,2886,2300,3284,2941,984,0.2995998516278824,7481,2.915875169606513,0.5428015564202335
1931,5,8,1930,2675,1902,3334,2693,-1382,-0.7268132898515514,7164,0.9539810080350621,0.26415999999999984
1931,6,9,1930,1367,941,1856,1343,-915,-0.9717798514835927,3542,-0.4590423426988524,0.3582714382174207
1931,7,10,1930,642,481,910,607,-429,-0.890834027805838,1720,-0.7826675693974272,0.40172599784250274
1931,8,11,1930,404,328,478,412,-150,-0.4588066925800991,1081,-0.8199643493761141,0.4545454545454544
1931,9,12,1930,292,250,324,290,-74,-0.29473404981673673,757,-0.7618270799347472,0.43
1931,10,1,1931,242,236,266,236,16,0.05892472035020173,648,-0.6052202283849919,0.41150183150183156
1931,11,2,1931,308,259,385,299,122,0.3169257891294488,798,-0.21628498727735368,0.24242424242424235
1931,12,3,1931,605,394,662,630,268,0.40477180720192457,1620,1.0934256055363323,0.07132075471698103
1932,1,4,1931,844,662,971,864,309,0.31827067894606154,2261,2.5313807531380754,0.2341388174807198
1932,2,5,1931,1086,982,1302,1047,320,0.2456224842448981,2721,2.9347826086956523,0.41792412312097366
1932,3,6,1931,2947,1364,3818,3503,2271,0.62474302912499,7893,5.728310502283105,0.3093093093093092
1932,4,7,1931,2987,2291,3635,3107,-1344,-0.5863796136810433,7742,3.0529172320217097,0.46667766413724854
1932,5,8,1931,1701,1284,2220,1700,-936,-0.7284890984336465,4556,0.2425127830533236,0.7079625292740047
1932,6,9,1931,988,685,1250,991,-565,-0.8256673485054841,2560,-0.6090225563909775,0.6953488372093023
1932,7,10,1931,531,435,685,515,-249,-0.5733733451950274,1421,-0.8202437373053487,0.5757575757575756
1932,8,11,1931,374,324,430,375,-106,-0.326271781087456,1001,-0.8333333333333334,0.5161445783132529
1932,9,12,1931,283,255,324,282,-69,-0.27288415597404925,733,-0.7691680261011419,0.474747474747475
1932,10,1,1932,219,200,255,221,-55,-0.27353844727005444,588,-0.6427406199021207,0.5656565656565657
1932,11,2,1932,222,200,283,204,82,0.2897892443891737,576,-0.4351145038167939,0.73
1932,12,3,1932,346,266,475,331,201,0.4242176313695439,926,0.1972318339100346,0.7590361445783133
1933,1,4,1932,647,478,764,648,263,0.35514655951662294,1734,1.707112970711297,0.5139906103286385
1933,2,5,1932,828,741,965,801,224,0.2321076251835571,2003,2,0.7751851851851852
1933,3,6,1932,1160,965,1445,1147,480,0.3323651588019908,3106,1.6484018264840183,0.7775675675675676
1933,4,7,1932,1461,1250,1596,1477,-226,-0.18047675315806352,3786,0.9823609226594301,0.8383071203889048
1933,5,8,1932,977,685,1222,988,-538,-0.7854846443174673,2615,-0.28634039444850257,0.9294601542416452
1933,6,9,1932,479,394,674,452,-280,-0.7108815702269053,1242,-0.8104471705579739,0.9399041533546325
1933,7,10,1932,333,290,390,328,-100,-0.34327066355176256,892,-0.8872714962762356,0.9399621928166351
1933,8,11,1932,246,217,290,236,-73,-0.3379528071907108,659,-0.8903743315508021,0.9597080291970803
1933,9,12,1932,201,188,217,200,-29,-0.15546621881308154,520,-0.8360522022838499,0.9393939393939394
1933,10,1,1933,172,158,188,170,-5,-0.0267389152741235,461,-0.7194127243066885,0.899468085106383
1933,11,2,1933,213,173,263,209,82,0.3118062401283708,551,-0.4580152671755725,0.8181818181818181
1933,12,3,1933,408,273,543,407,269,0.49637341017589315,1092,0.4117647058823529,0.505050505050505
1934,1,4,1933,684,555,782,685,228,0.29106240085866325,1833,1.8619246861924685,0.46
1934,2,5,1933,938,798,1419,858,621,0.43777688818808214,2270,2.398550724637681,0.5718446601941749
1934,3,6,1933,3682,1513,5661,3405,3813,0.7158931767810667,9861,7.406392694063927,0.1772156196943973
1934,4,7,1933,4015,2982,5216,3977,-2234,-0.7489746248911197,10407,4.447761194029851,0.2400432023761307
1934,5,8,1933,2322,1775,2965,2321,-1189,-0.6701152051510528,6219,0.6961285609934259,0.4471111111111111
1934,6,9,1933,1182,798,1700,1119,-902,-1.130622717731937,3065,-0.5322516818361693,0.5226943005181347
1934,7,10,1933,538,430,772,507,-343,-0.797387008945421,1442,-0.8178740690589031,0.5419354838709677
1934,8,11,1933,361,306,427,352,-121,-0.39617888586546973,966,-0.839126559714795,0.5473684210526316
1934,9,12,1933,264,236,306,257,-70,-0.2952860892828695,685,-0.7846655791190864,0.58
1934,10,1,1934,203,176,235,201,-29,-0.13924587231829721,543,-0.6688417618270799,0.73
1934,11,2,1934,268,206,430,257,224,0.520821918952506,694,-0.31806615776081426,0.4731125827814571
1934,12,3,1934,485,430,570,478,118,0.20767837584648416,1298,0.6782006920415224,0.2849645390070921
1935,1,4,1934,707,588,858,690,270,0.31428789661993434,1893,1.9581589958158996,0.4427672955974843
1935,2,5,1934,1129,864,1634,1058,770,0.4712417962334157,2731,3.0905797101449277,0.3853875236294896
1935,3,6,1934,2653,1669,3258,2874,1176,0.4132552374819924,7105,5.057077625570776,0.37958291288261026
1935,4,7,1934,2322,1930,2845,2316,-915,-0.4738545718003143,6018,2.1506105834464044,0.6744880382775119
1935,5,8,1934,1664,1388,1930,1669,-543,-0.3911309990069168,4458,0.21548575602629658,0.7552742616033754
1935,6,9,1934,952,650,1339,959,-689,-1.058995517593781,2468,-0.6232686980609419,0.7096662830840046
1935,7,10,1934,504,407,644,490,-237,-0.5833447049065207,1350,-0.8293838862559242,0.6494814814814814
1935,8,11,1934,354,310,407,347,-97,-0.3116126591573352,949,-0.8422459893048129,0.58
1935,9,12,1934,274,255,306,267,-51,-0.20171077380711977,711,-0.7765089722675367,0.5276847290640393
1935,10,1,1935,225,204,255,223,-51,-0.2508478375453688,602,-0.632952691680261,0.5151515151515151
1935,11,2,1935,214,189,236,219,36,0.1536428137155965,554,-0.455470737913486,0.79
1935,12,3,1935,352,240,430,352,190,0.4426451615499598,943,0.2179930795847751,0.7373737373737375
1936,1,4,1935,557,439,725,555,287,0.39518804878275643,1492,1.3305439330543933,0.7774468085106383
1936,2,5,1935,838,730,1007,817,277,0.2749033455134385,2099,2.036231884057971,0.7459677419354839
1936,3,6,1935,1382,1015,2054,1302,1039,0.5059632436539753,3700,2.1552511415525113,0.6978393183201461
1936,4,7,1935,2391,2097,2496,2398,399,0.15991443628963348,6198,2.244233378561737,0.6563326374391093
1936,5,8,1935,2014,1435,2496,1974,-1062,-0.7399754795639071,5395,0.47114682249817386,0.5833420639078052
1936,6,9,1935,878,567,1379,813,-812,-1.4334838756448267,2277,-0.6525524337158686,0.7490713224368499
1936,7,10,1935,437,364,543,427,-179,-0.4907205385278036,1171,-0.8520649966147597,0.799080459770115
1936,8,11,1935,307,257,359,310,-102,-0.396259159349622,822,-0.8631907308377896,0.79
1936,9,12,1935,235,217,257,235,-40,-0.18510233565237366,608,-0.8083197389885808,0.7592592592592592
1936,10,1,1936,204,204,208,204,-4,-0.020818239094797755,547,-0.66721044045677,0.7183529411764705
1936,11,2,1936,233,204,266,235,62,0.23333471978964182,603,-0.4071246819338422,0.6741104294478527
1936,12,3,1936,349,269,452,347,183,0.40476623718902655,936,0.20761245674740483,0.7474747474747475
1937,1,4,1936,636,461,837,612,376,0.44928413798128924,1703,1.6610878661087867,0.55
1937,2,5,1936,1846,910,3237,1584,2327,0.7188457519599329,4467,5.688405797101449,0.17243505705268272
1937,3,6,1936,3133,2747,3635,3078,377,0.10367758427162166,8391,6.15296803652968,0.259141033081834
1937,4,7,1936,2961,2496,3635,2894,-1138,-0.4560300605610634,7674,3.01763907734057,0.4833633633633634
1937,5,8,1936,2387,2097,2496,2398,-399,-0.19035493906519105,6394,0.743608473338203,0.4089667250437829
1937,6,9,1936,1410,965,2054,1343,-1089,-1.1282118492815154,3655,-0.44202611792639496,0.33448275862068955
1937,7,10,1936,657,497,954,632,-457,-0.9194711302747702,1760,-0.7775897088693298,0.37472340425531914
1937,8,11,1936,415,342,490,412,-149,-0.4356787835524219,1113,-0.8150623885918004,0.3622222222222223
1937,9,12,1936,297,266,334,290,-68,-0.2573854318984282,769,-0.7577487765089723,0.4040404040404042
1937,10,1,1937,243,223,263,236,-40,-0.178025411540848,650,-0.6035889070146819,0.4
1937,11,2,1937,266,223,324,263,101,0.3107496560701774,689,-0.3231552162849873,0.49
1937,12,3,1937,437,331,531,435,201,0.37745160249706966,1170,0.5121107266435986,0.43
1938,1,4,1937,660,543,776,650,234,0.30088192306165923,1769,1.7615062761506277,0.4966216216216216
1938,2,5,1937,896,782,1015,888,232,0.22886525877894295,2168,2.246376811594203,0.6353846153846153
1938,3,6,1937,1255,1035,1839,1200,804,0.4370374739491971,3362,1.865296803652968,0.72
1938,4,7,1937,2763,2030,3237,2780,217,0.09663202668554863,7161,2.7489823609226596,0.5719791666666668
1938,5,8,1937,1650,1241,2248,1652,-1007,-0.8115951520694407,4418,0.20525931336742148,0.764048706240487
1938,6,9,1937,868,567,1241,846,-674,-1.1894725637200931,2249,-0.6565096952908587,0.7586206896551724
1938,7,10,1937,445,364,555,439,-191,-0.5236294705879511,1191,-0.8493568043331077,0.7777777777777778
1938,8,11,1937,329,281,364,328,-83,-0.2933115351208557,880,-0.8533868092691622,0.7085784313725491
1938,9,12,1937,259,240,281,257,-42,-0.17502608740503742,671,-0.7887438825448614,0.61
1938,10,1,1938,223,217,232,223,-6,-0.025219738538517188,597,-0.636215334420881,0.53
1938,11,2,1938,273,232,328,257,82,0.2615885868363099,708,-0.3053435114503817,0.4551020408163266
1938,12,3,1938,460,314,588,475,275,0.46709166481642433,1233,0.5916955017301038,0.35
1939,1,4,1938,749,588,903,735,314,0.3481310544583292,2007,2.1338912133891212,0.3618604651162791
1939,2,5,1938,1183,903,1902,1073,999,0.5254775850461415,2861,3.286231884057971,0.3551535549011359
1939,3,6,1938,2626,1930,2874,2747,627,0.24513109467198535,7033,4.995433789954338,0.40910470409711663
1939,4,7,1938,2218,1780,2529,2251,-749,-0.4209618335187467,5750,2.009497964721845,0.7039305768249106
1939,5,8,1938,1296,965,1744,1246,-779,-0.807426329138109,3472,-0.053323593864134405,0.8480541455160744
1939,6,9,1938,660,478,965,653,-487,-1.0194756624522594,1711,-0.7388207360506529,0.8989898989898988
1939,7,10,1938,402,352,447,394,-95,-0.26984703961445233,1076,-0.8639133378469871,0.8692972972972973
1939,8,11,1938,315,281,342,314,-60,-0.21347573369158282,844,-0.8596256684491979,0.7662295081967214
1939,9,12,1938,252,236,281,246,-45,-0.19169863255095684,654,-0.7944535073409462,0.64
1939,10,1,1939,231,213,259,229,23,0.08937583005925964,620,-0.6231647634584013,0.48238805970149257
1939,11,2,1939,314,262,427,290,165,0.3869304324521092,813,-0.2010178117048346,0.2251162790697674
1939,12,3,1939,569,430,741,561,311,0.41997028476520815,1524,0.9688581314878892,0.1313131313131313
1940,1,4,1939,858,745,995,858,250,0.25082913844639093,2297,2.589958158995816,0.22075471698113208
1940,2,5,1939,1121,995,1320,1127,325,0.2461211292687368,2808,3.0615942028985508,0.3939393939393939
1940,3,6,1939,3127,1364,5145,3104,3781,0.7349085775227322,8375,6.139269406392694,0.26210810810810803
1940,4,7,1939,4527,3529,5307,4537,-1635,-0.4631563319918252,11734,5.14246947082768,0.13050200803212852
1940,5,8,1939,2677,2021,3479,2659,-1458,-0.7214635537446258,7171,0.9554419284149014,0.2589779005524862
1940,6,9,1939,1428,995,1930,1364,-935,-0.9400773959276972,3703,-0.43490304709141275,0.308050847457627
1940,7,10,1939,720,537,982,705,-445,-0.8291457458884095,1929,-0.7562626946513202,0.2727272727272727
1940,8,11,1939,440,364,537,439,-173,-0.47485089495446736,1178,-0.803921568627451,0.3
1940,9,12,1939,299,255,354,299,-92,-0.35179532942053926,775,-0.7561174551386624,0.39
1940,10,1,1940,275,255,314,262,52,0.16476911141558026,738,-0.5513866231647635,0.22
1940,11,2,1940,331,314,342,333,28,0.08206391691557144,857,-0.15776081424936386,0.20040485829959515
1940,12,3,1940,415,342,497,407,155,0.31264307294446936,1111,0.4359861591695502,0.469051878354204
1941,1,4,1940,733,503,1026,685,523,0.5100544173357965,1963,2.066945606694561,0.3936254980079682
1941,2,5,1940,1221,995,1590,1199,555,0.34896464477468614,2954,3.4239130434782608,0.33538461538461534
1941,3,6,1940,2287,1634,3334,2138,1700,0.5100110127609689,6127,4.2214611872146115,0.5323370896619305
1941,4,7,1940,2767,2307,3334,2751,-1028,-0.44552496833370003,7171,2.7544097693351426,0.5696389588581025
1941,5,8,1940,1669,1235,2267,1634,-1032,-0.8360281849689811,4470,0.2191380569758948,0.7463976945244957
1941,6,9,1940,839,570,1204,818,-634,-1.1121545180008285,2176,-0.66798575385833,0.798468606431853
1941,7,10,1940,459,383,567,443,-184,-0.48114161636705666,1230,-0.8446174678402166,0.7522123893805309
1941,8,11,1940,321,273,379,314,-106,-0.38673388878529896,860,-0.856951871657754,0.7294117647058824
1941,9,12,1940,258,223,273,262,-50,-0.22360955494052767,670,-0.7895595432300163,0.6221830985915493
1941,10,1,1941,206,204,221,204,-9,-0.041919364260009064,551,-0.6639477977161501,0.7
1941,11,2,1941,238,221,263,233,42,0.161021740421357,616,-0.3944020356234097,0.63
1941,12,3,1941,340,263,475,324,198,0.4293957441188811,910,0.17647058823529413,0.8092664092664094
1942,1,4,1941,491,427,567,490,137,0.2415819970171192,1314,1.0543933054393306,0.8988620199146515
1942,2,5,1941,702,570,846,718,276,0.32588062046313715,1699,1.5434782608695652,0.918950819672131
1942,3,6,1941,986,851,1155,988,304,0.263109749884836,2640,1.2511415525114156,0.8587508579272478
1942,4,7,1941,1837,1164,2220,2024,919,0.44114195377691273,4762,1.492537313432836,0.7658503728650469
1942,5,8,1941,1552,1059,2073,1546,-1014,-0.9581799509802735,4157,0.13367421475529584,0.7857607090103397
1942,6,9,1941,667,447,1035,610,-589,-1.3182124286826093,1728,-0.7360506529481599,0.8798262380538662
1942,7,10,1941,378,328,443,379,-115,-0.3516367436913362,1011,-0.8720379146919431,0.8997128087306147
1942,8,11,1941,280,247,324,276,-78,-0.3145200537557343,751,-0.875222816399287,0.9
1942,9,12,1941,214,189,242,212,-54,-0.2838098001066615,555,-0.8254486133768353,0.9090909090909091
1942,10,1,1942,198,170,208,201,20,0.09832415113457534,531,-0.6769983686786297,0.78
1942,11,2,1942,230,212,257,230,40,0.15619101412915432,596,-0.41475826972010177,0.69
1942,12,3,1942,317,250,396,306,134,0.33886945799314966,850,0.09688581314878893,0.8580188679245282
1943,1,4,1942,483,403,543,493,140,0.25824519040726207,1295,1.0209205020920502,0.9085106382978724
1943,2,5,1942,647,543,745,640,203,0.27198346891950165,1565,1.3442028985507246,0.966787878787879
1943,3,6,1942,973,764,1276,941,512,0.4011374470338668,2607,1.221461187214612,0.8671074380165289
1943,4,7,1942,1605,1312,1669,1634,357,0.21379556425354104,4161,1.1777476255088195,0.8068759342301943
1943,5,8,1942,1582,1364,1669,1622,-305,-0.22379311220309114,4238,0.1555880204528853,0.7788805970149254
1943,6,9,1942,1010,644,1323,1025,-679,-1.0540140753682605,2618,-0.6003165809259992,0.6785202312138728
1943,7,10,1942,478,385,632,461,-247,-0.6403342424708608,1280,-0.8381855111712931,0.7159166666666666
1943,8,11,1942,327,281,383,324,-101,-0.35930056496916446,876,-0.8542780748663101,0.7145806451612903
1943,9,12,1942,240,206,273,238,-67,-0.3270594466514181,621,-0.8042414355628059,0.7373737373737375
1943,10,1,1943,190,176,204,192,-23,-0.126052088020377,509,-0.6900489396411092,0.8391208791208791
1943,11,2,1943,217,188,269,204,74,0.2836129296925491,564,-0.44783715012722647,0.777
1943,12,3,1943,392,259,561,379,302,0.5380667991395647,1051,0.356401384083045,0.61
1944,1,4,1943,744,570,929,741,359,0.3860420603170422,1994,2.1129707112970713,0.3742725173210162
1944,2,5,1943,1333,941,1856,1276,915,0.4928439910532674,3340,3.829710144927536,0.2895079695079695
1944,3,6,1943,2103,1930,2291,2083,361,0.15755794520334757,5633,3.8013698630136985,0.5736774193548386
1944,4,7,1943,2447,2321,2529,2467,143,0.05804561176071089,6342,2.320217096336499,0.6478222222222223
1944,5,8,1943,1946,1419,2445,1930,-1026,-0.7229595139881682,5211,0.4214755295836377,0.6233453237410072
1944,6,9,1943,911,561,1388,858,-826,-1.4712295423906385,2360,-0.6394934705184012,0.7374311377245509
1944,7,10,1943,435,347,543,435,-195,-0.5623946741023861,1166,-0.8527420446851727,0.81
1944,8,11,1943,298,255,344,290,-89,-0.34999519702724746,797,-0.8672014260249554,0.8438356164383563
1944,9,12,1943,221,201,255,221,-53,-0.26376142696941335,573,-0.8197389885807504,0.85
1944,10,1,1944,198,195,201,198,-2,-0.007736444626330344,530,-0.6769983686786297,0.78
1944,11,2,1944,234,200,295,229,95,0.32144727752476726,606,-0.40458015267175573,0.6679999999999999
1944,12,3,1944,409,303,478,418,172,0.36239468855191026,1095,0.41522491349480967,0.4983050847457627
1945,1,4,1944,583,478,730,567,252,0.345343842136361,1561,1.4393305439330544,0.707379518072289
1945,2,5,1944,932,741,1222,891,459,0.3824470374468116,2255,2.3768115942028984,0.5826126126126125
1945,3,6,1944,2561,982,3909,2637,2927,0.7487508853299355,6860,4.84703196347032,0.4423703703703704
1945,4,7,1944,3192,2496,3901,3178,-1405,-0.562787880846094,8273,3.3310719131614652,0.3890332805071313
1945,5,8,1944,1955,1445,2471,1942,-1025,-0.7094148579348157,5235,0.42804967129291455,0.6177215189873417
1945,6,9,1944,945,632,1388,882,-756,-1.1960589630074128,2450,-0.6260387811634349,0.7223880597014926
1945,7,10,1944,482,403,599,475,-197,-0.4893228779178905,1291,-0.8368314150304672,0.7
1945,8,11,1944,337,283,396,337,-113,-0.3984936981021111,903,-0.8498217468805704,0.65
1945,9,12,1944,247,223,283,244,-60,-0.2680523196395847,640,-0.7985318107667211,0.69
1945,10,1,1945,207,198,221,204,-17,-0.08263358759487191,553,-0.6623164763458401,0.67
1945,11,2,1945,238,204,303,230,99,0.3262675808474208,616,-0.3944020356234097,0.63
1945,12,3,1945,401,306,507,403,201,0.39659263936160394,1073,0.3875432525951557,0.5555555555555556
1946,1,4,1945,755,515,982,764,467,0.4751794394124471,2022,2.1589958158995817,0.3258895705521475
1946,2,5,1945,982,982,982,982,0,0,2376,2.5579710144927534,0.5239897698209718
1946,3,6,1945,1125,982,1222,1155,240,0.19652134742917762,3014,1.5684931506849316,0.7992773261065945
1946,4,7,1945,1379,1241,1546,1364,306,0.1976933380772131,3574,0.8710990502035278,0.8542767295597484
1946,5,8,1945,1430,1241,1571,1406,-311,-0.2509185879260308,3829,0.04455807158509861,0.809546539379475
1946,6,9,1945,846,537,1212,818,-675,-1.2579123629912372,2192,-0.665215670755837,0.7888135593220339
1946,7,10,1945,406,337,512,403,-175,-0.5190004265309149,1088,-0.8625592417061612,0.8585858585858586
1946,8,11,1945,289,250,334,287,-84,-0.33611567436596385,774,-0.8712121212121212,0.8591616766467066
1946,9,12,1945,219,204,250,215,-47,-0.22973856613353713,567,-0.8213703099510603,0.87
1946,10,1,1946,199,197,201,198,-5,-0.024565815112118326,532,-0.6753670473083198,0.7676767676767677
1946,11,2,1946,211,197,262,197,65,0.2491654239383955,547,-0.4631043256997455,0.84
1946,12,3,1946,379,266,490,383,224,0.4576309822791333,1015,0.31141868512110726,0.6363636363636362
1947,1,4,1946,613,493,745,593,233,0.32069764017290875,1641,1.5648535564853556,0.6649999999999999
1947,2,5,1946,852,741,1140,808,399,0.3501119928484584,2060,2.0869565217391304,0.7131555555555555
1947,3,6,1946,2079,1155,3954,1799,2799,0.7078320217724058,5570,3.7465753424657535,0.6007629947544111
1947,4,7,1946,4384,3901,4776,4353,-285,-0.07300821111717788,11364,4.948439620081411,0.14213046717037356
