Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3500,192,139000,25.6,1100,25.5,0.938,1.87,0.91,0.88,1,50.1,2
0.01,2600,185,136000,25.6,1100,25.4,0.936,1.87,0.717,0.87,1,49.5,2
0.02,2250,184,135000,25.6,1100,25.4,0.936,1.87,0.626,0.87,0.936,49.4,1.86
0.03,2120,182,134000,25.6,1100,25.4,0.936,1.87,0.59,0.862,0.752,48.9,1.36
0.04,2030,180,133000,25.6,1100,25.4,0.935,1.87,0.546,0.86,0.66,48.8,0.988
0.05,1940,178,132000,25.6,1100,25.4,0.935,1.87,0.52,0.85,0.61,48.7,0.903
0.06,1840,177,131000,25.6,1100,25.4,0.935,1.86,0.489,0.85,0.579,48.4,0.707
0.07,1730,176,129000,25.6,1100,25.4,0.935,1.86,0.47,0.84,0.537,48.2,0.398
0.08,1620,173,128000,25.5,1090,25.4,0.935,1.8,0.47,0.84,0.52,48,0.365
0.09,1530,172,127000,25.5,1080,25.4,0.935,1.76,0.457,0.83,0.507,47.8,0.297
0.1,1470,171,125000,25.5,1060,25.4,0.934,1.7,0.45,0.83,0.481,47.5,0.233
0.11,1400,169,124000,25.5,1020,25.4,0.934,1.54,0.445,0.825,0.475,47.4,0.178
0.12,1290,167,122000,25.5,989,25.4,0.934,1.49,0.44,0.82,0.469,47,0.0667
0.13,1220,166,119000,25.5,968,25.4,0.933,1.42,0.44,0.82,0.46,46.8,0
0.14,1180,164,117000,25.5,952,25.4,0.933,1.39,0.44,0.82,0.45,46.5,0
0.15,1120,158,116000,25.5,935,25.4,0.933,1.32,0.43,0.81,0.45,46.3,0
0.16,1000,157,113000,25.5,866,25.4,0.933,1.17,0.43,0.81,0.446,46.2,0
0.17,987,154,110000,25.5,819,25.4,0.933,1.1,0.43,0.8,0.44,46,0
0.18,974,151,108000,25.5,812,25.3,0.933,1.07,0.42,0.8,0.44,45.7,0
0.19,947,147,106000,25.5,785,25.3,0.933,1.04,0.41,0.8,0.44,45.7,0
0.2,903,144,105000,25.5,748,25.3,0.932,1.01,0.41,0.79,0.43,45.4,0
0.21,863,142,102000,25.5,729,25.3,0.932,0.925,0.4,0.79,0.43,45.4,0
0.22,850,139,100000,25.5,712,25.3,0.931,0.884,0.4,0.78,0.43,45.3,0
0.23,841,137,97300,25.5,691,25.3,0.931,0.855,0.39,0.78,0.42,45.1,0
0.24,800,135,95200,25.5,678,25.3,0.93,0.838,0.39,0.78,0.418,45,0
0.25,764,128,92600,25.5,632,25.3,0.93,0.782,0.39,0.77,0.41,44.8,0
0.26,731,123,87700,25.5,604,25.3,0.929,0.74,0.38,0.77,0.41,44.7,0
0.27,718,117,83700,25.5,573,25.3,0.929,0.706,0.38,0.77,0.4,44.6,0
0.28,655,111,78800,25.5,541,25.3,0.928,0.66,0.375,0.76,0.4,44.4,0
0.29,621,105,73400,25.5,501,25.3,0.928,0.594,0.37,0.76,0.4,44.3,0
0.3,613,100,71600,25.5,477,25.2,0.927,0.565,0.37,0.76,0.39,44.1,0
0.31,589,96.2,68800,25.5,458,25.2,0.927,0.547,0.36,0.75,0.39,43.9,0
0.32,585,94.3,67900,25.4,448,25.2,0.927,0.54,0.36,0.75,0.39,43.6,0
0.33,566,92.7,67200,25.4,440,25.1,0.927,0.535,0.36,0.735,0.38,43.5,0
0.34,560,91.4,64200,25.4,434,25.1,0.926,0.518,0.35,0.73,0.38,43.2,0
0.35,546,87.1,62500,25.4,416,25.1,0.926,0.5,0.35,0.72,0.38,43,0
0.36,531,82.6,60400,25.3,394,25.1,0.925,0.477,0.34,0.72,0.37,42.9,0
0.37,522,81.2,59300,25.3,380,25.1,0.925,0.462,0.34,0.71,0.37,42.8,0
0.38,504,78.6,56900,25.3,370,25,0.924,0.446,0.34,0.71,0.37,42.5,0
0.39,475,76.2,54600,25.3,358,25,0.924,0.433,0.34,0.7,0.36,42.3,0
