Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,5260,191,141000,25.6,1100,25.4,0.937,1.87,0.53,0.89,0.79,50.3,0.903
0.01,4770,187,138000,25.6,1100,25.4,0.936,1.87,0.47,0.87,0.774,50,0.336
0.02,4350,185,135000,25.6,1100,25.4,0.936,1.87,0.45,0.87,0.75,49.7,0.132
0.03,3970,181,134000,25.5,1100,25.4,0.935,1.87,0.45,0.86,0.725,49.5,0.065
0.04,3630,180,130000,25.5,1100,25.4,0.935,1.87,0.44,0.86,0.7,49.2,0
0.05,3510,178,129000,25.5,1100,25.4,0.935,1.87,0.44,0.85,0.69,48.6,0
0.06,3410,176,128000,25.5,1100,25.3,0.935,1.87,0.44,0.845,0.68,48.5,0
0.07,3300,175,127000,25.5,1100,25.3,0.935,1.87,0.43,0.84,0.669,48.2,0
0.08,3120,174,127000,25.5,1100,25.3,0.934,1.87,0.43,0.84,0.65,48.1,0
0.09,2940,174,126000,25.5,1100,25.3,0.934,1.87,0.43,0.83,0.627,47.9,0
0.1,2770,174,124000,25.5,1100,25.3,0.934,1.87,0.42,0.83,0.601,47.5,0
0.11,2620,172,124000,25.5,1100,25.2,0.934,1.87,0.42,0.82,0.58,47.3,0
0.12,2530,171,123000,25.5,1100,25.2,0.934,1.87,0.42,0.82,0.569,47.1,0
0.13,2440,171,122000,25.4,1100,25.2,0.934,1.87,0.42,0.82,0.553,46.9,0
0.14,2310,170,121000,25.4,1100,25.2,0.934,1.87,0.41,0.81,0.527,46.4,0
0.15,2090,170,120000,25.4,1100,25.2,0.933,1.87,0.41,0.81,0.511,46.2,0
0.16,2050,168,119000,25.4,1100,25.1,0.933,1.87,0.406,0.8,0.47,46,0
0.17,2000,164,118000,25.3,1100,25.1,0.933,1.87,0.4,0.8,0.47,45.8,0
0.18,1940,162,117000,25.3,1100,25.1,0.933,1.86,0.4,0.79,0.46,45.4,0
0.19,1890,161,115000,25.3,1100,25.1,0.933,1.86,0.4,0.79,0.45,45.3,0
0.2,1780,158,114000,25.3,1100,25,0.933,1.83,0.39,0.79,0.45,45,0
0.21,1690,157,112000,25.3,1090,25,0.933,1.8,0.39,0.78,0.446,45,0
0.22,1650,155,111000,25.3,1080,25,0.932,1.73,0.39,0.78,0.44,44.7,0
0.23,1520,154,111000,25.3,1070,25,0.932,1.73,0.38,0.77,0.44,44.3,0
0.24,1450,152,109000,25.2,1060,25,0.931,1.7,0.38,0.77,0.44,43.9,0
0.25,1360,151,109000,25.2,1020,24.9,0.931,1.57,0.38,0.76,0.43,43.2,0
0.26,1330,150,107000,25.2,1010,24.9,0.931,1.56,0.37,0.76,0.43,42.8,0
0.27,1300,145,106000,25.1,996,24.9,0.931,1.48,0.37,0.76,0.43,42.6,0
0.28,1250,143,105000,25.1,961,24.8,0.93,1.45,0.37,0.74,0.43,42.3,0
0.29,1220,141,103000,25.1,952,24.8,0.929,1.42,0.36,0.74,0.42,42.2,0
0.3,1160,138,101000,25,936,24.7,0.929,1.39,0.35,0.73,0.42,41.9,0
0.31,1100,135,99200,25,910,24.7,0.929,1.29,0.35,0.727,0.42,41.5,0
0.32,1040,133,97200,25,855,24.7,0.928,1.15,0.34,0.72,0.42,41.3,0
0.33,1010,132,96600,24.9,825,24.6,0.928,1.14,0.33,0.72,0.41,41,0
0.34,986,131,94700,24.9,811,24.6,0.927,1.11,0.32,0.71,0.41,40.2,0
