Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,1032,73.9,0.655,0.25,44.8,0.167
0.01,1025,68.2,0.65,0.23,44.6,0.167
0.02,1015,66.8,0.644,0.23,44.2,0.13
0.03,994,60.1,0.63,0.22,44.1,0.115
0.04,975.8,59.2,0.618,0.21,43.9,0.105
0.05,972.1,56.6,0.616,0.21,43.6,0.0755
0.06,951.1,55.3,0.603,0.21,43.5,0.0662
0.07,946.6,54.5,0.6,0.201,43.3,0.0632
0.08,940.7,53.9,0.596,0.2,43.2,0.0605
0.09,936.8,53.6,0.594,0.2,42.8,0.0478
0.1,932.4,51.2,0.591,0.2,42.7,0.0466
0.11,924.2,50.8,0.587,0.2,42.4,0.0368
0.12,922.4,50.8,0.585,0.191,42,0.0356
0.13,922,50.2,0.585,0.19,41.7,0.0285
0.14,917.1,49.4,0.582,0.19,40.8,0.0203
0.15,916.2,48.5,0.581,0.19,40.5,0.0168
0.16,912.8,48.1,0.578,0.19,39.3,0.0118
0.17,908,47.5,0.576,0.19,38.9,0.00414
0.18,903,47.3,0.573,0.19,38.7,0.000493
0.19,901.5,47,0.572,0.19,38.6,0
0.2,900.3,46.5,0.571,0.182,38.2,0
0.21,899.8,44.3,0.571,0.18,37.4,0
0.22,899.6,43.7,0.571,0.18,37.1,0
0.23,896.1,43.1,0.569,0.18,36.6,0
0.24,889.5,42.8,0.564,0.18,35,0
0.25,887,42.6,0.562,0.18,34.2,0
0.26,883.5,42.4,0.561,0.173,33.1,0
0.27,878.6,42.3,0.557,0.17,32.5,0
0.28,876.6,42.1,0.556,0.163,32.3,0
0.29,874.2,41.7,0.555,0.16,31.9,0
0.3,873.4,41.4,0.554,0.16,31.7,0
0.31,872,41,0.553,0.16,31.1,0
0.32,870.4,39.9,0.552,0.16,30.1,0
0.33,869.5,39.2,0.551,0.16,29.5,0
0.34,865.9,38.9,0.549,0.16,29.2,0
0.35,863.6,38.7,0.547,0.16,29,0
0.36,860,38.6,0.545,0.16,28.9,0
0.37,857.8,38.5,0.544,0.16,28.9,0
0.38,857.5,38.2,0.544,0.16,28.6,0
0.39,857,37.1,0.543,0.16,28.4,0
0.4,855.2,36.5,0.542,0.16,28.3,0
0.41,853.7,36.3,0.541,0.16,28.1,0
0.42,852.8,36.1,0.541,0.16,27.9,0
0.43,852.1,35.7,0.54,0.154,27.6,0
0.44,851.6,35.5,0.54,0.15,27.3,0
0.45,850.7,35.3,0.539,0.15,27,0
0.46,850,35.1,0.539,0.15,26.8,0
0.47,849.1,34.8,0.538,0.15,26.7,0
0.48,847.4,34.4,0.537,0.15,26.5,0
0.49,846,34.3,0.536,0.15,26.2,0
0.5,844.9,34.3,0.536,0.15,26.1,0
0.51,844.1,34.2,0.535,0.15,25.9,0
0.52,843.9,34.1,0.535,0.15,25.6,0
0.53,843.6,33.8,0.535,0.15,25.4,0
0.54,842.5,33.1,0.535,0.15,25.1,0
0.55,841.3,32.4,0.534,0.15,25,0
0.56,839.7,32,0.533,0.15,24.8,0
0.57,835.8,31.6,0.53,0.146,24.6,0
0.58,831.5,31.5,0.527,0.14,24.3,0
0.59,829.4,31.3,0.526,0.14,24.1,0
0.6,827.3,30.9,0.525,0.14,23.5,0
0.61,824.5,30.6,0.523,0.14,22.9,0
0.62,823.6,30.4,0.522,0.14,22.7,0
0.63,821.5,30.3,0.521,0.14,22.5,0
0.64,819.4,30.1,0.52,0.14,22.2,0
0.65,817.3,29.8,0.519,0.14,22.1,0
0.66,815.7,29,0.517,0.14,22,0
0.67,813.8,27.8,0.516,0.14,21.9,0
0.68,812.5,27.6,0.515,0.14,21.8,0
0.69,810.7,27.3,0.514,0.14,21.8,0
0.7,809.9,27,0.514,0.14,21.6,0
0.71,809,26.3,0.513,0.14,21.5,0
0.72,807.8,25.7,0.512,0.137,21.4,0
0.73,807.3,25.3,0.512,0.13,21.2,0
0.74,805.4,25.1,0.511,0.13,20.8,0
0.75,801.6,24.8,0.508,0.13,20.2,0
0.76,800,24.6,0.507,0.13,20.2,0
0.77,796.3,24.3,0.505,0.13,20.2,0
0.78,794.9,23.7,0.504,0.13,19.9,0
0.79,793.7,23.1,0.503,0.13,19.2,0
0.8,791.9,22.8,0.502,0.13,18.5,0
0.81,783.9,22.1,0.497,0.128,18,0
0.82,777.2,21.6,0.493,0.12,17.4,0
0.83,776.1,21.1,0.492,0.12,17.2,0
0.84,775.5,20.8,0.492,0.12,17.2,0
0.85,775.2,20.6,0.492,0.12,16.9,0
0.86,774.1,20.1,0.491,0.12,16.8,0
0.87,768.1,19.3,0.487,0.12,16.6,0
0.88,760.6,18.9,0.482,0.12,16.6,0
0.89,760,18.7,0.482,0.12,16.4,0
0.9,754.8,18.6,0.479,0.12,16.4,0
0.91,752.9,18.2,0.478,0.12,16.2,0
0.92,745.9,18,0.473,0.12,15.9,0
0.93,741,17.6,0.47,0.119,15.7,0
0.94,728.1,17.1,0.462,0.11,15,0
0.95,703.6,16.3,0.446,0.11,14.8,0
0.96,701.9,16.1,0.445,0.11,14.6,0
0.97,694.6,15.6,0.44,0.11,13.7,0
0.98,650.3,14.8,0.412,0.1,12.3,0
0.99,565.3,13.1,0.359,0.0979,11.7,0
1,509.5,11.7,0.323,0.084,10,0
