Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,8630,193,141000,25.6,1100,25.4,0.921,1.94,0.48,0.89,0.87,49.4,1
0.01,5260,186,135000,25.6,1100,25.4,0.919,1.94,0.46,0.88,0.79,48.5,0.548
0.02,4580,181,133000,25.6,1100,25.4,0.918,1.94,0.45,0.87,0.76,48.1,0.0667
0.03,4170,179,131000,25.5,1100,25.4,0.918,1.94,0.44,0.86,0.74,47.8,0
0.04,3880,177,129000,25.5,1100,25.4,0.917,1.94,0.44,0.86,0.72,47.5,0
0.05,3510,175,128000,25.5,1100,25.3,0.917,1.94,0.43,0.85,0.69,47.2,0
0.06,3320,175,126000,25.5,1100,25.3,0.916,1.94,0.43,0.85,0.67,46.9,0
0.07,3180,173,125000,25.5,1100,25.3,0.916,1.94,0.42,0.85,0.65,46.4,0
0.08,3040,172,124000,25.5,1100,25.2,0.916,1.94,0.42,0.84,0.64,46.2,0
0.09,2950,171,123000,25.4,1100,25.2,0.916,1.94,0.42,0.84,0.63,46.1,0
0.1,2810,169,123000,25.4,1100,25.1,0.915,1.94,0.41,0.84,0.61,46,0
0.11,2680,168,122000,25.4,1100,25.1,0.915,1.94,0.41,0.83,0.59,45.8,0
0.12,2600,166,121000,25.3,1100,25.1,0.915,1.94,0.41,0.83,0.58,45.7,0
0.13,2510,165,119000,25.3,1100,25,0.915,1.94,0.4,0.83,0.56,45.5,0
0.14,2380,164,118000,25.2,1100,25,0.915,1.94,0.4,0.82,0.54,45.4,0
0.15,2310,162,117000,25.2,1100,24.9,0.914,1.93,0.39,0.82,0.52,45.3,0
0.16,2230,161,116000,25.2,1100,24.9,0.914,1.93,0.39,0.81,0.51,45.1,0
0.17,2100,159,115000,25.2,1100,24.9,0.913,1.92,0.39,0.81,0.48,45,0
0.18,1970,158,114000,25.2,1100,24.8,0.913,1.92,0.38,0.81,0.46,44.9,0
0.19,1870,156,113000,25.1,1100,24.8,0.913,1.89,0.38,0.8,0.46,44.6,0
0.2,1770,154,112000,25.1,1090,24.8,0.912,1.87,0.37,0.8,0.45,44.3,0
0.21,1680,153,111000,25.1,1090,24.8,0.912,1.85,0.37,0.79,0.44,44.2,0
0.22,1630,151,110000,25.1,1080,24.7,0.911,1.81,0.37,0.79,0.44,44,0
0.23,1540,150,109000,25,1070,24.7,0.911,1.78,0.36,0.78,0.43,43.6,0
0.24,1460,149,108000,25,1060,24.6,0.911,1.73,0.36,0.78,0.43,43.5,0
0.25,1410,147,106000,24.9,1040,24.6,0.91,1.66,0.36,0.77,0.43,43.4,0
0.26,1330,146,105000,24.9,1010,24.6,0.91,1.58,0.35,0.77,0.42,43,0
0.27,1280,144,104000,24.9,990,24.6,0.909,1.52,0.35,0.76,0.42,42.6,0
0.28,1240,143,102000,24.9,969,24.5,0.909,1.46,0.34,0.76,0.42,42.3,0
0.29,1200,141,101000,24.8,939,24.5,0.908,1.39,0.34,0.75,0.41,42,0
0.3,1150,140,100000,24.8,925,24.4,0.908,1.34,0.34,0.75,0.41,41.6,0
0.31,1110,138,99400,24.7,903,24.4,0.908,1.26,0.33,0.74,0.41,41.2,0
0.32,1060,135,98500,24.7,872,24.4,0.907,1.21,0.33,0.74,0.4,41,0
0.33,1020,134,96400,24.6,848,24.3,0.907,1.12,0.32,0.73,0.4,40.7,0
0.34,988,133,95500,24.6,816,24.2,0.906,1.06,0.32,0.73,0.4,40.4,0
0.35,965,130,93900,24.5,794,24.2,0.906,1.01,0.31,0.72,0.39,40.2,0
0.36,930,128,92700,24.5,774,24.1,0.905,0.975,0.31,0.72,0.39,40,0
0.37,902,126,91400,24.4,759,24.1,0.905,0.927,0.3,0.71,0.39,39.9,0
0.38,870,124,89500,24.4,734,24,0.904,0.894,0.29,0.71,0.38,39.6,0
0.39,856,122,87800,24.3,712,24,0.904,0.866,0.29,0.7,0.38,39.5,0
0.4,837,119,86300,24.3,688,23.9,0.903,0.84,0.28,0.7,0.38,39.4,0
0.41,815,116,84900,24.2,659,23.8,0.903,0.795,0.27,0.69,0.37,39.3,0
0.42,780,114,82500,24.2,637,23.8,0.902,0.756,0.26,0.69,0.37,39.1,0
0.43,758,110,80100,24.1,618,23.7,0.902,0.737,0.26,0.684,0.364,38.9,0
0.44,745,107,78600,24,608,23.6,0.901,0.717,0.25,0.68,0.36,38.7,0
0.45,735,105,77500,24,585,23.5,0.901,0.694,0.25,0.675,0.36,38.6,0
0.46,710,103,75800,23.9,563,23.4,0.9,0.66,0.24,0.67,0.36,38.4,0
0.47,683,100,74000,23.9,527,23.4,0.9,0.625,0.23,0.67,0.35,38.3,0
0.48,662,97.9,72100,23.8,512,23.3,0.899,0.605,0.22,0.66,0.35,38,0
0.49,644,95.5,70600,23.7,498,23.1,0.899,0.589,0.215,0.66,0.35,37.8,0
0.5,622,92.9,68700,23.6,480,23,0.898,0.568,0.21,0.66,0.34,37.7,0
0.51,610,90.2,66400,23.5,462,22.9,0.898,0.55,0.2,0.65,0.34,37.5,0
0.52,578,88,65000,23.5,451,22.9,0.897,0.538,0.2,0.65,0.34,37.3,0
0.53,565,84.7,62600,23.4,435,22.8,0.897,0.525,0.19,0.65,0.33,37.2,0
0.54,546,80.8,59500,23.3,423,22.6,0.896,0.501,0.19,0.64,0.33,37.1,0
0.55,536,76.6,56400,23.2,397,22.5,0.896,0.483,0.19,0.64,0.325,36.9,0
0.56,524,73.4,54400,23.1,378,22.4,0.896,0.47,0.18,0.64,0.32,36.8,0
0.57,507,71.5,53100,23.1,360,22.3,0.895,0.448,0.18,0.636,0.316,36.6,0
0.58,490,69.9,51400,23,347,22.2,0.895,0.432,0.18,0.63,0.31,36.5,0
0.59,482,68.2,50700,22.8,337,22.1,0.895,0.416,0.18,0.63,0.31,36.3,0
0.6,466,65.6,48800,22.8,329,21.9,0.895,0.405,0.17,0.62,0.3,36.1,0
0.61,459,64,47500,22.7,316,21.8,0.894,0.398,0.17,0.62,0.3,35.8,0
0.62,445,63,46500,22.6,306,21.7,0.894,0.388,0.17,0.62,0.29,35.7,0
0.63,435,61.2,45400,22.5,300,21.6,0.894,0.376,0.16,0.61,0.29,35.5,0
0.64,418,58.4,43400,22.4,291,21.4,0.893,0.369,0.16,0.61,0.28,35.3,0
0.65,413,57.4,42400,22.3,279,21.3,0.893,0.362,0.16,0.61,0.28,35.2,0
0.66,406,56.2,41400,22.2,272,21.1,0.892,0.357,0.15,0.6,0.27,35,0
0.67,398,54.8,40500,22.1,267,21,0.892,0.355,0.15,0.6,0.27,34.8,0
0.68,383,53.6,39500,22,260,20.8,0.891,0.352,0.15,0.6,0.26,34.6,0
0.69,376,51.7,38100,21.8,254,20.5,0.891,0.349,0.14,0.59,0.26,34.4,0
0.7,364,50.6,37100,21.7,243,20.3,0.891,0.347,0.14,0.59,0.25,34.2,0
0.71,355,49.4,36400,21.5,238,20.1,0.89,0.345,0.14,0.59,0.25,33.9,0
0.72,348,48.2,35300,21.4,232,19.9,0.889,0.342,0.14,0.58,0.24,33.7,0
0.73,342,46.5,34200,21.2,225,19.7,0.889,0.339,0.13,0.58,0.24,33.4,0
0.74,336,44.7,32600,21.1,217,19.5,0.889,0.336,0.13,0.58,0.23,33.1,0
0.75,330,43.1,31700,20.8,206,19.2,0.888,0.333,0.13,0.57,0.23,32.6,0
0.76,325,42.3,31100,20.6,200,18.9,0.887,0.33,0.13,0.57,0.22,32.2,0
0.77,315,41.7,30500,20.4,194,18.7,0.887,0.327,0.128,0.57,0.22,31.5,0
0.78,307,41.2,29900,20.1,191,18.3,0.886,0.325,0.12,0.56,0.21,29.9,0
0.79,300,40.3,29500,20,189,18.1,0.886,0.323,0.12,0.56,0.21,29.1,0
0.8,294,39.7,28900,19.7,184,17.8,0.885,0.32,0.12,0.55,0.2,26.9,0
0.81,289,38.8,28300,19.4,181,17.5,0.884,0.316,0.12,0.54,0.2,25.2,0
0.82,283,37.7,27700,19.1,176,17.2,0.884,0.313,0.11,0.54,0.19,23.7,0
0.83,279,36.9,26800,18.7,171,16.9,0.883,0.309,0.11,0.52,0.19,21.7,0
0.84,274,36.1,26400,18.4,168,16.4,0.882,0.3,0.1,0.49,0.19,20,0
0.85,268,35.1,25600,18.2,164,16.3,0.881,0.294,0.098,0.48,0.18,19,0
0.86,264,33.9,24600,18,160,16,0.88,0.286,0.0929,0.46,0.18,18.1,0
0.87,258,32.8,23800,17.8,154,15.8,0.879,0.272,0.09,0.44,0.17,16.8,0
0.88,248,31.8,23100,17.5,149,15.6,0.877,0.265,0.088,0.42,0.17,15.9,0
0.89,242,31.4,22700,17.3,145,15.3,0.875,0.259,0.0859,0.41,0.17,15.3,0
0.9,236,30.6,22200,17,143,15,0.874,0.252,0.0839,0.39,0.16,14.3,0
0.91,231,30.4,21900,16.6,140,14.7,0.871,0.247,0.081,0.37,0.16,13.2,0
0.92,224,29.8,21800,16.4,138,14.5,0.869,0.241,0.079,0.36,0.16,12.5,0
0.93,220,28.9,21100,16.1,135,14.2,0.867,0.234,0.076,0.35,0.15,11.7,0
0.94,214,28.1,20500,15.8,132,13.8,0.863,0.224,0.074,0.33,0.15,10.9,0
0.95,211,27.2,20100,15.4,128,13.5,0.854,0.216,0.071,0.31,0.15,9.94,0
