WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,681.7,192.8,18.1,104,888.3,154.2,2402,21,3.73,13.5,0.264,0.0621,0.523,0,0,0,0,0,0,0.432,0.26,0.11,0.15,0.23,0,0,0,7.5,0.18,0.64,0.36,32.5
1993,365,582.5,192.8,0,66.5,434,132,1314,13.7,3.15,10.5,0.303,0.0945,0.545,0,27,0,0,0.074,0,0.369,0.12,0.11,0.21,0.56,0,27,0.07397260273972603,3.2,0.23,0.77,0.23,42.5
1994,365,188.2,76.99,0,21.48,203.5,76.52,462.1,6.42,2.87,3.37,0.503,0.232,0.941,80,123,0,0.22,0.34,0,0.119,0,0,0.14,0.64,0.22,203,0.5561643835616439,3.05,0.45,0.52,0.48,29.3
1995,366,250.8,117.8,0,28.55,245.2,64.62,695.5,7.75,2.87,4.63,0.479,0.159,0.805,98,170,0,0.27,0.47,0,0.159,0,0.079,0.14,0.52,0.27,268,0.7342465753424657,3.12,0.37,0.6,0.4,32.4
1996,365,564.3,192.8,0,64.42,419.5,81.87,1419,13.2,2.92,10,0.319,0.0889,0.635,42,48,0,0.12,0.13,0,0.358,0.082,0.19,0.18,0.43,0.12,90,0.2465753424657534,3.2,0.22,0.76,0.24,42.8
1997,365,554.7,192.8,0,63.33,399.8,138.7,1248,12.6,2.87,9.73,0.293,0.1,0.485,0,1,0,0,0.0027,0,0.352,0.085,0.11,0.23,0.57,0,1,0.0027397260273972603,2.87,0.23,0.77,0.23,44
1998,365,760.3,192.8,13.89,86.79,717.3,117.4,2511,22.6,3.93,14.8,0.274,0.0614,0.538,0,0,0,0,0,0,0.482,0.27,0.13,0.18,0.43,0,0,0,7.8,0.17,0.65,0.35,33.6
1999,366,680.7,192.8,0,77.49,641.7,172.7,2371,20.3,3.87,13.1,0.283,0.0539,0.529,0,10,0,0,0.027,0,0.432,0.2,0.1,0.21,0.49,0,10,0.0273972602739726,7.2,0.19,0.65,0.35,33.5
2000,365,815,192.8,0,93.04,957.8,178.4,3115,30.2,4.73,16.9,0.255,0.0677,0.522,0,9,0,0,0.025,0,0.517,0.32,0.11,0.21,0.36,0,9,0.024657534246575342,13.3,0.16,0.56,0.44,27
2001,365,535.2,162.8,0,61.09,392.6,134.4,989.4,12.4,3.12,9.26,0.304,0.136,0.536,0,12,0,0,0.033,0,0.339,0.058,0.13,0.22,0.59,0,12,0.03287671232876712,3.14,0.25,0.75,0.25,43.2
