WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,725.4,192.8,22.4,110.7,956.2,174.8,2476,22.6,3.82,14.5,0.25,0.0599,0.527,0,0,0,0,0,0,0.46,0.3,0.099,0.16,0.19,0,0,0,8.1,0.17,0.64,0.36,32.1
1993,365,699.4,192.8,0,79.84,523.5,152.6,1490,16.5,3.42,12.8,0.277,0.107,0.485,0,7,0,0,0.019,0,0.444,0.18,0.12,0.22,0.48,0,7,0.019178082191780823,3.7,0.21,0.78,0.22,42.4
1994,365,228.7,84.86,0,26.11,222.3,81.8,498,7.01,2.87,3.95,0.464,0.215,0.88,73,35,0,0.2,0.096,0,0.145,0,0,0.16,0.64,0.2,108,0.2958904109589041,3.06,0.41,0.56,0.44,32.6
1995,366,319.8,131.5,0,36.41,277.7,69.49,762,8.78,2.87,5.73,0.428,0.143,0.748,67,56,0,0.18,0.15,0,0.203,0,0.11,0.18,0.53,0.18,123,0.336986301369863,3.05,0.33,0.65,0.35,36.4
1996,365,657.6,192.8,0,75.07,492.9,93.67,1517,15.5,3.07,12,0.289,0.0831,0.555,26,16,0,0.071,0.044,0,0.417,0.17,0.17,0.15,0.44,0.071,42,0.11506849315068493,3.5,0.2,0.77,0.23,42.4
1997,365,684.7,192.8,21.52,78.16,493.4,150,1463,15.6,2.96,12.3,0.251,0.094,0.416,0,0,0,0,0,0,0.434,0.15,0.17,0.19,0.49,0,0,0,3.3,0.19,0.79,0.21,43.9
1998,365,848.4,192.8,19.17,96.85,852.1,137.7,2805,26.9,4.34,17,0.246,0.0774,0.49,0,0,0,0,0,0,0.538,0.34,0.1,0.17,0.39,0,0,0,9.9,0.16,0.63,0.37,31.5
1999,366,722.9,192.8,0,82.3,668.9,188.8,2398,21.2,3.93,13.9,0.274,0.0515,0.523,0,11,0,0,0.03,0,0.458,0.2,0.16,0.18,0.45,0,11,0.030136986301369864,7.3,0.19,0.66,0.34,34.1
2000,365,849.9,192.8,0,97.02,1031,180.9,3223,32.5,5.03,17.8,0.252,0.0632,0.529,0,8,0,0,0.022,0,0.539,0.34,0.13,0.18,0.35,0,8,0.021917808219178082,14.7,0.15,0.55,0.45,26.2
2001,365,568.3,163.7,0,64.87,410.6,135.8,967.9,12.9,3.12,9.82,0.295,0.129,0.53,0,11,0,0,0.03,0,0.36,0.041,0.21,0.21,0.54,0,11,0.030136986301369864,3.08,0.24,0.76,0.24,44.1
2002,365,671.9,192.8,13.41,76.7,526.6,115.8,1761,16.6,3.53,12.2,0.296,0.0836,0.551,0,0,0,0,0,0,0.426,0.13,0.2,0.2,0.47,0,0,0,4.4,0.21,0.73,0.27,40.5
2003,366,783.1,192.8,24.07,89.15,999,179.8,3987,31.6,4.78,16.4,0.252,0.0547,0.479,0,0,0,0,0,0,0.497,0.32,0.1,0.18,0.4,0,0,0,15.2,0.15,0.52,0.48,24.8
2004,365,530.8,186.3,0,60.59,393.8,130.9,1119,12.4,3.05,9.37,0.304,0.112,0.55,0,32,0,0,0.088,0,0.337,0.058,0.11,0.28,0.55,0,32,0.08767123287671233,3.03,0.25,0.76,0.24,42.8
2005,365,722.4,192.8,0,82.46,593.4,103.8,1720,18.7,3.49,13.7,0.28,0.0804,0.541,0,22,0,0,0.06,0,0.458,0.22,0.13,0.17,0.48,0,22,0.06027397260273973,5,0.19,0.73,0.27,38.6
2006,365,842.6,192.8,22.15,96.19,1028,173.8,2917,32.4,4.95,17.7,0.252,0.0631,0.534,0,0,0,0,0,0,0.534,0.36,0.12,0.15,0.38,0,0,0,14.7,0.15,0.55,0.45,26
2007,366,804.6,192.8,0,91.6,762.3,196.5,2278,24.1,3.95,15.8,0.251,0.0723,0.463,0,4,0,0,0.011,0,0.51,0.28,0.12,0.2,0.4,0,4,0.010958904109589041,8.3,0.16,0.66,0.34,33.4
2008,365,771.7,192.8,20.34,88.09,700.8,164.8,2443,22.1,3.87,14.7,0.255,0.061,0.504,0,0,0,0,0,0,0.489,0.21,0.17,0.22,0.4,0,0,0,7.4,0.18,0.67,0.33,34.9
2009,365,850.1,192.8,0,97.05,1116,188.3,3314,35.2,5.26,18.3,0.245,0.0655,0.515,0,12,0,0,0.033,0,0.539,0.37,0.099,0.23,0.3,0,12,0.03287671232876712,16.9,0.15,0.52,0.48,24.2
