Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,961.3,54.3,0.61,0.32,44.5,0.156
0.01,952.5,52.8,0.604,0.305,44,0.124
0.02,943.8,51.3,0.599,0.29,43.5,0.0921
0.03,935,49.8,0.593,0.275,43.1,0.06
0.04,931.1,49.1,0.59,0.256,42.6,0.0482
0.05,929.6,48.8,0.589,0.235,42.1,0.0466
0.06,928.1,48.6,0.589,0.214,41.7,0.0449
0.07,926.3,48.4,0.587,0.2,41.4,0.0422
0.08,924,48.4,0.586,0.2,41.4,0.0373
0.09,921.7,48.4,0.585,0.2,41.3,0.0323
0.1,919.4,48.4,0.583,0.2,41.3,0.0274
0.11,918.2,48.2,0.582,0.197,41.2,0.0225
0.12,916.9,47.9,0.581,0.194,41.1,0.0175
0.13,915.7,47.7,0.58,0.191,41,0.0126
0.14,912.7,47.4,0.578,0.19,40.7,0.0104
0.15,908.7,47.2,0.576,0.19,40.3,0.00959
0.16,904.7,47,0.574,0.19,39.9,0.00877
0.17,900.5,46.7,0.571,0.189,39.1,0.00822
0.18,895.5,46.4,0.568,0.186,37.8,0.00822
0.19,890.6,46,0.565,0.183,36.5,0.00822
0.2,885.7,45.7,0.562,0.18,35.1,0.00822
0.21,885.2,45.6,0.562,0.18,35.1,0.00575
0.22,884.7,45.4,0.561,0.18,35.1,0.00329
0.23,884.2,45.3,0.561,0.18,35.1,0.000822
0.24,882.5,44.9,0.56,0.178,34.8,0
0.25,880.2,44.4,0.558,0.175,34.4,0
0.26,877.9,43.9,0.557,0.172,34,0
0.27,876,43.4,0.556,0.17,33.6,0
0.28,874.9,42.6,0.555,0.17,33.3,0
0.29,873.8,41.9,0.554,0.17,33.1,0
0.3,872.7,41.2,0.553,0.17,32.8,0
0.31,871.1,40.8,0.552,0.17,32.3,0
0.32,869.4,40.3,0.551,0.17,31.7,0
0.33,867.8,39.9,0.55,0.17,31.2,0
0.34,867.2,39.2,0.55,0.168,31,0
0.35,867.1,38.4,0.55,0.165,30.9,0
0.36,867,37.5,0.55,0.162,30.9,0
0.37,866.9,37,0.55,0.16,30.5,0
0.38,866.6,36.9,0.55,0.16,29.5,0
0.39,866.4,36.8,0.549,0.16,28.5,0
0.4,866.1,36.7,0.549,0.16,27.4,0
0.41,866.1,36.6,0.549,0.157,27.3,0
0.42,866.1,36.5,0.549,0.154,27.1,0
0.43,866.1,36.4,0.549,0.151,26.9,0
0.44,864.6,36.1,0.548,0.15,26.6,0
0.45,862.3,35.5,0.546,0.15,26.2,0
0.46,860,35,0.545,0.15,25.8,0
0.47,858.3,34.7,0.544,0.15,25.5,0
0.48,857.6,34.6,0.544,0.15,25.4,0
0.49,857,34.6,0.543,0.15,25.4,0
0.5,856.3,34.5,0.543,0.15,25.3,0
0.51,856.1,34.3,0.543,0.15,25.2,0
0.52,855.9,34.1,0.543,0.15,25.2,0
0.53,855.8,34,0.543,0.15,25.1,0
0.54,855.6,33.2,0.543,0.148,25.1,0
0.55,855.5,32.2,0.542,0.145,25.1,0
0.56,855.4,31.3,0.542,0.142,25.1,0
0.57,854.6,30.6,0.542,0.14,24.9,0
0.58,852.7,30.5,0.54,0.14,24.4,0
0.59,850.8,30.5,0.539,0.14,23.9,0
0.6,848.8,30.4,0.538,0.14,23.4,0
0.61,847.6,30.3,0.537,0.14,23.2,0
0.62,846.5,30.1,0.537,0.14,22.9,0
0.63,845.3,29.9,0.536,0.14,22.7,0
0.64,842.6,29.5,0.534,0.14,22.5,0
0.65,839,29,0.532,0.14,22.3,0
0.66,835.5,28.5,0.53,0.14,22.1,0
0.67,833.2,27.9,0.528,0.139,21.9,0
0.68,833.1,27.3,0.528,0.136,21.6,0
0.69,833,26.7,0.528,0.133,21.4,0
0.7,832.9,26.1,0.528,0.13,21.1,0
0.71,830.3,25.8,0.527,0.13,20.7,0
0.72,827.6,25.5,0.525,0.13,20.4,0
0.73,825,25.2,0.524,0.13,20,0
0.74,823.9,25.1,0.523,0.13,19.8,0
0.75,823.7,25.1,0.522,0.13,19.6,0
0.76,823.4,25,0.522,0.13,19.4,0
0.77,822.6,24.8,0.522,0.13,19.3,0
0.78,820.7,24.4,0.52,0.13,19.1,0
0.79,818.8,23.9,0.519,0.13,18.9,0
0.8,816.9,23.5,0.518,0.13,18.8,0
0.81,805.3,22.9,0.51,0.13,18.8,0
0.82,793.6,22.4,0.503,0.13,18.7,0
0.83,782,21.8,0.496,0.13,18.7,0
0.84,777.2,21,0.492,0.13,18.7,0
0.85,775.8,20.1,0.491,0.13,18.7,0
0.86,774.3,19.1,0.491,0.13,18.6,0
0.87,771.9,18.4,0.489,0.129,18.6,0
0.88,767.3,18.1,0.486,0.126,18.5,0
0.89,762.7,17.8,0.484,0.123,18.4,0
0.9,758.1,17.5,0.481,0.12,18.3,0
0.91,717.1,16.6,0.455,0.12,18.3,0
0.92,676.1,15.7,0.429,0.12,18.2,0
0.93,635.1,14.8,0.403,0.12,18.2,0
0.94,588.1,13.8,0.373,0.12,18.2,0
0.95,538.2,12.8,0.342,0.12,18.1,0
0.96,488.3,11.7,0.31,0.12,18,0
0.97,420.4,10.2,0.267,0.12,17.8,0
0.98,316.8,7.66,0.201,0.12,17.2,0
0.99,213.1,5.16,0.135,0.12,16.6,0
1,109.4,2.65,0.0694,0.12,16,0
