Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,928.8,36.5,0.589,0.4,44.6,0.364
0.01,924.2,36.4,0.586,0.379,44.5,0.346
0.02,919.6,36.2,0.583,0.358,44.4,0.328
0.03,914.9,36,0.58,0.337,44.2,0.31
0.04,911.7,36,0.578,0.322,44.2,0.268
0.05,909.3,36,0.577,0.31,44.2,0.215
0.06,906.8,36,0.575,0.298,44.1,0.162
0.07,903.8,35.8,0.573,0.287,44.1,0.126
0.08,899.9,35.3,0.571,0.278,44.1,0.126
0.09,896,34.7,0.568,0.269,44,0.126
0.1,892.1,34.2,0.566,0.26,44,0.126
0.11,885.7,34.1,0.562,0.251,43.7,0.124
0.12,879.3,34,0.558,0.242,43.3,0.121
0.13,872.9,33.9,0.553,0.233,43,0.119
0.14,869.6,33.7,0.551,0.23,42.9,0.117
0.15,867.7,33.3,0.55,0.23,42.8,0.116
0.16,865.8,33,0.549,0.23,42.7,0.116
0.17,864,32.8,0.548,0.227,42.7,0.112
0.18,862.4,32.6,0.547,0.218,42.7,0.103
0.19,860.7,32.4,0.546,0.209,42.7,0.094
0.2,859,32.3,0.545,0.2,42.7,0.0849
0.21,857.5,32.1,0.544,0.2,42.3,0.0784
0.22,855.9,31.8,0.543,0.2,41.9,0.0718
0.23,854.4,31.6,0.542,0.2,41.4,0.0652
0.24,852.5,31.1,0.541,0.2,41.3,0.0614
0.25,850.4,30.6,0.54,0.2,41.2,0.0589
0.26,848.3,30.1,0.538,0.2,41.1,0.0564
0.27,845.9,29.7,0.536,0.2,40.9,0.0537
0.28,843,29.6,0.535,0.2,40.2,0.0504
0.29,840,29.6,0.533,0.2,39.6,0.0471
0.3,837.1,29.5,0.531,0.2,38.9,0.0438
0.31,836.7,29.2,0.531,0.197,38.6,0.043
0.32,836.3,28.8,0.53,0.194,38.4,0.0422
0.33,835.9,28.5,0.53,0.191,38.1,0.0414
0.34,831.6,28,0.527,0.19,37.8,0.0405
0.35,825.3,27.4,0.524,0.19,37.5,0.0397
0.36,818.9,26.7,0.52,0.19,37.1,0.0389
0.37,814.6,26.3,0.517,0.19,36.9,0.0378
0.38,814.2,26.1,0.517,0.19,36.8,0.0362
0.39,813.9,26,0.516,0.19,36.7,0.0345
0.4,813.5,25.8,0.516,0.19,36.6,0.0329
0.41,812.3,24.9,0.515,0.187,36.6,0.0304
0.42,811.2,24.1,0.514,0.184,36.5,0.0279
0.43,810,23.2,0.513,0.181,36.5,0.0255
0.44,808.6,22.9,0.512,0.18,36.5,0.0247
0.45,807,22.9,0.512,0.18,36.5,0.0247
0.46,805.5,22.8,0.511,0.18,36.5,0.0247
0.47,803.2,22.8,0.509,0.179,36.3,0.0244
0.48,799.4,22.6,0.507,0.176,35.8,0.0236
0.49,795.5,22.5,0.504,0.173,35.2,0.0227
0.5,791.7,22.4,0.502,0.17,34.7,0.0219
0.51,787.5,22.3,0.499,0.17,34.3,0.0186
0.52,783.2,22.2,0.497,0.17,33.9,0.0153
0.53,779,22.1,0.494,0.17,33.5,0.0121
0.54,772.4,21.6,0.49,0.17,33.4,0.00986
0.55,764.7,20.9,0.485,0.17,33.3,0.00822
0.56,757,20.3,0.48,0.17,33.2,0.00658
0.57,750.9,19.8,0.476,0.169,33.2,0.00493
0.58,748.2,19.8,0.475,0.166,33,0.00329
0.59,745.5,19.7,0.473,0.163,32.9,0.00164
0.6,742.8,19.7,0.471,0.16,32.8,0
0.61,741.5,19.6,0.47,0.16,32.2,0
0.62,740.2,19.5,0.469,0.16,31.7,0
0.63,738.8,19.3,0.468,0.16,31.1,0
0.64,738.4,19.2,0.468,0.16,30.9,0
0.65,738.3,19.1,0.468,0.16,30.9,0
0.66,738.3,19.1,0.468,0.16,30.8,0
0.67,736.7,18.8,0.467,0.16,30.7,0
0.68,732.1,18.4,0.464,0.16,30.6,0
0.69,727.4,18,0.461,0.16,30.4,0
0.7,722.7,17.5,0.458,0.16,30.2,0
0.71,717.3,17.3,0.455,0.16,29.4,0
0.72,711.8,17,0.451,0.16,28.5,0
0.73,706.4,16.8,0.448,0.16,27.7,0
0.74,697.8,16.4,0.443,0.16,27.4,0
0.75,687.7,16,0.436,0.16,27.3,0
0.76,677.5,15.6,0.429,0.16,27.2,0
0.77,669.3,15.3,0.424,0.159,27.1,0
0.78,665,15.3,0.421,0.156,26.9,0
0.79,660.7,15.2,0.419,0.153,26.7,0
0.8,656.4,15.2,0.416,0.15,26.5,0
0.81,646.8,14.8,0.41,0.15,26.5,0
0.82,637.1,14.5,0.404,0.15,26.4,0
0.83,627.5,14.1,0.398,0.15,26.4,0
0.84,611.4,13.8,0.388,0.15,26.2,0
0.85,592.1,13.6,0.376,0.15,25.9,0
0.86,572.8,13.3,0.363,0.15,25.7,0
0.87,555.1,13,0.352,0.15,25.4,0
0.88,540.7,12.7,0.343,0.15,25.3,0
0.89,526.3,12.3,0.334,0.15,25.1,0
0.9,511.9,12,0.325,0.15,24.9,0
0.91,454.5,11,0.288,0.15,24.9,0
0.92,397.1,10.1,0.252,0.15,24.8,0
0.93,339.6,9.11,0.215,0.15,24.8,0
0.94,304,8.45,0.193,0.15,24.6,0
0.95,279.2,7.95,0.177,0.15,24.4,0
0.96,254.3,7.45,0.161,0.15,24.2,0
0.97,222.5,6.59,0.141,0.149,24,0
0.98,176.8,5.04,0.112,0.146,23.9,0
0.99,131,3.49,0.0832,0.143,23.8,0
1,85.27,1.94,0.0541,0.14,23.7,0
