WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,742.8,192.8,26.92,113.4,949.8,193.5,2371,22.4,3.7,14.8,0.238,0.0625,0.482,0,0,0,0,0,0,0.471,0.3,0.1,0.16,0.18,0,0,0,7.6,0.17,0.66,0.34,33.2
1993,365,722.7,192.8,0,82.5,556.4,147.8,1562,17.5,3.52,13.4,0.276,0.103,0.506,0,14,0,0,0.038,0,0.458,0.21,0.11,0.22,0.46,0,14,0.038356164383561646,4.1,0.2,0.77,0.23,41.3
1994,365,237.8,89.76,0,27.15,225.4,75.35,522.1,7.11,2.87,4.07,0.471,0.205,0.956,80,31,0,0.22,0.085,0,0.151,0,0,0.18,0.61,0.22,111,0.3041095890410959,3.04,0.4,0.57,0.43,33.4
1995,366,320.5,131.1,0,36.49,277.9,64.52,753,8.79,2.87,5.72,0.439,0.144,0.806,80,53,0,0.22,0.15,0,0.203,0,0.11,0.2,0.48,0.22,133,0.3643835616438356,3.07,0.33,0.65,0.35,36.5
1996,365,656.4,192.8,0,74.93,484.5,85.51,1436,15.3,3.04,11.9,0.294,0.0878,0.608,38,8,0,0.1,0.022,0,0.416,0.18,0.16,0.17,0.39,0.1,46,0.12602739726027398,3.4,0.2,0.78,0.22,42.9
1997,365,670.7,192.8,19.18,76.56,481.8,138.6,1386,15.2,3,12.1,0.263,0.0932,0.45,0,0,0,0,0,0,0.425,0.14,0.18,0.19,0.5,0,0,0,3.1,0.2,0.8,0.2,44.1
1998,365,859,192.8,16.71,98.06,901.9,126.5,2833,28.4,4.54,17.5,0.251,0.0762,0.512,0,0,0,0,0,0,0.545,0.36,0.11,0.15,0.38,0,0,0,10.9,0.16,0.62,0.38,30.2
1999,366,704.6,192.8,0,80.22,609.9,182.3,2138,19.3,3.59,13.3,0.274,0.0568,0.545,0,16,0,0,0.044,0,0.447,0.18,0.16,0.17,0.49,0,16,0.043835616438356165,6,0.19,0.69,0.31,36.5
2000,365,870.8,192.8,20.24,99.41,1085,164.5,3294,34.2,5.18,18.4,0.249,0.0659,0.512,0,0,0,0,0,0,0.552,0.38,0.13,0.14,0.35,0,0,0,15.8,0.15,0.54,0.46,25.5
2001,365,624.3,164.2,0,71.27,443.4,137.5,997.6,14,3.15,10.8,0.281,0.127,0.524,0,9,0,0,0.025,0,0.396,0.079,0.21,0.26,0.45,0,9,0.024657534246575342,3.2,0.23,0.77,0.23,44.6
2002,365,738.4,192.8,13.75,84.29,603.3,117,2059,19,3.61,13.8,0.275,0.0719,0.524,0,0,0,0,0,0,0.468,0.17,0.21,0.2,0.42,0,0,0,5.2,0.19,0.73,0.27,38.9
2003,366,804.5,192.8,0,91.59,1020,188.6,3869,32.3,4.91,17.1,0.261,0.0556,0.508,0,20,0,0,0.055,0,0.51,0.33,0.12,0.16,0.39,0,20,0.0547945205479452,15.2,0.15,0.53,0.47,24.9
2004,365,559.9,188.1,0,63.91,415.5,122.7,1133,13.1,3.05,10.1,0.301,0.11,0.587,0,46,0,0,0.13,0,0.355,0.06,0.19,0.22,0.53,0,46,0.12602739726027398,3,0.23,0.77,0.23,42.7
2005,365,751.8,192.8,0,85.83,626.8,97.27,1755,19.8,3.59,14.4,0.276,0.0843,0.535,10,21,0,0.027,0.058,0,0.477,0.24,0.15,0.14,0.44,0.027,31,0.08493150684931507,5.4,0.18,0.73,0.27,38
2006,365,853.9,192.8,21.9,97.48,1140,172.7,3207,36,5.07,18.5,0.247,0.0602,0.547,0,0,0,0,0,0,0.542,0.39,0.093,0.13,0.38,0,0,0,17.5,0.14,0.51,0.49,23.7
2007,366,813.5,192.8,0,92.62,830.8,188.9,2609,26.3,4,16.4,0.248,0.0626,0.482,0,8,0,0,0.022,0,0.516,0.31,0.11,0.19,0.39,0,8,0.021917808219178082,9.9,0.15,0.62,0.38,30.9
