datetime,Year,Month,WaterYear,WaterMonth,Days,RiverVolume,EFlowVolume,CanalVolume,Energy,Power_max,Power_min,Power_mean,Turbines_max,Turbines_min,Turbines_mean,Flow_mean,Flow_min,Flow_max,FlowAvailableForGeneration_mean,FlowAvailableForGeneration_min,EFlow_mean,EFlow_min,EFlow_max,SpillFlow_mean,SpillFlow_min,SpillFlow_max,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,CanalFlow_mean,CanalFlow_min,CanalFlow_max,HeadPondLevel_mean,HeadPondLevel_min,HeadPondLevel_max,TailwaterLevel_mean,TailwaterLevel_min,TailwaterLevel_max,GrossHead_mean,GrossHead_min,GrossHead_max,LeftChannelHeadloss_mean,LeftChannelHeadloss_min,LeftChannelHeadloss_max,CanalHeadloss_mean,CanalHeadloss_min,CanalHeadloss_max,CanalHeadlossProportion_mean,CanalHeadlossProportion_min,CanalHeadlossProportion_max,TotalHeadloss_mean,TotalHeadloss_min,TotalHeadloss_max,HeadlossProportion_mean,HeadlossProportion_min,HeadlossProportion_max,NetHead_mean,NetHead_min,NetHead_max,UnitEfficiency_mean,UnitEfficiency_min,UnitEfficiency_max,GeneratorEfficiency_mean,GeneratorEfficiency_min,GeneratorEfficiency_max,TotalEfficiency_mean,TotalEfficiency_min,TotalEfficiency_max,UnitPower_mean,UnitPower_min,UnitPower_max,GeneratorPower_mean,GeneratorPower_min,GeneratorPower_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,ShutoffProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
725839200000,1993,1,1992,4,31,0.46,0.196,0.264,15673.9,34.78,34.78,21.07,1,1,1,171.6,133.4,227.5,98.58,60.41,73,73,73,3.667e-15,-1.421e-14,1.421e-14,0.436,0.321,0.547,98.58,60.41,154.5,990,990,990,964.5,964.4,964.6,25.5,25.4,25.6,0.0838,0.0708,0.103,0.00413,0.000885,0.00888,0.00016,0.000035,0.00035,0.163,0.0958,0.263,0.0064,0.0038,0.01,25.36,25.17,25.4,0.866,0,0.94,0.903,0,0.97,0.836,0,0.912,21.8,0,35.85,21.07,0,34.78,0,2,0,0,0.0645,0,0.117,0.0645,0.196,0.43,0.57,0.43,34.1
728517600000,1993,2,1992,5,28,0.915,0.206,0.71,42831.4,107.2,107.2,63.74,3,1,1.6785714285714286,378.4,233.8,598.8,293.4,148.8,85,85,85,-2.03e-15,-5.684e-14,5.684e-14,0.245,0.142,0.364,293.4,148.8,513.8,990,990,990,965.3,964.6,966.3,24.7,23.7,25.4,0.154,0.103,0.242,0.0479,0.0084,0.144,0.002,0.00033,0.0061,0.383,0.251,0.599,0.016,0.01,0.025,24.33,23.15,25.14,0.947,0.925,0.959,0.975,0.97,0.98,0.923,0.897,0.94,39.93,26.48,52.26,38.71,25.69,48.2,0,0,0,0,0,0,0.354,0,0.205,0.23,0.78,0.22,46.8
730936800000,1993,3,1992,6,31,2.38,0.287,2.09,112670,192.8,192.8,151.4,4,3,3.4193548387096775,889.3,618.2,1229,782.3,511.2,107,107,107,0.9697,0,22.19,0.126,0.087,0.173,781.3,511.2,1100,990,990,990,967.4,966.4,968.6,22.6,21.4,23.6,0.444,0.245,0.781,0.33,0.142,0.648,0.015,0.006,0.03,1.02,0.561,1.73,0.046,0.024,0.081,21.56,19.65,23.07,0.955,0.947,0.957,0.979,0.97,0.98,0.934,0.919,0.938,45.49,36.52,52.36,44.17,35.42,48.2,0,0,0,0,0,0,0.841,0,0.29,0.12,0.88,0.12,47.3
733615200000,1993,4,1992,7,30,3.61,0.384,2.85,137323,192.8,192.8,190.7,4,4,4,1394,1244,1489,1246,1096,148,148,148,145.8,0,241.5,0.107,0.0994,0.119,1100,1096,1100,990,990,990,969.1,968.7,969.5,20.9,20.5,21.3,0.858,0.789,0.905,0.648,0.638,0.648,0.031,0.03,0.032,1.81,1.73,1.85,0.087,0.081,0.09,19.05,18.7,19.61,0.953,0.952,0.954,0.98,0.98,0.98,0.934,0.933,0.935,48.95,48.01,50.33,47.68,47.05,48.2,0,0,0,0,0,0,1.06,0,0.76,0.11,0.79,0.21,38
736207200000,1993,5,1992,8,31,2.93,0.471,2.4,124082,192.8,192.8,166.8,4,3,3.6774193548387095,1093,810.2,1442,917.2,663.2,176,147,192,21.16,-1.137e-13,150.3,0.163,0.133,0.197,896,663.2,1100,990,990,990,968.2,967.1,969.3,21.8,20.7,22.9,0.566,0.337,0.86,0.419,0.244,0.648,0.019,0.011,0.031,1.25,0.822,1.81,0.058,0.036,0.087,20.59,18.89,22.04,0.955,0.952,0.957,0.979,0.975,0.98,0.935,0.929,0.938,46.78,39.61,51.94,45.5,38.63,48.2,0,0,0,0,0,0,0.927,0,0.53,0.16,0.82,0.18,42.3
738885600000,1993,6,1992,9,30,1.72,0.345,1.38,79625.3,138.4,138.4,110.6,3,2,2.6666666666666665,665.3,536.5,801.8,532.3,375.5,133,119,161,-1.895e-15,-5.684e-14,5.684e-14,0.206,0.148,0.3,532.3,375.5,682.8,990,990,990,966.6,966,967.1,23.4,22.9,24,0.264,0.191,0.346,0.162,0.0762,0.257,0.007,0.0032,0.011,0.64,0.463,0.853,0.027,0.019,0.037,22.8,22.04,23.52,0.954,0.946,0.958,0.978,0.97,0.98,0.932,0.918,0.939,42.68,35.52,48.42,41.74,34.45,47.46,0,0,0,0,0,0,0.614,0,0.34,0.2,0.8,0.2,46.3
741477600000,1993,7,1992,10,31,1.19,0.362,0.83,49712.6,85.03,85.03,66.82,2,2,2,444.9,374.9,529.1,309.9,239.9,135,135,135,0,-5.684e-14,5.684e-14,0.307,0.255,0.36,309.9,239.9,394.1,990,990,990,965.6,965.3,966,24.4,24,24.7,0.166,0.141,0.195,0.0455,0.0161,0.085,0.0019,0.00065,0.0035,0.363,0.262,0.489,0.015,0.011,0.02,24.04,23.53,24.46,0.941,0.926,0.954,0.972,0.97,0.98,0.915,0.899,0.935,34.36,26.65,43.39,33.41,25.85,42.52,0,0,0,0,0,0,0.371,0,0.36,0.3,0.7,0.3,41.8
744156000000,1993,8,1992,11,31,0.835,0.308,0.527,32504.9,55.17,55.17,43.69,2,1,1.1935483870967742,311.7,266.3,369.7,196.7,151.3,115,115,115,-3.667e-15,-2.842e-14,2.842e-14,0.372,0.311,0.432,196.7,151.3,254.7,990,990,990,965,964.8,965.2,25,24.8,25.2,0.123,0.107,0.143,0.0125,0.00861,0.0192,0.0005,0.00034,0.00078,0.312,0.249,0.398,0.012,0.01,0.016,24.72,24.47,24.97,0.945,0.923,0.959,0.975,0.97,0.98,0.922,0.896,0.94,39.78,25.74,52.34,38.6,24.96,48.2,0,0,0,0,0,0,0.243,0,0.308,0.37,0.63,0.37,38.9
746834400000,1993,9,1992,12,30,0.576,0.236,0.34,17099.3,39.05,39.05,23.75,1,1,1,222.2,195.8,263.8,131.2,104.8,91,91,91,-2.368e-15,-2.842e-14,1.421e-14,0.413,0.345,0.465,131.2,104.8,172.8,990,990,990,964.5,964.4,964.8,25.5,25.2,25.6,0.0974,0.088,0.112,0.0069,0.00465,0.0104,0.00027,0.00018,0.00041,0.224,0.177,0.298,0.0088,0.0069,0.012,25.24,24.95,25.42,0.715,0,0.946,0.744,0,0.976,0.694,0,0.924,24.47,0,40.01,23.75,0,39.05,0,7,0,0,0.233,0,0.132,0.233,0.236,0.41,0.59,0.41,29.7
749426400000,1993,10,1993,1,31,0.462,0.196,0.266,16367.1,27,27,22,1,1,1,172.3,155,193.8,99.31,82.02,73,73,73,4.584e-16,-1.421e-14,1.421e-14,0.426,0.377,0.471,99.31,82.02,120.8,990,990,990,964.5,964.4,964.5,25.5,25.5,25.6,0.084,0.0779,0.0916,0.00419,0.00272,0.00602,0.00016,0.00011,0.00024,0.165,0.134,0.203,0.0064,0.0052,0.0079,25.38,25.38,25.38,0.92,0.911,0.932,0.967,0.961,0.97,0.89,0.883,0.898,22.74,19.02,27.84,22,18.27,27,0,0,0,0,0,0,0.122,0,0.196,0.42,0.58,0.42,35.4
