Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,935.4,73.3,0.593,0.31,43.4,0.189
0.01,927.2,72.8,0.588,0.289,42.9,0.183
0.02,919,72.3,0.583,0.268,42.5,0.178
0.03,910.7,71.8,0.578,0.247,42,0.172
0.04,901,71.6,0.572,0.228,40.9,0.168
0.05,890.5,71.5,0.565,0.21,39.5,0.166
0.06,880.1,71.5,0.558,0.192,38,0.163
0.07,872.8,71,0.554,0.18,36.7,0.161
0.08,871.9,69.7,0.553,0.18,35.8,0.161
0.09,871,68.4,0.553,0.18,34.8,0.16
0.1,870.1,67,0.552,0.18,33.9,0.159
0.11,870,65.8,0.552,0.18,33.6,0.152
0.12,869.8,64.6,0.551,0.18,33.2,0.144
0.13,869.6,63.4,0.551,0.18,32.9,0.137
0.14,869.4,62.7,0.551,0.178,32.3,0.133
0.15,869.2,62.4,0.551,0.175,31.5,0.132
0.16,868.9,62,0.551,0.172,30.8,0.13
0.17,868.3,61.6,0.551,0.17,30.2,0.126
0.18,866.9,61.3,0.55,0.17,30,0.119
0.19,865.6,60.9,0.549,0.17,29.7,0.112
0.2,864.2,60.6,0.548,0.17,29.5,0.104
0.21,863.2,60.5,0.547,0.167,29.3,0.103
0.22,862.1,60.4,0.547,0.164,29.1,0.102
0.23,861.1,60.2,0.546,0.161,29,0.102
0.24,858,60,0.544,0.16,28.7,0.1
0.25,853.9,59.7,0.542,0.16,28.3,0.0986
0.26,849.7,59.3,0.539,0.16,27.9,0.097
0.27,846.9,58.9,0.537,0.159,27.4,0.0951
0.28,846.6,58.4,0.537,0.156,26.5,0.0926
0.29,846.2,57.8,0.536,0.153,25.6,0.0901
0.3,845.9,57.3,0.536,0.15,24.7,0.0877
0.31,845.4,56.7,0.536,0.147,24.6,0.086
0.32,845,56.2,0.535,0.144,24.5,0.0844
0.33,844.5,55.6,0.535,0.141,24.4,0.0827
0.34,842.6,55.1,0.534,0.14,23.8,0.0816
0.35,839.8,54.5,0.532,0.14,23,0.0808
0.36,837,54,0.531,0.14,22.2,0.08
0.37,835.1,53.7,0.53,0.139,21.5,0.0789
0.38,834.8,53.6,0.53,0.136,21,0.0773
0.39,834.4,53.6,0.529,0.133,20.6,0.0756
0.4,834.1,53.5,0.529,0.13,20.2,0.074
0.41,828.9,52.9,0.526,0.13,20.2,0.0732
0.42,823.8,52.4,0.522,0.13,20.2,0.0723
0.43,818.6,51.8,0.519,0.13,20.2,0.0715
0.44,814.2,50.9,0.516,0.13,19.8,0.0668
0.45,810.1,49.9,0.514,0.13,19.3,0.0603
0.46,806,48.8,0.511,0.13,18.8,0.0537
0.47,802.5,48,0.509,0.13,18.3,0.0468
0.48,800.2,47.6,0.507,0.13,18.1,0.0395
0.49,797.8,47.3,0.506,0.13,17.9,0.0321
0.5,795.5,46.9,0.504,0.13,17.7,0.0247
0.51,790.9,45.8,0.501,0.127,17.2,0.0238
0.52,786.3,44.8,0.499,0.124,16.7,0.023
0.53,781.7,43.8,0.496,0.121,16.2,0.0222
0.54,778.3,43.1,0.494,0.118,16,0.0219
0.55,775.4,42.7,0.492,0.115,15.9,0.0219
0.56,772.4,42.3,0.49,0.112,15.8,0.0219
0.57,770.5,42,0.489,0.11,15.8,0.0211
0.58,770.4,42,0.489,0.11,15.6,0.0186
0.59,770.4,42,0.489,0.11,15.5,0.0162
0.6,770.3,42,0.489,0.11,15.4,0.0137
0.61,764.6,41.6,0.485,0.11,15.3,0.00959
0.62,758.9,41.1,0.481,0.11,15.3,0.00548
0.63,753.2,40.6,0.477,0.11,15.2,0.00137
0.64,751.1,39.3,0.476,0.11,15,0
0.65,750.8,37.5,0.476,0.11,14.6,0
0.66,750.5,35.8,0.476,0.11,14.2,0
0.67,749.5,34.5,0.475,0.109,14,0
0.68,747.3,34.3,0.474,0.106,14,0
0.69,745,34,0.472,0.103,14,0
0.7,742.7,33.8,0.471,0.1,14,0
0.71,739.2,32.7,0.469,0.1,13.9,0
0.72,735.7,31.6,0.467,0.1,13.8,0
0.73,732.2,30.6,0.465,0.1,13.7,0
0.74,726,30.2,0.461,0.1,13.5,0
0.75,718.6,30.1,0.456,0.1,13.2,0
0.76,711.2,30.1,0.451,0.1,12.9,0
0.77,705.4,30,0.448,0.1,12.6,0
0.78,703,29.9,0.446,0.1,12.4,0
0.79,700.5,29.7,0.445,0.1,12.1,0
0.8,698.1,29.5,0.443,0.1,11.9,0
0.81,697.4,29.3,0.442,0.1,11.9,0
0.82,696.6,29,0.442,0.1,11.8,0
0.83,695.9,28.8,0.441,0.1,11.8,0
0.84,695.3,28.1,0.441,0.0986,11.8,0
0.85,694.9,27.2,0.441,0.0965,11.8,0
0.86,694.4,26.3,0.44,0.0944,11.7,0
0.87,691.4,25.5,0.438,0.0926,11.6,0
0.88,683.2,24.9,0.433,0.0914,11.2,0
0.89,675.1,24.4,0.428,0.0902,10.8,0
0.9,666.9,23.8,0.423,0.089,10.4,0
0.91,662.3,22.1,0.42,0.0884,10.4,0
0.92,657.6,20.3,0.417,0.0878,10.4,0
0.93,652.9,18.6,0.414,0.0872,10.4,0
0.94,630.4,16.9,0.4,0.0868,10.3,0
0.95,599,15.3,0.38,0.0865,10.1,0
0.96,567.5,13.7,0.36,0.0862,9.85,0
0.97,504,11.6,0.32,0.0855,9.69,0
0.98,376.4,8.72,0.239,0.084,9.62,0
0.99,248.8,5.8,0.158,0.0825,9.56,0
1,121.2,2.89,0.0769,0.081,9.49,0
