datetime,Year,Month,WaterYear,WaterMonth,Days,RiverVolume,EFlowVolume,CanalVolume,Energy,Power_max,Power_min,Power_mean,Turbines_max,Turbines_min,Turbines_mean,Flow_mean,Flow_min,Flow_max,FlowAvailableForGeneration_mean,FlowAvailableForGeneration_min,EFlow_mean,EFlow_min,EFlow_max,SpillFlow_mean,SpillFlow_min,SpillFlow_max,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,CanalFlow_mean,CanalFlow_min,CanalFlow_max,HeadPondLevel_mean,HeadPondLevel_min,HeadPondLevel_max,TailwaterLevel_mean,TailwaterLevel_min,TailwaterLevel_max,GrossHead_mean,GrossHead_min,GrossHead_max,LeftChannelHeadloss_mean,LeftChannelHeadloss_min,LeftChannelHeadloss_max,CanalHeadloss_mean,CanalHeadloss_min,CanalHeadloss_max,CanalHeadlossProportion_mean,CanalHeadlossProportion_min,CanalHeadlossProportion_max,TotalHeadloss_mean,TotalHeadloss_min,TotalHeadloss_max,HeadlossProportion_mean,HeadlossProportion_min,HeadlossProportion_max,NetHead_mean,NetHead_min,NetHead_max,UnitEfficiency_mean,UnitEfficiency_min,UnitEfficiency_max,GeneratorEfficiency_mean,GeneratorEfficiency_min,GeneratorEfficiency_max,TotalEfficiency_mean,TotalEfficiency_min,TotalEfficiency_max,UnitPower_mean,UnitPower_min,UnitPower_max,GeneratorPower_mean,GeneratorPower_min,GeneratorPower_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,ShutoffProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
725839200000,1993,1,1992,4,31,0.71,0.196,0.514,31836.9,63.39,63.39,42.79,2,1,1.2580645161290323,265,195,363.4,192,122,73,73,73,-4.584e-16,-2.842e-14,2.842e-14,0.285,0.201,0.374,192,122,290.4,990,990,990,964.7,964.4,965.2,25.3,24.8,25.6,0.117,0.092,0.151,0.0137,0.00612,0.0361,0.00055,0.00024,0.0015,0.286,0.205,0.387,0.011,0.008,0.015,24.97,24.46,25.39,0.94,0.924,0.959,0.973,0.97,0.98,0.915,0.896,0.94,36.44,26.24,52.03,35.36,25.45,48.2,0,0,0,0,0,0,0.238,0,0.196,0.28,0.72,0.28,44.8
728517600000,1993,2,1992,5,28,1.51,0.206,1.3,74563.9,174.3,174.3,111,4,2,2.6785714285714284,624.3,373,988.8,539.3,288,85,85,85,2.03e-15,0,5.684e-14,0.149,0.086,0.228,539.3,288,903.8,990,990,990,966.4,965.3,967.9,23.6,22.1,24.7,0.271,0.152,0.52,0.171,0.0349,0.376,0.0074,0.0014,0.017,0.652,0.323,1.14,0.028,0.013,0.052,22.99,21,24.41,0.952,0.938,0.958,0.977,0.97,0.98,0.93,0.91,0.939,42.35,32.33,51.79,41.17,31.36,48.2,0,0,0,0,0,0,0.616,0,0.21,0.14,0.86,0.14,49.4
730936800000,1993,3,1992,6,31,4.2,0.443,2.89,135558,192.8,192.8,182.2,4,4,4,1567,1026,2336,1401,897.2,165.6,129,183,323.4,-1.137e-13,1053,0.109,0.0783,0.138,1078,897.2,1100,990,990,990,969.7,968,971.9,20.3,18.1,22,0.831,0.527,0.926,0.609,0.373,0.648,0.03,0.017,0.036,1.73,1.15,1.87,0.086,0.052,0.1,18.59,16.22,20.87,0.952,0.946,0.956,0.98,0.979,0.98,0.933,0.926,0.936,46.65,41.35,50.39,45.55,40.48,48.2,0,0,0,0,0,0,1.01,0,1.31,0.11,0.69,0.31,32.3
733615200000,1993,4,1992,7,30,7.86,0.63,2.85,103205,160.8,160.8,143.3,4,4,4,3031,2377,3425,2788,2160,243,217,295,1688,1060,2045,0.0804,0.0645,0.0913,1100,1100,1100,990,990,990,973.6,972,974.5,16.4,15.5,18,0.926,0.926,0.926,0.648,0.648,0.648,0.04,0.036,0.042,1.87,1.87,1.87,0.11,0.1,0.12,14.57,13.66,16.12,0.938,0.933,0.945,0.972,0.97,0.978,0.912,0.905,0.925,36.86,34.38,41.09,35.84,33.35,40.2,0,0,0,0,0,0,0.796,0,5.01,0.08,0.36,0.64,13.1
736207200000,1993,5,1992,8,31,7.29,0.86,2.95,112604,170.2,170.2,151.3,4,4,4,2723,2017,3350,2402,1696,321,321,321,1302,596.2,1929,0.121,0.0958,0.159,1100,1100,1100,990,990,990,972.8,971.1,974.3,17.2,15.7,18.9,0.926,0.926,0.926,0.648,0.648,0.648,0.038,0.034,0.041,1.87,1.87,1.87,0.11,0.099,0.12,15.29,13.82,16.98,0.941,0.934,0.948,0.974,0.97,0.98,0.917,0.906,0.929,38.83,34.82,43.42,37.84,33.77,42.55,0,0,0,0,0,0,0.841,0,4.34,0.12,0.4,0.6,15.4
738885600000,1993,6,1992,9,30,3.71,0.666,2.6,125542,192.8,192.8,174.4,4,3,3.8666666666666667,1432,974.1,1971,1175,717.1,257,257,257,170.6,-1.137e-13,614,0.188,0.13,0.264,1004,717.1,1100,990,990,990,969.3,967.8,971,20.7,19,22.2,0.754,0.392,0.926,0.533,0.28,0.648,0.026,0.013,0.034,1.57,0.937,1.87,0.077,0.042,0.099,19.16,17.12,21.27,0.953,0.948,0.957,0.98,0.975,0.98,0.933,0.929,0.937,46.22,39.4,51.28,45.18,38.4,48.2,0,0,0,0,0,0,0.969,0,1.11,0.18,0.7,0.3,33.8
741477600000,1993,7,1992,10,31,2.09,0.608,1.49,83570.3,143.1,143.1,112.3,3,2,2.6774193548387095,782.2,635,957.4,555.2,408,227,227,227,3.667e-15,-5.684e-14,5.684e-14,0.294,0.237,0.358,555.2,408,730.4,990,990,990,967,966.4,967.7,23,22.3,23.6,0.288,0.208,0.397,0.175,0.0916,0.289,0.0077,0.0039,0.013,0.688,0.517,0.957,0.03,0.022,0.043,22.28,21.31,23.04,0.954,0.947,0.958,0.978,0.97,0.98,0.933,0.918,0.939,43.64,35.45,52.4,42.44,34.39,48.2,0,0,0,0,0,0,0.624,0,0.6,0.29,0.71,0.29,40
744156000000,1993,8,1992,11,31,1.38,0.541,0.836,49381.2,89.84,89.84,66.37,2,1,1.903225806451613,514.1,424.7,625.9,312.1,222.7,202,202,202,1.834e-15,-5.684e-14,5.684e-14,0.398,0.323,0.476,312.1,222.7,423.9,990,990,990,965.9,965.5,966.4,24.1,23.6,24.5,0.173,0.142,0.213,0.0474,0.0147,0.0991,0.002,0.0006,0.0042,0.389,0.266,0.54,0.016,0.011,0.023,23.7,23.06,24.16,0.944,0.926,0.958,0.973,0.97,0.98,0.919,0.898,0.939,36.67,26.07,52.42,35.52,25.29,48.2,0,0,0,0,0,0,0.369,0,0.544,0.39,0.61,0.39,35.8
746834400000,1993,9,1992,12,30,0.915,0.358,0.557,34014.7,60.79,60.79,47.24,2,1,1.3333333333333333,352.9,302.2,420,214.9,164.2,138,138,138,-9.474e-16,-2.842e-14,2.842e-14,0.395,0.329,0.457,214.9,164.2,282,990,990,990,965.2,964.9,965.5,24.8,24.5,25.1,0.132,0.114,0.156,0.0154,0.00971,0.0321,0.00062,0.00039,0.0013,0.322,0.255,0.405,0.013,0.01,0.016,24.51,24.19,24.8,0.945,0.924,0.959,0.976,0.97,0.98,0.922,0.897,0.94,39.19,25.99,52.53,38,25.21,48.2,0,0,0,0,0,0,0.262,0,0.358,0.39,0.61,0.39,37.2
749426400000,1993,10,1993,1,31,0.7,0.295,0.405,25186.1,42.98,42.98,33.85,1,1,1,261.2,229.7,299.7,151.2,119.7,110,110,110,-2.292e-15,-2.842e-14,2.842e-14,0.424,0.367,0.479,151.2,119.7,189.7,990,990,990,964.7,964.6,964.9,25.3,25.1,25.4,0.107,0.0958,0.12,0.0086,0.00593,0.0119,0.00034,0.00023,0.00047,0.262,0.206,0.331,0.01,0.0081,0.013,25,24.77,25.22,0.939,0.925,0.952,0.972,0.97,0.98,0.912,0.897,0.933,34.81,27.39,43.86,33.85,26.57,42.98,0,0,0,0,0,0,0.188,0,0.295,0.42,0.58,0.42,36
