WaterYear,Days,Energy,Power_max,Power_min,Power_mean,Flow_mean,Flow_min,Flow_max,RiverVolume,EFlowVolume,CanalVolume,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,Proportion4Units,Proportion3Units,Proportion2Units,Proportion1Units,Proportion0Units,ShutoffDays,ShutoffDaysProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
1992,273,756.2,192.8,30.1,115.4,1303,207,3434,30.7,4.54,16.3,0.222,0.0633,0.457,0,0,0,0,0,0,0.48,0.34,0.096,0.19,0.12,0,0,0,14.4,0.15,0.53,0.47,24.6
1993,365,808.5,192.8,24.15,92.29,706.7,181.1,2246,22.3,3.92,15.5,0.256,0.0815,0.485,0,0,0,0,0,0,0.513,0.26,0.13,0.22,0.38,0,0,0,6.8,0.18,0.7,0.3,36.3
1994,365,371.4,138.2,0,42.4,301.1,108,786.6,9.5,2.89,6.54,0.364,0.136,0.666,19,70,0,0.052,0.19,0,0.236,0,0.13,0.12,0.7,0.052,89,0.24383561643835616,2.96,0.3,0.69,0.31,39.1
1995,366,516.7,192.8,0,58.82,387.3,94.65,1176,12.2,2.89,9.27,0.326,0.0919,0.549,21,54,0,0.058,0.15,0,0.328,0.11,0.099,0.22,0.52,0.058,75,0.2054794520547945,2.93,0.24,0.76,0.24,42.4
1996,365,786.6,192.8,15.71,89.8,663.7,123.4,2060,20.9,3.84,15.1,0.276,0.0718,0.539,0,0,0,0,0,0,0.499,0.28,0.11,0.15,0.46,0,0,0,5.8,0.18,0.72,0.28,37.6
1997,365,766.7,192.8,0,87.52,612.4,181.6,1849,19.3,3.43,14.4,0.253,0.0801,0.456,0,5,0,0,0.014,0,0.486,0.25,0.12,0.18,0.45,0,5,0.0136986301369863,4.9,0.18,0.75,0.25,39.7
1998,365,859.7,192.8,18.8,98.14,1048,156.7,3493,33.1,5.05,18.1,0.248,0.0621,0.522,0,0,0,0,0,0,0.545,0.37,0.11,0.16,0.36,0,0,0,15,0.15,0.55,0.45,26
1999,366,785.1,192.8,24.63,89.38,832.3,207.3,3032,26.3,4.5,15.6,0.267,0.0498,0.547,0,0,0,0,0,0,0.498,0.27,0.14,0.16,0.43,0,0,0,10.7,0.17,0.59,0.41,29.9
2000,365,866.5,192.8,23.61,98.92,1352,203.5,4376,42.6,5.75,19.3,0.24,0.0593,0.476,0,0,0,0,0,0,0.55,0.39,0.15,0.19,0.28,0,0,0,23.3,0.13,0.45,0.55,20.3
2001,365,768.5,192.8,21.91,87.73,560,171.8,1434,17.7,3.51,13.9,0.258,0.0872,0.428,0,0,0,0,0,0,0.487,0.22,0.12,0.27,0.39,0,0,0,3.8,0.2,0.79,0.21,43.4
