exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.82,281.32,0.82,38.6,6.03,4.15,3.05,55.3,107,0.38,174.2,0.62,174.2,0,0,0,0,-3.05,3.05,38.6,6.03,4.15,0,58.3,223,990,964.8,25.2,0.114,0.0106,0.000419,0.125,0.00496,1,0.178,0.302,0.012,24.9,0.946,0.975,0.923,40.2,39.2,39.2,172000
0.83,273.46,0.83,38.2,5.96,4.07,2.96,54,105,0.38,168.3,0.62,168.3,0,0,0,0,-2.96,2.96,38.2,5.96,4.07,0,56.9,217,990,964.8,25.2,0.112,0.0101,0.000399,0.122,0.00484,1,0.17,0.292,0.0116,24.9,0.945,0.974,0.92,38.9,37.9,37.9,459000
0.84,269.81,0.84,37.8,5.93,4.01,2.89,53.3,104,0.39,165.8,0.61,165.8,0,0,0,0,-2.89,2.89,37.8,5.93,4.01,0,56.2,214,990,964.8,25.2,0.111,0.00984,0.00039,0.121,0.00479,1,0.166,0.287,0.0114,24.9,0.944,0.973,0.919,38.3,37.3,37.3,180000
0.85,265.08,0.85,38.1,5.89,3.95,2.88,53,104,0.39,161.3,0.61,161.3,0,0,0,0,-2.88,2.88,38.1,5.89,3.95,0,55.9,209,990,964.8,25.2,0.109,0.00946,0.000375,0.119,0.00471,1,0.16,0.279,0.0111,25,0.943,0.972,0.916,37.2,36.2,36.2,404000
0.86,259.65,0.86,37.3,5.76,3.84,2.76,51.9,102,0.39,158.1,0.61,158.1,0,0,0,0,-2.76,2.76,37.3,5.76,3.84,0,54.6,205,990,964.7,25.3,0.108,0.00919,0.000364,0.117,0.00463,1,0.156,0.273,0.0108,25,0.941,0.972,0.915,36.5,35.5,35.5,274000
0.87,255.59,0.87,37.6,5.78,3.83,2.75,52.2,102,0.4,153.5,0.6,153.5,0,0,0,0,-2.75,2.75,37.6,5.78,3.83,0,54.9,201,990,964.7,25.3,0.106,0.0088,0.000348,0.115,0.00456,1,0.15,0.265,0.0105,25,0.94,0.971,0.913,35.4,34.4,34.4,222000
0.88,246.55,0.88,36.2,5.57,3.63,2.59,49.2,97.3,0.39,149.3,0.61,149.3,0,0,0,0,-2.59,2.59,36.2,5.57,3.63,0,51.8,195,990,964.7,25.3,0.104,0.00844,0.000333,0.113,0.00445,1,0.144,0.257,0.0101,25.1,0.938,0.971,0.911,34.4,33.5,33.5,389000
0.89,239.67,0.89,35.9,5.41,3.45,2.45,48.5,95.7,0.4,144,0.6,144,0,0,0,0,-2.45,2.45,35.9,5.41,3.45,0,50.9,189,990,964.6,25.4,0.102,0.00799,0.000315,0.11,0.00434,1,0.137,0.247,0.00974,25.1,0.936,0.971,0.909,33.2,32.3,32.3,123000
0.90,235.32,0.9,35.3,5.32,3.36,2.4,46.4,92.8,0.39,142.5,0.61,142.5,0,0,0,0,-2.4,2.4,35.3,5.32,3.36,0,48.8,187,990,964.6,25.4,0.101,0.00786,0.00031,0.109,0.0043,1,0.135,0.244,0.00962,25.1,0.935,0.971,0.908,32.9,31.9,31.9,323000
0.91,228.78,0.91,35.1,5.43,3.45,2.46,46,92.4,0.4,136.3,0.6,136.3,0,0,0,0,-2.46,2.46,35.1,5.43,3.45,0,48.5,180,990,964.6,25.4,0.0992,0.00734,0.000289,0.107,0.00419,1,0.127,0.233,0.00917,25.2,0.933,0.97,0.905,31.4,30.5,30.5,302000
0.92,223.54,0.92,34.4,5.25,3.27,2.3,44,89.2,0.4,134.3,0.6,134.3,0,0,0,0,-2.3,2.3,34.4,5.25,3.27,0,46.3,177,990,964.5,25.5,0.0981,0.00717,0.000281,0.105,0.00413,1,0.124,0.229,0.009,25.2,0.932,0.97,0.904,31,30.1,30.1,227000
0.93,218.68,0.93,34.3,5.19,3.22,2.25,43.6,88.6,0.41,130.1,0.59,130.1,0,0,0,0,-2.25,2.25,34.3,5.19,3.22,0,45.9,173,990,964.5,25.5,0.0965,0.00681,0.000267,0.103,0.00405,1,0.118,0.221,0.00869,25.3,0.93,0.97,0.902,30,29.1,29.1,216000
0.94,209.43,0.94,33.4,5,3.15,2.21,40.9,84.7,0.4,124.8,0.6,124.8,0,0,0,0,-2.21,2.21,33.4,5,3.15,0,43.1,166,990,964.5,25.5,0.0942,0.00635,0.000249,0.101,0.00394,1,0.111,0.212,0.00828,25.3,0.927,0.97,0.899,28.7,27.9,27.9,238000
0.95,201.32,0.95,32.6,4.86,3.04,2.14,38.6,81.3,0.4,120.1,0.6,120.1,0,0,0,0,-2.14,2.14,32.6,4.86,3.04,0,40.8,161,990,964.4,25.6,0.0922,0.00595,0.000233,0.0981,0.00384,1,0.105,0.203,0.00792,25.4,0.533,0.556,0.517,17.3,16.8,16.8,181000
0.96,199.12,0.96,31.6,4.49,2.93,2.06,35.8,76.9,0.39,122.3,0.61,122.3,0,0,0,0,-2.06,2.06,31.6,4.49,2.93,0,37.8,161,990,964.4,25.6,0.0925,0.00614,0.00024,0.0986,0.00385,1,0.108,0.206,0.00805,25.4,0.681,0.71,0.66,21.9,21.2,21.2,62600
0.97,193.75,0.97,30.4,4.5,2.97,2.06,33,73,0.38,120.8,0.62,120.8,0,0,0,0,-2.06,2.06,30.4,4.5,2.97,0,35.1,159,990,964.4,25.6,0.0915,0.00602,0.000235,0.0976,0.00381,1,0.106,0.203,0.00794,25.4,0.762,0.796,0.739,23.8,23,23,275000
0.98,183.65,0.98,28.5,4.38,2.82,2.03,28.7,66.4,0.36,117.2,0.64,117.2,0,0,0,0,-2.03,2.03,28.5,4.38,2.82,0,30.7,153,990,964.4,25.6,0.0895,0.00571,0.000223,0.0952,0.00372,1,0.101,0.196,0.00766,25.4,0.879,0.924,0.853,26,25.2,25.2,179000
0.99,161.4,0.99,25.4,4.32,2.39,2,22.7,56.7,0.35,104.7,0.65,104.7,0,0,0,0,-2,2,25.4,4.32,2.39,0,24.7,137,990,964.5,25.5,0.0838,0.00465,0.000182,0.0884,0.00346,1,0.0838,0.172,0.00675,25.4,0.919,0.968,0.89,23.9,23.2,23.2,223000
1.00,119.03,1,23.9,4.02,2.02,2,19.9,51.8,0.44,67.21,0.56,67.21,0,0,0,0,-2,2,23.9,4.02,2.02,0,21.9,97.1,990,964.5,25.5,0.0717,0.00146,0.0000574,0.0731,0.00287,1,0.0332,0.106,0.00417,25.4,0.539,0.561,0.518,9.87,9.48,9.48,25700
