Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,833.9,25.2,0.529,0.52,43.9,0.567
0.01,832.9,24.9,0.528,0.496,43.9,0.537
0.02,832,24.6,0.528,0.472,43.8,0.506
0.03,831,24.3,0.527,0.448,43.8,0.476
0.04,824,24.1,0.523,0.422,43.8,0.428
0.05,814,24,0.516,0.395,43.8,0.373
0.06,804,24,0.51,0.368,43.7,0.317
0.07,797.1,23.9,0.506,0.348,43.7,0.274
0.08,796.4,23.7,0.505,0.342,43.7,0.258
0.09,795.8,23.6,0.505,0.336,43.7,0.241
0.1,795.1,23.5,0.504,0.33,43.7,0.225
0.11,794.9,23.4,0.504,0.327,43.5,0.224
0.12,794.6,23.4,0.504,0.324,43.2,0.223
0.13,794.4,23.3,0.504,0.321,43,0.222
0.14,794,23.2,0.504,0.316,42.8,0.22
0.15,793.5,23,0.504,0.31,42.8,0.216
0.16,792.9,22.7,0.503,0.304,42.7,0.213
0.17,787.3,22.6,0.5,0.297,42.6,0.208
0.18,771.2,22.6,0.489,0.288,42.5,0.201
0.19,755.2,22.5,0.479,0.279,42.4,0.194
0.2,739.1,22.5,0.469,0.27,42.3,0.186
0.21,739,22.1,0.469,0.27,42.2,0.178
0.22,739,21.7,0.469,0.27,42.1,0.17
0.23,738.9,21.3,0.469,0.27,42,0.162
0.24,738.2,21.1,0.468,0.268,41.9,0.15
0.25,737.1,21,0.468,0.265,41.9,0.137
0.26,736.1,21,0.467,0.262,41.8,0.124
0.27,732.5,20.6,0.464,0.259,41.7,0.114
0.28,723.7,19.9,0.459,0.256,41.6,0.111
0.29,715,19.1,0.453,0.253,41.6,0.107
0.3,706.2,18.3,0.448,0.25,41.5,0.104
0.31,705.4,18.3,0.447,0.25,41.5,0.104
0.32,704.6,18.2,0.447,0.25,41.4,0.104
0.33,703.9,18.2,0.446,0.25,41.4,0.104
0.34,698.3,18.1,0.443,0.246,41.3,0.104
0.35,690.4,17.9,0.438,0.24,41.3,0.103
0.36,682.4,17.7,0.432,0.234,41.2,0.102
0.37,676.4,17.5,0.429,0.229,41.1,0.101
0.38,674.4,17.1,0.427,0.226,41.1,0.0981
0.39,672.4,16.8,0.426,0.223,41,0.0956
0.4,670.4,16.4,0.425,0.22,41,0.0932
0.41,668.5,16.2,0.424,0.217,41,0.0866
0.42,666.7,16,0.423,0.214,40.9,0.08
0.43,664.8,15.8,0.421,0.211,40.9,0.0734
0.44,661.7,15.6,0.419,0.21,40.9,0.0696
0.45,657.9,15.5,0.417,0.21,40.8,0.0671
0.46,654,15.4,0.415,0.21,40.8,0.0647
0.47,649,15.3,0.411,0.209,40.8,0.0614
0.48,641.6,15.3,0.407,0.206,40.7,0.0564
0.49,634.2,15.2,0.403,0.203,40.7,0.0515
0.5,626.8,15.2,0.398,0.2,40.6,0.0466
0.51,621.5,15.1,0.394,0.2,40.2,0.0449
0.52,616.2,15,0.391,0.2,39.8,0.0433
0.53,611,14.9,0.387,0.2,39.4,0.0416
0.54,609,14.8,0.386,0.196,39.1,0.0395
0.55,608.6,14.5,0.386,0.19,38.8,0.037
0.56,608.2,14.3,0.386,0.184,38.6,0.0345
0.57,604,14.1,0.383,0.18,38.4,0.0323
0.58,591.8,13.7,0.376,0.18,38.3,0.0307
0.59,579.7,13.4,0.368,0.18,38.2,0.029
0.6,567.6,13,0.36,0.18,38.1,0.0274
0.61,559.1,12.8,0.355,0.18,37.9,0.0274
0.62,550.6,12.6,0.349,0.18,37.7,0.0274
0.63,542.1,12.4,0.344,0.18,37.5,0.0274
0.64,533.7,12.3,0.338,0.18,37.2,0.0263
0.65,525.3,12.2,0.333,0.18,36.8,0.0247
0.66,517,12.1,0.328,0.18,36.5,0.023
0.67,509.3,12,0.323,0.18,36.2,0.0197
0.68,503,11.9,0.319,0.18,35.9,0.0132
0.69,496.6,11.7,0.315,0.18,35.7,0.00658
0.7,490.3,11.5,0.311,0.18,35.4,3.89e-17
0.71,479.7,11.3,0.304,0.18,35.2,0
0.72,469.1,11.1,0.298,0.18,35,0
0.73,458.4,11,0.291,0.18,34.9,0
0.74,452.8,10.9,0.288,0.18,34.6,0
0.75,449.6,10.9,0.285,0.18,34.3,0
0.76,446.5,10.8,0.283,0.18,33.9,0
0.77,443.5,10.8,0.281,0.179,33.6,0
0.78,440.6,10.7,0.28,0.176,33.3,0
0.79,437.8,10.6,0.278,0.173,33.1,0
0.8,435,10.5,0.276,0.17,32.8,0
0.81,412.3,10.2,0.262,0.17,32.7,0
0.82,389.6,9.86,0.247,0.17,32.6,0
0.83,367,9.55,0.233,0.17,32.5,0
0.84,353.9,9.33,0.224,0.17,32.5,0
0.85,345.6,9.15,0.219,0.17,32.5,0
0.86,337.3,8.98,0.214,0.17,32.4,0
0.87,330,8.85,0.209,0.17,32.3,0
0.88,324.5,8.77,0.206,0.17,32.1,0
0.89,319,8.7,0.202,0.17,31.8,0
0.9,313.5,8.63,0.199,0.17,31.6,0
0.91,273.3,7.99,0.173,0.17,31.2,0
0.92,233,7.35,0.148,0.17,30.8,0
0.93,192.8,6.71,0.122,0.17,30.4,0
0.94,169.4,6.3,0.108,0.17,29.8,0
0.95,154.5,6.01,0.0981,0.17,29,0
0.96,139.5,5.71,0.0886,0.17,28.1,0
0.97,122.9,5.1,0.078,0.169,27.2,0
0.98,103,3.88,0.0653,0.166,26,0
0.99,83.06,2.66,0.0527,0.163,24.7,0
1,63.15,1.44,0.04,0.16,23.5,0
