Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,940.2,47.6,0.596,0.33,44.4,0.192
0.01,928.4,46.2,0.588,0.321,44.4,0.179
0.02,916.7,44.8,0.581,0.312,44.4,0.167
0.03,904.9,43.5,0.573,0.303,44.4,0.155
0.04,900.7,42.8,0.571,0.286,44.3,0.13
0.05,900.4,42.5,0.571,0.265,44.1,0.1
0.06,900,42.2,0.571,0.244,44,0.0696
0.07,896.8,41.9,0.569,0.229,43.7,0.0488
0.08,888,41.7,0.563,0.226,43.2,0.0471
0.09,879.3,41.5,0.558,0.223,42.6,0.0455
0.1,870.5,41.3,0.552,0.22,42.1,0.0438
0.11,867.7,41.2,0.55,0.217,41.9,0.0422
0.12,865,41.2,0.548,0.214,41.6,0.0405
0.13,862.2,41.1,0.547,0.211,41.4,0.0389
0.14,860.4,40.9,0.545,0.208,41.1,0.0362
0.15,859,40.7,0.544,0.205,40.8,0.0329
0.16,857.7,40.5,0.544,0.202,40.4,0.0296
0.17,856.3,40.3,0.543,0.199,40.2,0.0271
0.18,854.9,40.3,0.542,0.196,40,0.0263
0.19,853.4,40.2,0.541,0.193,39.9,0.0255
0.2,852,40.2,0.54,0.19,39.7,0.0247
0.21,850.4,40.1,0.539,0.187,39.5,0.0238
0.22,848.7,40,0.538,0.184,39.3,0.023
0.23,847,39.8,0.537,0.181,39.2,0.0222
0.24,845.6,39.4,0.536,0.18,38.8,0.0219
0.25,844.1,38.8,0.536,0.18,38.4,0.0219
0.26,842.7,38.2,0.535,0.18,37.9,0.0219
0.27,841.6,37.3,0.534,0.18,37.4,0.0216
0.28,841.2,35.7,0.534,0.18,36.9,0.0208
0.29,840.8,34.2,0.533,0.18,36.3,0.02
0.3,840.3,32.6,0.533,0.18,35.8,0.0192
0.31,839.6,32.5,0.532,0.18,35.6,0.0192
0.32,838.9,32.4,0.532,0.18,35.5,0.0192
0.33,838.2,32.3,0.531,0.18,35.3,0.0192
0.34,836,32.1,0.53,0.178,35.2,0.0186
0.35,833.1,31.8,0.528,0.175,35.1,0.0178
0.36,830.2,31.4,0.526,0.172,35.1,0.017
0.37,827.4,31.1,0.524,0.17,34.6,0.0156
0.38,825.1,30.8,0.523,0.17,33.5,0.0132
0.39,822.7,30.4,0.522,0.17,32.4,0.0107
0.4,820.4,30.1,0.52,0.17,31.3,0.00822
0.41,820.3,30,0.52,0.17,31.1,0.00822
0.42,820.2,29.9,0.52,0.17,30.9,0.00822
0.43,820.1,29.8,0.52,0.17,30.8,0.00822
0.44,818.4,29.7,0.519,0.168,30.5,0.00658
0.45,815.9,29.6,0.518,0.165,30.3,0.00411
0.46,813.4,29.4,0.516,0.162,30.1,0.00164
0.47,810.8,29.2,0.514,0.16,29.8,0
0.48,808.3,29.1,0.513,0.16,29.7,0
0.49,805.7,28.9,0.511,0.16,29.5,0
0.5,803.1,28.7,0.509,0.16,29.4,0
0.51,802.5,28.3,0.509,0.16,29.4,0
0.52,801.9,27.9,0.508,0.16,29.3,0
0.53,801.3,27.5,0.508,0.16,29.3,0
0.54,800.6,27,0.508,0.158,29.1,0
0.55,799.9,26.3,0.507,0.155,28.9,0
0.56,799.1,25.6,0.506,0.152,28.7,0
0.57,798.5,25.2,0.506,0.15,28.4,0
0.58,798.3,25.1,0.506,0.15,28.1,0
0.59,798,25.1,0.506,0.15,27.9,0
0.6,797.8,25,0.506,0.15,27.6,0
0.61,797.6,24.6,0.506,0.15,27.6,0
0.62,797.5,24.3,0.506,0.15,27.5,0
0.63,797.3,23.9,0.506,0.15,27.5,0
0.64,794.3,23.6,0.504,0.15,27.2,0
0.65,789.8,23.4,0.501,0.15,26.9,0
0.66,785.2,23.1,0.498,0.15,26.5,0
0.67,782.1,22.9,0.496,0.15,26,0
0.68,781.9,22.8,0.496,0.15,25.3,0
0.69,781.6,22.7,0.496,0.15,24.6,0
0.7,781.4,22.6,0.496,0.15,23.9,0
0.71,779,22.1,0.494,0.15,23.8,0
0.72,776.6,21.5,0.492,0.15,23.7,0
0.73,774.2,21,0.491,0.15,23.6,0
0.74,771.5,20.6,0.489,0.148,23.2,0
0.75,768.5,20.4,0.487,0.145,22.7,0
0.76,765.6,20.2,0.485,0.142,22.2,0
0.77,762.8,19.9,0.483,0.14,21.7,0
0.78,760.1,19.6,0.482,0.14,21.6,0
0.79,757.5,19.3,0.48,0.14,21.4,0
0.8,754.8,19,0.479,0.14,21.2,0
0.81,752.2,18.5,0.477,0.14,21.2,0
0.82,749.5,18,0.475,0.14,21.1,0
0.83,746.9,17.6,0.474,0.14,21.1,0
0.84,729.2,16.9,0.462,0.138,20.9,0
0.85,704,16.2,0.447,0.135,20.6,0
0.86,678.8,15.4,0.431,0.132,20.3,0
0.87,659.7,14.9,0.418,0.13,20.1,0
0.88,652.9,14.7,0.414,0.13,20,0
0.89,646.1,14.6,0.41,0.13,19.9,0
0.9,639.3,14.4,0.405,0.13,19.8,0
0.91,604.3,13.8,0.383,0.13,19.8,0
0.92,569.3,13.2,0.361,0.13,19.7,0
0.93,534.3,12.6,0.338,0.13,19.7,0
0.94,492.8,11.8,0.312,0.13,19.7,0
0.95,448.1,11,0.284,0.13,19.6,0
0.96,403.3,10.1,0.256,0.13,19.5,0
0.97,345.1,8.81,0.219,0.129,19.3,0
0.98,259.8,6.59,0.165,0.126,18.8,0
0.99,174.5,4.38,0.111,0.123,18.2,0
1,89.19,2.16,0.0566,0.12,17.7,0
