exceedance,flowRiver,flowRiverPercentile,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,plantEnergy
0.10,2832.7,0.1,58.9,12.4,13.9,17.6,155,258,0.091,2575,0.91,1100,1480,41.1,5.56,11.1,26.7,1390,100,18,25,44.2,1550,1240,990,973.1,16.9,0.926,0.648,0.0384,1.57,0.0932,4,0.3,1.87,0.111,15,0.941,0.972,0.915,38.1,37,148,1250000
0.11,2698.1,0.11,57.6,12.2,13.5,17,150,250,0.093,2448,0.91,1100,1350,42.4,5.76,11.5,23.4,1260,100,18,25,40.4,1410,1240,990,972.8,17.2,0.926,0.648,0.0376,1.57,0.0915,4,0.3,1.87,0.109,15.3,0.942,0.974,0.918,39,38,152,1370000
0.12,2569.4,0.12,57.3,12.1,13.2,16.4,149,248,0.096,2322,0.9,1100,1220,42.7,5.94,11.8,20.2,1140,100,18,25,36.6,1290,1240,990,972.5,17.5,0.926,0.648,0.037,1.57,0.0898,4,0.3,1.87,0.107,15.7,0.944,0.976,0.921,39.8,38.9,155,1270000
0.13,2463.2,0.13,56.2,12.1,13,16.3,147,245,0.099,2218,0.9,1100,1120,43.8,5.89,12,17.3,1040,100,18,25,33.6,1190,1240,990,972.2,17.8,0.926,0.648,0.0364,1.57,0.0885,4,0.3,1.87,0.105,15.9,0.945,0.977,0.923,40.5,39.6,158,1580000
0.14,2375,0.14,56.8,12.1,13,16.1,152,250,0.11,2125,0.89,1100,1020,43.2,5.93,12,14.6,949,100,18,25,30.7,1100,1240,990,972,18,0.926,0.648,0.036,1.57,0.0875,4,0.3,1.87,0.104,16.1,0.945,0.978,0.925,41.1,40.2,161,1230000
0.15,2290,0.15,55.6,11.7,12.5,15,141,236,0.1,2054,0.9,1100,954,44.4,6.31,12.5,13.6,877,100,18,25,28.6,1020,1240,990,971.8,18.2,0.926,0.648,0.0356,1.57,0.0865,4,0.3,1.87,0.103,16.3,0.946,0.98,0.927,41.7,40.8,163,1700000
0.16,2190,0.16,55.2,11.5,12.2,14.4,142,236,0.11,1954,0.89,1100,854,44.8,6.46,12.8,11.2,779,100,18,25,25.6,921,1240,990,971.6,18.4,0.926,0.648,0.0351,1.57,0.0854,4,0.3,1.87,0.102,16.6,0.947,0.98,0.928,42.3,41.5,166,1350000
0.17,2069.4,0.17,55.9,11.7,12.4,14.7,147,242,0.12,1827,0.88,1100,727,44.1,6.28,12.6,7.01,657,100,18,25,21.8,805,1240,990,971.3,18.7,0.926,0.648,0.0346,1.57,0.084,4,0.3,1.87,0.1,16.9,0.948,0.98,0.929,43.1,42.2,169,1520000
0.18,1961.3,0.18,54.8,11.3,11.8,13.5,140,231,0.12,1730,0.88,1100,630,45.2,6.65,13.2,5.38,560,100,18,25,18.9,699,1240,990,971,19,0.926,0.648,0.0341,1.57,0.0827,4,0.3,1.87,0.0985,17.2,0.948,0.98,0.93,43.9,43,172,1400000
0.19,1860.1,0.19,53.5,11.2,11.5,12.9,133,222,0.12,1638,0.88,1100,538,46.5,6.77,13.5,3.25,468,100,18,25,16.1,601,1240,990,970.6,19.4,0.926,0.648,0.0335,1.57,0.0813,4,0.3,1.87,0.0969,17.5,0.95,0.98,0.931,44.8,43.9,175,1440000
0.20,1759,0.2,52.9,11,11.2,12.4,126,214,0.12,1545,0.88,1100,445,47.1,6.99,13.1,0.989,377,100,18,24.3,13.4,503,1240,990,970.3,19.7,0.924,0.648,0.0329,1.57,0.0799,4,0.3,1.87,0.0952,17.8,0.951,0.98,0.932,45.7,44.7,179,1610000
0.21,1658.4,0.21,52.6,10.9,11.1,12,125,212,0.13,1447,0.87,1100,347,47.4,7.1,10.5,-1.63,283,100,18,21.6,10.4,409,1240,990,970,20,0.918,0.648,0.0324,1.57,0.0783,4,0.3,1.87,0.0933,18.1,0.951,0.98,0.932,46.5,45.6,182,1650000
0.22,1574.3,0.22,52.6,10.8,11,11.8,124,210,0.13,1364,0.87,1100,264,47,7.09,8.08,-3.93,205,99.7,17.9,19,7.86,330,1240,990,969.7,20.3,0.91,0.648,0.032,1.56,0.0768,4,0.3,1.86,0.0916,18.4,0.952,0.98,0.933,47.3,46.3,185,1710000
0.23,1496.2,0.23,52.1,10.5,10.6,11.1,118,203,0.14,1294,0.86,1100,194,42.5,5.72,5.95,-5.33,145,94.6,16.3,16.6,5.8,263,1230,990,969.5,20.5,0.889,0.648,0.0316,1.54,0.0749,4,0.3,1.84,0.0895,18.7,0.952,0.98,0.933,48,47,188,1820000
0.24,1418.6,0.24,51.2,10.2,10.2,10.4,115,197,0.14,1222,0.86,1100,122,27.7,3.67,3.72,-6.73,93.9,78.9,13.9,13.9,3.67,208,1210,990,969.2,20.8,0.855,0.648,0.0312,1.5,0.0723,4,0.3,1.8,0.0868,19,0.953,0.98,0.933,48.7,47.8,191,1440000
0.25,1346.8,0.25,51.3,10.4,10.4,10.6,112,195,0.14,1152,0.86,1096,55.8,12.6,1.64,1.67,-8.95,48.9,63.9,12.1,12.1,1.64,161,1180,990,969,21,0.822,0.64,0.0304,1.46,0.0696,4,0.299,1.76,0.0838,19.2,0.953,0.98,0.934,49.3,48.1,192,1510000
0.26,1295.2,0.26,50.1,10.2,10.1,10.1,106,187,0.14,1108,0.86,1084,24.4,5.49,0.754,0.757,-9.34,26.7,55.6,11,10.8,0.754,133,1160,990,968.8,21.2,0.788,0.612,0.0289,1.4,0.0662,4,0.297,1.7,0.0802,19.5,0.954,0.98,0.935,49.4,47.9,192,1650000
0.27,1243.4,0.27,49.8,10.1,9.8,9.66,104,184,0.15,1060,0.85,1057,3.06,0.69,0.0756,0.0756,-9.59,11.8,50.5,10.1,9.88,0.0756,116,1130,990,968.7,21.3,0.739,0.556,0.0261,1.29,0.0607,4,0.291,1.59,0.0743,19.7,0.954,0.98,0.935,48.8,47.4,190,1860000
0.28,1199.8,0.28,49.6,9.86,9.57,9.29,104,182,0.15,1018,0.85,1018,0,0,0,0,-9.29,9.29,49.6,9.86,9.57,0,113,1090,990,968.5,21.5,0.679,0.485,0.0226,1.16,0.0542,4,0.282,1.45,0.0674,20,0.955,0.98,0.936,47.7,46.6,186,1720000
0.29,1160.2,0.29,49.2,9.62,9.18,8.77,102,178,0.15,981.9,0.85,981.9,0,0,0,0,-8.77,8.77,49.2,9.62,9.18,0,110,1050,990,968.4,21.6,0.63,0.433,0.0201,1.06,0.0492,4,0.272,1.34,0.0619,20.3,0.955,0.98,0.936,46.6,45.6,183,1420000
0.30,1115.9,0.3,48.5,9.43,8.86,8.32,97.6,173,0.15,943.1,0.85,943.1,0,0,0,0,-8.32,8.32,48.5,9.43,8.86,0,106,1010,990,968.3,21.7,0.582,0.397,0.0182,0.979,0.045,4,0.261,1.24,0.057,20.5,0.955,0.98,0.936,45.3,44.3,177,1560000
0.31,1062.7,0.31,48,9.38,8.75,8.04,95.9,170,0.16,892.6,0.84,892.6,0,0,0,0,-8.04,8.04,48,9.38,8.75,0,104,959,990,968.1,21.9,0.533,0.371,0.0169,0.904,0.0413,4,0.247,1.15,0.0525,20.8,0.955,0.979,0.935,43.9,42.9,170,1730000
0.32,1034.9,0.32,47.8,9.12,8.39,7.64,95.1,168,0.16,866.9,0.84,866.9,0,0,0,0,-7.64,7.64,47.8,9.12,8.39,0,103,932,990,968,22,0.508,0.359,0.0163,0.867,0.0394,4,0.243,1.11,0.0505,20.9,0.955,0.979,0.935,43.6,42.6,165,969000
0.33,1004.5,0.33,47.2,8.9,8.08,7.22,92.8,164,0.16,840.4,0.84,840.4,0,0,0,0,-7.22,7.22,47.2,8.9,8.08,0,100,905,990,967.9,22.1,0.483,0.346,0.0157,0.829,0.0375,4,0.242,1.07,0.0485,21,0.955,0.979,0.935,43.7,42.6,161,1420000
0.34,975.32,0.34,47.5,8.86,8.06,7.2,92.7,164,0.17,811,0.83,811,0,0,0,0,-7.2,7.2,47.5,8.86,8.06,0,99.9,875,990,967.8,22.2,0.456,0.331,0.0149,0.787,0.0355,4,0.239,1.03,0.0462,21.2,0.955,0.979,0.935,43.6,42.5,157,1820000
0.35,940.66,0.35,46.8,8.81,7.91,6.97,90.1,161,0.17,780,0.83,780,0,0,0,0,-6.97,6.97,46.8,8.81,7.91,0,97.1,844,990,967.7,22.3,0.427,0.315,0.0141,0.742,0.0332,4,0.236,0.978,0.0438,21.4,0.955,0.978,0.933,43.5,42.3,152,1390000
0.36,910.78,0.36,45.3,8.6,7.45,6.23,83.6,151,0.17,759.7,0.83,759.7,0,0,0,0,-6.23,6.23,45.3,8.6,7.45,0,89.8,821,990,967.5,22.5,0.408,0.304,0.0136,0.712,0.0317,4,0.262,0.974,0.0434,21.5,0.956,0.979,0.936,48,45.6,146,1300000
0.37,887.94,0.37,45.4,8.55,7.46,6.38,85,153,0.17,735.1,0.83,735.1,0,0,0,0,-6.38,6.38,45.4,8.55,7.46,0,91.4,797,990,967.5,22.5,0.387,0.291,0.0129,0.678,0.0301,4,0.262,0.939,0.0417,21.6,0.956,0.979,0.936,48,46.1,143,859000
0.38,864.59,0.38,45.1,8.26,7.14,6.02,83.2,150,0.17,714.8,0.83,714.8,0,0,0,0,-6.02,6.02,45.1,8.26,7.14,0,89.2,775,990,967.4,22.6,0.369,0.278,0.0123,0.648,0.0286,4,0.263,0.911,0.0402,21.7,0.956,0.98,0.937,48.4,46.9,141,1420000
0.39,844.69,0.39,44.5,8.34,7.18,6.02,81.6,148,0.17,697.1,0.83,697.1,0,0,0,0,-6.02,6.02,44.5,8.34,7.18,0,87.6,757,990,967.3,22.7,0.357,0.267,0.0117,0.624,0.0275,3,0.256,0.88,0.0387,21.8,0.957,0.98,0.937,47.6,46.4,139,1320000
0.40,822.04,0.4,45.4,8.41,7.32,6.26,84.8,152,0.19,669.9,0.81,669.9,0,0,0,0,-6.26,6.26,45.4,8.41,7.32,0,91.1,731,990,967.2,22.8,0.342,0.248,0.0109,0.59,0.0259,3,0.244,0.834,0.0366,22,0.956,0.98,0.937,46,45,135,1050000
0.41,797.39,0.41,44.9,8.27,7.19,6.13,83,150,0.19,647.8,0.81,647.8,0,0,0,0,-6.13,6.13,44.9,8.27,7.19,0,89.2,708,990,967.1,22.9,0.329,0.234,0.0102,0.563,0.0246,3,0.234,0.797,0.0348,22.1,0.956,0.979,0.936,44.7,43.8,131,1000000
0.42,772.12,0.42,43.5,7.82,6.64,5.54,78,141,0.18,630.6,0.82,630.6,0,0,0,0,-5.54,5.54,43.5,7.82,6.64,0,83.5,689,990,967,23,0.318,0.222,0.00966,0.54,0.0235,3,0.226,0.766,0.0333,22.2,0.955,0.979,0.935,43.8,42.9,129,1710000
0.43,755,0.43,45.1,8.27,7.25,6.38,84.6,152,0.2,603.4,0.8,603.4,0,0,0,0,-6.38,6.38,45.1,8.27,7.25,0,91,664,990,966.9,23.1,0.304,0.204,0.00884,0.508,0.022,3,0.218,0.726,0.0314,22.4,0.954,0.978,0.933,42.7,41.6,123,520000
0.44,735.06,0.44,44.3,7.91,6.72,5.69,80.1,145,0.2,590.4,0.8,590.4,0,0,0,0,-5.69,5.69,44.3,7.91,6.72,0,85.8,649,990,966.8,23.2,0.296,0.195,0.00844,0.491,0.0212,3,0.214,0.705,0.0304,22.5,0.954,0.978,0.933,42.2,41.1,121,1510000
0.45,706.3,0.45,45,8.12,7,6.06,83.2,149,0.21,556.9,0.79,556.9,0,0,0,0,-6.06,6.06,45,8.12,7,0,89.3,617,990,966.7,23.3,0.277,0.174,0.00747,0.451,0.0194,3,0.213,0.664,0.0285,22.6,0.953,0.977,0.932,42.3,41.1,114,901000
0.46,684.23,0.46,44.5,7.85,6.71,5.64,80.6,145,0.21,538.9,0.79,538.9,0,0,0,0,-5.64,5.64,44.5,7.85,6.71,0,86.3,598,990,966.6,23.4,0.266,0.162,0.00695,0.429,0.0184,3,0.208,0.637,0.0273,22.7,0.953,0.976,0.93,41.8,40.6,111,935000
0.47,662.89,0.47,45,8.04,6.89,5.82,81.9,148,0.22,515.2,0.78,515.2,0,0,0,0,-5.82,5.82,45,8.04,6.89,0,87.7,575,990,966.6,23.4,0.253,0.148,0.00631,0.401,0.0171,3,0.203,0.604,0.0258,22.8,0.952,0.975,0.928,41.2,40,107,707000
0.48,646.44,0.48,44.8,8.16,6.94,5.77,81.3,147,0.23,499.4,0.77,499.4,0,0,0,0,-5.77,5.77,44.8,8.16,6.94,0,87.1,559,990,966.5,23.5,0.245,0.138,0.00589,0.383,0.0163,3,0.204,0.587,0.025,22.9,0.952,0.975,0.928,41.5,40.3,104,774000
0.49,629.49,0.49,44.7,7.92,6.73,5.65,80.9,146,0.23,483.6,0.77,483.6,0,0,0,0,-5.65,5.65,44.7,7.92,6.73,0,86.5,543,990,966.4,23.6,0.236,0.129,0.00549,0.365,0.0155,3,0.2,0.565,0.024,23,0.951,0.975,0.927,41,39.8,101,1080000
0.50,606.94,0.5,44.4,7.82,6.64,5.54,80.1,144,0.24,462.5,0.76,462.5,0,0,0,0,-5.54,5.54,44.4,7.82,6.64,0,85.6,521,990,966.3,23.7,0.225,0.118,0.00498,0.343,0.0145,3,0.21,0.553,0.0233,23.1,0.952,0.976,0.929,42.8,41.1,96.1,720000
0.51,589.71,0.51,45.7,8.05,6.9,5.7,83.4,150,0.25,439.9,0.75,439.9,0,0,0,0,-5.7,5.7,45.7,8.05,6.9,0,89.1,501,990,966.3,23.7,0.215,0.107,0.00449,0.321,0.0135,3,0.225,0.546,0.023,23.2,0.954,0.978,0.933,45.4,43.8,92.1,742000
0.52,568.22,0.52,44.9,7.97,6.74,5.47,80.3,145,0.26,422.8,0.74,422.8,0,0,0,0,-5.47,5.47,44.9,7.97,6.74,0,85.8,482,990,966.2,23.8,0.206,0.0986,0.00413,0.305,0.0128,3,0.222,0.528,0.0221,23.3,0.954,0.978,0.934,45.3,43.9,89.5,1050000
0.53,548.01,0.53,45.1,8.02,6.83,5.59,81.4,147,0.27,401.1,0.73,401.1,0,0,0,0,-5.59,5.59,45.1,8.02,6.83,0,87,461,990,966.1,23.9,0.198,0.0883,0.00369,0.287,0.012,2,0.213,0.5,0.0209,23.4,0.953,0.977,0.932,43.9,42.8,85.5,782000
0.54,530.67,0.54,44.2,7.78,6.52,5.18,77.9,142,0.27,389.1,0.73,389.1,0,0,0,0,-5.18,5.18,44.2,7.78,6.52,0,83.1,448,990,966,24,0.194,0.0827,0.00344,0.276,0.0115,2,0.205,0.481,0.02,23.5,0.953,0.977,0.93,42.8,41.7,83.5,755000
0.55,513.66,0.55,45,7.91,6.71,5.38,80.6,146,0.28,368.1,0.72,368.1,0,0,0,0,-5.38,5.38,45,7.91,6.71,0,86,428,990,965.9,24.1,0.186,0.0727,0.00302,0.259,0.0108,2,0.191,0.45,0.0187,23.6,0.95,0.976,0.927,40.6,39.6,79.2,610000
0.56,501.33,0.56,44.2,7.75,6.6,5.19,77.5,141,0.28,360.1,0.72,360.1,0,0,0,0,-5.19,5.19,44.2,7.75,6.6,0,82.7,419,990,965.9,24.1,0.183,0.069,0.00286,0.252,0.0104,2,0.186,0.438,0.0181,23.7,0.949,0.976,0.926,39.7,38.8,77.6,682000
0.57,490.36,0.57,43.8,7.63,6.45,4.98,76.2,139,0.28,351.2,0.72,351.2,0,0,0,0,-4.98,4.98,43.8,7.63,6.45,0,81.2,409,990,965.8,24.2,0.18,0.0648,0.00268,0.245,0.0101,2,0.18,0.424,0.0175,23.8,0.948,0.975,0.925,38.8,37.9,75.8,600000
0.58,480.89,0.58,43.9,7.66,6.42,4.92,75.6,139,0.29,342.4,0.71,342.4,0,0,0,0,-4.92,4.92,43.9,7.66,6.42,0,80.5,400,990,965.8,24.2,0.177,0.0606,0.0025,0.237,0.0098,2,0.174,0.411,0.017,23.8,0.947,0.974,0.923,37.9,36.9,73.9,675000
0.59,471.45,0.59,44,7.55,6.36,4.76,75.3,138,0.29,333.5,0.71,333.5,0,0,0,0,-4.76,4.76,44,7.55,6.36,0,80.1,391,990,965.7,24.3,0.174,0.0564,0.00232,0.23,0.00948,2,0.168,0.398,0.0164,23.9,0.945,0.973,0.92,36.9,36,71.9,629000
0.60,456.33,0.6,44.3,7.71,6.48,4.88,76.3,140,0.31,316.7,0.69,316.7,0,0,0,0,-4.88,4.88,44.3,7.71,6.48,0,81.1,375,990,965.7,24.3,0.168,0.0485,0.00199,0.216,0.00889,2,0.156,0.373,0.0153,24,0.943,0.972,0.916,35.1,34.1,68.3,590000
0.61,445.21,0.61,43.5,7.57,6.33,4.68,73.2,135,0.3,309.9,0.7,309.9,0,0,0,0,-4.68,4.68,43.5,7.57,6.33,0,77.9,367,990,965.6,24.4,0.165,0.0453,0.00186,0.21,0.00863,2,0.152,0.362,0.0148,24,0.942,0.971,0.914,34.4,33.4,66.9,590000
0.62,436.55,0.62,43.4,7.52,6.24,4.67,73.2,135,0.31,301.6,0.69,301.6,0,0,0,0,-4.67,4.67,43.4,7.52,6.24,0,77.9,359,990,965.6,24.4,0.162,0.0414,0.00169,0.204,0.00833,2,0.146,0.35,0.0143,24.1,0.94,0.971,0.913,33.5,32.5,65.1,490000
0.63,427.84,0.63,43.4,7.46,6.11,4.49,72.5,134,0.31,293.9,0.69,293.9,0,0,0,0,-4.49,4.49,43.4,7.46,6.11,0,77,351,990,965.5,24.5,0.159,0.0384,0.00157,0.198,0.00808,2,0.141,0.339,0.0138,24.1,0.938,0.97,0.911,32.7,31.7,63.4,581000
0.64,418.93,0.64,42.8,7.4,6.07,4.47,70.8,131,0.31,287.5,0.69,287.5,0,0,0,0,-4.47,4.47,42.8,7.4,6.07,0,75.3,344,990,965.5,24.5,0.157,0.036,0.00147,0.193,0.00787,2,0.146,0.338,0.0138,24.2,0.939,0.971,0.912,33.5,32.4,62,481000
0.65,407.18,0.65,43.1,7.34,5.99,4.33,70.8,132,0.32,275.7,0.68,275.7,0,0,0,0,-4.33,4.33,43.1,7.34,5.99,0,75.1,332,990,965.4,24.6,0.153,0.031,0.00126,0.184,0.00748,2,0.156,0.339,0.0138,24.2,0.941,0.972,0.915,35.4,34.2,59.6,810000
0.66,395.36,0.66,42.2,7.11,5.75,4.16,68.5,128,0.32,267.6,0.68,267.6,0,0,0,0,-4.16,4.16,42.2,7.11,5.75,0,72.7,323,990,965.4,24.6,0.149,0.0279,0.00113,0.177,0.0072,2,0.143,0.32,0.013,24.3,0.938,0.971,0.911,33.3,32.4,58.1,436000
0.67,389.48,0.67,42.2,7.12,5.71,4.09,68.3,127,0.33,262.1,0.67,262.1,0,0,0,0,-4.09,4.09,42.2,7.12,5.71,0,72.3,317,990,965.3,24.7,0.147,0.0259,0.00105,0.173,0.00703,2,0.135,0.309,0.0125,24.3,0.936,0.971,0.909,32,31.1,56.9,273000
0.68,382.71,0.68,42.7,7.13,5.75,3.96,68.1,128,0.33,255,0.67,255,0,0,0,0,-3.96,3.96,42.7,7.13,5.75,0,72.1,311,990,965.3,24.7,0.145,0.023,0.000931,0.168,0.00681,2,0.148,0.316,0.0128,24.4,0.938,0.972,0.912,34.2,32.9,55.1,748000
0.69,373.89,0.69,42.6,7.23,5.79,4.16,69.6,129,0.35,244.5,0.65,244.5,0,0,0,0,-4.16,4.16,42.6,7.23,5.79,0,73.7,300,990,965.3,24.7,0.141,0.0207,0.000839,0.162,0.00656,2,0.153,0.316,0.0128,24.4,0.939,0.973,0.914,35.2,34.1,53.3,268000
0.70,364.78,0.7,42.1,7.08,5.56,3.98,66.8,126,0.34,239.2,0.66,239.2,0,0,0,0,-3.98,3.98,42.1,7.08,5.56,0,70.8,294,990,965.2,24.8,0.139,0.0184,0.000743,0.158,0.00636,2,0.164,0.321,0.013,24.5,0.942,0.974,0.917,37.1,35.8,52.1,463000
0.71,354.43,0.71,41.9,6.94,5.52,3.86,65.7,124,0.35,230.5,0.65,230.5,0,0,0,0,-3.86,3.86,41.9,6.94,5.52,0,69.6,285,990,965.2,24.8,0.136,0.0168,0.000676,0.153,0.00616,2,0.165,0.318,0.0128,24.5,0.942,0.975,0.918,37.4,36.3,50.6,523000
0.72,344.05,0.72,41.8,6.87,5.31,3.78,65.2,123,0.36,221.1,0.64,221.1,0,0,0,0,-3.78,3.78,41.8,6.87,5.31,0,69,275,990,965.1,24.9,0.133,0.0152,0.000613,0.148,0.00594,2,0.173,0.321,0.0129,24.6,0.943,0.976,0.921,38.9,37.5,48.5,589000
0.73,337.27,0.73,41.1,6.65,5.04,3.58,62.9,119,0.35,218,0.65,218,0,0,0,0,-3.58,3.58,41.1,6.65,5.04,0,66.5,271,990,965.1,24.9,0.131,0.015,0.000601,0.146,0.00586,2,0.18,0.326,0.0131,24.6,0.945,0.977,0.923,40.2,38.9,48,249000
0.74,330.67,0.74,40.7,6.57,4.93,3.54,61.9,118,0.36,213,0.64,213,0,0,0,0,-3.54,3.54,40.7,6.57,4.93,0,65.4,265,990,965.1,24.9,0.129,0.0141,0.000566,0.143,0.00574,2,0.204,0.348,0.0139,24.6,0.951,0.978,0.93,44.6,42.8,46.9,561000
0.75,323.42,0.75,40.6,6.59,4.93,3.47,61,117,0.36,206.9,0.64,206.9,0,0,0,0,-3.47,3.47,40.6,6.59,4.93,0,64.4,259,990,965,25,0.127,0.0134,0.000537,0.14,0.00562,2,0.2,0.34,0.0136,24.6,0.951,0.978,0.93,43.8,42.6,46.2,414000
0.76,317.33,0.76,40.1,6.42,4.79,3.39,59.7,114,0.36,202.9,0.64,202.9,0,0,0,0,-3.39,3.39,40.1,6.42,4.79,0,63,254,990,965,25,0.125,0.0131,0.000524,0.138,0.00553,2,0.196,0.335,0.0134,24.7,0.95,0.978,0.929,43.3,42.2,45.5,217000
0.77,311.07,0.77,40.6,6.48,4.76,3.46,61.2,117,0.37,194.6,0.63,194.6,0,0,0,0,-3.46,3.46,40.6,6.48,4.76,0,64.7,246,990,965,25,0.122,0.0123,0.000491,0.135,0.00538,2,0.192,0.327,0.013,24.7,0.949,0.977,0.928,42.6,41.5,43.7,439000
0.78,303.81,0.78,39.7,6.27,4.55,3.23,58,112,0.37,192,0.63,192,0,0,0,0,-3.23,3.23,39.7,6.27,4.55,0,61.3,243,990,964.9,25.1,0.121,0.0121,0.000481,0.133,0.00531,2,0.19,0.323,0.0129,24.8,0.949,0.977,0.927,42.2,41.2,43.2,388000
0.79,296.67,0.79,39.4,6.2,4.47,3.21,57.5,111,0.37,185.9,0.63,185.9,0,0,0,0,-3.21,3.21,39.4,6.2,4.47,0,60.7,236,990,964.9,25.1,0.119,0.0116,0.00046,0.13,0.00519,2,0.185,0.316,0.0126,24.8,0.948,0.977,0.926,41.5,40.4,41.8,329000
0.80,288.97,0.8,39.4,6.22,4.38,3.18,57.5,111,0.38,178.3,0.62,178.3,0,0,0,0,-3.18,3.18,39.4,6.22,4.38,0,60.7,228,990,964.9,25.1,0.116,0.0109,0.000434,0.127,0.00505,2,0.18,0.307,0.0122,24.8,0.947,0.977,0.925,40.5,39.6,40.2,449000
0.81,283.54,0.81,38.8,6.06,4.2,3.01,54.8,107,0.38,176.7,0.62,176.7,0,0,0,0,-3.01,3.01,38.8,6.06,4.2,0,57.8,226,990,964.8,25.2,0.115,0.0108,0.000428,0.126,0.00501,1,0.181,0.307,0.0122,24.9,0.947,0.976,0.925,40.8,39.7,39.7,276000
