Exceedance,Energy,RiverVolume,CapFactor,EFlowProportion,SpecificEnergy,ShutoffDaysProportion
0,894.6,32.9,0.567,0.43,44.4,0.616
0.01,890.1,32.8,0.564,0.403,44.3,0.591
0.02,885.6,32.6,0.562,0.376,44.3,0.565
0.03,881.1,32.4,0.559,0.349,44.2,0.54
0.04,873.9,32.3,0.554,0.334,44,0.472
0.05,865.5,32.1,0.549,0.325,43.7,0.382
0.06,857,31.9,0.544,0.316,43.3,0.293
0.07,850,31.8,0.539,0.307,43.1,0.229
0.08,846,31.8,0.537,0.298,43,0.216
0.09,842.1,31.7,0.534,0.289,42.9,0.204
0.1,838.1,31.7,0.532,0.28,42.8,0.192
0.11,835.7,31.6,0.53,0.274,42.8,0.174
0.12,833.2,31.6,0.528,0.268,42.8,0.156
0.13,830.8,31.5,0.527,0.262,42.8,0.138
0.14,829.5,31.4,0.526,0.26,42.8,0.128
0.15,828.8,31.3,0.526,0.26,42.8,0.122
0.16,828.1,31.2,0.525,0.26,42.7,0.116
0.17,827.3,31.1,0.525,0.256,42.7,0.112
0.18,826.3,31.1,0.524,0.244,42.5,0.112
0.19,825.3,31.1,0.524,0.232,42.4,0.112
0.2,824.3,31.1,0.523,0.22,42.3,0.112
0.21,823.1,30.5,0.522,0.217,42.2,0.0959
0.22,821.8,29.9,0.521,0.214,42.1,0.0795
0.23,820.6,29.3,0.52,0.211,41.9,0.063
0.24,814.9,29,0.517,0.21,41.8,0.0559
0.25,806.9,28.9,0.512,0.21,41.6,0.0534
0.26,798.9,28.8,0.506,0.21,41.5,0.051
0.27,793.5,28.4,0.503,0.21,41.2,0.0477
0.28,793.3,27.5,0.503,0.21,40.6,0.0427
0.29,793.1,26.6,0.503,0.21,39.9,0.0378
0.3,792.9,25.7,0.503,0.21,39.3,0.0329
0.31,786.6,25.2,0.499,0.207,39.1,0.0329
0.32,780.2,24.7,0.495,0.204,38.9,0.0329
0.33,773.9,24.3,0.49,0.201,38.7,0.0329
0.34,771.3,23.8,0.489,0.2,38.2,0.0329
0.35,770.6,23.5,0.488,0.2,37.7,0.0329
0.36,770,23.1,0.488,0.2,37.2,0.0329
0.37,769.4,22.7,0.488,0.198,36.7,0.0326
0.38,769,22.4,0.488,0.192,36.4,0.0318
0.39,768.6,22,0.487,0.186,36.1,0.031
0.4,768.2,21.7,0.487,0.18,35.8,0.0301
0.41,764.5,21.7,0.485,0.18,35.7,0.0293
0.42,760.9,21.7,0.482,0.18,35.7,0.0285
0.43,757.2,21.7,0.48,0.18,35.6,0.0277
0.44,755.6,21.7,0.479,0.18,35.5,0.0268
0.45,755,21.6,0.478,0.18,35.3,0.026
0.46,754.4,21.5,0.478,0.18,35.1,0.0252
0.47,752.6,21.5,0.477,0.18,35,0.0247
0.48,748.4,21.3,0.474,0.18,34.9,0.0247
0.49,744.1,21.2,0.472,0.18,34.9,0.0247
0.5,739.9,21.1,0.469,0.18,34.8,0.0247
0.51,735.3,21,0.466,0.18,34.8,0.0222
0.52,730.7,20.9,0.464,0.18,34.8,0.0197
0.53,726,20.7,0.461,0.18,34.8,0.0173
0.54,721,20.7,0.458,0.178,34.8,0.0159
0.55,715.6,20.6,0.454,0.175,34.8,0.0151
0.56,710.3,20.5,0.45,0.172,34.7,0.0142
0.57,706.3,20.3,0.448,0.17,34.6,0.0134
0.58,704.7,19.5,0.447,0.17,34.2,0.0126
0.59,703.1,18.8,0.446,0.17,33.9,0.0118
0.6,701.5,18,0.445,0.17,33.5,0.011
0.61,701.1,17.9,0.445,0.17,33.1,0.0101
0.62,700.7,17.9,0.444,0.17,32.8,0.00932
0.63,700.3,17.8,0.444,0.17,32.4,0.00849
0.64,690.5,17.6,0.438,0.17,32.2,0.00822
0.65,675.9,17.4,0.428,0.17,32.1,0.00822
0.66,661.2,17.1,0.419,0.17,32,0.00822
0.67,650.7,16.7,0.412,0.17,31.8,0.0074
0.68,648.1,16.1,0.411,0.17,31.6,0.00493
0.69,645.6,15.6,0.409,0.17,31.4,0.00247
0.7,643.1,15,0.408,0.17,31.2,1.46e-17
0.71,642.6,14.9,0.408,0.167,31,0
0.72,642,14.8,0.407,0.164,30.8,0
0.73,641.5,14.6,0.407,0.161,30.6,0
0.74,639.3,14.6,0.406,0.16,29.9,0
0.75,636.4,14.6,0.404,0.16,29.1,0
0.76,633.5,14.5,0.402,0.16,28.3,0
0.77,630.1,14.5,0.4,0.16,27.7,0
0.78,626.1,14.4,0.397,0.16,27.6,0
0.79,622,14.4,0.395,0.16,27.5,0
0.8,618,14.3,0.392,0.16,27.4,0
0.81,584.3,13.5,0.371,0.16,27.1,0
0.82,550.6,12.8,0.349,0.16,26.7,0
0.83,516.8,12.1,0.328,0.16,26.4,0
0.84,502.6,11.8,0.319,0.158,26.2,0
0.85,498.2,11.8,0.316,0.155,26,0
0.86,493.7,11.7,0.313,0.152,25.7,0
0.87,488.4,11.7,0.31,0.15,25.6,0
0.88,481.6,11.5,0.305,0.15,25.6,0
0.89,474.8,11.4,0.301,0.15,25.5,0
0.9,468,11.3,0.297,0.15,25.5,0
0.91,414.8,10.4,0.263,0.15,25.5,0
0.92,361.6,9.54,0.229,0.15,25.4,0
0.93,308.4,8.66,0.195,0.15,25.4,0
0.94,272.8,8.02,0.173,0.15,25.3,0
0.95,245.9,7.49,0.156,0.15,25.3,0
0.96,219,6.95,0.139,0.15,25.2,0
0.97,188.4,6.11,0.12,0.15,25,0
0.98,150.2,4.64,0.0955,0.15,24.6,0
0.99,112,3.18,0.0712,0.15,24.2,0
1,73.75,1.71,0.0468,0.15,23.8,0
