Exceedance,Flow,Power,Energy,GrossHead,CanalFlow,NetHead,TotalEfficiency,TotalHeadloss,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy,ShutoffProportion
0,3890,192,140000,25.6,1100,25.4,0.938,1.87,0.77,0.89,1,50.3,2
0.01,3090,186,136000,25.6,1100,25.4,0.936,1.87,0.633,0.874,0.954,49.7,1.91
0.02,2710,182,134000,25.6,1100,25.4,0.936,1.87,0.55,0.868,0.728,49.6,1.28
0.03,2490,181,134000,25.6,1100,25.4,0.935,1.87,0.51,0.86,0.65,49.4,0.868
0.04,2370,180,133000,25.6,1100,25.4,0.935,1.87,0.48,0.86,0.606,49.3,0.613
0.05,2300,179,132000,25.6,1100,25.4,0.935,1.87,0.461,0.85,0.591,48.9,0.392
0.06,2190,178,131000,25.5,1100,25.4,0.935,1.87,0.46,0.85,0.56,48.7,0.343
0.07,2050,176,129000,25.5,1100,25.4,0.935,1.87,0.46,0.84,0.55,48.6,0.32
0.08,1930,173,127000,25.5,1100,25.4,0.934,1.87,0.45,0.84,0.533,48.5,0.244
0.09,1790,171,126000,25.5,1100,25.4,0.934,1.86,0.45,0.83,0.517,48.2,0.19
0.1,1720,170,124000,25.5,1100,25.4,0.934,1.82,0.45,0.83,0.501,48.1,0.145
0.11,1670,169,122000,25.5,1090,25.4,0.934,1.81,0.45,0.83,0.49,47.9,0.0837
0.12,1530,166,121000,25.5,1060,25.4,0.934,1.69,0.44,0.82,0.48,47.4,0.0306
0.13,1400,166,120000,25.5,1040,25.4,0.934,1.63,0.44,0.82,0.46,47.3,0
0.14,1340,163,119000,25.5,1020,25.4,0.933,1.57,0.44,0.81,0.46,47.1,0
0.15,1300,162,118000,25.5,1010,25.3,0.933,1.51,0.431,0.81,0.46,47,0
0.16,1270,161,117000,25.5,973,25.3,0.933,1.47,0.43,0.81,0.456,46.7,0
0.17,1220,159,114000,25.5,957,25.3,0.933,1.44,0.43,0.81,0.45,46.4,0
0.18,1160,156,112000,25.5,930,25.3,0.933,1.35,0.42,0.8,0.45,46.2,0
0.19,1090,153,110000,25.5,885,25.3,0.933,1.26,0.42,0.8,0.45,46.1,0
