1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,exceedance
432,423,441,454,471,488,519,551,631,740,804,823,1043,1138,1384,1579,2651,3942,8165,8809,9834,9640,9201,8409,7371,7873,8475,8159,7320,6254,5653,5631,5567,5060,4196,3590,3010,2532,2128,1796,1492,1225,1074,921,766,676,608,565,537,504,471,450,0
420.03999999999996,418.4,407.87999999999994,410.75999999999993,444.31999999999994,487.08,502.43999999999994,547.3199999999999,621.8,683.8799999999999,755.2399999999999,823,911.4399999999997,1088.32,1372.96,1575.32,2223.1999999999994,3653.1199999999994,5258.719999999995,5395.799999999994,4955.239999999991,5479.759999999992,8917.64,8399.8,7187,6524.279999999998,6366.359999999996,6286.7999999999965,6396.319999999998,6109.5599999999995,5303.4,5272.199999999999,4703.119999999998,4092.159999999998,3519.799999999999,3046.279999999999,2602.439999999999,2230.2399999999993,1902.5999999999997,1596.3599999999997,1330.0799999999997,1133.9199999999998,1001.3199999999998,854.7599999999999,754.04,664.04,584.0799999999999,547.52,512.16,477.31999999999994,455.35999999999996,436.2,0.01
381.1999999999998,385.2399999999999,383.9999999999999,385.9999999999999,393.2799999999998,424.83999999999975,458.15999999999985,515.0799999999999,590.7599999999999,668.92,696.3999999999997,812.92,883.1999999999999,1024.3599999999997,1232.5599999999995,1459.0799999999995,2021.3599999999992,2948.4399999999973,3799.759999999995,4279.159999999996,4493.2,5060.04,6830.799999999992,7266.679999999996,6889.5999999999985,6387.68,5799.959999999998,5999.679999999999,5961.519999999999,5416.599999999998,5215.04,4476.599999999997,4060.9999999999977,3557.7599999999984,3114.9199999999987,2711.719999999999,2317.519999999999,2003.239999999999,1691.479999999999,1410.9999999999993,1182.4399999999994,1027.7199999999996,895.0399999999996,791.0399999999997,710.1599999999999,641.1599999999999,582,530.8799999999999,483.9599999999999,448.9599999999999,420.39999999999986,396.35999999999984,0.02
371.71999999999997,359.9999999999999,364.0399999999999,362.2399999999999,377.91999999999996,398.5599999999999,433.27999999999986,480.1199999999998,559.9199999999998,627.4799999999998,671.56,772.2399999999998,869.3599999999999,952.1999999999996,1067.6799999999992,1421.8,1930.7199999999996,2687.519999999999,3271.319999999998,3582.6399999999962,4460.16,4795.159999999998,6400.759999999999,6816.919999999998,6809.4,5873.279999999997,5636.5599999999995,5815.6399999999985,5470.679999999998,5147.919999999999,4905.319999999998,4316.5599999999995,3876.2399999999993,3363.3199999999993,2951.7199999999993,2561.2399999999993,2236.56,1959.68,1631.4399999999998,1353.9199999999998,1123.5599999999997,988.4799999999999,846.3599999999998,716.1599999999996,627.5199999999995,576.9599999999996,530.3199999999997,487.71999999999974,459.2399999999999,434.11999999999995,410.96,387.48,0.03
364.19999999999993,351.28,339.9599999999998,351.23999999999995,370.55999999999995,391.28,410.3199999999998,462.1599999999999,515.2799999999996,570.1199999999995,646.5999999999998,722.5999999999997,857.1599999999999,928.24,996.1199999999997,1273.5199999999986,1818.839999999999,2413.439999999998,2894.119999999997,3307.279999999999,4126.279999999997,4582.399999999999,6142.839999999997,6252.719999999995,6137.319999999993,5665.08,5533.879999999999,5592.959999999998,5303.679999999999,4940.119999999998,4575.039999999997,4268.48,3694.2399999999984,3240.599999999999,2824.439999999999,2481.3599999999997,2192.68,1932.1599999999999,1596.7999999999997,1307.9199999999996,1096.6799999999998,933.0399999999995,812.5199999999998,686.4799999999999,601.96,556.64,513.3199999999999,473.64,451.64,427.59999999999997,400.4799999999999,380.87999999999994,0.04
359.2,342.7999999999999,329.79999999999995,344.19999999999993,367.4,380.39999999999986,401.4,437.5999999999997,475.79999999999967,543.5999999999999,628.5999999999999,700.8,829.5999999999997,923,972.7999999999998,1196.3999999999999,1756.3999999999996,2259.5999999999995,2464.599999999996,3211.1999999999994,3896.799999999999,4509.8,5852.399999999998,6016.6,5779.999999999999,5615.4,5458.799999999999,5420.199999999999,5282,4793.999999999999,4442.4,4066.7999999999975,3618.2,3117.9999999999986,2768.7999999999997,2401.599999999999,2089.9999999999986,1769.999999999998,1487.3999999999987,1237.7999999999993,1083.6,910,788.9999999999998,681.4,594.9999999999999,551.8,503.9999999999999,467.5999999999999,446.79999999999995,421.79999999999995,395.4,378,0.05
350.1999999999998,336.43999999999994,325.87999999999994,332.15999999999985,351.91999999999973,366.1999999999998,391.1199999999998,421.4,459.43999999999994,535.3199999999999,605.3199999999997,664.1999999999994,783.3199999999994,917.8799999999999,949.8799999999997,1188.44,1641.559999999998,2117.6799999999976,2241.5199999999995,2936.1199999999953,3658.279999999996,4497.28,5246.159999999991,5526.79999999999,5635.599999999998,5528.359999999999,5420.5599999999995,5352.24,5207.279999999999,4658.039999999998,4366.119999999999,3900.239999999999,3542.6399999999985,3060.36,2709.479999999999,2317.199999999999,2015.3599999999997,1667.3999999999999,1418.84,1194.1599999999999,1061.2799999999997,908.96,766.9599999999997,664.8799999999997,586.8399999999999,541.1999999999998,494.87999999999994,463.48,442.96,419,393.43999999999994,374.87999999999994,0.06
340.3599999999999,332.79999999999995,319.0399999999999,321.79999999999995,335.79999999999995,356.3599999999999,382,413.71999999999986,457.12,523.9599999999998,574.0399999999996,622.4399999999997,752.8,908.8399999999998,928.8399999999998,1177.3199999999997,1525.8799999999994,1918.9599999999973,2216.68,2711,3456.8399999999992,4488.04,4757.479999999999,4970.639999999997,5480.719999999998,5456.2,5407.8,5322.24,4977.439999999996,4566.2,4223.639999999998,3834.2399999999993,3431.319999999999,3045.9999999999995,2650.4399999999996,2268.72,1990.7599999999998,1665,1405.3199999999997,1177.1999999999998,1043.56,897.8799999999998,741.6799999999996,641.6399999999998,582.12,532.68,487.5999999999999,462.56,440.23999999999995,415.9199999999999,391.56,370.67999999999995,0.07
335.92,327.84000000000003,310.04,317.56,331.2,349.04,379.12,406.64,449.88,511.04,550.6800000000001,606.12,746.04,888.76,919.2,1132.6000000000001,1479.92,1790.8,2178.28,2705.24,3403.36,4230.280000000001,4609.4800000000005,4803.4,5246.64,5355,5397.44,5186.52,4751.8,4552.12,4084.4,3751.8,3369.08,3020.12,2625.12,2256.6,1970,1661.04,1385.08,1154.1200000000001,1020.6800000000001,859.8000000000001,714.84,624.16,574.88,529.56,482,460.56,436.2,411.28,390.64,363.6,0.08
334,323.72,303,314.44,327.72,341.44,373.72,404.03999999999996,438.15999999999997,500.91999999999996,543,599.04,736.48,853.56,914.3199999999999,1057.36,1349.1199999999997,1686.4399999999996,2109.64,2585.5199999999995,3317.9599999999996,3712.9599999999996,4380.5599999999995,4684.88,4875.36,5184.64,5378.4,4967.92,4707.88,4502.2,4029.16,3653.96,3350.52,2970.72,2572.92,2240.56,1952.04,1645.8799999999999,1364.56,1132.16,977.92,813.6,693.04,610.88,561.2,525.6,481.44,453.79999999999995,426.28,402.71999999999997,383,350.91999999999996,0.09
