0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
111.4074748748819,129.02244369712648,133.70290448617328,152.72445620737875,169.7631989808503,177.1297519878203,183.8241010258891,188.71985381224286,188.71985381224286,189.19392264365862,190.4129567815849,190.50972963572173,191.3016096271365,193.19249469859844,194.97575861131716,198.31558455552698,199.09255064890988,199.09255064890988,199.09255064890988,199.64713890616002,200.36979791257608,201.06850502534007,203.75264689493721,208.85970042419234,209.30687076073414,209.6789177889535,209.6789177889535,210.01491949108225,211.5780152463975,217.81716285822836,220.5304565310007,221.44169880472606,222.28284551893407,222.51840598165867,223.422673819055,224.67108614276168,224.8571685859634,226.22778142600203,226.36597132687015,230.67181947148896,231.3952589579208,231.97182452503225,233.83722140114372,235.5666672440768,236.5086969084154,236.84930976361971,237.74274832018878,240.5145081252428,243.32288450042788,243.7615086557538,246.1954369466169,246.79669290440984,249.32718516122378,249.79922499551887,249.79922499551887,253.92934389514642,256.6827564948981,256.6827564948981,256.6827564948981,256.6827564948981,257.10573236624,258.7976358516074,258.9010474792889,261.27951491596264,263.7784720923374,266.2498606225169,270.0162940497908,272.86734243127165,275.23208254137813,278.7529543944097,282.23397083297283,283.60794454515144,283.60794454515144,284.1794374859096,287.28653228182264,288.5142361365485,290.3613179663657,290.5219337776541,290.5219337776541,290.5219337776541,293.04273954645396,295.2652239098143,295.7654828490394,296.99479660784414,301.09540929461144,307.17428859381727,312.8018507769399,320.2150831071994,320.2150831071994,330.24396645997416,334.70054671670323,337.5235597710389,343.83621114481343,350.88304448940977,361.84591638038523,370.3647795949888,371.21130336355435,373.99575070326415,384.3732517409062,423.5119581745662,435.4968613942117
306.02012187747727,308.8304889902818,346.79715328062974,366.43299657286417,381.35787855709475,410.59214990519723,428.88182650375444,430.9578059442003,430.9578059442003,432.2287414702035,435.64397195721324,436.6884947440827,440.03308533307893,440.03308533307893,440.03308533307893,440.40910154118006,442.1562925479563,449.3741851162724,458.25887928225234,464.64901671269826,467.87857365024587,470.0135452627988,472.25087581254456,472.2895709005691,472.8826301181737,477.3665951811424,477.3665951811424,479.2116219136095,486.99632707748356,492.97309550026085,494.68105763102216,500.05617634473793,505.01782438816787,507.8652136579394,513.5453300912856,515.4623529030025,516.7729360541307,517.0227887476187,522.7694006978428,530.0906596892459,532.2263267854747,532.5191728902848,535.8712867655714,540.1379398139217,542.1969627693833,545.8398106276094,550.998310523669,550.998310523669,551.833704384184,556.748204784135,562.8280550549773,562.8280550549773,563.7516225636981,565.1667698909417,566.4393028596842,569.8768425772015,580.9087687741047,589.2318645568655,589.2318645568655,589.2318645568655,591.7410635994229,603.4398466115562,615.7781193490962,619.2366116447779,623.2783423221717,631.1443385947332,643.5411835061069,647.6490191309944,647.6490191309944,650.8012060111157,656.5064568867634,662.1385933714499,670.526918094975,682.6855252375042,684.662796520357,684.662796520357,687.248051373551,700.2266987008053,702.656002045074,702.7298260342308,718.2040678353351,732.6765401930527,736.534513999977,745.172254258822,772.6133355622192,806.806229017287,822.6115610472663,847.1166535216743,847.7868976106859,857.2422819646479,875.5832225501747,888.4978310480158,901.4714417343963,926.0552219018953,949.1925054492226,963.3328742369126,971.432137808443,1023.0873310493462,1188.7260058954455,1207.3960205214617,1297.493452632858
325.6608349246158,392.3479088273849,416.74621455915025,425.11031620968294,429.57381965056976,436.40297357752746,446.81364078046903,463.76196630187775,477.3665951811424,478.5426483394901,484.18963955211177,494.68105763102216,495.094528301308,504.604353717882,506.7192558924424,519.8056565689425,533.6303235402752,540.4780953844219,547.0429238919907,550.998310523669,550.998310523669,550.998310523669,550.998310523669,551.8083828690949,556.0739234401253,556.2195221518879,557.1435987008992,561.9313987555284,562.8280550549773,564.6844894172575,572.9810382054429,579.1742432619023,580.3230893954336,583.5302484535491,589.2318645568655,589.2318645568655,589.2318645568655,589.4909526724413,595.449979330684,599.6959586747842,600.239625660492,606.3995251887807,608.7950416720041,608.7950416720041,612.0747417264897,615.6277501188491,615.6277501188491,616.5299655003313,620.4994441221113,626.6443574808357,630.1458925633244,636.3834007173915,645.9333029069614,652.6399816911867,658.1097241156248,664.0605867414358,674.8676490574611,691.2616260959973,702.656002045074,702.656002045074,703.2978961939588,705.8654727894975,706.4442010744367,719.7549516280388,720.333679912978,731.144097081524,738.0232890994995,739.647517659548,751.3407204572806,765.7863457116079,772.6353173632727,780.7292926442773,797.7934532305864,810.396897938632,817.857994701886,819.2739313072125,819.2739313072125,832.2263894886543,844.1129553317735,862.4985347421219,874.0636810128408,876.9389480112663,883.5050912957521,906.9289142851921,937.4352925488123,948.0893803821818,954.8810591138771,972.9763498743482,976.6185901572212,987.9534525682955,1016.078846022683,1077.6578876189499,1119.0324656416549,1166.6946970225015,1196.8812439899075,1202.4126376645384,1269.4127599961464,1438.025889639682,1567.617817211157,1612.415141656465,1645.7136957337932
364.68250926177103,387.17818696333427,457.21183771527933,471.9374228454252,472.4927201126982,477.9371590645098,483.8850878885921,494.381876194076,511.49833882930653,525.6792308510379,536.2150004169617,552.5498180829576,564.1424111727067,569.0844439036067,584.4623364863085,588.6914958953287,589.2318645568655,593.3772744060778,599.1075911473597,608.4258071372669,615.6277501188491,616.8307039608254,621.9691196802169,631.2306765901187,637.7836508428051,647.6490191309944,653.690710651227,654.2160751312473,658.5678004667279,664.609727704289,666.8062915557014,666.8629135479816,669.648794247402,676.433086145052,682.3089021360084,682.7796810128782,684.662796520357,684.7751989052784,687.3604537584725,689.3289260112457,691.4416844122466,699.7243357421498,708.7287940832605,712.7580169740604,716.669853287768,720.333679912978,720.333679912978,722.2928931903955,728.4970685688845,728.4970685688845,728.4970685688845,733.2103480809304,738.6831465897455,742.3024979532378,754.9642932105288,765.2789425698223,774.124653839254,785.9173041123323,794.2547998245,794.2547998245,796.1417005485611,803.6893034448055,805.4252318059863,845.3515841131451,847.0875124743259,847.0875124743259,855.3244322138253,879.8616449560604,900.015124378017,910.0847585654686,924.8818085574618,942.5760832526955,945.9836134636957,947.0029470340525,947.4375203733042,952.4351137746994,963.6308332458118,970.3396956101941,971.432137808443,1015.6372162293798,1062.6002475752969,1080.0406752424772,1084.183454465745,1090.8961509477165,1097.4478280175647,1108.2919808287595,1112.4320975665883,1125.9956832273522,1131.0683127968114,1148.9975581967656,1189.9316450495196,1510.4893459979794,1692.3349637653373,1857.8724610154034,1982.3744477850282,2078.44154313513,2238.3313393670305,2364.309723557174,2435.104910989607,2551.864588703341,3185.838004914648
420.28896308109694,421.1224427640048,464.2850719759738,541.9831833671967,565.9175219306169,569.8768425772015,580.9087687741046,589.2318645568655,589.2318645568655,596.6227125142209,616.3795962700843,620.6780502776209,630.8952627847796,648.1307778782486,653.5757638874621,654.2160751312473,663.2810309568542,670.8521463361415,679.587459497461,686.0116251394147,689.2463532473826,696.3734385469278,705.8654727894975,705.8654727894975,708.0858508442002,733.6201984732822,739.1653321246467,739.647517659548,739.647517659548,739.647517659548,741.9659486377157,745.9672262970511,748.2339866114114,755.5103401073055,771.5037734467807,780.6817064344057,786.9403048131386,794.2547998245,794.2547998245,794.6848099157799,801.9001322869444,803.6893034448055,812.6784658991277,818.5967442350999,819.6568260072719,821.9142255223867,827.8830500187887,836.8162858313211,843.5383637593729,843.8222956565692,847.0875124743259,853.3392934983843,862.494418171186,880.0754834322485,889.7011732165505,899.9974769900504,908.692653393197,924.6535816251851,943.2404334348981,947.0029470340525,947.0029470340525,947.0029470340525,947.980114665028,970.4549701774674,971.432137808443,985.8684446131875,989.4775213143736,1010.7585810810212,1033.9898878905421,1042.8375891475848,1058.854320472964,1082.8794174610337,1084.4578170867262,1089.456082568086,1090.2211201851965,1099.0190527819682,1125.4300884431277,1139.4869526230575,1172.9034589593246,1183.861828502326,1188.5832355119526,1204.4966332335962,1229.5651704957077,1262.4475481087547,1296.6484157807051,1335.1526018837383,1452.9953319266701,1572.197862041389,1615.5123726759757,1932.2965727927674,2106.41227358419,2214.9813137796064,2255.1109961152724,2261.1080791444606,2267.7952535534464,2474.1462910898535,2925.833589834385,3356.1207285566825,3928.5665323973653,5478.005903443744,8829.697421210454
462.56510797983367,471.69851114206904,527.3145899071847,607.9725225450273,646.513616709512,654.2160751312473,664.050244681071,681.3905497215587,695.7763840343806,702.656002045074,704.5415360293895,713.0736729202104,720.333679912978,720.333679912978,732.2251387983786,735.8968421456167,747.2634272760422,754.6059498239725,756.3617953333691,769.5175614636499,797.2183861968879,817.5013805973248,818.1042445462907,819.2739313072125,819.7493145723934,825.2162221219734,833.9353401996867,837.7339082383124,842.2842834106821,845.951784885541,847.0875124743259,847.0875124743259,847.0875124743259,855.2462889690414,871.7634674141002,876.9426921969682,878.7484472958685,892.4224341387819,904.8795154648158,905.4211276963824,906.5856272885233,912.0441315042112,920.8570587808608,924.6839661482397,927.4448742130603,946.8343698933467,973.142477207466,981.7933575805647,1002.0846701496173,1025.423036575851,1027.8009785201032,1048.7475392404187,1058.4892409408033,1060.2570469300042,1061.6576100639643,1062.278181982132,1071.5146784775116,1080.0406752424772,1080.0406752424772,1081.2047760665046,1084.7543585974906,1089.467009963072,1107.8799938807767,1111.7478116619102,1124.1120353400474,1127.3363870149276,1131.001119205183,1205.0989634771404,1246.625536841237,1251.4298565132774,1270.1785075416005,1293.2227849006404,1319.3252319399394,1388.5007112014282,1392.169292162539,1431.8517190756854,1452.8522581994753,1508.3329943684023,1543.3816670038805,1551.2223243875908,1603.5098070209951,1695.1357137263494,1774.0919171917672,1834.2251015371678,1940.8765810114987,2119.2605899634295,2226.563519135449,2294.2381192291714,2300.5613625833003,2473.228444032875,2699.8357073186985,2903.9293301107664,3056.4769707099017,3294.8114144471137,3441.403724932636,3600.4773877707553,3968.4037291462614,4270.531204578631,4412.959868721264,5126.61332644753,9696.831905055737
489.3436759723931,536.7861868899655,597.933694623992,682.568569321299,705.8654727894975,709.5963922957898,716.3736760987412,723.9255709215769,732.5112302415234,750.7688088096507,779.3664146242007,779.3664146242007,780.9011528304201,816.2001315734644,819.7912175406847,831.7691452240865,834.6935243803574,840.3542215829274,843.5383637593729,845.5916477107304,871.2580831723735,906.4211499438823,910.8042258329281,924.6839661482397,926.4694846191047,947.0029470340525,963.19625990656,970.3396956101941,971.432137808443,983.7029985924758,1010.8852813315907,1025.1571213430689,1025.1831419189302,1031.5599378630386,1047.6424656036993,1060.4250345283006,1062.639448382551,1067.219781419635,1087.2685652170694,1113.5687710947566,1117.0362964982507,1124.7333871921303,1130.6372948756905,1154.644014607671,1183.2976524613173,1219.6412169515943,1267.3739006926132,1291.2130589090086,1292.2179219048246,1298.580248410575,1311.078399854321,1326.3779336665032,1400.315981041687,1427.602348947784,1431.8517190756854,1445.5477228520701,1460.7583168846625,1478.0537531534178,1502.1499485046127,1523.4482989428654,1539.073600691608,1553.5898565274863,1572.4944731398498,1607.9769009618287,1628.7794099878954,1654.0597798915462,1737.41288416298,1834.2341770041708,1899.673381718209,1936.4720463465837,1954.6384968694456,1958.8298840986654,1972.4097491964023,2011.7013705303289,2034.3348111156397,2102.0495381999317,2193.9387151025367,2255.762468763968,2299.7348348557052,2394.2706540998893,2514.1618132840754,2601.509596090486,2649.70346096669,2683.43331257667,2768.2984943664933,2990.8092458943775,3233.995888951887,3279.102094868911,3289.1661400474677,3422.8370679714712,3511.2497483798907,3724.2279067206177,4238.164869747256,4495.496251976092,4509.4313104670855,4519.169267193277,4527.380805762045,4676.340140930969,5141.668619687401,5547.376662151365,9696.831905055737
548.1782113756484,597.4898878981323,645.8259606733922,725.669687856172,761.9782098814336,777.6402167250972,789.221923799038,798.4059814174344,803.6893034448055,807.6220620185715,821.1266006998185,836.1808029516336,848.6083885483247,883.5885382502979,891.0516905378015,896.01789292089,928.785216522642,944.8865331345282,950.0449604088147,958.2763587161493,969.473403813788,983.4654939639565,1003.69077897726,1023.1176482626898,1026.5715587674301,1042.8375891475848,1058.6250403605322,1090.8959493087775,1098.4819919302831,1104.9301398556288,1118.549811625499,1134.0701047374612,1166.7493665388308,1205.0784601158268,1216.6100633243504,1225.4082587494336,1273.1767146864454,1368.5817711998145,1429.2154712475242,1436.3797835219223,1444.7500925049033,1452.4411673629863,1454.6783920363266,1461.2260034114577,1507.099404413269,1574.5412407185377,1610.4029652482013,1644.3649110687425,1746.8549543790366,1761.8795338445832,1881.0436948828617,1994.3411086620251,2024.5660113712233,2058.103581576001,2086.0082150281887,2094.7325739137073,2100.7801575670105,2113.5307770669738,2130.217488440102,2146.893138399691,2163.2015171673734,2196.0234430410187,2204.895988531335,2273.134923588498,2298.4800062894988,2301.5315752641973,2315.1981201873054,2341.4490427433007,2370.925329442664,2424.4959786965005,2479.1736060858248,2535.20569441679,2620.7207262489214,2650.228091222015,2750.3249671527337,2840.3111806671573,2870.4331121124087,2931.697793066615,2942.8683421271217,2942.8683421271217,2942.8683421271217,3001.936416109565,3113.3867657347246,3266.988076302691,3468.248187582126,3654.635966306427,3828.6753907506854,3944.6839063809257,4132.587247433936,4158.218356798869,4300.980041574557,4386.705308462052,4548.914102504406,4702.43482263798,5328.311703317608,6034.364053927744,6296.338157128267,6569.55952488659,6988.503266805953,9112.789287543283,9177.130709651445
589.2318645568655,709.845534684489,731.6846179399512,797.6017093622381,857.9936429771599,885.8927797628379,898.912746848784,905.4211276963824,906.9129080607797,910.8217996837358,916.1797275540645,928.673894033158,959.1951314342317,988.2157550693677,996.6945173937768,1028.6874155041778,1041.0461538871282,1068.464359268192,1084.864670727944,1086.4245125805164,1098.6692261476103,1120.4572256955305,1128.5816190402566,1132.9589641145337,1142.5018310738142,1151.4123804178892,1170.5554441383847,1198.655328310468,1285.305332166563,1371.2884096730238,1428.9948792794214,1506.3276848262406,1564.334886395218,1570.543991566311,1581.7507586586269,1617.9638308836127,1660.672189320221,1733.9890817293315,1913.8319886164911,2049.970827561407,2103.615271327826,2125.1824180001618,2150.2253893132697,2192.819925960804,2238.365658153746,2265.484476934261,2273.3459568795734,2290.275838857766,2335.722151602989,2342.1953422208608,2382.7084927141855,2429.664210585455,2447.508530708091,2472.2473413946404,2491.13499023857,2496.7364655545325,2520.780180857086,2565.259583052718,2602.0214544011505,2632.1993407514474,2686.9787069750614,2753.226494900095,2784.177816711279,2829.5169145480527,2850.930499263807,2887.0822486638817,2909.3112653424437,2925.4742424829374,2947.2418898269943,2981.0297365438246,3102.9651298171984,3251.016816650233,3260.2776703891714,3289.603707229144,3299.335800241327,3411.2548698814335,3462.6055073160665,3469.720730068649,3622.3117070650824,3753.162277629859,3803.861372217969,3812.8693996122915,3828.219970624923,3876.8315429175227,3960.694603760172,4040.9301622544926,4090.0885014891137,4336.075187806512,4336.075187806512,4350.725331971914,4471.653457609974,4744.069680449509,4954.044699190302,5385.202797898908,5679.793394858888,5766.842468585196,6207.945464601612,6896.65232383058,7012.946007667147,7551.439089334661,7670.7747750431445
654.2160751312473,759.3076792936165,859.5800890743536,913.2251617953661,935.863202451491,947.9106760789692,962.3135662722461,994.0028351406228,1032.7443224864298,1053.1946995746043,1059.9978622051362,1063.53284864869,1089.456082568086,1089.456082568086,1095.6536948534017,1165.4986898047723,1182.7486563056157,1185.2532664431699,1193.8857465201988,1226.7265870102601,1280.034735511759,1337.5254673638133,1400.6421885102136,1470.1254212125289,1552.8006791475211,1570.9517588867202,1606.4341867086994,1627.9039647709437,1746.9348624584813,1816.6550327782877,1832.2961110484534,1904.8141519916396,1976.8974082461646,2039.518115081013,2145.6989169972358,2167.48081628718,2188.7108506378627,2196.2995620585048,2221.1725191725204,2269.6400880022325,2290.390923245738,2305.785272268595,2321.2484801262026,2458.985918928624,2568.715237317175,2597.049616421566,2642.772526211777,2674.534663696028,2703.3842630876225,2804.9933923183235,2830.1106001363078,2839.4951342246895,2891.563842775839,2924.285189626034,2942.977044922311,3025.6259488619307,3094.4614891600386,3123.156590150866,3142.5498516810476,3165.796860884992,3214.239157454863,3229.7242898047184,3250.0344747562726,3410.266427218121,3448.0465135845693,3487.4881641668903,3520.6676302177366,3534.5654840610127,3611.6927702936678,3719.687410451682,3777.527369292479,3786.6694544660295,3796.8273296019747,3823.577165520437,3886.3682061843115,3889.9911786718885,3918.0350034639227,4226.598668301909,4336.447509336434,4395.353850134753,4466.997787187014,4519.802485956057,4602.233757139042,4685.510194193803,4706.3868848813645,4763.561503543738,4779.6265478487685,4805.000973638424,5034.708726363086,5169.531453457442,5201.241085126598,5218.150231201945,5420.996166226202,5542.7341711663485,5567.433437031648,5618.59001107095,5682.107670296097,5863.577650357254,6347.584722603721,6470.899590677573,7889.020573526897
