year,month,waterMonth,waterYear,flowMean,flowMin,flowMax,flowMedian,flowChange,flowChangePercent,volume,flowMeanVariance,flowMeanCalMonthExceedance
1924,10,1,1924,116,111,127,111,15,0.11554741781729123,312,-0.8030560271646859,1
1924,11,2,1924,154,128,191,145,63,0.32932996897016453,399,-0.6,0.99
1924,12,3,1924,276,193,440,271,247,0.5607723293199366,738,-0.041666666666666664,0.9646137787056368
1925,1,4,1924,693,418,1183,596,672,0.6164528497924869,1855,1.899581589958159,0.39574468085106385
1925,2,5,1924,1194,1108,1437,1151,324,0.22637811364617935,2888,3.3260869565217392,0.3386847599164927
1925,3,6,1924,1926,1384,3452,1493,2053,0.5945765225033661,5159,3.4583333333333335,0.6197651775486827
1925,4,7,1924,3199,3004,3441,3169,-293,-0.09297706594046322,8291,3.4492350486787204,0.38494252873563223
1925,5,8,1924,2214,1589,3021,2162,-1432,-0.9009135427631494,5930,0.643652561247216,0.511042654028436
1925,6,9,1924,1178,835,1551,1135,-717,-0.8584333998986697,3054,-0.5345713156854998,0.5
1925,7,10,1924,521,350,819,486,-469,-1.3393176012234056,1394,-0.824283305227656,0.52
1925,8,11,1924,277,229,341,274,-111,-0.48494829550392715,741,-0.8751689950428121,0.9113725490196078
1925,9,12,1924,202,189,229,200,-39,-0.2077142687275401,525,-0.8320864505403158,0.9377070063694267
1925,10,1,1925,171,159,189,169,-30,-0.1903471284471811,459,-0.7096774193548387,0.925625
1925,11,2,1925,200,163,287,190,104,0.3898431256359189,518,-0.4805194805194805,0.9014285714285715
1925,12,3,1925,333,267,422,329,156,0.36850859859374624,892,0.15625,0.8339506172839506
1926,1,4,1925,495,427,583,489,145,0.25399762919217195,1326,1.0711297071129706,0.8697058823529412
1926,2,5,1925,733,572,971,704,400,0.4112897242968451,1773,1.6557971014492754,0.821717791411043
1926,3,6,1925,2626,1025,4501,2077,3328,0.7644791311646447,7035,5.078703703703703,0.3906976744186041
1926,4,7,1925,3962,3496,4415,3938,-809,-0.2313271288251899,10268,4.510431154381084,0.23073684210526313
1926,5,8,1925,2508,1678,3467,2450,-1789,-1.0665466704749285,6718,0.8619153674832962,0.3275675675675674
1926,6,9,1925,1196,819,1646,1149,-826,-1.0087465655204415,3099,-0.5274595021730542,0.47904761904761917
1926,7,10,1925,550,414,779,517,-366,-0.8837453985059253,1472,-0.8145025295109612,0.4860000000000003
1926,8,11,1925,335,271,403,332,-132,-0.4852313327539911,896,-0.8490310950878774,0.65
1926,9,12,1925,235,201,271,230,-70,-0.3484731967872278,608,-0.8046550290939318,0.770655737704918
1926,10,1,1926,199,195,201,200,0,0,533,-0.6621392190152802,0.75
1926,11,2,1926,218,199,284,202,83,0.29392689202458466,564,-0.43376623376623374,0.7815000000000001
1926,12,3,1926,427,299,609,420,252,0.4570214870426325,1143,0.4826388888888889,0.442063492063492
1927,1,4,1926,645,563,892,578,329,0.36892921273949,1726,1.698744769874477,0.46790697674418597
1927,2,5,1926,1221,947,1466,1189,519,0.35418578634724196,2954,3.4239130434782608,0.3194581280788177
1927,3,6,1926,1787,1493,2646,1660,1153,0.43569982800099116,4788,3.136574074074074,0.6404632890815497
1927,4,7,1926,2844,2396,3313,2871,-407,-0.16991417351066293,7373,2.955493741307371,0.563304347826087
1927,5,8,1926,2287,1881,2396,2364,-504,-0.2678239440432203,6126,0.6978470675575352,0.46386363636363676
1927,6,9,1926,1258,752,1836,1183,-1084,-1.4422747121062582,3260,-0.5029632556301857,0.4305418719211823
1927,7,10,1926,511,389,734,480,-345,-0.8858441402438069,1369,-0.8276559865092749,0.5734146341463414
1927,8,11,1926,312,261,381,306,-119,-0.4570079148635636,835,-0.8593961243803515,0.7812371134020619
1927,9,12,1926,218,193,259,213,-66,-0.339014502953384,565,-0.8187863674147964,0.8903614457831326
1927,10,1,1927,188,180,195,186,4,0.02043117426683712,502,-0.6808149405772496,0.86
1927,11,2,1927,246,199,276,250,77,0.2784475972276824,637,-0.36103896103896105,0.5984375000000001
1927,12,3,1927,362,270,467,387,184,0.3929067888475517,968,0.2569444444444444,0.7034883720930233
1928,1,4,1927,606,472,712,602,240,0.3364646056161413,1623,1.5355648535564854,0.5434782608695647
1928,2,5,1927,829,720,1066,804,346,0.32448542537155256,2077,2.003623188405797,0.7
1928,3,6,1927,1844,1086,2217,2020,1131,0.5100397262764351,4939,3.2685185185185186,0.6306137724550899
1928,4,7,1927,2199,2155,2261,2188,44,0.019342474331740717,5700,2.058414464534075,0.7154838709677419
1928,5,8,1927,1971,1466,2261,2042,-795,-0.541975915375974,5278,0.46325167037861914,0.5982479784366577
1928,6,9,1927,989,583,1437,1025,-854,-1.4648176542032547,2563,-0.6092453575661794,0.680990990990991
1928,7,10,1927,426,335,563,418,-227,-0.67771592319766,1140,-0.8563237774030354,0.81
1928,8,11,1927,284,243,332,284,-88,-0.3630878731822354,761,-0.87201442091032,0.87
1928,9,12,1927,242,222,264,238,13,0.052216619938121815,628,-0.798836242726517,0.72
1928,10,1,1928,247,221,264,257,-13,-0.055093411676740665,661,-0.5806451612903226,0.3804347826086957
1928,11,2,1928,256,226,317,253,73,0.23139836065251226,665,-0.33506493506493507,0.568450704225352
1928,12,3,1928,352,302,389,350,80,0.20573734402915866,942,0.2222222222222222,0.7287692307692308
1929,1,4,1928,531,389,752,486,331,0.4597860079269968,1422,1.2217573221757323,0.7941558441558441
1929,2,5,1928,698,648,779,692,67,0.086330051430292,1690,1.5289855072463767,0.8805376344086022
1929,3,6,1928,926,804,1083,905,279,0.2578219786195858,2479,1.1435185185185186,0.8919597989949749
1929,4,7,1928,1387,1089,1589,1407,439,0.28739663452549935,3595,0.9290681502086231,0.8598340503995083
1929,5,8,1928,1129,660,1511,1132,-851,-1.2897028776455628,3024,-0.16184112843355605,0.9004201680672268
1929,6,9,1928,453,381,637,427,-256,-0.6724367768851397,1174,-0.8210193599367839,0.9473799126637554
1929,7,10,1928,330,291,377,326,-87,-0.2980664242778294,883,-0.8887015177065767,0.9417808219178081
1929,8,11,1928,266,236,291,267,-54,-0.23001254550212263,711,-0.8801261829652997,0.9270212765957447
1929,9,12,1928,214,195,236,221,-41,-0.20996385195147554,556,-0.8221113881961762,0.91
1929,10,1,1929,192,189,195,193,0,0,514,-0.6740237691001698,0.8369565217391304
1929,11,2,1929,230,199,267,234,68,0.2537370036974257,596,-0.4025974025974026,0.7038461538461538
1929,12,3,1929,448,270,533,467,207,0.43384753571380136,1199,0.5555555555555556,0.37
1930,1,4,1929,588,480,660,602,168,0.25953249150225377,1574,1.4602510460251046,0.64
1930,2,5,1929,718,648,835,720,187,0.22408764389087277,1736,1.6014492753623188,0.8381081081081081
1930,3,6,1929,910,835,977,905,137,0.14075982058465636,2437,1.1064814814814814,0.902547770700637
1930,4,7,1929,1084,971,1187,1080,215,0.1813742682838254,2809,0.5076495132127955,0.95
1930,5,8,1929,1806,1195,2188,1953,665,0.3574608061937482,4837,0.34075723830734966,0.6690588235294118
1930,6,9,1929,1358,971,1832,1333,-861,-0.8861802484547453,3520,-0.46345318056104307,0.34606741573033717
1930,7,10,1929,624,463,958,548,-495,-1.0709157449700866,1670,-0.7895446880269814,0.35888888888888887
1930,8,11,1929,399,341,459,398,-119,-0.34840505434411617,1069,-0.8201892744479495,0.42
1930,9,12,1929,289,259,341,284,-82,-0.3160681900697572,750,-0.7597672485453034,0.4265853658536586
1930,10,1,1930,239,222,259,236,-37,-0.16427174237142392,641,-0.5942275042444821,0.4139622641509435
1930,11,2,1930,219,201,259,221,37,0.14109398724805453,569,-0.43116883116883115,0.7717391304347826
1930,12,3,1930,355,267,443,373,176,0.3975010743435787,952,0.2326388888888889,0.7186861313868613
1931,1,4,1930,511,443,589,495,116,0.2032498144638777,1368,1.1380753138075315,0.8426470588235294
1931,2,5,1930,667,572,779,678,207,0.2662089731543387,1613,1.4166666666666667,0.92
1931,3,6,1930,1091,779,2095,971,1315,0.6279398982333737,2922,1.525462962962963,0.8238606676342526
1931,4,7,1930,2882,2266,3313,2923,1047,0.31603119464445334,7470,3.008344923504868,0.550749063670412
1931,5,8,1930,2674,1922,3356,2697,-1391,-0.7240592676676427,7163,0.9851521900519673,0.25
1931,6,9,1930,1372,925,1881,1370,-956,-1.0342557714267797,3557,-0.4579217700513631,0.3290872210953347
1931,7,10,1930,616,467,892,572,-425,-0.9091262302899874,1650,-0.7922428330522766,0.3801038062283737
1931,8,11,1930,398,326,463,408,-137,-0.42038912381621985,1065,-0.8206399278954484,0.43478260869565205
1931,9,12,1930,292,250,324,291,-74,-0.2955467317254964,757,-0.7572734829592684,0.41
1931,10,1,1931,242,236,270,236,20,0.07571552223675888,649,-0.5891341256366723,0.40156249999999993
1931,11,2,1931,307,261,381,299,114,0.2994744563045956,796,-0.2025974025974026,0.26086956521739135
1931,12,3,1931,571,389,624,589,235,0.37619632971819805,1530,0.9826388888888888,0.08313725490196078
1932,1,4,1931,818,624,952,844,329,0.3450378157025053,2191,2.422594142259414,0.23954545454545453
1932,2,5,1931,1083,971,1311,1060,340,0.25905869708754065,2714,2.9239130434782608,0.4146666666666668
1932,3,6,1931,2941,1384,3803,3488,2217,0.6157054795033354,7878,5.80787037037037,0.29942965779467684
1932,4,7,1931,2979,2261,3600,3101,-1339,-0.592275353936341,7721,3.1432545201668987,0.47973273942093536
1932,5,8,1931,1713,1291,2188,1726,-897,-0.6943938720128658,4589,0.2717149220489978,0.7075492341356674
1932,6,9,1931,964,648,1232,990,-584,-0.9022477832913979,2500,-0.6191228763334651,0.6952
1932,7,10,1931,512,427,648,505,-221,-0.5180477100817872,1371,-0.827318718381113,0.566857142857143
